Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID5 0.993),W.2 (False Positive) (ID14 0.888),W.3 (ID2 1),W.4 (ID3 0.991),W.5 (ID6 0.996),W.6 (ID11 0.998),W.7 (ID4 1),W.8 (ID8 0.998),W.9 (ID13 0.984),W.10 (ID1 1),W.11 (ID9 0.994)
DEL,repeats,4,0,0.0116766738884007,0,8.42687064616734e-06,1.57108148612879e-40,0.00205763715308811,0,0.00755659928538885,0.00743437974037501,0.00110424654493931,2.7056844379932e-05,0.000344709743574202
DEL,repeats,4,1,0.0028013579409849,0,0.00206761274743215,0.000516203229626139,0.00290051314213549,0.000161334613338849,0.066006421438767,0.00196358738761839,0,0.000498275719670564,0.00387732274829619
DEL,repeats,4,2,0,0.000436588702743176,0.000472641399669148,0,0.000293832900086935,0,0.0152738607120177,0,0,0,0
DEL,repeats,4,3,0.00463774688619119,0,5.08946502370255e-07,0,0,0,0.00333543383232222,0,0,0,0
DEL,repeats,4,4,0.00563052276776034,0,0,0,0,1.87844004735161e-05,0,0,0,0,0
DEL,repeats,4,5+,0.00140770927005458,0,0.000202166646089507,0,0,0,0.000178111601046087,0,0,0,0
DEL,repeats,5+,0,0.0124897324758099,1.18109805238199e-62,0,0.000229108954906329,2.10136772569708e-57,0.000829290638958492,0.00147818460841048,0.260423324274232,0.00630800024970819,0,6.98558586247858e-206
DEL,repeats,5+,1,0,0.000445635560250208,0.00298760005105518,0,0.00871388205238661,0,0.017214933041175,0,0.00321103238215689,8.41066575034724e-299,0
DEL,repeats,5+,2,8.4871101686223e-05,0,0.000410891929590939,0,0.000276654274043946,0,0.00221139169587887,0,0,0,0
DEL,repeats,5+,3,0,0,0.00014390143738555,0,0,0,0.000677927180268163,0,0,0,0
DEL,repeats,5+,4,0,0,7.46005088885972e-05,0,0,0,4.02972614785732e-05,0,0,0,0
DEL,repeats,5+,5+,0.000120693097888382,4.0130607962777e-05,2.56584168073535e-05,0,0,0,4.04205858345192e-05,0,0,1.86041617163673e-06,0
INS,repeats,2,0,0.00669594406038289,0.0377981620967331,0.000350279279538534,0.00250232167781738,0.00210753535814329,0,5.6253582059529e-174,0.00151901392819784,0.0138710993144536,0.000292238001564648,7.96514624797556e-280
INS,repeats,2,1,0.020457108110792,0,0.000262446468902653,0.00261118184451969,0,0,0,0.00126695835908189,0.000338348783366286,0,0.000995699026115333
INS,repeats,2,2,0.00823836818137206,0.00216265397314189,0.0010705307607366,0.0010955375883294,0.00075234174282423,0,0,0,0.00013475676850886,6.29549922760283e-05,0
INS,repeats,2,3,0.00114843233565584,0.00126364948117351,0.000428407530975842,0.00101969034050433,0.000361575210803344,0,2.00661577679983e-115,0,0.000745394064487203,0.000289682279929496,0
INS,repeats,2,4,0,0.00306801666472615,0.00200575402423198,1.02381935301399e-200,0,0,0,0,0,0.00278920260847721,0
INS,repeats,2,5+,0.00130658327995947,0,0.0136835874735365,0,0.000352220386077397,3.4822186116171e-269,4.38186642581073e-05,0.00122853134210154,9.49574789187518e-95,0.018090324012589,1.41820703151196e-111
INS,repeats,3,0,0.00460097969989861,0.0107626680909943,5.47216932888057e-05,8.9194284120514e-267,0.00145967152492647,0,0,0,0,0,0
INS,repeats,3,1,0.00713930879150073,0.00478311883357562,0.00126017514789795,0.000128602590004778,0.000121688967475033,0,0,2.34149702368548e-265,0.00409033288175759,0.000120346208116269,0
INS,repeats,3,2,0.000774081726322311,0.000270211783800437,0.000208105038123498,0,0.000717180105998346,0,0.000348000766616537,0,0,0,0
INS,repeats,3,3,0,0.000280705252479973,1.93784330276608e-05,0,8.17407224332455e-06,0,0,0,0,6.77974426872712e-05,0
INS,repeats,3,4,0,0.000652291672880864,0.000151206761317238,0,0,0,0,0,0,1.46529232913686e-06,0
INS,repeats,3,5+,0,0.00300028652863634,0.00200652454573004,0,0,0,6.66243864761507e-06,0,0,0.000754956884028597,0
INS,repeats,4,0,0.00288021384724096,0.00977374381831498,1.31341274114732e-05,0,0.00171645289066192,0,0,0,0.00121329981353341,0,0
INS,repeats,4,1,0.00417625901495545,0.00265207041335564,0.00121094766240784,7.75645101158937e-05,0.000467718915349631,1.66926609161719e-308,0.00120319078345632,0.000840576039637613,0.00289540667253322,0.000703925162247166,0
INS,repeats,4,2,1.3162992775836e-05,2.68197358246824e-201,2.09823415656833e-05,0,0.000291245810908261,0,6.34896756529053e-05,0,0,3.1189688465458e-05,0
INS,repeats,4,3,0,0.00114571893666854,0.000159473857696618,0,8.68529210037709e-06,0,0,0,0,2.01247813748772e-05,0
INS,repeats,4,4,0,0.00256285854640644,0.000299656515231837,0,0,0,4.05861518133326e-05,0,0,6.25074010985808e-05,0
INS,repeats,4,5+,0.000615839160000262,6.81587506105732e-05,0.00224550205377956,0,0,0,1.87170808327093e-05,0.000256959310400419,0,0.000871720681271903,0
INS,repeats,5+,0,0.00545598425180393,0.00500238641216691,0,0,0.00999068355814132,0,0,0,0.0020380951759533,0,0
INS,repeats,5+,1,0.00505465988555548,0.0471738140711594,0.000119602714837146,2.10047316336958e-20,0.00519452629565196,0.000939953839398784,0.00196872821973176,0.00969548299482803,0.0178871915625016,0.00152388951903087,7.92883279858087e-30
INS,repeats,5+,2,0,0.00081146048412475,2.76612463179718e-05,0,0.00142740905927003,0,0.000113340860059335,0,0,0.000129159273195678,0
INS,repeats,5+,3,0,0,0.000131289712879082,0,0,0,0,0,0,6.21958133651565e-05,0
INS,repeats,5+,4,0,3.61621200735924e-05,2.60908962783372e-05,0,0,0,0,0,0,0.000115810872803445,0
INS,repeats,5+,5+,0.000172085367823481,0,0.000136918947306204,0,0,0,8.42292395142061e-05,0,0,1.66993282902946e-05,0
DEL,MH,2,1,0.0302292550722017,0.00111540259791581,1.21586574448544e-37,0.00803401108179182,1.66880540210831e-308,0,0.196954910532576,0.00599693020748484,0.00934481487851372,4.51261118938388e-05,0.000827416129006251
DEL,MH,3,1,0.014223825581779,0.00198610399158872,0,6.2977202910729e-05,7.85205522436854e-05,0,0.00685293786644817,0.0102593212759751,6.9127051300977e-115,1.43514800114103e-05,0.00235901773815935
DEL,MH,3,2,0.00963430476597108,0.00325808632180489,0.00288256843844126,0.000215003114059717,0.00460316980051777,0.000223247109743581,0.0511294306525802,0.00490334886142291,3.22337107350444e-228,0.00126646847420145,0.000516186076238868
DEL,MH,4,1,0.00944674700832304,0,0.000133566673722137,3.23060245870438e-136,0.00264153812505023,0,0.0112626717641513,0.00643744979692506,0.000345126531905879,4.06769565118705e-228,0.000921813869581682
DEL,MH,4,2,0.00670633175643465,0.000691953383352663,0.000496617311422732,3.52750834396674e-05,0.0100923401346831,0,0.0304716096402413,0.00102731618165698,0,0,0.00267214941060961
DEL,MH,4,3,0.00379265254631384,0.00241087230509984,0.000596023379218859,5.70818378448754e-05,0.00548208523418825,0.000331905509859589,0.0507151377354809,0.000869325505400002,3.34840697734417e-262,0,0.0012051074961049
DEL,MH,5+,1,1.48745499935511e-20,1.45074648808461e-255,0.00055553714096114,3.06345825020565e-83,0.0551386764138367,0,0,0.30618416937334,6.58940901877575e-186,8.97163661914992e-222,1.66880539395325e-308
DEL,MH,5+,2,0.0023959612940018,0.00167620212938726,3.46720698329769e-05,0.000967741415184779,0.279469193416191,0,0,0.134506473249003,1.20792271862639e-76,1.34147335700314e-265,1.66882761089467e-308
DEL,MH,5+,3,0.00469877769488548,0.000143876031503014,4.04246454478197e-213,0.000555293896393343,0.245016805855632,0,5.72130465646122e-160,0.0496092382653513,9.63161293323784e-187,0,0
DEL,MH,5+,4,0.000904984148552893,0,0.00041867563921239,0.000532213411708289,0.137346577769333,0,0.00315382678249432,0.017644163361077,0,1.73416137977797e-308,0
DEL,MH,5+,5+,6.85679196018912e-306,0.000692585640955296,0.00237767249403343,0,0.113206794681096,0.000169272824720692,0,0.0126919148952999,0.0150877339982497,0.000545136113777335,0
