Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14
INS,T,1,0,0.0151421259750558,3.5417568339932e-126,0.0442633195591913,0.0215636375423462,0.000933489205899049,0.00697847964631466,0.000800669073637433,0.000298909706751569,0.00188820834192098,2.53812331770511e-131,0.042441463326413,0.0021760320218562,3.93747416393863e-303,0.0130987125289672
INS,T,1,1,0.00785202195940309,0,0,0.0518641230718989,4.67800674588758e-165,1.75665858778847e-298,0,0.319068972998087,0.00181925952412269,0,3.08001232696328e-20,0,0.0122817020879171,0
INS,T,1,2,0,2.28331519793258e-279,0.00138877850905273,0.044598560436013,0,0,0.00041009838381828,0.169794209687645,0,0.00556135674792786,6.33144738140744e-97,2.84848027705814e-05,0.0445010265157986,0.00227335592681128
INS,T,1,3,0,1.16422069983658e-167,0,0.0288532671682065,5.6510424599921e-102,7.53527865457646e-05,0.00070511701313751,0.120475685702126,0,2.42119019421559e-187,0.00792825864607224,0.00353848958029349,0.0254553255608713,0.0110770435293448
INS,T,1,4,1.11253816438256e-308,5.31982180267449e-119,0.00308634123270307,0.00753748794034576,0.00035906874747578,0.000771536556820412,0.00186417499957973,0.0578830938175726,1.06982867968429e-111,1.92011275365748e-264,0.0188354294435919,0.0147474949725076,0.0126296299267483,0.0455095216152678
INS,T,1,5+,8.21598845296905e-67,2.37020799305825e-127,1.59490219134389e-288,7.3038496158873e-38,6.04558998285201e-108,1.67132948013774e-40,0.00189098866571951,7.10377443188467e-222,1.68289740812158e-26,1.58640723314704e-72,7.28391264372891e-77,0.922088149831947,1.04284046464567e-19,9.70814974555337e-49
DEL,repeats,2,0,0.0147878532638862,1.11505028451684e-63,0,0.0062302745251548,0.074730204992214,0.000668995657615872,7.02068928752441e-05,0,0.00711751606740936,1.39345697278147e-227,0.0281433651832085,0.000179869882841823,0.0386980760129588,0.000458240654573539
DEL,repeats,2,1,1.88530581257594e-228,5.57032296562202e-192,0.00498252920136025,0.00895300862820369,0.236974306801626,0.00085490203020071,0.00179238967093721,0.000831760449321856,0.00642023150258622,0.00175883061450324,0.00422753014410857,0.000462540059590621,0.0258985677017128,0.0244046478799521
DEL,repeats,2,2,0,6.79357950580829e-229,0.00426287067384033,0.0148058661921096,0.0527481230816144,0.00165374258632566,0.00138914968062844,0.00056445464787989,0,2.09690584485252e-125,0.00249017415839972,0.000279019638889232,0.00188814752591288,0.00916651750858734
DEL,repeats,2,3,0,0,0.000253427307238501,0.00789981532803673,0.00998215995886529,0.000215861916362283,0.000477386189895135,0,0,0,0,0.000291965509191135,0,0.00534938204519766
DEL,repeats,2,4,0.00011152724411739,0,2.8843142736671e-05,0.00315768278765374,0.00334722353851544,0.000248987303902309,0.000499103020186133,0,3.82373548296583e-80,1.88665506359975e-28,0,7.8904004299631e-64,0.00111491561011877,0.00784328411197718
DEL,repeats,2,5+,0,0,0,0,2.93847774517995e-06,0,0,0.00388845939444065,0,0,0,0,0.04490292102301,0
DEL,repeats,3,0,0.00252046914110462,3.16079746746164e-149,0.00139905934332384,0.000572780286234224,0.00455921706131177,0.000603942310607932,2.81349507972015e-06,0.000513352609816324,0.013165092691893,0,0.00544403745437231,8.45588593509869e-05,0.0290958943951529,0
DEL,repeats,3,1,0.000631560146547467,7.44411908718301e-87,0.00414108324424335,6.2594759009911e-277,0.104845052880521,0.00497406710178404,0.00374734775949236,0,1.11288235593607e-280,6.80092399508113e-111,0.00046680526906438,0.00355388055051472,0.00261163378207515,0.0383579693415556
DEL,repeats,3,2,1.89439481140712e-197,1.60846679179531e-204,0.00185846822054052,0,0.0190957598280813,0.000339356717105518,0.00165785986925645,1.69942646770821e-10,0.000195360380941178,0.00425849723179841,0.000102521119842348,0.000327585359758892,0,0.0137361214523678
DEL,repeats,3,3,0,0,0.000604741389008033,1.86836072125622e-292,0.00452134496250828,0,0.000327131435160344,5.47119144926068e-05,0.00017629227718642,1.68185729593939e-38,0,0.000251114113193642,0.0010322833748079,0.00235613032455713
DEL,repeats,3,4,0,0,0,0,0.000217595285786035,0,0,0.00111016508503691,0,0,0,0,0.0120311915541753,0
DEL,repeats,3,5+,0,0,0,0,0,0,0,0.000965155534190184,0,0,9.62052304639023e-244,0,0.0170182641069182,0
DEL,repeats,4,0,0.00220886655506052,1.07837322223698e-72,0,4.57440888525944e-05,0.00868337211776134,0.00143396328209727,5.25462642502199e-06,2.04461298680617e-05,0.00825662529867783,0,0.00204575283341893,2.58237178908154e-05,0.0186423710147287,1.40070887083432e-239
DEL,repeats,4,1,0.00166398975965241,8.36047510947692e-236,4.874538671393e-185,5.50482121573117e-05,0.0687698241867998,0.002504176226415,0.00140371282253811,0.000386538316737042,1.52806241411991e-07,0.00483657576982497,0,0.000335675183493244,2.84151494516079e-138,0.0119709549581772
DEL,repeats,4,2,0.000111560918060666,0,0.00043723112332419,0,0.0124291689651161,0.000532570056527504,0.000325477461618699,1.11253692925379e-308,0,3.13903748527338e-216,0,0,0,0.00374781280225484
DEL,repeats,4,3,0,0,0.000127254664243725,0,0.00373367124626608,0.0001815128654946,2.25001688463329e-06,7.28607286386859e-05,0,0,0,0,0.00723096672999071,8.00987975639024e-06
DEL,repeats,4,4,0,0,0,0,0.000532077303298473,0,0,0.000706377123386412,0.000193509519389686,0,0,0,0.00908963492943825,0
DEL,repeats,4,5+,0,0,0,0,0.000134345027067674,0,0.000135263815739759,5.28526144616502e-05,1.11253692925588e-308,0,0,5.40131043790769e-06,0.00350034160101051,0.00213409139401552
DEL,repeats,5+,0,1.80762630114419e-217,0,0.00232240888036186,0.00151941773845957,0.00125470506232079,1.34163116829273e-31,0,0,0.331149737570017,0,0.00921643303352158,0,0.0154215982662935,0
DEL,repeats,5+,1,0,0,0,0,0.00989001300848474,0.00840244825157726,0.00222366208469867,0.000131421625479621,0,0,0.00101900193365067,1.82931787512886e-201,0,0.0191565853742474
DEL,repeats,5+,2,0,0,0.000116911643960711,0,0.00308785075052839,0.000489730671832623,0.000236715034877466,0,0.000444067184914721,0.000531961757725989,0,6.52431037628977e-05,0.000609208533455853,0.00289239666290109
DEL,repeats,5+,3,0,0,0.000112000300302975,0,0.00144393494290244,0.000111773501122535,9.75760737623116e-05,1.26938730182337e-05,0,1.24297552981443e-54,2.46519022423857e-298,2.3316416484838e-05,0.000438547672690617,0.000788232096965549
DEL,repeats,5+,4,0,0,0,3.64930375752673e-05,0,7.38580080040687e-05,5.76686865343117e-05,0,7.69057103204115e-05,2.44451305242865e-100,4.27027694112554e-05,3.37573870463892e-153,0.00011811290907161,0.000593519536560659
DEL,repeats,5+,5+,3.37573134641291e-05,0.000168601337890126,0.000109609862649843,0,0.000384323623749335,4.14072787365033e-05,1.07739192296571e-05,3.6562054902184e-05,0,0,0,6.99905765733999e-06,0.00121898731841361,0.000313127210727775
INS,repeats,2,0,1.98438503775074e-16,4.90249905929181e-257,0.033292654315466,0.00303393139783499,0,0.00222021774284995,0.000198548852681663,0,0.00194164849314457,2.73669513313845e-25,0.0118279235266786,0.000342194985917657,0.00947979352470656,0.00339155294863813
INS,repeats,2,1,0.00249925975829195,1.98681639265789e-259,0,0.00257944182911437,0,0,0.000204849242204419,0,0.00176881320679926,0.000442867609238496,0.00213316088521416,0,0.0331407002364103,0.00107405814565563
INS,repeats,2,2,3.81726765952661e-220,0.00138893154791112,0.00106639026902883,0.00102292813724949,0.000240932063098785,0.000654014315898405,0.00071480736394675,4.99162301303456e-05,8.17134216249757e-05,0.0022731337739114,9.00838175154474e-05,2.71806642274565e-13,0.0120174848347115,0.00787365120561645
INS,repeats,2,3,2.80162571273216e-06,0.00156543974443117,0.00163480286755294,0.00145096537401807,0,0.000509927253895642,0.000277825685899862,0.000150556950443278,1.33162671652171e-05,1.53470202049374e-81,0.000305551221752025,0.000555478038529624,0.00161230930320398,0.0026671563137844
INS,repeats,2,4,0,0,0.00262143792533474,0.00017868356917206,2.13805443148697e-05,2.28833164504781e-155,0.00143916055149231,0.000318274868250082,0,1.00306971251507e-70,0,0.00206676751296543,0,0.0225729551711581
INS,repeats,2,5+,1.8498064323661e-254,6.87967966319469e-298,0,0,0,0.000281629809946122,0.00790762402244462,0,0.000582819503603883,1.03825143683339e-224,6.30604878130387e-127,0.0144513842592104,0.000391424700829529,0.129990695314862
INS,repeats,3,0,0,4.0621913064229e-304,0.0105577889643336,0.000294497941811554,0,0.000945948514517893,2.84648578554151e-05,0,0.000739724737414414,0,7.26266183287249e-05,4.97417747642456e-06,0.00679362307154988,0.000497185248855079
INS,repeats,3,1,0.000496012284246757,0.00352384418005066,0.00323867745822243,7.26769986945451e-107,0.000128537173379969,4.04374400928645e-05,0.000896302694311338,5.5560710606238e-05,0.000584895537764005,1.52661390383411e-130,0.00498786725855243,0.000189956601714786,0.00903389284548413,0.00516884366641888
INS,repeats,3,2,4.44057132191832e-298,0.000374362755762021,6.36120349634274e-05,8.47925926292268e-244,0.000893610364408066,0.000902189089840279,0.000169173977567859,0,9.04261566898503e-05,0,0.000642113414682584,3.23801057895334e-06,0.00177987031513165,0.0016945749379959
INS,repeats,3,3,0,0,0.000722984562330323,0,0,0.00031509358559557,0,0.000121988174597793,0,0,0,0.000173328100536104,1.80104948753156e-05,0.000243748855633273
INS,repeats,3,4,0,0,0.000718080613394936,2.63990011068056e-05,0.000170585189460471,0.000229574278932757,5.77091605082828e-05,4.31642787909673e-05,7.52754082909436e-05,1.79574271695333e-187,0,9.29025818055497e-05,1.60267441250393e-05,0.00116658865449311
INS,repeats,3,5+,0,0,0.00263766878052969,0,0,0,0.00143493471858167,5.99735391214695e-143,0,0,0,0.00106094670876576,0,0.0117906332725747
INS,repeats,4,0,7.05227262718998e-13,0,0.0090878437054365,0,0,0.00162624844903575,7.56675303474319e-06,7.56760724983758e-05,0.000679408041410759,0,0.000837164485418724,0,0.00432137885918713,8.22780729688237e-05
INS,repeats,4,1,0.00136747699973683,4.22483556021783e-157,0.000906865767458406,0,0.00101525960499952,0.00050682515443224,0.000933922557462675,0.000350167233776137,0.0007738017870054,0.000178188948379284,0.00347087801387824,0.000509021031856763,0.00597068081120884,0.00791753425848259
INS,repeats,4,2,0,4.83071374651416e-82,0,0,0.000272177608041254,0.000511829331392134,1.13130596481254e-05,1.29632330094787e-05,4.10507614141106e-05,9.10632294459203e-241,6.00625858201441e-05,5.92368725916242e-05,0.00077396589154889,0.000146703256656348
INS,repeats,4,3,0.000167312475349244,0,0.00089403703592399,5.78232655410484e-05,7.37761407590876e-05,0.000353882652706283,9.05906616292901e-05,0,0,8.83425640843304e-23,0,9.049082170744e-05,0,0.00124931696772332
INS,repeats,4,4,0,0,0.00236849996259755,0,0.000324235079202807,4.13856722780734e-05,0.000142529810512507,0,0.000150408014724445,0,0,0.000223543537284351,0,0.00308713236754821
INS,repeats,4,5+,0,7.92435587131004e-237,0.000168052203188879,0,9.86846049786083e-05,0.000186235113734975,0.00183411859538901,0,0.0005363219749025,1.07002790853171e-301,0,0.000602246749000733,0.00112538751805987,0.0154568218935734
INS,repeats,5+,0,0,0,0.00405015850967771,0.000107089602608463,0,0.00926213261374317,0,0.00085927698253954,0,0,0.00239969956051712,0,0.00806647506693373,0
INS,repeats,5+,1,0.00140645440972113,7.89746347905617e-276,0.0479471965014226,1.11253696551639e-308,0.00234656351118106,0.00644624412143693,3.73410285438887e-05,0.000871392128795034,0.0107173496683038,0.00167297530534251,0.0147835610971355,0.00146915493282111,0.0061315934762873,0.00129850662896046
INS,repeats,5+,2,7.51543383689093e-05,1.40151378281185e-25,0.00102965077854789,4.02402770223522e-05,0.000150163491363927,0.00130187460280196,0,0.000801363222927391,0,3.53676626581591e-144,0,0.000193708028110756,0.000527014750814148,0.000416001404076972
INS,repeats,5+,3,0,0.0002000491669839,0,1.95976316587878e-05,0,0,6.28796733900852e-05,0,4.09195439788552e-163,0.000332315742499505,0,0.000206681373951604,0.000245843165475411,0.000855817904068654
INS,repeats,5+,4,0,0,0.000457404852011056,0,6.119711531105e-05,5.5029478129159e-06,0,0.000104091192163369,1.36481962024048e-05,0,0,0.000201079228684322,0.000300258546615042,0.000503370621495834
INS,repeats,5+,5+,2.92264560138917e-05,0,0.000276148598872216,6.73255591839723e-23,4.46713443907024e-05,4.65706091080723e-05,6.90631310819878e-05,4.05677782009196e-05,0.000297575394345053,0,0,5.37703603488784e-05,0.000976789520400924,0.00138470424601314
DEL,MH,2,1,8.42478126567721e-203,8.95593253674424e-207,0,0.00716947507319549,0.21408001330364,0,1.60726614128547e-05,0,3.57090574752292e-286,1.66192852959214e-256,0.0107539980415023,1.11253692927584e-308,0.0366789566319269,0
DEL,MH,3,1,0.00427191896554237,0,0.00120414150329064,3.14413032290463e-42,0.00716696491274298,0.000276654904194691,0,0,0.01207133567418,0,1.72041753556947e-241,2.41637485928544e-05,0.0221641174340965,0
DEL,MH,3,2,1.65012645960976e-49,1.46514021260196e-218,0.00343512238542896,0.000131599051666727,0.0590885760254975,0.00452807679590912,0.00189210370563938,0.000681964119774298,0.00259092363214472,0.00151368232805506,0.000442803153553685,0.000863576608913014,0.0115681251330458,0.0182352769811009
DEL,MH,4,1,0.00202284847958993,7.28268815838142e-34,0,0,0.0115679123101304,0.00251988878057647,9.06245650764826e-05,0,0.0067830148091518,0.00152271408925853,0.0012153499866093,0,0.0143862885764945,0.000207067497757341
DEL,MH,4,2,0.00166705728984887,4.379235018997e-22,0.000857455789034333,7.59000745574991e-302,0.0329060934845674,0.00963437430028958,0.000287158871554787,0,0.0001102927989922,0.00489969650413529,0,0,0.00857921167130814,0.00211612509372191
DEL,MH,4,3,1.97489114962245e-200,0.00461939790712255,0.00359957907746808,0,0.0399422967157437,0.00531629350126511,0.000426463042414021,0.000506097668347968,6.68410373472652e-05,0.0023866408034393,0.000124866491545125,1.83519446197206e-05,0.00180153776078611,0.00197110245866262
DEL,MH,5+,1,0,0,0,1.11253692925553e-308,0,0.0518617308514484,0.000402024557160087,0,0.395214476633022,0,1.1125369292536e-308,0,9.67173381129612e-285,0.00250332176781382
DEL,MH,5+,2,0,7.78291397321422e-259,0.00122739771152699,0.00235755207447204,0,0.322058456514903,2.21010764901206e-308,0,0.114188332164975,9.55787412306328e-28,1.11444506066243e-47,0,0.00205711054514106,0.00033438340151602
DEL,MH,5+,3,0,0,1.71491676234865e-31,0.0011181749896635,3.76200531774784e-264,0.249358930173581,1.34226410995572e-259,0,0.0249746024734629,0,4.91974509188673e-233,0,0.00584883323741552,0
DEL,MH,5+,4,2.93748522569643e-166,0,0,0.000678915182006969,0.00351829569784009,0.141019167216659,0.000253380190638394,0,0.00219745302410147,0.00102965770172621,0,0,0.000370246383332842,0.00232445278360574
DEL,MH,5+,5+,0,0,0,0,0,0.113002618967868,0.00130446266988676,0,1.66132682873942e-169,0,0.00608565007035566,0.000504338580877922,0,0.0218583982486906
