Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14
DEL,C,1,0,0.540683600917063,1.90760251739033e-209,3.15753596217198e-22,0.0848104142700874,3.7310180989167e-46,0.0215852316479455,0.00315758916972743,0,0.000285213163425739,2.68536033986284e-154,9.01240029360499e-89,0,3.12797539663614e-54,0.0263547066691239
DEL,C,1,1,0.128758974425307,1.31739954697206e-164,0,0.253192202204385,0,0.000682349286365471,1.48748013203072e-257,0,0.01584798839756,1.11253753283681e-308,1.35719831161048e-138,0.000497473606483769,0.0183017555631986,0
DEL,C,1,2,0,0,0,0.23749026317543,0,0.00545460427538029,0,0,0,0,7.48312585383767e-15,0,0.0217087875473717,0
DEL,C,1,3,0.0118577281062126,1.35462516488432e-258,0,0.0751156672413538,0.00032466310599314,0,0.00160864097840368,0,0.00484175088025348,1.75014666380785e-172,0.00309566269290497,0.00160628889751749,0.0166720712568852,0.0186672021674366
DEL,C,1,4,0.0145136501858206,4.68249028471783e-142,0.00206954241900472,0.0503207890093475,0.000885226381529802,0.00201015746913152,0.00264950306258034,0,0,0.00306010442099196,0,0.000345181004650828,0,0.024816192323208
DEL,C,1,5+,1.33218556410357e-184,2.58997661029504e-266,0.00475241656901491,0.0274713407276875,0.00177239472884789,0.00078296628458736,0.0102713402011297,0,0,5.25170716801738e-198,0,0.00129364750657003,2.43961594333194e-200,0.110746075851109
DEL,T,1,0,0.141333494852189,9.47037122052634e-09,0.0233017287514858,0.0259404104914771,1.0181132663098e-124,4.04099051695795e-289,0.00579281376209836,0,0.0307559408209899,0.0185836662675589,0.0437451832001263,3.58052784480362e-64,0.165531064653343,0.0542897440313691
DEL,T,1,1,0,0,0,2.87203857169344e-56,0,0,0,0,0,0,0.767548736681728,0,7.45206680421449e-54,0
DEL,T,1,2,0.103783293638519,1.17605105530968e-18,0.0107925710633189,0.00665981603523156,0,0.0109292503915495,0.00385547754036902,0,1.40107906914549e-117,0.0462123280168323,0.002439936029271,0.000620783343415858,0.196955465359656,0.0230462523773439
DEL,T,1,3,2.51540853965972e-09,0.988159363889477,3.16164119983602e-285,1.08455971140367e-39,2.23692053706059e-285,5.26526264755183e-35,0.00889914626333695,0,6.22184971670862e-114,0.00715181365534647,1.1269238368304e-45,9.28206811489191e-34,0.038982427249903,0.10362771371205
DEL,T,1,4,1.94522051611643e-99,2.61591708732437e-137,0,1.2103248508336e-71,6.06226433556633e-187,7.52883463683533e-71,0.0282138386855379,0,3.60377167237629e-156,0.888472133991649,2.40373292549192e-102,6.63557879448669e-50,3.66400310831549e-47,1.2142674937316e-85
DEL,T,1,5+,1.22212820139231e-156,2.46390283877604e-164,0,4.46649830799621e-37,4.86380335265077e-216,3.56809401420763e-100,0.885825459852822,1.59914164039828e-206,5.14802769845394e-76,6.52951744947175e-88,3.02577999591819e-88,4.05345978000015e-57,0.0067454200582626,7.63425975516544e-31
INS,C,1,0,0,0,0.729089481067887,0,0,0,0,0,0,0,0,0,0,0
INS,C,1,1,0,0,0.0221904750047158,0,0,0.00120176625971879,0.000185547623466027,0.168872094120365,0,0,0,0,0,0.00102765187079139
INS,C,1,2,0,2.31414819345194e-286,0.000252502230357924,0.000763183764309502,0,0,1.45718463579257e-05,0.100607477641551,4.16180239660845e-05,6.15969806254503e-306,0.000533645851827406,0,0.00349670910700237,2.85798079945461e-05
INS,C,1,3,0,0,0.0017530570610396,0.00685849658996861,0.000246018442117388,0,0.000272062886661128,0.0382972281657983,0,2.15429603061219e-299,0,0.000699266284461356,0,0.0047177298075418
INS,C,1,4,0,0,0.00223969536205029,0.00657098996539417,0,0.0002330543231822,0.00159789421901729,0.0103114950436391,3.90610200011238e-05,0.00332085871985514,0,0.00160434119773263,0,0.0209152597169211
INS,C,1,5+,0,0,0,0.00684590514393804,0,0,0.00633230655481058,0,0,2.01599867889514e-208,0,0.020900839389601,0,0.126447275240223
