"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.92710836842389
"SBS96B","SBS7b",0.985809279766286
"SBS96C","SBS2",0.999296302822434
"SBS96E","SBS4",0.98827707699653
"SBS96F","SBS40",0.922867536091168
"SBS96G","SBS3",0.904091131586294
"SBS96H","SBS1",0.999674221162806
"SBS96I","SBS44",0.991867457507462
"SBS96J","SBS12",0.990258419466517
"SBS96K","SBS17b",0.999969832187949
"SBS96L","SBS13",0.999615627725651
"SBS96M","SBS36",0.977572093432084
"SBS96N","SBS7c",0.986764230719546
"SBS96O","SBS17a",0.999622438531075
"SBS96P","SBS9",0.902627278951959
"SBS96Q","SBS7d",0.978498446571716
"SBS96R","SBS22",0.98428607628294
