Signature,NumberOfPostSamples
hdp.1,6950
hdp.2,6948
hdp.3,4600
hdp.4,4400
hdp.5,4200
hdp.6,4026
hdp.7,4000
hdp.8,4000
hdp.9,4000
hdp.10,4000
hdp.11,4000
hdp.12,4000
hdp.13,3989
hdp.14,3984
