MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00229212	0.00000716	0.00161640	0.02947992	0.08446952	0.00453846	0.02347100	0.37227396	0.01170530	0.00281631
1:Del:C:1	0.00000000	0.00000003	0.00344992	0.01914249	0.23283761	0.00494235	0.00138370	0.09596691	0.00040813	0.00006496
1:Del:C:2	0.00000000	0.00000000	0.00387959	0.00002363	0.21096496	0.00804350	0.00387850	0.00000000	0.00128274	0.00000000
1:Del:C:3	0.00231124	0.00193617	0.00777508	0.00479451	0.07521668	0.00551993	0.00004472	0.01018781	0.00107291	0.00058587
1:Del:C:4	0.00355841	0.00057982	0.00226649	0.00059310	0.04389209	0.00056757	0.00172071	0.01410810	0.00232160	0.00124440
1:Del:C:5	0.01482243	0.00224691	0.00710257	0.00119293	0.02630685	0.00102333	0.00105562	0.00027984	0.00226936	0.00348211
1:Del:T:0	0.00567725	0.00097696	0.13247514	0.03358491	0.02330681	0.06808062	0.00034603	0.11885124	0.00617697	0.01624327
1:Del:T:1	0.00000000	0.00000001	0.00474036	0.00372351	0.00363499	0.40359919	0.00000805	0.00736963	0.00697012	0.00000001
1:Del:T:2	0.00639527	0.00003268	0.15615705	0.00357175	0.00183858	0.06315176	0.00766671	0.09100148	0.00268883	0.00577109
1:Del:T:3	0.01848042	0.00137452	0.12053631	0.00336019	0.00217166	0.07222155	0.01936605	0.11632918	0.00743347	0.01348371
1:Del:T:4	0.04343674	0.00300989	0.10295919	0.00433948	0.00203487	0.02243320	0.01431181	0.10564746	0.00529502	0.01016861
1:Del:T:5	0.83044981	0.00021290	0.01345803	0.00019934	0.00078152	0.00164934	0.00009507	0.00750894	0.00065611	0.06501497
1:Ins:C:0	0.00000001	0.00000002	0.00000004	0.00000013	0.00000011	0.00000006	0.00000001	0.00000024	0.00000008	0.52881014
1:Ins:C:1	0.00018607	0.00000586	0.00889890	0.00200021	0.00521446	0.00267516	0.00144193	0.00000000	0.00004564	0.01388557
1:Ins:C:2	0.00000492	0.00000001	0.00639430	0.00169018	0.00396074	0.00360428	0.00001644	0.00000713	0.00007245	0.00044776
1:Ins:C:3	0.00039745	0.00072103	0.00142413	0.00015828	0.00873182	0.00034951	0.00000006	0.00000682	0.00073573	0.00067835
1:Ins:C:4	0.00273151	0.00131305	0.00219685	0.00049006	0.00820859	0.00017594	0.00027936	0.00008813	0.00010182	0.00079767
1:Ins:C:5	0.00797978	0.02137992	0.01677025	0.00450210	0.00818602	0.00076219	0.00001951	0.00019866	0.00191079	0.00281069
1:Ins:T:0	0.00106574	0.00223512	0.00102510	0.00371013	0.01724575	0.02337166	0.00640591	0.01385253	0.00432047	0.03777566
1:Ins:T:1	0.00000000	0.00000000	0.01037142	0.00453897	0.06756662	0.01192492	0.00016496	0.00481209	0.00020371	0.00288181
