Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12
DEL,C,1,0,0.0281869229133279,0.0030736796679541,0.0213625392538439,0.000646961434241467,0.0128679109273495,0.0110417236280698,0.334915668344589,0.111880337610262,0.0300060345456455,0.047029563857865,0.0349879489258025,0.00645095786884056
DEL,C,1,1,0.000409935999541726,3.2213720829367e-05,0.0302980034209399,0.000551628898650279,0.00250105332344501,0.00265005345854467,0.0963419653444713,0.210854758982878,0.00631784513678348,0.0143597229680192,0.021213432111768,0.0151528926034573
DEL,C,1,2,1.98587872597823e-05,8.2742527748776e-07,0.0276868529571029,2.11315232600268e-06,0.00337465876103497,0.000441054594393856,0.00276384748221733,0.185927864409962,0.00808836724745727,0.00756343447901747,0.00249374569550321,0.00239284087743234
DEL,C,1,3,0.0110386120934763,0.00158834939519885,0.0138146600341489,0.00156332853426041,0.00140195819906729,0.00101894721544563,0.011189261106022,0.0666831714059182,0.00100628586386611,0.00458995911202066,0.00585736626237408,0.00239529289931244
DEL,C,1,4,0.0135365858258086,0.00248590106288797,0.00288019066434024,0.000927488782254684,0.00233316590487923,0.0021897624705801,0.013045501271293,0.042922872018023,0.00263367052273046,0.00406084901282676,0.00149586707756372,0.00308547471902063
DEL,C,1,5+,0.0487003916140874,0.0105450474817744,0.00235208697375673,0.00310060859100921,0.00225452256676135,0.00449428579219949,0.000845084358198465,0.0242739058385278,0.0019005013926271,0.00125051347819107,0.000619807488763305,0.000703501701277198
DEL,T,1,0,0.0292139865489985,0.00435456564634219,0.109393056314094,0.00156161172062508,0.00773743236545927,0.0184066070352515,0.108040345466532,0.0298306699621418,0.00343128927235448,0.0406706456307585,0.0335952172273124,0.0260187782069532
DEL,T,1,1,9.9464985284784e-06,1.93249717083493e-07,0.0978450402679393,1.98692564729067e-06,0.00379973115020247,0.000678997487172331,0.0391961461785185,0.0103819136898918,0.00116371447172369,0.50677515052585,0.0101360828005078,0.0105509670306749
DEL,T,1,2,0.0160185579255124,0.00488939934349753,0.121535824048949,0.00104756109284918,0.00514065153151585,0.00700777097193649,0.0847783737862218,0.0093009006939142,0.0100786357361013,0.0219085660339735,0.0086913529523106,0.0341395421962939
DEL,T,1,3,0.0888711005545759,0.0135332810440519,0.0841060776704033,0.00339277233833664,0.00727238996422778,0.0152832809734492,0.10391883912033,0.0133970042072606,0.0215740654109848,0.0547161635731875,0.00979572909505495,0.00701139032736799
DEL,T,1,4,0.497959287245376,0.0332156949577058,0.046070502249852,0.00583764183575208,0.0048803785767045,0.0114305398653393,0.0922244221086344,0.0133291843593392,0.0172730486416456,0.0141568533619688,0.0016134918179126,0.00809990102351341
DEL,T,1,5+,0.0147013952098022,0.84467312067622,0.0269033488945762,0.00428066583895451,0.002479878574579,0.0480689994769842,0.00412058284363284,0.00950928635213097,0.00348808329358705,0.00646029427276363,0.0111121170636217,0.0100196263571655
INS,C,1,0,7.83404355295462e-06,1.62799699627409e-07,0.000562642599744967,1.70896534442743e-06,0.000440151376996325,0.527643266560484,0.000199935248403263,0.00259102603340375,0.00218063487576591,0.00286664467900669,0.00260474446676845,0.000693506595138833
INS,C,1,1,0.0017370452137804,0.000102534080039563,0.00138090753879248,4.5712370372526e-05,0.000264216484429702,0.0159397713743666,0.000203751576903573,0.00134974276932015,0.00177272808067381,0.00226950334051796,0.00213527189508258,0.109898020617805
INS,C,1,2,0.000167029334704371,9.22251906652179e-06,0.00304999175397827,1.41131891187904e-05,0.000173902972220895,0.000730165282515985,0.00037637928243202,0.00182569985575581,0.000136547778225372,0.00192726125747838,0.00150653865281607,0.0603268865175806
INS,C,1,3,0.00175831515517363,0.000211969045137558,0.000383273272161879,0.000825734382630991,0.000873672277075011,0.00103757667635328,0.000260115813215844,0.00625249516353139,9.84674416969894e-05,0.000409940363915522,0.000142526681342233,0.0243991969753022
INS,C,1,4,0.00889275125101166,0.00177531058426787,0.000150922043348082,0.00169291493550374,7.10771084094472e-05,0.00101377985818934,0.000487309677205456,0.00731866686261166,0.000470655170548729,0.000313686002172475,0.000288691290697458,0.00715053217914031
INS,C,1,5+,0.0309034801447064,0.00571519542516943,0.000137927102204855,0.0192239837292582,0.000878137154676808,0.00174313589715459,0.000980172601651747,0.00971555991910319,0.00047674011819679,0.00109396426394503,0.000740427464503241,0.00139638490102279
INS,T,1,0,0.0061127006360773,0.000779009749732587,0.00534858196730396,0.00217848149949069,0.00378957154847383,0.0398696595246849,0.0137736494100589,0.0193795986616178,0.00699037303397424,0.0384076153936196,0.00485730536724815,0.00465289853610346
INS,T,1,1,6.27664253658667e-05,2.72132045768939e-06,0.0144493592804473,1.33545209980343e-05,0.00125694325228796,0.0038128015670327,0.0106216556325336,0.0442058997740371,0.00134800297030154,0.00486739181811289,0.00403563244252595,0.189349077751972
INS,T,1,2,0.00367790384667703,0.000269516700962553,0.0298303260753308,0.000145785927694198,0.000313356873843493,0.00182527411755468,0.0025349595108646,0.0427323210974988,0.00071955917759123,0.00584957018936315,0.0017001354165345,0.123625519654607
INS,T,1,3,0.0034188758149212,0.000927757365713806,0.0210176584543481,0.00336116203867079,0.000873003882224443,0.000407209668808226,0.00178648208374129,0.0243865234250372,0.000829271771960332,0.0117675633338081,0.00107774037053585,0.077671782782613
INS,T,1,4,0.0100439878979764,0.00289978465330466,0.011181498026081,0.0129927841139123,0.00105506127162227,0.00659611046359919,0.00389088757202043,0.00736087721073315,0.00106987780225075,0.011868586835257,0.00129009992184402,0.0396125381520578
INS,T,1,5+,0.00902727272595098,0.0294715169345089,0.000508411639586907,0.897800077754588,0.0038061210049739,0.143192055285159,0.0052086034208847,0.0318033946613283,0.0165849977747586,0.0324994053509532,0.0138104932122223,0.0132254787266218
DEL,repeats,2,0,0.000662053652268308,8.09191231601657e-05,0.0267923888564053,0.000593751329958296,0.0886620956836103,0.000812952583680736,0.0149544483580635,0.00873869725859496,0.00116582161426771,0.0232047046084471,0.00833163213635486,0.0129050119348009
DEL,repeats,2,1,0.0155870269915043,0.00240424898143361,0.0246307787721125,0.0011090609544001,0.189452830854047,0.00632827613716526,0.0038556843879695,0.0104486853613833,0.00171267275339321,0.00503415502150309,0.00984928121796736,0.00711531033942196
DEL,repeats,2,2,0.00679027698381352,0.0012554621319236,0.00477437473679629,0.000665048474654839,0.0458619260396501,0.00212796492401266,0.000588032616422774,0.0121579998613008,0.00221026899435821,0.00292951506280874,0.000474263989068835,0.00194160651195503
DEL,repeats,2,3,0.00239664431310144,0.000571764293523393,0.000356672651283187,0.000285863531803948,0.0120860226311545,0.000165726335495264,0.000204626152184894,0.00658783292916322,0.000610771325846137,9.32969075517349e-05,7.93173823531431e-05,0.000420895789672711
DEL,repeats,2,4,0.00215830465618688,0.000460611899488091,0.000834141515613041,0.000172380515447911,0.00320849580118365,0.000257508041541675,0.000264684398776311,0.002851505745417,0.000193991237025949,9.42566112297101e-05,0.000299350875415817,0.000360966712535407
DEL,repeats,2,5+,8.82612767101437e-06,1.4170047493343e-07,0.0226522116408704,1.55069147785589e-06,0.00209490987644561,1.80309578649222e-05,0.000228631103088286,0.000166068289078422,0.000172033894033729,0.000867532953310916,0.000654599222192765,0.0140484437650912
DEL,repeats,3,0,0.000216197365693384,8.81396135199292e-06,0.0172190771840742,5.60760385117518e-05,0.00514928719298519,0.00174832854327183,0.00211476584161171,0.00120339152876022,0.00110152376548307,0.00423676857273643,0.0119985556586451,0.00734195612455947
DEL,repeats,3,1,0.0172127962875254,0.0030703354408401,0.00589377977138849,0.00468438911734217,0.101052010717524,0.00469029975350526,0.0039819779513211,0.000310936973787103,0.00421769816482638,0.000783343437805272,0.0020142969995365,0.000895569821936041
DEL,repeats,3,2,0.0177116606548222,0.00143072116349672,0.000859722925421676,0.000814198703050046,0.0141085720810776,0.00147270524766203,0.000984631100813167,6.97462262249034e-05,0.000576051122821788,0.000764550872927369,0.000284309949576999,0.000357517258026117
DEL,repeats,3,3,0.00179223416907212,0.000264029463958617,0.000475404173863192,0.000315655644076952,0.00372083382204137,0.000507041662260434,0.000374477234092924,9.05208942041597e-05,0.000140116155297408,0.000117299292395789,0.000310497275814227,0.000480804086963574
DEL,repeats,3,4,9.33072217933787e-06,1.62080407876478e-07,0.00569347984121206,1.56311793845448e-06,0.000766461743043834,2.5162416655817e-05,3.4689447522049e-05,4.19018757787668e-05,3.6124964720363e-05,0.000876111529044653,2.77436975493126e-05,0.00323193107674037
DEL,repeats,3,5+,8.77481297525266e-06,1.49372920276695e-07,0.00880775019025295,1.24395410834327e-06,0.000787689963497888,4.08752289326824e-05,8.36228518986207e-05,0.000110741571037303,0.000189519294641904,0.000342535869879772,3.49284255169623e-05,0.00419133658694472
DEL,repeats,4,0,0.000190676857001226,1.01520837726418e-05,0.010874174366467,5.75547873229843e-05,0.00631834989032042,0.000335844503177356,0.00131487806613327,0.000207107701368353,0.00236121028563973,0.00407076921513073,0.0065152365022397,0.00600163524923587
DEL,repeats,4,1,0.0116722459567419,0.00130087965166089,0.00260357599187697,0.00100509791491107,0.057037100272141,0.000212890061186821,0.00350168934001045,0.00136113421226211,0.00259382541020206,0.000593371074039543,0.00150639956262177,0.00166375918518565
DEL,repeats,4,2,0.00206267116818563,0.000346266569370405,0.000132894090838285,9.3732138270938e-05,0.0138220312086389,0.000476644451385768,0.000554499076090722,2.32550374289009e-05,0.000538553162373411,0.000167546634964063,0.000161771488398438,0.000275374525042842
DEL,repeats,4,3,2.55461660400387e-05,1.17004791484795e-06,0.00374996910516444,3.3224431495183e-06,0.00397787174577597,2.10319026989158e-05,0.00012206135289934,3.94592784527209e-05,0.000172348024161732,0.000448641883664074,6.88400537514536e-05,0.00225297173103456
DEL,repeats,4,4,8.70639338090371e-06,1.50331975944603e-07,0.00478398631748016,2.28646875014094e-06,0.0003921472588285,1.20627866782158e-05,3.99430151210335e-05,8.42538693637508e-05,5.93953010565968e-05,0.000367243343140297,0.000194232262019969,0.00118914749246164
DEL,repeats,4,5+,0.00103582134374732,0.000107266060705021,0.00146525776217032,5.23762233745815e-05,0.000705303614216823,5.95889860435413e-05,5.18078825739206e-05,7.58716056018175e-05,0.000119807113089204,0.000269147917198686,2.17652173011981e-05,0.000333308736921762
DEL,repeats,5+,0,0.000198758921583696,1.22778306605602e-05,0.0210273711680891,1.06481686845093e-05,0.00558085638010022,0.00485577320039092,0.00210638092755094,0.00143920289638658,0.017317690415342,0.0133469809724938,0.249532223489347,0.035443269762034
DEL,repeats,5+,1,0.00471050091704065,0.00250191921065338,0.000191996512154645,0.000133755151762035,0.015122700852051,0.000476484288599685,0.000848448109280469,7.6658524843456e-05,0.00729302152932128,0.00297006743965053,0.000644944444222886,0.000273192641166484
DEL,repeats,5+,2,0.00156983627764086,0.000220308993225688,0.000279575112865214,0.000129706741703862,0.00283454225018763,3.61967896549676e-05,0.00016907436120364,3.49832818062811e-05,0.000417133044020191,0.000354444029802403,0.000331792464182962,0.000827141787604161
DEL,repeats,5+,3,0.000838439366499897,8.3432088774002e-05,0.000187444211163901,3.66927220506743e-05,0.000939134868739684,0.000115317205980428,0.000150610425718967,3.65067574580932e-05,0.000186699182593876,0.000100641578556647,2.88804001716977e-05,0.000291562025420776
DEL,repeats,5+,4,0.000724974021721459,3.56516956349008e-05,2.86048941942935e-05,1.42982779792853e-05,0.000131740625047038,2.13353690304432e-05,7.34337440756775e-05,3.49140329130169e-05,8.35444958408395e-05,3.47353974058994e-05,1.20552828749584e-05,0.000139432769622508
DEL,repeats,5+,5+,0.000211194182856617,1.40053296823798e-05,0.000663748075211357,2.19268167383367e-05,0.00015470667211257,5.26514085200111e-05,7.83020092779961e-05,2.76743758899427e-05,1.52829601601536e-06,0.000140234251720462,2.27700240496778e-05,0.000163786749651953
INS,repeats,2,0,0.00132725460587667,0.000196755545077531,0.00620432918150261,0.000453164894988246,0.000959494175887998,0.0253823033018696,0.00152205455322943,0.00224753578442855,0.00207248234338082,0.0102034911610753,0.00211904870259221,0.00372659532128043
