MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Ins:T:2	0.00071065	0.00002787	0.02996278	0.00140596	0.05129776	0.00000730	0.00536227	0.00169711	0.00005463
1:Ins:T:3	0.00112809	0.00413647	0.02099943	0.00140812	0.03120543	0.00051697	0.00426505	0.00096337	0.00025054
1:Ins:T:4	0.00372930	0.01652390	0.01460715	0.00136182	0.00785707	0.00097268	0.00295746	0.00495217	0.00082132
1:Ins:T:5	0.00209106	0.90026656	0.00041025	0.02085445	0.00905854	0.00876996	0.02718897	0.24044513	0.00710762
2:Del:R:0	0.00009414	0.00047653	0.02904562	0.01026287	0.00708883	0.00142396	0.01195462	0.00024273	0.06908802
2:Del:R:1	0.00348164	0.00058657	0.01556810	0.01064718	0.01017644	0.00106203	0.00298776	0.00574869	0.21987562
2:Del:R:2	0.00190705	0.00018220	0.00223432	0.00041799	0.01227885	0.00173377	0.00048240	0.00242829	0.05127110
2:Del:R:3	0.00078030	0.00018605	0.00000000	0.00010960	0.00610502	0.00001859	0.00019922	0.00041182	0.01025830
2:Del:R:4	0.00086800	0.00000000	0.00010777	0.00002067	0.00366999	0.00000028	0.00010491	0.00003655	0.00315354
2:Del:R:5	0.00000000	0.00000001	0.02295990	0.00083413	0.00038300	0.00000000	0.00241656	0.00000000	0.00112352
3:Del:R:0	0.00001369	0.00005685	0.01805123	0.01235549	0.00083487	0.00120566	0.00295936	0.00110575	0.00405185
3:Del:R:1	0.00496918	0.00467961	0.00258141	0.00092495	0.00019205	0.00513139	0.00298607	0.00453909	0.09105685
3:Del:R:2	0.00259199	0.00020617	0.00010777	0.00020742	0.00000000	0.00032579	0.00058330	0.00117558	0.02047076
3:Del:R:3	0.00056894	0.00008401	0.00005608	0.00005129	0.00000000	0.00000000	0.00010718	0.00051249	0.00382422
3:Del:R:4	0.00000000	0.00000004	0.00620803	0.00022282	0.00008026	0.00000001	0.00068668	0.00000142	0.00013901
3:Del:R:5	0.00000000	0.00000002	0.00890933	0.00032336	0.00014943	0.00000000	0.00092148	0.00000001	0.00041378
4:Del:R:0	0.00001264	0.00002753	0.01118643	0.00737143	0.00028386	0.00242839	0.00155966	0.00002313	0.00655450
4:Del:R:1	0.00210051	0.00059254	0.00035742	0.00167641	0.00062351	0.00259550	0.00364443	0.00042255	0.05992243
4:Del:R:2	0.00045981	0.00000000	0.00000000	0.00002794	0.00000000	0.00010780	0.00000547	0.00055944	0.01025233
4:Del:R:3	0.00000115	0.00000000	0.00404356	0.00015218	0.00005940	0.00000060	0.00030807	0.00000180	0.00384522
4:Del:R:4	0.00000000	0.00000004	0.00491085	0.00017134	0.00007158	0.00000001	0.00055526	0.00000186	0.00017276
4:Del:R:5	0.00016895	0.00000000	0.00119753	0.00003663	0.00000000	0.00000000	0.00013421	0.00000000	0.00020202
5:Del:R:0	0.00000000	0.00000000	0.01633955	0.24885143	0.00134175	0.02461065	0.00070019	0.00355925	0.00385625
5:Del:R:1	0.00295925	0.00000014	0.00009586	0.00005930	0.00000000	0.00760225	0.00005285	0.00037876	0.01212588
5:Del:R:2	0.00041963	0.00000030	0.00000448	0.00001299	0.00000000	0.00008636	0.00001916	0.00002703	0.00241467
5:Del:R:3	0.00009145	0.00000000	0.00000000	0.00000266	0.00000000	0.00000730	0.00000093	0.00000902	0.00056243
5:Del:R:4	0.00004458	0.00000001	0.00000000	0.00000002	0.00000000	0.00000000	0.00000060	0.00000000	0.00002979
5:Del:R:5	0.00001913	0.00000028	0.00008724	0.00000328	0.00000000	0.00000000	0.00001734	0.00004642	0.00007677
2:Ins:R:0	0.00036800	0.00032875	0.00828239	0.00183814	0.00249869	0.00199795	0.00099524	0.02426952	0.00124336
2:Ins:R:1	0.00021821	0.00000000	0.01935100	0.00192289	0.00330634	0.00001416	0.00272818	0.00001327	0.00026136
2:Ins:R:2	0.00107674	0.00011624	0.00754614	0.00036303	0.00143618	0.00054505	0.00094354	0.00131055	0.00008552
2:Ins:R:3	0.00044922	0.00033118	0.00124980	0.00014128	0.00098377	0.00013373	0.00035611	0.00100981	0.00012277
2:Ins:R:4	0.00203974	0.00253500	0.00000000	0.00050952	0.00002303	0.00000000	0.00121761	0.00315254	0.00001858
2:Ins:R:5	0.01380653	0.01824578	0.00080653	0.00154585	0.00000000	0.00049148	0.00062770	0.00072008	0.00035016
3:Ins:R:0	0.00004170	0.00000000	0.00419770	0.00017585	0.00012391	0.00121099	0.00047809	0.00676040	0.00002984
3:Ins:R:1	0.00127554	0.00016059	0.00724477	0.00046116	0.00043082	0.00000817	0.00086920	0.00279849	0.00058980
3:Ins:R:2	0.00018314	0.00000019	0.00076878	0.00002744	0.00000525	0.00048787	0.00010132	0.00014675	0.00036492
3:Ins:R:3	0.00003205	0.00001114	0.00000000	0.00000614	0.00000000	0.00000877	0.00001254	0.00019228	0.00000000
3:Ins:R:4	0.00010707	0.00000112	0.00000000	0.00000229	0.00000000	0.00000000	0.00000058	0.00056242	0.00000000
3:Ins:R:5	0.00219064	0.00045622	0.00000000	0.00011742	0.00000000	0.00000000	0.00028668	0.00251352	0.00000000
4:Ins:R:0	0.00000583	0.00000018	0.00306448	0.00014906	0.00000094	0.00155366	0.00023852	0.00606846	0.00011132
4:Ins:R:1	0.00127435	0.00063315	0.00421832	0.00110239	0.00031458	0.00040313	0.00070352	0.00138271	0.00127561
4:Ins:R:2	0.00002105	0.00001419	0.00000556	0.00000566	0.00000000	0.00014916	0.00001045	0.00003124	0.00005812
4:Ins:R:3	0.00012289	0.00000463	0.00000000	0.00000481	0.00000000	0.00004494	0.00002237	0.00091983	0.00000000
4:Ins:R:4	0.00031140	0.00004203	0.00000000	0.00001796	0.00000000	0.00000000	0.00004261	0.00168172	0.00003451
4:Ins:R:5	0.00247903	0.00065293	0.00045555	0.00039802	0.00000000	0.00000961	0.00077359	0.00046654	0.00008201
5:Ins:R:0	0.00000000	0.00000003	0.00521234	0.00027383	0.00008994	0.00854787	0.00047684	0.00268153	0.00010768
5:Ins:R:1	0.00011229	0.00145910	0.00705084	0.00992146	0.00023528	0.00543875	0.00095882	0.02659811	0.00327486
5:Ins:R:2	0.00003706	0.00006115	0.00000026	0.00001350	0.00000000	0.00105915	0.00002720	0.00066737	0.00007406
5:Ins:R:3	0.00009241	0.00004075	0.00000000	0.00001166	0.00000000	0.00000000	0.00003203	0.00002141	0.00000000
5:Ins:R:4	0.00002529	0.00006038	0.00000000	0.00001164	0.00000000	0.00000000	0.00002147	0.00004184	0.00000000
5:Ins:R:5	0.00010891	0.00000430	0.00019031	0.00000662	0.00000073	0.00000000	0.00001560	0.00001523	0.00006155
2:Del:M:1	0.00008371	0.00057776	0.02264373	0.00474771	0.00854430	0.00004620	0.00321830	0.00209670	0.18121031
3:Del:M:1	0.00000062	0.00002904	0.01347016	0.01044105	0.00057306	0.00104216	0.00242482	0.00162733	0.00603565
3:Del:M:2	0.00288096	0.00139178	0.00699940	0.00430415	0.00046101	0.00418047	0.00193742	0.00319485	0.04732706
4:Del:M:1	0.00011579	0.00000368	0.00874882	0.00627031	0.00007040	0.00276685	0.00189277	0.00000035	0.01037086
4:Del:M:2	0.00052843	0.00000852	0.00472707	0.00095505	0.00039958	0.00883071	0.00278336	0.00077174	0.02868866
4:Del:M:3	0.00063752	0.00000459	0.00175137	0.00080787	0.00007606	0.00473167	0.00143395	0.00190769	0.04637169
5:Del:M:1	0.00052387	0.00000072	0.00306520	0.28762383	0.00069657	0.07901188	0.00011413	0.00326480	0.00050657
5:Del:M:2	0.00000030	0.00000001	0.00154068	0.10779143	0.00117402	0.26278197	0.00029174	0.00272621	0.00010621
5:Del:M:3	0.00000000	0.00000001	0.00312948	0.03039280	0.00046210	0.22264469	0.00051077	0.00071341	0.00042272
5:Del:M:4	0.00042309	0.00000000	0.00026530	0.00738349	0.00031638	0.12313838	0.00015763	0.00000000	0.00294927
5:Del:M:5	0.00244163	0.00053169	0.00094630	0.00600852	0.00001495	0.10139767	0.00013854	0.00064956	0.00145724
