MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.00359193	0.00001961	0.00984501	0.04429765	0.10123076	0.03114780	0.31610013	0.00699042	0.01373308
1:Del:C:1	0.00000441	0.00043519	0.00886980	0.02366952	0.21323482	0.00305503	0.09506945	0.00011045	0.00350910
1:Del:C:2	0.00000000	0.00000000	0.01086636	0.00107604	0.18886483	0.00589874	0.00105951	0.00000157	0.00107690
1:Del:C:3	0.00257187	0.00195393	0.00846590	0.00511967	0.06793513	0.00041334	0.01100088	0.00022123	0.00101657
1:Del:C:4	0.00384985	0.00061349	0.00048859	0.00064099	0.04273102	0.00182404	0.01272447	0.00162806	0.00130240
1:Del:C:5	0.01480819	0.00356386	0.00047697	0.00049549	0.02324397	0.00083287	0.00053471	0.00238815	0.00221019
1:Del:T:0	0.00771394	0.00138590	0.10686244	0.04028539	0.03551140	0.00406383	0.10350649	0.01767968	0.00639216
1:Del:T:1	0.00000000	0.00000000	0.18874210	0.02950823	0.00617119	0.00014560	0.01477495	0.00000087	0.04161798
1:Del:T:2	0.00683722	0.00108075	0.11857226	0.01304475	0.01572828	0.01203894	0.08709763	0.01065080	0.00095131
1:Del:T:3	0.01996583	0.00233955	0.09777707	0.01414903	0.01396496	0.02271315	0.10927929	0.01686710	0.00298807
1:Del:T:4	0.04682487	0.00427222	0.05167687	0.00450833	0.01132776	0.01760415	0.09116681	0.01326822	0.00107985
1:Del:T:5	0.81647715	0.00003195	0.01107372	0.00290278	0.00633160	0.00126609	0.03029209	0.04496681	0.00190057
1:Ins:C:0	0.00000000	0.00000001	0.00000007	0.00000023	0.00000020	0.00000010	0.00000024	0.46212985	0.00000010
1:Ins:C:1	0.00016545	0.00000000	0.00567974	0.00175112	0.00652311	0.00158996	0.00157520	0.01201117	0.00006207
1:Ins:C:2	0.00001091	0.00000000	0.00559146	0.00141340	0.00462390	0.00002974	0.00137738	0.00046726	0.00001084
1:Ins:C:3	0.00051232	0.00050937	0.00042883	0.00014573	0.00848232	0.00000000	0.00063556	0.00154994	0.00019717
1:Ins:C:4	0.00317983	0.00141799	0.00000019	0.00028566	0.00770116	0.00004111	0.00104028	0.00162621	0.00000012
1:Ins:C:5	0.00890904	0.02453060	0.00003351	0.00039204	0.00691451	0.00002367	0.00094185	0.00241352	0.00050447
1:Ins:T:0	0.00135094	0.00210510	0.01245398	0.00509816	0.01503435	0.00575319	0.01203743	0.03213219	0.00454792
1:Ins:T:1	0.00000014	0.00000000	0.01513079	0.00568817	0.05944923	0.00027434	0.00978100	0.00262883	0.00033113
