"ex.sig","gt.sig","sim"
"SBS96B","SBS3",0.922949767236976
"SBS96C","SBS40",0.915296351363586
"SBS96D","SBS4",0.983428262470906
"SBS96E","SBS7a",0.930380112721601
"SBS96F","SBS1",0.999434438638281
"SBS96G","SBS12",0.934399311648974
"SBS96H","SBS17b",0.999529316714101
"SBS96I","SBS2",0.995426816925291
"SBS96J","SBS7b",0.98083913606181
"SBS96K","SBS18",0.987338394583924
"SBS96L","SBS44",0.994166997299508
"SBS96M","SBS17a",0.999702261829312
"SBS96N","SBS13",0.998509554608386
"SBS96O","SBS7c",0.996289582968718
"SBS96P","SBS7d",0.964965053931819
"SBS96Q","SBS22",0.972218098881242
"SBS96R","SBS28",0.941496063982663
