Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID5 0.989),hdp.2 (ID8 0.999),hdp.3 (ID6 0.998),hdp.4 (ID1 1),hdp.5 (ID13 0.998),hdp.6 (ID14 0.981),hdp.7 (ID9 1),hdp.8 (ID4 0.99),hdp.9 (ID2 1),hdp.10 (ID3 0.987),hdp.11 (False Positive) (ID5 0.936),hdp.12 (ID11 0.974),hdp.13 (False Positive) (ID5 0.514),hdp.14 (False Positive) (ID5 0.125)
DEL,C,1,0,0.0216720604635808,0.0345268667691539,0.029849461319092,0.000472857341921777,0.0473881777529581,0.010559446174299,0.335339011897478,0.0123679365158905,0.00397159588116821,0.129673181626601,0.0194760107667364,0.00784982739888846,0.00691487112359237,0.00262570133985382
DEL,C,1,1,0.0284842604103944,0.0209105658543654,0.00613208510284059,0.00055878693948448,0.0139723013508046,0.00252912171950525,0.0973700066571204,0.00235985779243491,3.54230779407648e-05,0.170675663190987,0.0303386431062553,0.0104198773384459,0.0022369604280535,0.00416806735017348
DEL,C,1,2,0.026996051569889,0.00259707947376077,0.00817850358866777,4.28200806478253e-06,0.00711846244951237,0.000364920996785362,0.00250351135511794,0.0033208812935469,1.93560485530267e-06,0.206022324209269,0.0267499062504485,0.00255766484338323,0.000513058072791776,5.55306778628128e-05
DEL,C,1,3,0.0128924069443024,0.0058196810636851,0.000900061681081193,0.00188159128241998,0.00433048810077919,0.000890618595390555,0.0111543398850969,0.00132055255593493,0.00216181566680413,0.0703977162004651,0.0151426465881855,0.00236724124963911,0.00283659604950089,0.0103371302410444
DEL,C,1,4,0.00249012179351204,0.00140580780874982,0.00261846558986886,0.000837140362134194,0.00405685178161612,0.00197301555887113,0.0131401899510246,0.00227847273100014,0.00318018289211781,0.0434719550589951,0.00355625941331312,0.00312562562546106,0.00816155578813761,0.00620785986601347
DEL,C,1,5+,0.00206798573330662,0.000702712826362057,0.0018889949528136,0.00284162848179487,0.00131294896207968,0.0040160748493065,0.000730605305939918,0.00218776425711312,0.0129168138206882,0.0253697182822752,0.00311432218324591,0.000757419872757056,0.00267477372104698,0.0234443186615055
DEL,T,1,0,0.0796977742855843,0.032408883566286,0.00318099594273061,0.00162217120494826,0.040071045596621,0.0190123784567859,0.106574719384588,0.00719313361571809,0.00612385901633724,0.0276319964694422,0.180195198877669,0.0183832311321773,0.0238368574640419,0.0116359979539037
DEL,T,1,1,0.108695772576921,0.0099277838316126,0.000926582520223133,4.74272465442652e-06,0.521802435109533,0.000618383479747396,0.039113512267901,0.00332174108950792,1.82123181502217e-06,0.00874706867749615,0.0776805049299944,0.00933774874068232,0.000535363204429695,5.04303369651963e-05
DEL,T,1,2,0.13882858978168,0.00873989388690459,0.00973875162639164,0.000351196104441377,0.0186922721023681,0.00755373504114583,0.0849836907088644,0.00531331065576705,0.00623318058067202,0.0102723554689408,0.0903692888965786,0.0239850430125622,0.107357762137756,0.00940795128246066
DEL,T,1,3,0.0845233432865018,0.0097439090993198,0.0214554499526516,0.00196759781873722,0.0551061991884578,0.0152991206833143,0.103790498821588,0.00677124248509782,0.0160784666917661,0.0144122722819405,0.0751741838033787,0.00517350675799897,0.585946237344541,0.0160185088505814
DEL,T,1,4,0.044541418513972,0.0015262182023083,0.0169131942439016,0.00428646684879523,0.0144514206633395,0.0109868178883605,0.0944272986493609,0.00434695373283439,0.0437652560828336,0.0130841306559363,0.0462901078237124,0.00789897321414969,0.0505268095668752,0.0371305963490499
DEL,T,1,5+,0.0260308037830033,0.0106940114701463,0.00313078159940677,0.000931163183923725,0.00635509814191446,0.0459255803193888,0.00445035824566296,0.00221393429667649,0.826050598223183,0.00849678942069564,0.0300773282729759,0.00903914736000057,0.00924958168868027,0.0133849564241774
INS,C,1,0,0.00049124876072044,0.00260748661584445,0.00221039662656383,3.98249648463625e-06,0.00290518129163176,0.526464392659884,0.000206680777713663,0.000436937559938022,1.57739484720193e-06,0.00267619043284676,0.000627012643255571,0.000695187504547139,0.000492955422733903,6.28659996032049e-05
INS,C,1,1,0.00116005518238117,0.00211422653703027,0.00176929593806842,5.28157071742364e-05,0.0023607833282602,0.0155448623849209,0.000216207011525619,0.000260383833068465,0.000161486790303828,0.00127613104396833,0.00124094146987285,0.118724342985444,0.00137026390374563,0.00040201001569415
INS,C,1,2,0.0027272487624985,0.00148330616656649,0.000137311562679254,1.17670497557778e-05,0.00187152592718446,0.000658566222428483,0.000366659178888018,0.000177373219894899,1.17796288916676e-05,0.00205610544875822,0.00343507903434515,0.0650605323219554,0.00113591986362875,9.7651470668971e-05
INS,C,1,3,0.000482512237857677,0.000192472041122661,8.98844761137051e-05,0.000838017830310892,0.000380572181441053,0.000912530647440814,0.00023759368140493,0.000865707058246407,0.00030856019476064,0.00591987595825087,0.000196524266240461,0.0260687861226948,0.00317906191263821,0.00794868071373139
INS,C,1,4,0.000163402682132743,0.000304426932175278,0.000445443708176301,0.00148673060290602,0.000308817839336606,0.00089221568373241,0.00037612430792889,7.12958932047437e-05,0.00236870220004152,0.00797691181316819,0.00023165133565146,0.0077058095548803,0.00221645732679925,0.0168209815875401
INS,C,1,5+,0.000209446917408496,0.000870181288016698,0.000392343734326235,0.0206883145051408,0.00110965522294373,0.00203383268292899,0.000972653525156853,0.000867614730534908,0.00750970523155773,0.0102723774124823,0.000339912215929493,0.00130560834200454,0.00176030336901193,0.215503099345357
INS,T,1,0,0.00539685585582699,0.00477228513360976,0.00698412216780283,0.00224496660851642,0.0397879770699557,0.0393055031228918,0.0137199825714528,0.00376992316849858,0.001088174492746,0.0186001532879257,0.00490411435628744,0.00433399452210484,0.00462104662565406,0.0139659368288969
INS,T,1,1,0.0137199517940283,0.00402834512291483,0.00131355577551444,1.87226795405818e-05,0.00481890662873651,0.00370065446489957,0.0106305864502297,0.00118095662107711,7.89968235159638e-06,0.0426677549844019,0.0145538296520266,0.203772075036497,0.001064919866512,0.00031387154040725
INS,T,1,2,0.0320507883926081,0.00171780816002572,0.000698373595967684,0.000108791398909649,0.0052683789376474,0.00179275447928066,0.00248261963388441,0.000307672610924259,0.000460273649921054,0.045508521978412,0.0248157977313097,0.131454884700564,0.00227672523185323,0.00325779976795168
INS,T,1,3,0.0210158942968457,0.0011141867086812,0.000812312280079066,0.00331204301826022,0.01171444366211,0.000469644360915609,0.00185608797405433,0.000831395825677175,0.0010176746330142,0.0248244607746622,0.0214198345845721,0.0832657030360386,0.00324705852578217,0.0351006033645975
INS,T,1,4,0.0110566732549993,0.00129183398020291,0.00100313188557169,0.0140697140186311,0.0120751795633485,0.00556666510486637,0.00405097135138249,0.000957920175065205,0.00341022837749755,0.0063834113286526,0.0115686572682442,0.0420518294573572,0.00605930714254365,0.0880133163597045
INS,T,1,5+,0.000970632535484024,0.0135155367058471,0.0153064482051983,0.904422916447647,0.0277205826583525,0.150634324246643,0.00439904245890683,0.00386893404713415,0.0143784139071784,0.0305222505382169,0.000729542935084494,0.0113420957121548,0.0053026546069988,0.0139514954142205
DEL,repeats,2,0,0.0278420216978782,0.00829333135163402,0.00105235156079747,0.000590490286039842,0.0229782794675513,0.000794984945480241,0.0149290626768869,0.0889817080424441,0.000119515855807004,0.00953148884379159,0.025686444596601,0.0126437364392787,0.00181340319765086,0.00556017387921728
DEL,repeats,2,1,0.0243016190158866,0.00988537172325033,0.0015782285764195,0.000811614098442766,0.00465802713288043,0.00634701159491612,0.00386812754486859,0.190063754542225,0.00282344702542513,0.0100272987750145,0.0246620125634381,0.0063935592940425,0.0453446106797451,0.0120322199422871
DEL,repeats,2,2,0.0047625489032766,0.000566295142670249,0.00220490591292365,0.000672758881199351,0.00287841919312232,0.0022015999685766,0.00048710279317119,0.0460681765803268,0.00159476286992286,0.0121180662419079,0.00435461459722274,0.00189713368759969,0.00929847677975729,0.00261229145479717
DEL,repeats,2,3,0.000264021218049894,0.000107460351630796,0.000602623128506469,0.000252304158614973,8.42351372808697e-05,0.000191823999185503,0.000159049608653883,0.0121287654612977,0.000821637653458974,0.00663744731975594,0.000471029722824623,0.000424425189602122,0.00156199993656853,0.00244249021794731
DEL,repeats,2,4,0.000874088375071234,0.000308310983354776,0.000186600463889883,5.78039030931253e-05,9.52223291001136e-05,0.000287019590579194,0.000241974893491634,0.00320471479862672,0.000745654241851512,0.00296085083045135,0.000721622809973465,0.00035421375058262,0.00152003265118875,0.0010504983033057
DEL,repeats,2,5+,0.0224933483871185,0.000642238437916911,0.000164972808834716,3.28638394362347e-06,0.000525288024527668,2.35273928303072e-05,0.000210811460238924,0.00206376555836057,1.40345251510867e-06,0.000105653763558525,0.0230720515553478,0.0129392251055238,0.00068405073364261,6.36109932174635e-05
DEL,repeats,3,0,0.0181349442478699,0.0120263059191337,0.00102533520934295,4.54314186141772e-05,0.00395895938076105,0.0016766689723755,0.00210596371444709,0.00511211840088967,1.64641579998232e-05,0.00113571871069212,0.0158793127063315,0.0066813757768168,0.000837063135776342,0.000343957820983078
DEL,repeats,3,1,0.00600296661305661,0.00192251640446201,0.00420708899443398,0.00435907779838574,0.000698719926680034,0.00447055143408403,0.00397227451670373,0.101855607612768,0.00419392992315849,0.000243362652523358,0.00575123499932207,0.000851458921584301,0.00820512487830288,0.0616050119502707
DEL,repeats,3,2,0.00103924594592949,0.00033684770343781,0.000536701773568275,0.000655665654567271,0.000833226070105936,0.00146554301980129,0.000985002799392878,0.0141358113548551,0.00189697694946238,7.19879822069653e-05,0.000551081319317681,0.000407436783345452,0.00388737998878096,0.00517231874219404
DEL,repeats,3,3,0.000575544514110297,0.000311118267870651,0.000138550343460716,0.00026756917388934,0.000115498506181809,0.000400586261013772,0.000329635798088376,0.00372517347559016,0.000421579026473932,0.00010794028058162,0.000267854687624227,0.000474688951597663,0.00160092379285589,0.0052001700419271
DEL,repeats,3,4,0.00600870528879284,5.04710338603242e-05,3.19459702701648e-05,3.15723674851452e-06,0.000745625210191424,3.07644845736872e-05,3.35098564623263e-05,0.00075139449836716,1.43681131852381e-06,5.17033724550544e-05,0.00476865474760685,0.00305269604144049,0.000600436523840141,4.406923764345e-05
DEL,repeats,3,5+,0.00945056243667509,5.98783211849258e-05,0.00017563361050106,2.80826454045417e-06,0.000267201548535224,5.01942050297477e-05,8.04322101775349e-05,0.000747417942047468,1.41298360179871e-06,0.000126925832677415,0.00741235800289905,0.00383129114057683,0.000605241938196605,3.24358758207967e-05
DEL,repeats,4,0,0.0111816116413933,0.00653960052519198,0.00233965611416359,4.84860703566478e-05,0.00396769593738455,0.000331710685493862,0.00125303276727462,0.00629015977628646,1.47628590256507e-05,0.000136300113601275,0.0102162014227157,0.0056885294741286,0.00152303603516154,0.000805051561008043
DEL,repeats,4,1,0.00255180834425825,0.00147021191481779,0.00257225177977457,0.000893813998285728,0.00059149761992259,0.000231267518119789,0.00354724806047652,0.0574038205705243,0.00180559209602103,0.00138219734610684,0.00286703599480785,0.00171979664680426,0.0062183663577426,0.00703136434577469
DEL,repeats,4,2,0.000183679757742604,0.000178250549272976,0.000529852044541369,2.81669116595064e-05,0.00016786669512288,0.000494951366469698,0.000508739992611944,0.013904176949233,0.000436893894270381,2.57090532078524e-05,7.14125803579468e-05,0.000245071460580091,0.0011906615421728,0.000466652538531356
