Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID5 0.989),hdp.2 (ID8 0.999),hdp.3 (ID6 0.998),hdp.4 (ID1 1),hdp.5 (ID13 0.998),hdp.6 (ID14 0.981),hdp.7 (ID9 1),hdp.8 (ID4 0.99),hdp.9 (ID2 1),hdp.10 (ID3 0.987),hdp.11 (False Positive) (ID5 0.936),hdp.12 (ID11 0.974),hdp.13 (False Positive) (ID5 0.514),hdp.14 (False Positive) (ID5 0.125)
DEL,repeats,4,3,0.00368002693790008,9.19986553203309e-05,0.000169133654871273,2.78353422649714e-06,0.000400715366443001,2.76798225191318e-05,0.000108821486823043,0.00399136093139547,1.12705100109745e-06,4.61560451667777e-05,0.00385241375959392,0.00214384918749495,0.000593909169339278,5.79948875099758e-05
DEL,repeats,4,4,0.004876580856379,0.000232379705593199,4.7638407992975e-05,4.00447898593139e-06,0.00030508383094366,1.40635036274257e-05,3.54590986598978e-05,0.000382340516413606,1.30496461931157e-06,0.000107703290333545,0.00442907116757408,0.00104808602367763,0.000406618144796105,6.13760123746878e-05
DEL,repeats,4,5+,0.00173354776177521,3.82780934930008e-05,0.000113607128078696,3.21567356445744e-05,0.00022721185317077,6.12734350126775e-05,5.53120387850069e-05,0.000702359259965556,0.000140301567363537,7.02895520957603e-05,0.00083689185074912,0.000347440308604154,0.000675961619475896,0.000483386241251626
DEL,repeats,5+,0,0.0215813455673979,0.251615195061004,0.0155911054548866,1.01659909114484e-05,0.0121494300644883,0.00484406020303903,0.0021604752807309,0.00531313600971247,1.07598026158331e-05,0.00138678354627792,0.019904387658115,0.0343037571318151,0.00124608398775068,0.000410147638249898
DEL,repeats,5+,1,0.000195867070200064,0.000587251233161614,0.00753397323501903,7.952169843517e-05,0.00315846982259327,0.00042993618162753,0.000726786257747184,0.0151979683558814,0.00269807352258987,0.000120834305560225,0.000252326641504057,0.000255746755866541,0.000912748411890645,0.00164901471156082
DEL,repeats,5+,2,0.000313714273580845,0.00031711258943109,0.0004142446498479,0.000100880446256061,0.000347221859904056,3.58477886103362e-05,0.000144213370234749,0.00281601985268874,0.00034630409231043,4.56162340461621e-05,0.000235960573847242,0.000852116537310365,0.00131912628596893,0.000880353223249256
DEL,repeats,5+,3,0.000164487637347193,5.21679027543376e-05,0.000181313784731351,2.12607425026165e-05,9.0690368228675e-05,7.97357762445284e-05,0.000138903365627571,0.000931199328714303,0.000101450475243254,4.18375562018533e-05,0.000177656457819841,0.000266071322765756,0.000717007867104023,0.000679606097807117
DEL,repeats,5+,4,3.71012549158715e-05,1.73820904270615e-05,7.79557458828064e-05,9.23539835662081e-06,3.22761547390265e-05,2.1081566112494e-05,6.08970148620613e-05,0.000120317697294457,7.08652180549097e-05,2.27598412318065e-05,2.61963889175464e-05,0.000117318645529933,0.000443900151178336,0.000614390502958943
DEL,repeats,5+,5+,0.000613330449501306,3.73551506384665e-05,1.93104062992557e-06,1.4216266775078e-05,0.00013812762005906,5.79149863852326e-05,7.95095281341703e-05,0.000149093993364659,2.88037382345307e-05,2.81623411462596e-05,0.000639085904511439,0.000184483131685335,0.000274709520711176,0.000286478698282973
INS,repeats,2,0,0.00610909630012133,0.00213027949360693,0.00210293968071781,0.000515532704436076,0.0102987532033444,0.0254901322664759,0.00145836924002444,0.000960660774690939,0.000215463717001208,0.0022895452318205,0.0061493322007664,0.00358882822237679,0.00309584815403211,0.0017932569367215
INS,repeats,2,1,0.0190836185538389,0.00158718530764193,0.000289674311853268,4.3901802899057e-05,0.00240292135722059,8.28660693945654e-05,0.00178432042041647,0.000739814121517247,0.000216056232890439,0.00252173423301795,0.0205429477451917,0.00299703983049122,0.00384625365091356,0.000590092249693894
INS,repeats,2,2,0.00736831849581236,0.000489976901888932,0.000470051724052749,0.000248536907455518,0.000435907116776519,0.00123111782987417,0.000619816245487978,0.000111330142639478,0.000815513930260623,0.000950142180324414,0.0072625123578394,0.00196394744536786,0.00752736122844331,0.00121044270156691
INS,repeats,2,3,0.00110832283238889,0.000386273216095732,0.000389254069318354,0.000442583773888153,0.000665553748022689,0.00101322934894958,0.000407342735475576,0.000291296184729312,0.000371584505498542,0.000833047054233818,0.00133006341711547,0.000290096217291317,0.000925002218499628,0.00177549170438149
INS,repeats,2,4,7.61069749072043e-05,0.000153242162810922,0.000116361593581005,0.00228585039717516,0.000172674870313796,0.00383000949437077,0.000197356189646283,0.000164637492222373,0.00193961903131363,0.000468788654234068,0.000121714412300138,0.000220388950328465,0.001977628233283,0.028933603532966
INS,repeats,2,5+,0.00104627392766813,0.00224514742304417,0.000302178710800258,0.0151647356831463,0.00163354171555404,0.000562366746934197,0.000590143768649711,0.000166437690015747,0.0133151060196067,0.000307907385457445,0.000501970792501111,0.000644989504124204,0.00391429030917716,0.235942056459742
INS,repeats,3,0,0.00386306625605978,0.000503152872536215,0.00103234525117687,3.66521571594306e-05,0.000451006832907994,0.0075419257136352,0.000587675135897927,0.000208755772471926,2.88490108963084e-05,0.000142733959965685,0.00406370199349467,0.00153456821729605,0.0010148634669655,0.000428600557003072
INS,repeats,3,1,0.00556797120017352,0.000574416559090747,0.000168160847610537,0.000354938625286875,0.00393705660824243,0.00292624001726243,0.000865396320473553,0.00050655416415641,0.000906658123763045,0.000388602564927022,0.00595401156349768,0.0037130299125062,0.00346886844345261,0.00357837625088726
INS,repeats,3,2,0.00114683768914727,9.2308706435526e-05,0.00079960749012331,4.95339029183828e-05,0.000275262914599995,0.00023228052843948,7.52199732040914e-05,0.00101848205306916,0.000139397702642432,7.660929204443e-05,0.00179145178431997,0.000266180925386766,0.000829454563045274,0.000870152541454024
INS,repeats,3,3,2.24153854014464e-05,5.52203439659483e-05,0.000293991827223951,0.00011311462416436,0.000117360395298292,0.000251600734266385,4.8853264481455e-05,2.57267072709787e-05,2.03067744503584e-05,2.39799021385636e-05,2.13490094408795e-05,2.52743644050845e-05,0.00021748504474962,0.00121170345999103
INS,repeats,3,4,2.64244529220247e-05,0.00010608795483408,0.000133857550382708,7.30386924282115e-05,7.10996118656843e-06,0.00085290905808457,6.466106876082e-05,0.000143988954846136,9.43394903152587e-05,3.62638966637904e-05,4.12972083719765e-05,3.88650894104205e-05,0.000394724744263857,0.00147508735623199
INS,repeats,3,5+,6.03361501783295e-05,0.000227137678599086,3.02116771761185e-05,0.00108369334884783,5.10791887835053e-05,0.00198581964426327,9.9551893049639e-05,4.55960545575467e-05,0.0019145649814344,3.46444633019438e-05,6.31432796066498e-05,0.000350355738323041,0.000941460762670516,0.0074448358016882
INS,repeats,4,0,0.00272547280668145,0.000727060251144432,0.00162408532617091,1.13640372320336e-05,0.00132002823278631,0.00503042672320493,0.000141567533646823,0.00058728094430853,1.55261402180782e-05,5.94362764755795e-05,0.00204069746429225,0.00137154527880463,0.000734107133189107,0.000317367279674156
INS,repeats,4,1,0.00355032738881737,0.000813980317267807,0.000734374751560693,0.000584591648192313,0.00440825777695227,0.00193682097393514,0.00151144484418778,0.0014799103635842,0.0010112665657296,0.000128031787168432,0.00362659160316059,0.00235533840499734,0.00378746741528615,0.00892955076770446
INS,repeats,4,2,0.000381630363296242,0.000154280473522273,0.000395652007707315,1.75805054107884e-05,0.000119999776573306,7.62404343306387e-05,8.96651410882889e-05,8.69871694932571e-05,6.51290923819528e-06,8.68349823780415e-05,0.000187059552414833,0.00016622333502494,0.000191135356028344,0.000658058590194715
INS,repeats,4,3,1.59836023534562e-05,2.06003729328463e-05,0.000395950772484021,5.71700743057821e-05,4.96162759062689e-06,0.000792612128515198,2.44602398648235e-05,0.000100448350007889,0.000207382149745276,1.32538990590157e-05,2.09669702109388e-05,7.22938888187067e-05,0.000243834733470896,0.00158912868641465
INS,repeats,4,4,3.32354436177837e-05,0.000113183078028312,2.67467344609124e-05,0.000339567361256248,0.000107969108436033,0.00143521659374422,0.00013221850367101,0.000264508166818956,0.000149317975372317,4.26626333618185e-05,4.23365193953635e-05,9.43897772144788e-05,0.000361687520563169,0.00226947977783603
INS,repeats,4,5+,0.000590575883926022,0.000847134155120529,0.000101390563489752,0.000858685961216093,0.000731538279898036,0.000224605378179477,0.000106646156972462,9.80570424913179e-05,0.00207354112465263,6.42111911034633e-05,0.000773136486784824,0.000469734913127976,0.00146336880690211,0.00606292995443963
INS,repeats,5+,0,0.00447090872821421,0.000295832026842428,0.00875482084293261,4.72348996579327e-06,0.00247228184188956,0.00270099580374621,0.000159367353463518,0.000226609972974866,2.04521235223815e-06,7.53716763044822e-05,0.00467593423729512,0.00386748192603458,0.000933451738743076,5.31810826178434e-05
INS,repeats,5+,1,0.00431001724339336,0.0103229331621922,0.00559750383049235,0.00148603998599033,0.0149945398567135,0.0249755138978536,0.00191376476748028,0.00224823209493383,8.56526990545097e-05,0.000804586280923316,0.00439362778611249,0.0019989764430429,0.00328914594652086,0.00950864003478776
INS,repeats,5+,2,0.000323175504392677,0.000120343095642004,0.00128722075348972,0.000160358683197832,0.000255938142396502,0.000530379349001604,7.41445292330174e-05,7.31363939337902e-05,1.94720101077556e-05,3.64087240376141e-05,0.000182742098321633,0.000314427999155709,0.000787126871588756,0.00314461804578547
INS,repeats,5+,3,0.000120842943798155,7.28932575320687e-05,6.35567410347577e-05,0.000193022848247303,2.69155509091533e-05,0.000101611323418402,0.000188013270147578,3.72533468733285e-05,9.54935460619779e-05,5.78738963216028e-05,0.000204600493402433,0.000221046566054529,0.000263456842093123,0.00253028485002763
INS,repeats,5+,4,0.000150162015098148,5.2961056769953e-05,3.54692085515573e-05,0.000155670914796644,3.06700196220607e-05,6.35641160058533e-05,0.000122295088847009,5.1319071423049e-06,1.64371532542014e-05,3.7167970573114e-05,8.56753782757327e-05,0.000257807285141543,0.000445742226681647,0.00200982084966636
INS,repeats,5+,5+,0.00062803527939812,0.000318059567255794,2.46298767137676e-05,0.00014671212958132,0.000165114782088078,1.52772907672359e-05,6.52537850403324e-05,4.09477826433124e-05,6.71075871273607e-05,6.19948934131312e-05,0.000364005335108011,0.000535014234201993,0.000950510959708523,0.00174752579024625
DEL,MH,2,1,0.0296523189808527,0.00329680234983366,0.00093308247585292,0.000875319387196083,0.010304799227893,0.00199171518179949,0.00472294051899044,0.201413719508898,0.000187138121615627,0.00955274335807729,0.031004410137632,0.0134362949123318,0.00342766201534593,0.0102136905298819
DEL,MH,3,1,0.0143835946715519,0.00969842532176979,0.00108214423859163,2.19989881711116e-05,0.00221035905590437,0.00138946685741438,0.00247492654320497,0.00620104998551445,1.12601846670603e-05,0.000593669348844761,0.0136815396072517,0.00340287641556991,0.000558469238460358,0.00135502876993417
DEL,MH,3,2,0.00951583249969272,0.00380733636170913,0.00389545911496575,0.00155624201981392,0.000880356417136901,0.0034331558569674,0.00125442595605533,0.0418391358029584,0.00239307160019351,0.000582579082976505,0.00782466049097924,0.0055064137590571,0.00603027443080668,0.0139620972464234
DEL,MH,4,1,0.00938612031035508,0.00506821330033287,0.00249002224019572,8.53342381526266e-05,0.00118713845463735,2.97879791303812e-05,0.00259018236242313,0.0122953240601204,6.94268182219376e-05,0.000176759615397655,0.00930897327417044,0.00252287697147441,0.00156111894393651,0.00093748850274278
DEL,MH,4,2,0.00655573760120923,0.00205502840550116,0.00919005189660762,0.000181011243164617,0.000569911982363368,0.000666706809862398,0.00225681306282153,0.0293399460598943,0.000494147132017463,0.000414517887424866,0.00539073785241157,0.00292130441937277,0.00402901957693773,0.00130603111299639
DEL,MH,4,3,0.00333549150939224,0.00100790647408576,0.00479546614395364,9.95816468045394e-05,0.000442065673084885,0.00169192801070454,0.0027801632061996,0.0487581691531675,0.00058101822165385,0.000108493257827128,0.00346416331120516,0.0026723091849605,0.00224456900078456,0.00364622797698589
DEL,MH,5+,1,0.0103588764086666,0.29452303429702,0.0659696455278345,4.45576141876954e-05,0.00969244231176981,0.00751718453366508,0.000968174545436414,0.00231090315990465,0.00050152498737278,0.00112433440136792,0.00551348746778639,0.0249784592488797,0.00815526870435457,0.0009479184133424
DEL,MH,5+,2,0.00782260925783942,0.121145717032369,0.242530315844066,2.11306793699536e-05,0.0100308253134506,0.00464050901231476,0.00071187669360275,0.00046422264738834,5.632157402313e-05,0.00191241913909193,0.0097414868698991,0.0151784943348707,0.00124119848315494,0.000487397745328403
DEL,MH,5+,3,0.00745134601029135,0.0424607960013424,0.22897545994218,2.99749723910317e-05,0.00216887575718273,0.000976432433553231,0.00056514580679935,0.000955072100944345,4.66514923188583e-05,0.00101598158220632,0.00677743755837857,0.00560172419828806,0.00167000162423005,0.000245504049498751
DEL,MH,5+,4,0.00259055704573276,0.0136364013603418,0.130509541286326,6.64100523501728e-05,0.000634730276000918,0.000229560915148777,0.000628603111569821,0.00382321708376958,0.000329740652157586,0.00122410290709925,0.00206932575884555,0.00169829261256195,0.00188796721041532,0.00084270239212865
DEL,MH,5+,5+,0.000940342271263911,0.0121878113046891,0.106905225677221,0.000605772704127735,0.0123973579916199,0.00127483241934553,0.000403902536863561,0.000335199515988611,0.00206259943713246,0.000280456015055411,0.00144869686788383,0.000923445923064177,0.00259220068435508,0.0024912013388796
