Signature,NumberOfPostSamples
low confidence hdp.1,2600
low confidence hdp.2,2000
low confidence hdp.3,2000
low confidence hdp.4,868
low confidence hdp.5,800
low confidence hdp.6,400
low confidence hdp.7,336
low confidence hdp.8,255
low confidence hdp.9,198
low confidence hdp.10,88
low confidence hdp.11,4
