Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I
DEL,C,1,0,0.00269396,4.04e-06,0.00886699,0.04472347,0.11133352,0.02811272,0.32006383,0.01123761,0.00650768
DEL,C,1,1,7.62e-06,0.00019426,0.00921732,0.02194327,0.21823702,0.00279203,0.08980059,0.00331128,4.848e-05
DEL,C,1,2,0,0,0.00989245,0.00050979,0.18946509,0.00412353,0.00171049,0.000717,0
DEL,C,1,3,0.00251001,0.00158941,0.00782488,0.00516379,0.0696932,4.143e-05,0.01153154,0.00098671,0.00053892
DEL,C,1,4,0.00366644,0.00086211,0.00036764,0.00070497,0.04234768,0.00188167,0.01031226,0.00223558,0.00168545
DEL,C,1,5+,0.01480804,0.00323043,0.00010366,0.001926,0.02297354,0.00072295,0.00160357,0.00221782,0.00283327
DEL,T,1,0,0.00751758,0.00145518,0.10507324,0.04043786,0.03686328,0.00361694,0.09979939,0.01039192,0.0160337
DEL,T,1,1,0,0,0.21578715,0.01223839,0.00499851,1.293e-05,0.0117256,0.03919014,0
DEL,T,1,2,0.00683367,0.0011408,0.11373964,0.01009811,0.01905455,0.01227093,0.08683694,0.00431912,0.00921863
DEL,T,1,3,0.02011835,0.002218,0.09569122,0.01087473,0.0156514,0.02267224,0.110902,0.00585313,0.01867059
DEL,T,1,4,0.04735123,0.00361929,0.04776915,0.00539674,0.01265936,0.01813978,0.0901237,0.00292369,0.0134223
DEL,T,1,5+,0.81834359,0.00048769,0.00253384,0.0005143,0.00078843,9.815e-05,0.01741923,0.00249667,0.04955601
INS,C,1,0,0,0,6e-08,1.4e-07,1.1e-07,8e-08,1.11e-06,3.11e-06,0.46018948
INS,C,1,1,0.00023676,1.1e-07,0.00609974,0.00235927,0.00469854,0.00118623,0.00155564,0.00020784,0.01099343
INS,C,1,2,1.489e-05,1.2e-07,0.00577622,0.00131887,0.00428356,0.00012317,0.00128197,0.00020096,0.00050963
INS,C,1,3,0.00047892,0.00071328,0.00082698,0.0002766,0.00785124,4.044e-05,0.00053667,8.511e-05,0.00178354
INS,C,1,4,0.00286757,0.001606,1.19e-05,0.00113844,0.00727358,8.88e-05,0.00052321,1.195e-05,0.00115259
INS,C,1,5+,0.0086002,0.02198362,5.23e-06,0.00902349,0.00584158,1e-07,0.00408208,0.00010176,0.00140737
INS,T,1,0,0.00124635,0.00214641,0.01464556,0.00555285,0.01501121,0.00551032,0.01015915,0.0045719,0.03203494
INS,T,1,1,5.2e-07,4.1e-07,0.01628784,0.0050568,0.05762666,0.00025723,0.00826729,0.00096038,0.00276686
INS,T,1,2,0.00069205,0.00011799,0.02866932,0.00097919,0.05089505,0,0.00500908,0.00090276,0.00166836
INS,T,1,3,0.00119153,0.00373361,0.02044992,0.00184275,0.02990488,7.979e-05,0.00399838,0.00072897,0.0005534
INS,T,1,4,0.00316582,0.01557194,0.01460086,0.0069354,0.00710132,0.00087374,0.00556638,0.00143831,0.00507251
INS,T,1,5+,0.00243457,0.905026,0.00070026,0.0440228,0.00178964,0.00371084,0.03984098,0.00513686,0.2395528
DEL,repeats,2,0,0.00012989,0.00021403,0.02871446,0.00906632,0.00666192,0.0013645,0.01326139,0.06709295,0.00096775
DEL,repeats,2,1,0.00349225,0.00015184,0.01314296,0.00583375,0.00967042,0.00046329,0.00275129,0.22101709,0.0064274
DEL,repeats,2,2,0.00175757,0.0001318,0.00206235,0.00029917,0.01162261,0.0012273,0.00054125,0.04914823,0.00206514
DEL,repeats,2,3,0.00077074,0.0002221,0,0.00012048,0.00608198,0.00024481,7.236e-05,0.00888359,0.00046452
DEL,repeats,2,4,0.00094621,1.182e-05,0.00041016,0.00010329,0.00322864,0.00013551,0.00017114,0.00275887,1.075e-05
DEL,repeats,2,5+,0,0,0.02140541,0.00059883,0.00029574,1.48e-05,0.00271188,0.00245739,2.77e-06
DEL,repeats,3,0,1.04e-06,0.00011596,0.01757722,0.01163721,0.00112024,0.00179962,0.00341814,0.00493605,0.00109328
DEL,repeats,3,1,0.00498616,0.00383619,0.00209141,0.00242583,5.915e-05,0.00494021,0.00232532,0.08441337,0.00482925
DEL,repeats,3,2,0.00237341,0.00053572,0.00010148,0.00061334,3.292e-05,0.00022927,0.00160435,0.01787816,0.00119585
DEL,repeats,3,3,0.00046749,0.00039025,0.00034233,0.00030468,1.668e-05,8.973e-05,0.00049435,0.00351861,0.00042087
DEL,repeats,3,4,0,3e-08,0.00593874,0.00015446,2.243e-05,1.74e-06,0.00074819,0.00041849,1.966e-05
DEL,repeats,3,5+,0,2e-08,0.00864907,0.00024576,0.00012478,6.66e-06,0.00104575,0.00079715,1e-08
