MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00217991	0.00000000	0.00303458	0.00276897	0.03025447	0.08603006	0.02366694	0.37592823	0.01216467	0.00303747
1:Del:C:1	0.00000000	0.00000829	0.00288279	0.00554524	0.01985343	0.23000814	0.00153392	0.09596263	0.00069140	0.00006081
1:Del:C:2	0.00000000	0.00000000	0.00324183	0.00862462	0.00009789	0.20953395	0.00378625	0.00000000	0.00140685	0.00000000
1:Del:C:3	0.00208313	0.00184889	0.00879448	0.00608965	0.00478915	0.07460777	0.00003170	0.01040474	0.00095987	0.00053058
1:Del:C:4	0.00332116	0.00049789	0.00544530	0.00033154	0.00028973	0.04365269	0.00167271	0.01434928	0.00225741	0.00131264
1:Del:C:5	0.01405790	0.00197699	0.01745318	0.00023443	0.00026934	0.02587298	0.00097467	0.00035072	0.00267583	0.00358797
1:Del:T:0	0.00507203	0.00085531	0.10733241	0.08240064	0.03452634	0.02510925	0.00046592	0.11798237	0.00459265	0.01605810
1:Del:T:1	0.00000000	0.00000001	0.00431441	0.34419345	0.01098668	0.00319070	0.00002090	0.00843850	0.01107561	0.00000134
1:Del:T:2	0.00596146	0.00003768	0.12072266	0.08449125	0.00450773	0.00380261	0.00800482	0.08969344	0.00118658	0.00559702
1:Del:T:3	0.01693845	0.00116936	0.10986498	0.08142690	0.00301984	0.00388108	0.01974318	0.11569065	0.00492864	0.01298478
1:Del:T:4	0.03808938	0.00243806	0.13769062	0.02691559	0.00064366	0.00306535	0.01404511	0.10553246	0.00416366	0.01041258
1:Del:T:5	0.84525976	0.00027606	0.01595003	0.00253717	0.00013744	0.00060068	0.00014910	0.01018644	0.00051383	0.06583879
1:Ins:C:0	0.00000001	0.00000001	0.00000003	0.00000015	0.00000014	0.00000013	0.00000001	0.00000024	0.00000009	0.52709364
1:Ins:C:1	0.00018190	0.00000738	0.00636345	0.00423681	0.00203923	0.00554098	0.00141109	0.00000000	0.00004303	0.01411951
1:Ins:C:2	0.00000394	0.00000011	0.00493597	0.00424067	0.00167500	0.00397528	0.00001236	0.00000284	0.00004660	0.00042979
1:Ins:C:3	0.00036845	0.00074538	0.00146253	0.00052175	0.00018851	0.00864927	0.00000005	0.00000615	0.00062388	0.00073562
1:Ins:C:4	0.00255021	0.00126191	0.00458026	0.00000391	0.00043201	0.00810296	0.00026491	0.00007500	0.00012671	0.00072471
1:Ins:C:5	0.00698074	0.02053836	0.03406505	0.00001865	0.00192558	0.00800505	0.00001155	0.00008374	0.00128401	0.00253879
1:Ins:T:0	0.00097014	0.00226265	0.00248748	0.01989573	0.00372528	0.01683553	0.00627762	0.01425429	0.00480388	0.03796668
1:Ins:T:1	0.00000000	0.00000001	0.00700586	0.01374306	0.00479775	0.06632626	0.00021893	0.00396816	0.00019251	0.00290311
1:Ins:T:2	0.00042717	0.00000780	0.02749393	0.02092298	0.00023192	0.05571024	0.00000000	0.00000000	0.00005876	0.00127458
1:Ins:T:3	0.00088855	0.00341642	0.02216325	0.01954494	0.00069722	0.03161779	0.00002496	0.00007126	0.00031037	0.00027155
1:Ins:T:4	0.00289514	0.01432101	0.02581475	0.01352971	0.00349766	0.00828089	0.00042423	0.00202694	0.00124294	0.00484990
1:Ins:T:5	0.00270746	0.91654500	0.06103361	0.00118290	0.00535058	0.00254573	0.00716898	0.00396684	0.00164323	0.17201450
2:Del:R:0	0.00004097	0.00014855	0.01359322	0.02731352	0.00772832	0.00891325	0.00010777	0.01242761	0.09157971	0.00066190
2:Del:R:1	0.00270859	0.00011091	0.01483457	0.01050616	0.00740029	0.01211751	0.00034212	0.00038564	0.20266333	0.00608588
2:Del:R:2	0.00162644	0.00039797	0.00279526	0.00211159	0.00003450	0.01326485	0.00159582	0.00001011	0.04574808	0.00221372
2:Del:R:3	0.00092271	0.00013545	0.00027933	0.00000000	0.00000805	0.00611068	0.00038795	0.00000803	0.01024947	0.00011146
2:Del:R:4	0.00091215	0.00000889	0.00073706	0.00018259	0.00020417	0.00326338	0.00010096	0.00019165	0.00335803	0.00031271
2:Del:R:5	0.00000000	0.00000000	0.01499684	0.02072703	0.00009760	0.00066777	0.00000245	0.00003681	0.00112083	0.00000000
3:Del:R:0	0.00000033	0.00001685	0.00963742	0.01701836	0.01427795	0.00187166	0.00089292	0.00076860	0.00471963	0.00142630
3:Del:R:1	0.00376644	0.00364576	0.01376817	0.00014765	0.00106276	0.00000713	0.00392445	0.00101152	0.10283783	0.00452586
3:Del:R:2	0.00190325	0.00052286	0.00301706	0.00040315	0.00016822	0.00000160	0.00046330	0.00052275	0.01451976	0.00153071
3:Del:R:3	0.00041642	0.00026707	0.00151525	0.00019892	0.00029472	0.00003683	0.00011387	0.00022200	0.00375436	0.00032434
3:Del:R:4	0.00000000	0.00000001	0.00435103	0.00476342	0.00002030	0.00001592	0.00000001	0.00000000	0.00045022	0.00000251
3:Del:R:5	0.00000000	0.00000001	0.00681853	0.00707231	0.00001639	0.00034117	0.00003905	0.00000438	0.00029404	0.00003188
4:Del:R:0	0.00000201	0.00004616	0.00420992	0.01305997	0.00769485	0.00060841	0.00234829	0.00039824	0.00608938	0.00027160
4:Del:R:1	0.00173082	0.00043894	0.00354214	0.00006405	0.00035469	0.00099783	0.00244138	0.00239015	0.05679400	0.00032411
4:Del:R:2	0.00047938	0.00000000	0.00009164	0.00000714	0.00000039	0.00000000	0.00051683	0.00004077	0.01068814	0.00047561
4:Del:R:3	0.00000000	0.00000000	0.00209029	0.00356723	0.00001468	0.00010036	0.00011942	0.00000172	0.00386840	0.00001740
4:Del:R:4	0.00000000	0.00000003	0.00362112	0.00374848	0.00010773	0.00013563	0.00001006	0.00000000	0.00016235	0.00000000
4:Del:R:5	0.00014580	0.00002243	0.00153834	0.00114462	0.00000451	0.00007031	0.00008750	0.00000000	0.00068694	0.00003300
5:Del:R:0	0.00000000	0.00000000	0.00345257	0.01887532	0.30111173	0.00101232	0.01446602	0.00004857	0.00202483	0.00085813
5:Del:R:1	0.00323333	0.00000074	0.00042594	0.00046943	0.00000463	0.00000000	0.00735971	0.00024231	0.01210256	0.00029566
5:Del:R:2	0.00041107	0.00008932	0.00052048	0.00024106	0.00030127	0.00002575	0.00042369	0.00005131	0.00289854	0.00001426
5:Del:R:3	0.00011582	0.00000236	0.00045455	0.00010878	0.00000040	0.00001991	0.00018843	0.00008403	0.00093921	0.00007752
5:Del:R:4	0.00005980	0.00000169	0.00024313	0.00002627	0.00001186	0.00003334	0.00009077	0.00005656	0.00015391	0.00001495
5:Del:R:5	0.00002394	0.00001616	0.00045078	0.00071413	0.00000649	0.00000430	0.00000000	0.00003013	0.00012069	0.00000316
2:Ins:R:0	0.00018542	0.00055180	0.00415532	0.00975890	0.00190601	0.00225408	0.00198312	0.00080595	0.00102562	0.02560755
2:Ins:R:1	0.00023168	0.00000272	0.01576199	0.01508598	0.00136189	0.00327566	0.00009547	0.00084165	0.00024162	0.00000000
2:Ins:R:2	0.00089466	0.00021044	0.00761452	0.00526568	0.00027702	0.00143132	0.00038224	0.00033421	0.00006911	0.00109623
