"ex.sig","gt.sig","sim"
"SBS96B","SBS3",0.928036851768053
"SBS96C","SBS40",0.928728747474269
"SBS96D","SBS4",0.98369702128074
"SBS96E","SBS1",0.999376628795944
"SBS96F","SBS7a",0.926226179769202
"SBS96G","SBS12",0.938747430185801
"SBS96H","SBS17b",0.999556227743719
"SBS96I","SBS2",0.998120963430905
"SBS96J","SBS18",0.98813215375151
"SBS96K","SBS7b",0.983189588910593
"SBS96L","SBS17a",0.999676069984346
"SBS96M","SBS44",0.994446144104008
"SBS96N","SBS13",0.998514245325659
"SBS96O","SBS7c",0.995754526403249
"SBS96P","SBS7d",0.95827588911148
"SBS96Q","SBS22",0.979770167311745
"SBS96R","SBS28",0.954629479576618
