Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16,W.17
DEL,C,1,0,0.0794174477665006,0,2.32165285499673e-70,0,2.54332500463323e-49,3.61365426163971e-143,0,0.0231212185281868,6.9446288726308e-29,1.13198748576897e-97,0.684776720967249,5.9064198336508e-182,0,1.55810283959086e-147,0,0,0.00302627161093327
DEL,C,1,1,0.235938434959235,0,5.74220663352472e-132,0,5.16043780903766e-221,1.22190191588919e-186,0,2.30909520242203e-152,1.09264330379987e-133,0,6.08437843820558e-36,0,0,4.25933166782002e-105,0,0.974466905880963,8.33090922943502e-06
DEL,C,1,2,0.263189504636109,0,0.0183863675542896,0,0,0,0,0.00500054832524541,0,0,0,0,0,3.35321602776016e-170,0,0,0
DEL,C,1,3,0.0815000692865178,0,0.0178049854180618,0.00140341913646547,5.662737262307e-225,1.5515494747243e-204,1.11253692925366e-308,0,0.00532214391688099,0.0254885991187816,0.0156272416039735,3.9754319760545e-16,0,0.00301010581966547,0,0,0.00171036577551516
DEL,C,1,4,0.0504750270364263,0,0,0.000186743848250939,0.00798806769540497,0,0.0693693504443776,0.0018568476815897,0,0.0151327819657424,0.0177456629380376,0.00051143158959048,0.00139602412898482,0,0,0,0.0027126350990444
DEL,C,1,5+,0,0,0,0,0,0,0.846959083159507,0,0,1.68137942972405e-59,0,0,0,0,0,0,0.00955493765431453
DEL,T,1,0,0.027282654820629,0,0.15499451542727,3.48418373455812e-179,0.00204143599579222,0.161532895147885,7.0615169052051e-266,0,0.0365515306544375,0.0345046011706166,0.12784001267997,8.37887619285257e-81,0.0181350816708323,0.0329712736422419,0,0,0.00577148865160034
DEL,T,1,1,6.73501802990364e-81,0,2.89279965743298e-224,0,0,0,0,0,0,0,0,0,0,0.77289611757214,0,0,0
DEL,T,1,2,0.00635936376472651,0,0.205032928950852,0.000638220836071342,0.0375908408938568,0.0944055346749564,0,0.0114756117395218,1.06290984620222e-179,0.0115270530380041,0.0998624162517811,0,0.00800158748172445,3.71641929990887e-47,0,9.37608587601107e-284,0.00367817402632633
DEL,T,1,3,6.43934030807466e-21,0,5.64691672548115e-52,0.00117608629874057,3.45718509414839e-25,0.71292013898585,1.74022491220121e-219,0.0147584227299138,1.77191769807826e-164,0.0403378161472726,4.32853884529623e-52,0,0,4.94949810193654e-140,0,0,0.00973208642934237
DEL,T,1,4,5.16968956289e-119,0,1.09386711602359e-74,1.71831795407886e-77,0.900137297901813,3.96868772816302e-151,0,2.28524361266059e-122,1.17510335146293e-263,2.01677594855171e-211,7.31454554297801e-188,1.11253694926466e-308,0,2.40817785666533e-138,0,0,0.0282424568511364
DEL,T,1,5+,7.02928116254539e-68,1.11253692925426e-308,0.00294843045491963,0.000433999726791109,2.91472112392417e-141,4.14965349153646e-166,0,2.34857467247293e-166,1.25229179487694e-108,5.2754528156627e-115,1.96924347458287e-274,0,0,3.30787309197939e-128,0,0,0.882461153056107
INS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740926489445543,0,0,0,0
INS,C,1,1,0,0.168027555596769,0,0,0,0,0.000184424623718549,0.00126988614312576,0,0.000762019211047408,0,0,0.0225653794113119,0,0,0,0.00020626086380952
INS,C,1,2,0.000765641604733034,0.100632083566786,0.00389544439835484,0,0,5.51009202209801e-45,2.69895184255386e-41,0,5.51536372245205e-05,0,0,0,0.000232341341773828,0.000615829685726099,0,0,1.57206226570711e-05
INS,C,1,3,0.00740416573154404,0.0379371616896917,0,0.000631940219430162,0,0,0,0,0,0.00678313858800864,0,0.000211016319454401,0.00174775612874022,0,0,0,0.000298427478406351
INS,C,1,4,0.00612675242118355,0.00977202328175909,0,0.00143909994123302,0.0051494743581274,0,0.0221422195344227,8.1711689264441e-05,0,0.0217908251776847,0,0,0.0021170338002682,0,0.000820745570536128,0,0.00172210472641372
INS,C,1,5+,0.00783771675216516,0,0,0.018957157444667,0,0,2.81323619786324e-290,0,0,0.18088908060243,0,0,0,0,0,0,0.00716729592423541
INS,T,1,0,0.0231873508369536,9.23799806071686e-05,0,0.00199318945494604,4.33324547093579e-199,1.77959533271213e-195,4.8203999942405e-272,0.00735863536061039,0.00201626543266462,0.0185835260067364,0.0190263643890142,0.000886436485169078,0.0449905873438478,0.0423083989481261,0,0,0.00084886487257494
