"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.998137980016242
"hdp.2","SBS2",0.993850998181147
"hdp.3","SBS17b",0.998722849985765
"hdp.4","SBS7a",0.922780709956205
"hdp.5","SBS3",0.986040607728429
"hdp.6","SBS40",0.997294343795193
"hdp.7","SBS7c",0.999381030732558
"hdp.8","SBS44",0.994535740149162
"hdp.9","SBS28",0.98514636333823
"hdp.10","SBS41",0.993676643097802
"hdp.11","SBS12",0.99164544361308
"hdp.12","SBS22",0.989974591518362
"hdp.13","SBS4",0.995518833502614
"hdp.14","SBS17a",0.998247356796041
"hdp.15","SBS18",0.996893749119427
"hdp.16","SBS13",0.993879505009493
"hdp.17","SBS7d",0.977825872301401
"hdp.18","SBS5",0.99685876319629
"hdp.20","SBS29",0.94475676337797
"hdp.21","SBS38",0.978230952151649
"hdp.22","SBS7b",0.98870039318766
