Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID8 0.999),hdp.2 (ID6 0.999),hdp.3 (ID5 0.936),hdp.4 (ID2 1),hdp.5 (ID4 0.99),hdp.6 (ID13 0.998),hdp.7 (False Positive) (ID5 0.921),hdp.8 (ID14 0.976),hdp.9 (ID9 1),hdp.10 (ID1 1),hdp.11 (ID3 0.985),hdp.12 (ID11 0.975),hdp.13 (False Positive) (ID5 0.118)
DEL,T,1,4,0.00154315341884289,0.0169328110247869,0.0316549780016943,0.0457701102088754,0.00424013472683118,0.0144571133232421,0.0456134066236659,0.0110113492474524,0.0945897019280427,0.00391521226603116,0.0134198029993775,0.00770999901821497,0.0304947795177368
DEL,T,1,5+,0.0106255762850537,0.00325468217004075,0.0236345429206058,0.818081073495664,0.0022796786917803,0.00662820946950575,0.0304714330295075,0.0473890697426157,0.00447937128853422,0.000848881131845336,0.0082856086270664,0.00902317521491425,0.0125689354469194
INS,C,1,0,0.00260204562261924,0.00219447612269127,0.00050487363662521,1.61450414775497e-06,0.000440920758605413,0.00284781438978953,0.000646160945540324,0.534476864739006,0.000215922467205776,4.0609409026499e-06,0.00267363509709292,0.000710853954321732,6.32600402379724e-05
INS,C,1,1,0.00211739768842992,0.00177196927379303,0.00102207393642596,0.000168242684178356,0.00027270681849583,0.00233319389311938,0.00119863689512548,0.0157749356691664,0.000221502499953872,5.18550174322005e-05,0.00128073985401945,0.119646146799029,0.000377012002143324
INS,C,1,2,0.00147781950493126,0.00014366550036216,0.00213540083598818,1.26874168720549e-05,0.00019195500122765,0.00205482743822962,0.00344920842480619,0.000668189762668343,0.000378884223595731,1.20383395164417e-05,0.00208956187400623,0.0656036590893716,0.000104414104682817
INS,C,1,3,0.000186749306573581,9.00644491999852e-05,0.000426899851546226,0.000308590236878046,0.000870957401571057,0.000400428373153227,0.000188125329217588,0.000908693234143888,0.000225526323568888,0.000825631859889155,0.00587348429580256,0.0262162708282554,0.00783513503406646
INS,C,1,4,0.000297764116616511,0.00044999115316342,0.000260469524026582,0.00237387371800428,7.35852109159762e-05,0.000304228642969039,0.000249655198945675,0.000888912245177085,0.000379646828071305,0.00148990296505969,0.00803257375064645,0.00772946658986415,0.0175783916443744
INS,C,1,5+,0.000800501378220115,0.00039612018936279,0.00024405774355072,0.00767437045662628,0.000879452648426759,0.00100933621985924,0.000341180764316924,0.00177613824211438,0.000906773921674792,0.0201864527267704,0.0102588336130347,0.00129558901549349,0.215717310565325
INS,T,1,0,0.00479691924462341,0.00699807176210505,0.00590193501717318,0.00111590931898432,0.00371267786755347,0.0386191053385043,0.00474818469854458,0.0398909909074715,0.013695979578965,0.00219718093701447,0.0184643480203623,0.00432412374137172,0.0139133864934272
INS,T,1,1,0.00403034346199476,0.00132663141451659,0.012712273799109,8.00551250998618e-06,0.00121355876291759,0.00483419664113956,0.0145730192429501,0.00375424640389496,0.0106111204745438,1.91835149471479e-05,0.0425751014602797,0.205366576807601,0.000303176768874633
INS,T,1,2,0.00172367198377357,0.000709931419337229,0.0356502685643724,0.000463154570730379,0.000327798427252,0.00694457321582441,0.0249964099466542,0.0018236589411358,0.00246865608804885,9.80251028892018e-05,0.0455969208561365,0.131950271504046,0.003027626799909
INS,T,1,3,0.00110580051277563,0.000796224289269189,0.0193134311444209,0.00105361689283817,0.000832695239192533,0.0118972373015455,0.021317120217294,0.00045300781009035,0.0018234307013501,0.00320159340841173,0.0248452296723539,0.0838699930788358,0.0350423036388921
INS,T,1,4,0.00127089595045533,0.000984112276315974,0.0108034645380645,0.00348318469728318,0.00102713305348228,0.0119215675830138,0.0113862696795431,0.00541614596031346,0.00397797434593584,0.0138441453475208,0.00630136092077439,0.0423996410179788,0.0867255653953692
INS,T,1,5+,0.0132067654968459,0.01552714199206,0.00102009250172543,0.0198075394067392,0.0040805905015222,0.0267629892163787,0.00072820077184444,0.137748775584578,0.00464741707476133,0.906900767374985,0.0301144015674823,0.011270396650445,0.0135394960844074
DEL,repeats,2,0,0.00827747061510542,0.00108435423140334,0.0240042052869853,0.000128273458204077,0.0887360340926469,0.0234609394852834,0.0252552589444808,0.000797873370428695,0.014921131569137,0.000570898361047886,0.00965587139399788,0.0128716044185901,0.00569155614793625
DEL,repeats,2,1,0.00982609334725628,0.00159065275978385,0.0195858809625751,0.00280167474722577,0.190192110009286,0.00526730568866011,0.0239863339740401,0.00641815728385953,0.0038895370269149,0.000803192657026695,0.0100419465761033,0.00621181452412694,0.0113557824295461
DEL,repeats,2,2,0.000560149438453449,0.00220623711605759,0.00427665938381598,0.00160183486252129,0.0460521292772578,0.00292629206310174,0.0042982724337532,0.00224035682346928,0.000479064411533218,0.000645897659317105,0.0120873498339498,0.00186716134356154,0.0025803470994953
DEL,repeats,2,3,0.000105629566109479,0.000605162129594163,0.000226061834046928,0.000818022267074079,0.0121124236543371,9.34663281920678e-05,0.000466724312341726,0.000196308943432616,0.000158503930227866,0.000241128961528882,0.00662822228411483,0.000409504794088619,0.00235266191942429
DEL,repeats,2,4,0.000310660358667671,0.00019343019322308,0.000898078910937475,0.000738947038778739,0.00320292279437792,0.000185390737311658,0.000735647563579116,0.000299133025659121,0.000236407387427675,5.61346095646657e-05,0.00295722291317303,0.000352916102862932,0.00108070828056089
DEL,repeats,2,5+,0.000646210056157117,0.000169681479874135,0.0246548137005177,1.36696786728863e-06,0.00207890634902943,0.00122493455354534,0.023128534929362,2.42652974726271e-05,0.000212351246246994,3.44158962171918e-06,0.000102415115502891,0.0126675046276409,5.8036149704726e-05
DEL,repeats,3,0,0.0120032307332191,0.00102846432106706,0.0171436022438031,1.58612419203271e-05,0.00509796677070101,0.00501926697968291,0.0156172336814692,0.00171049500706529,0.00215928047238524,4.72874221379961e-05,0.00115797718514548,0.00660820082959287,0.000361149212597246
DEL,repeats,3,1,0.0019210140315365,0.00423436787908605,0.00579016478161085,0.00432132756463223,0.101528654581719,0.000942863487897037,0.00577717190766725,0.00450694314565755,0.00396564247356255,0.0042483933953123,0.000251969181214543,0.000876084968694154,0.062545705060542
DEL,repeats,3,2,0.000324731169979962,0.000538079841849908,0.000772662753620076,0.0019327490879033,0.0141363994419441,0.000823975519932107,0.000484124874235759,0.00148009049482806,0.000993940233236441,0.000657969711578232,7.41380672983452e-05,0.000405920991125929,0.00533543970792591
DEL,repeats,3,3,0.000308822842338906,0.000139512444565117,0.000482782422496156,0.00042701112045388,0.00371779112040026,0.000147313346190669,0.000223626182658383,0.000395193584726015,0.000328880930136403,0.000259442687663152,0.00011034461033636,0.000471491311998851,0.00534391260354691
DEL,repeats,3,4,4.940877239567e-05,3.21375981521565e-05,0.00556275822067205,1.44028275290446e-06,0.000755083844932622,0.000952825887099084,0.00457839135943426,3.04914448195554e-05,3.33313956152946e-05,3.17766699189801e-06,5.42556266652221e-05,0.00302324751039624,4.98817839942925e-05
DEL,repeats,3,5+,5.72056063867417e-05,0.000179121224549735,0.0101405702106564,1.57114588206819e-06,0.000747299890467682,0.000556903121625175,0.00721370761677831,5.03650847885455e-05,8.03152713542645e-05,2.6912402471546e-06,0.00012523273360854,0.00385157056182837,3.49108781977934e-05
DEL,repeats,4,0,0.00651859998521196,0.00233032495304375,0.0112386517784482,1.5247919543885e-05,0.00637373006628239,0.0044184992641842,0.0100031265867152,0.00033000433958764,0.00128322153097052,5.11152634916798e-05,0.000133880218008365,0.00566933294233011,0.000838561842550283
DEL,repeats,4,1,0.00147375054720456,0.00258051237588135,0.00200350044634745,0.00183661356455837,0.0573021444593242,0.000662064004860449,0.00291337769980781,0.000239141501743405,0.00356521312352278,0.000873584867929364,0.0014014524143203,0.0017404893943988,0.0071519520818892
DEL,repeats,4,2,0.000173884290290099,0.000531350020064406,0.000258376028751728,0.000450860531577919,0.0138834075012225,0.000173596057653355,7.82214340269698e-05,0.000505059143118689,0.000509531390337824,2.91326275143848e-05,2.66062548740315e-05,0.000238145919094807,0.000492893183606438
DEL,repeats,4,3,9.0019084252432e-05,0.000168742183892308,0.00419660738444955,1.14465821413096e-06,0.0039935041557929,0.000477213940470309,0.003783748708379,2.87681361788877e-05,0.00011022424688406,2.88484772377525e-06,4.87149147286239e-05,0.0021259915575336,5.95013872933195e-05
DEL,repeats,4,4,0.00022634838395399,5.05780296114678e-05,0.0048062474707419,1.36302620677165e-06,0.000395787243319908,0.000634920221707938,0.00444784775647373,1.46573885458938e-05,3.6989417083491e-05,4.21601952820175e-06,0.000108479643726894,0.00101673817385948,6.72098111289637e-05
DEL,repeats,4,5+,3.68872395566507e-05,0.000114626499299478,0.00175182258374277,0.000142928552006208,0.000699777506398109,0.000340874252094156,0.000731236022987074,6.56154397484325e-05,5.76789385061543e-05,3.24181752892754e-05,7.13022342941205e-05,0.000349044710773606,0.000516336985023934
DEL,repeats,5+,0,0.251501830318789,0.0158883246895011,0.0245244821589175,1.1299952370078e-05,0.0054871913351703,0.0119856072868292,0.0193687670219954,0.00491732222964192,0.00228218999371664,9.93755391191627e-06,0.0014013801637979,0.0341259451893175,0.000411859174359005
DEL,repeats,5+,1,0.000579163528987436,0.00746801845633831,0.000274156195081405,0.00266294800533066,0.0151668205451573,0.00309654395861089,0.000265021447478461,0.000437701864529151,0.000717536411077689,8.14471014955805e-05,0.000126266819210399,0.000263298906555169,0.00193303061524753
DEL,repeats,5+,2,0.000307199102419632,0.000417194968173431,0.000161402882662514,0.000344866126947916,0.00282803144261303,0.000350586339758463,0.000221791130059172,3.45217634146653e-05,0.00014191263285686,9.762921894447e-05,4.70486370557594e-05,0.000847215444828039,0.000898063229843602
DEL,repeats,5+,3,4.81285159208576e-05,0.000184454698285625,0.000199264075796306,0.000103081517507955,0.000930544915061288,0.000103328602779019,0.000188097525390328,8.36638549743499e-05,0.000132581578094766,2.03047045132495e-05,4.22304303431675e-05,0.000261860960921991,0.000640882180054383
DEL,repeats,5+,4,1.66193143512708e-05,7.86453451757084e-05,4.1925935784238e-05,7.32376290696933e-05,0.000122409394266755,3.3041122981663e-05,2.5125391901317e-05,2.23010962262746e-05,5.88135451649339e-05,8.52354507769187e-06,2.15622652789376e-05,0.000114261372236385,0.000668212046380758
DEL,repeats,5+,5+,3.63011559171493e-05,1.99015585421529e-06,0.000423721406165426,2.92376610507501e-05,0.000150887931119519,0.000177390780565492,0.000583240884449199,5.70637522466247e-05,8.04888723730942e-05,1.32751156357497e-05,2.70894302425857e-05,0.000180561727046151,0.000279669261475024
INS,repeats,2,0,0.002117808427374,0.00209100601244798,0.00595819451914583,0.000216205597681071,0.000964270910872312,0.0102665777827084,0.00611266678930935,0.0258810105044556,0.00145525394059433,0.000508779257690961,0.00228426348490298,0.00359895669743974,0.00190417180535045
INS,repeats,2,1,0.00159237964059675,0.000305281990599231,0.0188774085433922,0.000220148834862258,0.000764639320068893,0.00291291541452492,0.0207140876418063,8.27558751529228e-05,0.0017729438050526,4.27573924735837e-05,0.00254380090833899,0.00290956131641312,0.000588261038829242
INS,repeats,2,2,0.000491887508326441,0.000462655454159774,0.00786894955925354,0.000812308435988665,0.000126341633332665,0.000610820226854343,0.00726505665175775,0.00124936170408319,0.000632540112251411,0.000255060994075354,0.000938570411245368,0.00188282388984292,0.00129514261635245
INS,repeats,2,3,0.000383039286163963,0.000393647789594533,0.000978777805437497,0.000362265404801968,0.000292099601602448,0.00067859457881279,0.00129572785992009,0.00102027283607701,0.000408607198033924,0.000435233460328311,0.000830700381301229,0.000305906341778263,0.00175299750979687
INS,repeats,2,4,0.000151459385132784,0.00011663464932959,0.000101399538774976,0.00197404192347919,0.000179124896971646,0.000168719988898183,0.000125501842283911,0.00385724652302562,0.000188518306376236,0.00222936697597606,0.000484444268353866,0.000218302269356949,0.0284640239259283
INS,repeats,2,5+,0.00217808376692173,0.000298332639867785,0.00106737187676483,0.0132539935197619,0.000181285615366224,0.00154145849924816,0.000456636157017277,0.000526943309835124,0.000542050581186451,0.0147227466718593,0.000303488319343841,0.000634399491117677,0.242686346209013
INS,repeats,3,0,0.000492245403663678,0.00102799287365855,0.00359294216423361,3.02372661578562e-05,0.000223480016810658,0.000567876779439691,0.0040240849912211,0.0076544922570353,0.000606909161828489,3.78979411325332e-05,0.000139651228485115,0.00154468544364096,0.000447470818360039
INS,repeats,3,1,0.000571842287457927,0.000172189867994186,0.00453751093252776,0.000911361576448267,0.000502507943156465,0.00387807665420382,0.00601641457330377,0.00296491545586785,0.000858649239240655,0.000353526289088017,0.00038266134492198,0.0037534584251646,0.00383287041381431
INS,repeats,3,2,8.98293276642328e-05,0.000803684674596112,0.000755237334312838,0.000142157563209087,0.00102102667541064,0.000362841592646207,0.001847360426745,0.000246405340314821,7.68866512323788e-05,4.79558977040395e-05,7.77460777607266e-05,0.000256064933908258,0.00080505249595897
INS,repeats,3,3,5.3679496621217e-05,0.000290339626934309,2.06548013127305e-05,2.10886720979459e-05,2.71633169604114e-05,0.000115393618898081,1.9935344145973e-05,0.000258394379997746,4.97862921857916e-05,0.00010999409047372,2.46825847151148e-05,2.3825653029736e-05,0.00127705011743242
INS,repeats,3,4,0.00010350861588948,0.000137669840953258,3.30527757628381e-05,9.11674544293315e-05,0.000152498404457092,8.22023089937737e-06,4.2827161924008e-05,0.000866638944251466,6.44245780949639e-05,7.2857094149795e-05,3.52085826973564e-05,3.66565525257869e-05,0.00149740910956047
INS,repeats,3,5+,0.000215090293714879,3.09679767188473e-05,5.33153650654379e-05,0.00193092094575553,4.65963619004686e-05,5.77819153718718e-05,6.59275084064988e-05,0.00200995231123206,9.83263770578417e-05,0.00106328648227291,3.35242423938917e-05,0.000358601518674113,0.00692796184878073
INS,repeats,4,0,0.000726734105053201,0.00162763079125232,0.00287174577620265,1.51730279940624e-05,0.000598680042631913,0.0013133846385211,0.00191506274612498,0.00509287734858478,0.000139885220958385,1.10462216014205e-05,5.91054429813643e-05,0.00140832395313465,0.000328977691630302
INS,repeats,4,1,0.000806777757523464,0.000738959623894373,0.00289564014684581,0.00100313683492932,0.00148050813923159,0.00444142780104118,0.00352370877995142,0.00195034065642531,0.00151518969234527,0.000566748803787778,0.000128642055134319,0.00238559604992353,0.00865668737939263
INS,repeats,4,2,0.000150832467797088,0.000393845725529401,0.000425962617651888,7.0997189231842e-06,9.17164565748279e-05,0.000137130672835411,0.000176484793537746,7.62425096992165e-05,9.30439460563106e-05,1.7022046402189e-05,8.41854055696826e-05,0.00016823963908184,0.000701211745115169
INS,repeats,4,3,1.96770376016203e-05,0.000391779994136418,1.82251243149075e-05,0.00020264628550266,0.000104318410441343,5.12638029291256e-06,2.17982005724447e-05,0.000805378101605796,2.3243936414014e-05,5.37699013303191e-05,1.2874139960262e-05,7.01938691396028e-05,0.00167349244412014
INS,repeats,4,4,0.000112773060961435,2.8027728377267e-05,3.3006932800615e-05,0.00015259271526174,0.000265258379309551,0.000112099519061424,4.72850422281516e-05,0.00145287889548591,0.000132042174929116,0.000337140931949739,4.3210328053226e-05,9.54353455620065e-05,0.00239005733092448
INS,repeats,4,5+,0.000848298420607156,9.84533340031965e-05,0.000398711523441503,0.0020893930418444,0.000102224795102497,0.000727445378518104,0.000750805283407447,0.000225864613130089,0.000103497207404411,0.000826989038668053,6.54409106643695e-05,0.000470982500467111,0.00592663122193234
INS,repeats,5+,0,0.000290169049124284,0.008706773513444,0.0041754432168899,2.14583998544386e-06,0.000233827308004569,0.00259854414804666,0.00467351752043578,0.0027435907418449,0.000171189204675204,4.86234100488062e-06,7.5041198828353e-05,0.00380763579217465,5.35130249747199e-05
INS,repeats,5+,1,0.010344926291107,0.00562109264342847,0.00446911323289093,9.74551912860179e-05,0.00224579164863552,0.0147394847627357,0.00454395168540058,0.0253505464565374,0.00190057775411072,0.00145295861299111,0.000825439640138933,0.00199394390392683,0.00951359654479139
INS,repeats,5+,2,0.000115403231392803,0.00128642522789219,0.000372468974400027,2.19022308286505e-05,7.8698463762773e-05,0.00025207373096556,0.000173894403631284,0.000538913819317612,7.43198361682545e-05,0.000154163565338974,3.84192152865343e-05,0.000318626630071761,0.00316529542725468
INS,repeats,5+,3,7.11683285032235e-05,6.50525447030661e-05,0.000143269444272052,9.45832974333463e-05,3.78863852664236e-05,3.63552477413389e-05,0.00021090593168658,0.000104250907660175,0.00018405428017776,0.000192188651680035,5.65631277243922e-05,0.000219939315154721,0.00252339395148649
INS,repeats,5+,4,5.16738415434151e-05,3.73487114919462e-05,0.000167764867086583,1.62869412561609e-05,6.25400479424492e-06,3.7266381738712e-05,8.33419722141618e-05,6.2122496966004e-05,0.000120398506594756,0.000158254366101203,3.74483488917759e-05,0.000251153796514942,0.00218556112834252
INS,repeats,5+,5+,0.000316783011114757,2.51126718819427e-05,0.000622888702374816,6.89759057187347e-05,4.16844182208685e-05,0.000234181462247914,0.00036012907259514,1.58896468749734e-05,6.66069909031082e-05,0.000141879604396969,6.04736872493263e-05,0.000552525078988566,0.00184027470529135
DEL,MH,2,1,0.00329163067206372,0.000956829506820845,0.0295460540232212,0.000198032966033587,0.201211706718579,0.0104061114463061,0.0312049675022148,0.0020191154953483,0.00470592061810692,0.000840254522091036,0.00962613127271472,0.0134362746076189,0.0104366962256053
DEL,MH,3,1,0.00969562248196761,0.00107752724106799,0.0150612468087695,1.10169411449588e-05,0.0062225334611065,0.00279513882978755,0.0136942792823734,0.00141383576316454,0.00244163632947529,2.01236189132262e-05,0.000602533231560043,0.00329086025385094,0.0013817827520258
DEL,MH,3,2,0.00381387443053778,0.00391399597257954,0.00950916490463299,0.00243006366533804,0.0417728466277124,0.00125824601298776,0.00776582211660908,0.00347672885704593,0.00126318301336847,0.0015319475737885,0.00058263272829632,0.00550188970390664,0.0139534575561761
DEL,MH,4,1,0.00506849935405056,0.00250447618621071,0.00978025980857038,6.63373581686683e-05,0.0122142324104941,0.00141123642485437,0.00924643615987087,3.20109212554129e-05,0.00258485717000976,8.20558573424673e-05,0.000174132790300815,0.00246946146369858,0.00092615756795533
DEL,MH,4,2,0.00204512444814731,0.00915932703725516,0.00575684204173714,0.000486817147145913,0.029292456656962,0.000805542578292944,0.00519819427673137,0.000673072470483568,0.00227028592385403,0.000180018350848682,0.000410757766820524,0.00292790065379627,0.0013263585475877
DEL,MH,4,3,0.00100393004869819,0.00480996917651651,0.00327537777758943,0.000591887626550736,0.0486753756143872,0.000623345816202846,0.00350787913429763,0.00172450383859588,0.00279270098980357,9.902396335316e-05,0.000110425892174061,0.00262270222371434,0.0037669347223276
DEL,MH,5+,1,0.294070795267051,0.0656052286180741,0.0143897492854508,0.000498367000792767,0.00233686391587531,0.00961544738581639,0.00521615554914183,0.00764254954285347,0.00106313883934922,4.45114184184901e-05,0.00113442351484287,0.0250375978538595,0.00102528407612279
DEL,MH,5+,2,0.122623688154157,0.246183114096193,0.00915681589698642,5.87693699760669e-05,0.000561008387143833,0.01004293944243,0.0102479578216311,0.00477689110562794,0.0007753765505299,2.05166131941278e-05,0.00192169681652367,0.0144720157860769,0.000535958427514665
DEL,MH,5+,3,0.0424212142235361,0.226901433320683,0.00765855073729949,4.73149045137233e-05,0.00111032742197911,0.00250142327140359,0.00673520374962044,0.000993441105843819,0.000584421629853661,2.93300878761123e-05,0.00102550585232392,0.0055749594643126,0.000238260373101729
DEL,MH,5+,4,0.0136696730907847,0.12960598135044,0.00223037726638946,0.000323965077890578,0.00382543784240592,0.000798623967389813,0.00200472545506976,0.000236834491788962,0.000670583535520653,6.58564019105968e-05,0.00119247229393413,0.00168325915819831,0.000913352665550665
DEL,MH,5+,5+,0.0121275357103824,0.105809997301413,0.00112380456326143,0.00203842894802405,0.000354639649544897,0.0121482697365141,0.00153164333422774,0.00129975458417239,0.000417318249157341,0.000610199715580599,0.000276430498704806,0.000900109721888484,0.00254499027942272
