num.sigs,14
likelihood,54567.16
evidence,42273.82
relevance,0.827005195154235,0.00767459708365311,3.90087177377694,0.00767459708365311,0.00767459708365311,0.360943218865884,0.00767459708365311,0.462635766720617,0.706611605329906,0.786663194104306,0.00767459708365311,0.735256757063519,0.759648317098607,0.400704510452131,1.56607068649226,0.647632790752109,0.00767459708365311,9.2543023362157,0.578151098651066,0.00767459708365311,0.00767459708365311,0.406943849191064
error,6399034
