Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14,hdp.15,hdp.16
DEL,C,1,0,0.0220673869918658,0.0309190200230378,0.0123243463075884,0.0465479144751175,0.00441196612682466,0.000363664619832322,0.0339715419568097,0.335616186493004,0.0365752340107084,0.0100685788351825,0.140255965185872,0.00893699376182817,0.00200481565740529,0.0672853289526423,0.0336086149588277,0.0190736705320309
DEL,C,1,1,0.0257418843493296,0.0060472274510776,0.00239619107991523,0.0152473411969749,0.00010099296790754,0.000614427100560661,0.0190765197886581,0.0984181531631525,0.0233997647738493,0.00208819846247884,0.145522187219974,0.00907853722675068,0.00411800342226269,0.318467790952332,0.00763819284433288,0.0295380442999794
DEL,C,1,2,0.0275326344291606,0.00862673535109645,0.00335023735687251,0.00708612119137282,1.77915278261783e-05,1.22630357400564e-05,0.0027193117686197,0.00233771120114431,0.00252619342344319,0.000230699851905241,0.216993796812142,0.00297986596406332,0.000262252300379056,0.135438836182019,0.0119399716645547,0.0264976961796214
DEL,C,1,3,0.0122042855807315,0.000803439164115927,0.0014376984795002,0.00505336279605366,0.00280859530299981,0.00170545257940204,0.00568783391300417,0.010767727327681,0.0060155766695511,0.000653323239292122,0.0718869440219462,0.00243288634109155,0.0156357855358358,0.0559549626594289,0.00966407293674517,0.0152854944610094
DEL,C,1,4,0.00287304543031551,0.00258437052187302,0.0023146482024417,0.00404051912483272,0.00371166290963094,0.000683246603667407,0.00104050219272427,0.0130366601108418,0.00188989012987754,0.00169796442986839,0.0434137841860201,0.00323841570006848,0.00525570555913379,0.0408287732162448,0.00762909358813983,0.00355431879707924
DEL,C,1,5+,0.00217329364728739,0.00187966440085372,0.00221255792111042,0.00140262799165915,0.0140266091809501,0.0024277714704505,0.000593934328494303,0.000596379613282035,0.000837677992987974,0.00313381867637329,0.025794930091611,0.00067682695066594,0.0226151952454027,0.0223371696005085,0.0110107025933422,0.00341849666081372
DEL,T,1,0,0.0853035620502743,0.00219368145461405,0.00727939950165068,0.0398263907130186,0.00809062497982681,0.000897740378885645,0.0284766092034192,0.105467460819918,0.0380989074838996,0.0196558045389269,0.028473027575155,0.0153242520572798,0.00726721760148884,0.0347955982395631,0.0286173415070767,0.193649657580101
DEL,T,1,1,0.110203132067361,0.000805952298006902,0.00331346760924772,0.510733853288102,1.6805090411634e-05,1.54934787605354e-05,0.0112266985404677,0.0390094733618354,0.00757802449839004,0.000515618947574409,0.00732078628641783,0.00877657035178277,0.000204444732343444,0.0206242690179212,0.00800053607273572,0.0736507385860993
DEL,T,1,2,0.11697522613848,0.00932436573390488,0.00544651718270921,0.0185605776353055,0.00749864170242095,0.000207683758916095,0.00926415317091152,0.085092372429353,0.00754018877979573,0.00903026633105592,0.0109925691167956,0.0195650559020359,0.0140278331823914,0.00713571075559067,0.0248788729311771,0.087010199623721
DEL,T,1,3,0.111087120207212,0.0215664409519165,0.00618528056206703,0.0560673243907753,0.0186871753634221,0.00156194027996453,0.0100788720826872,0.106723773793213,0.00817054531360843,0.0162124396684165,0.0155779432232285,0.00565825893995147,0.0119095889635923,0.0100366967046795,0.093504137419739,0.0763217179917298
DEL,T,1,4,0.0489019578787126,0.0169236462310749,0.00437328248966951,0.0139466857551897,0.0401996203875863,0.00422390964709096,0.0015371744119524,0.0942161161767805,0.00122150644491358,0.00955835617089761,0.0140373799358976,0.00616206836735686,0.0429743920673257,0.015355402808296,0.430652188283738,0.0447658565380226
DEL,T,1,5+,0.0250265828659748,0.00286648830871022,0.00220896044122188,0.00691547975475398,0.815256746552997,0.000902749410029145,0.00871354763474741,0.00418385029834624,0.0134764691440637,0.0567622218677795,0.00800485934211977,0.00856967668441943,0.0131691926387324,0.0134929097493425,0.0125140081843893,0.0305838827844518
INS,C,1,0,0.000478190910565651,0.00229759661875719,0.000449159511476783,0.00281439855591174,1.22631205490837e-05,1.15529179635319e-05,0.00266118116465462,0.000206504376257122,0.0025566559009731,0.552339583095741,0.00270046481471032,0.000713756213123915,0.000259792403866903,0.00227987992839976,0.000793443088039281,0.000638784550710096
INS,C,1,1,0.0011777681984295,0.00173802495402465,0.000297768934594339,0.00231012293423796,0.000189189980598301,6.79960826794211e-05,0.00218050477796165,0.000215516179157927,0.00188827839125291,0.0150376116866014,0.00124984902560158,0.121403300299715,0.000484599612894286,0.00138809200373254,0.00263311985835531,0.00119650436515097
INS,C,1,2,0.00278175392274454,0.000148313862883711,0.000202348138449674,0.00213173321714232,3.36181040153527e-05,1.38018438346402e-05,0.000862419034859388,0.000394054974027163,0.00227581198944204,0.000521702878194523,0.00221551543678283,0.0663726603488219,0.000189412031435838,0.0011011607737193,0.00271971344212629,0.00345726395721102
