Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10,signeR.11,signeR.12,signeR.13,signeR.14,signeR.15
DEL,repeats,2,5+,2.42711577470398e-06,1.82455094827499e-06,2.47013008776972e-06,2.64448648200959e-06,0.0207990943391104,7.37522944651033e-06,1.22213614420814e-05,9.78047538990992e-06,0.000166554421917264,6.17914560758341e-05,1.97828310276708e-05,3.11743714289913e-05,4.61992520361926e-05,3.06808222958502e-05,0.00165349963749266
DEL,repeats,3,0,8.66120897836524e-06,0.000126102767234144,7.19009045338618e-06,1.49258938921742e-05,0.0170452878395905,2.21598981283758e-05,0.0113802476663551,4.10988911304512e-05,0.00103975569245993,0.00156148541478521,2.88833630324976e-05,0.00262757579825257,0.000966347495556021,9.85151108802217e-05,0.0040309286366912
DEL,repeats,3,1,0.00459720082572564,0.00498113327261434,0.00545756157121658,0.00442676866907821,0.00536810304964355,0.00361048468948958,3.24634334607491e-05,0.00772472652004778,0.000228773202326602,0.00588286991323394,0.00593031040272187,0.00288530292778716,0.004664572382961,0.00488959146092334,0.0875231614838757
DEL,repeats,3,2,0.00216404693596305,0.000587951131664706,0.00238610932952787,0.00213682356301612,0.000723950047001105,0.00159183063007415,0.000240302762200849,0.00311207697451666,7.33620486575493e-05,0.00033298226500874,0.00132408875742955,0.00221278513029348,0.00123761279976782,0.000502266733439257,0.0192022144220302
DEL,repeats,3,3,0.000526009878485286,0.000451714618638576,0.000412144012260084,0.000277159146544446,0.000559087853887658,0.000227446008539115,5.59389136641444e-05,0.000690383288959951,2.9825800684337e-05,0.000126270091103813,0.000124169427956933,0.000385681410432251,0.00045641839077211,0.000453737078858355,0.00347828211499212
DEL,repeats,3,4,1.98383320261825e-06,1.70354735540996e-06,2.61432716493377e-06,2.54823775534053e-06,0.00569321512561831,6.35237613843922e-06,8.11077369453751e-06,8.69667910782297e-06,2.14461587493038e-05,2.75213701178576e-05,1.99395338043789e-05,2.66501746445366e-05,5.30135945587918e-05,3.37012649577681e-05,0.000247606010507677
DEL,repeats,3,5+,2.16100360350878e-06,1.87859023908652e-06,2.41905572291932e-06,2.60354967108361e-06,0.00836495235120002,5.82665898716629e-06,1.03701567337239e-05,7.77238849565695e-06,3.56086791039278e-05,3.67046656457481e-05,1.87491257853849e-05,3.12707941039803e-05,4.25348080726024e-05,3.43568539600957e-05,0.000304509282961569
DEL,repeats,4,0,1.29218811447124e-05,3.96401488767623e-05,1.72031702511733e-05,1.26235631486852e-05,0.0110428542407891,3.27319845474465e-05,0.00651986771822157,5.14419140496799e-05,0.000499332576365801,0.00226509250676809,0.000159843462454181,0.00102671184188392,0.000258972762073438,0.000120665870223134,0.00705524872554641
DEL,repeats,4,1,0.00218365552073898,0.000784299881788728,0.00299026754026624,0.00177231913122288,0.00223148682345346,0.00128808607358469,0.00132956987567983,0.00255274336179525,0.000735537784500575,0.00295051136494347,0.000126190746919735,0.00447154658135169,0.000924958270222861,0.00116852463694773,0.0608548237528816
DEL,repeats,4,2,0.000647462528241213,5.32395467568851e-06,0.000513935710578523,0.000637149476675758,9.71408564762838e-06,7.48139273488874e-05,0.000275584000604707,0.000715148755648953,9.08649706738352e-05,0.000311969817549446,0.000308066209405287,6.88111438653415e-05,0.000646514068960964,0.000630618826369973,0.0154286279554827
DEL,repeats,4,3,7.55301895093144e-06,2.83087161213732e-06,1.31829925404244e-05,3.07973557677289e-06,0.00373238433138347,1.96751766274593e-05,8.89181088649022e-06,5.6235271378384e-05,3.53119735954863e-05,7.61728276077812e-05,1.98875441484249e-05,3.90666058160849e-05,3.26752322716994e-05,3.56537344791726e-05,0.0043608798615752
DEL,repeats,4,4,2.31372728149375e-06,2.19076540009076e-06,2.30948050451414e-06,2.61047446237975e-06,0.00410575800781888,6.83033257798626e-06,1.32729644507637e-05,7.47204667901278e-06,4.56259058394576e-05,0.000133626255184294,1.91983613820612e-05,3.55847155542921e-05,3.17485661166068e-05,2.98931951195418e-05,0.000757953490182536
DEL,repeats,4,5+,0.000272302976106694,1.07030663936415e-05,0.000199311619958127,0.000219023495576014,0.0015790961926789,6.62820647894434e-05,8.21731995425592e-06,0.000322919971674136,0.000127099762627204,1.61693561155419e-05,5.43612899448213e-05,3.22241986521678e-05,6.16173515869522e-05,0.000206872405076004,0.000551734159093985
DEL,repeats,5+,0,1.08708958294831e-05,3.07368530278277e-06,5.97952769347273e-06,7.14250651008497e-06,0.0165693580571968,1.54540893686292e-05,0.264275457333244,5.66305340757269e-05,0.00106917676714398,0.015624392821338,3.0246115560294e-05,5.05282505820112e-05,0.0026445209790361,0.000124230634505261,0.00430924062581473
DEL,repeats,5+,1,0.00337038939169367,1.19866773627199e-05,0.00301216729607088,0.00260121495532743,0.000440037290126741,0.00127270848025433,0.00108374353175884,0.00483776209160468,1.60790458861318e-05,0.00731912918837131,8.7627790333057e-05,4.97247951371512e-05,0.000233697967039258,0.00168820343898916,0.016641635470912
DEL,repeats,5+,2,0.000379026662457996,1.10913698338712e-05,0.000514578534308361,0.000291090013926944,0.000430194824704143,0.000381765256098113,0.000388701751717187,0.000647246197838883,2.76369384147118e-05,0.000331042188291079,0.000418354325445826,0.000143230923057899,7.56762061276635e-05,0.000156158220273579,0.0022762980674766
DEL,repeats,5+,3,0.000157468967170836,3.93928621748174e-06,0.0001346140325539,0.000166075862585628,0.000191749347107843,7.40840931796926e-05,9.64128520317328e-06,0.000194378227783422,2.52242288875977e-05,0.000184628546789155,9.05814686673114e-05,2.74285248274914e-05,0.000152107174142396,0.000279851734841651,0.00131438065933301
DEL,repeats,5+,4,5.64971358060029e-05,1.10095367042988e-05,8.20486733009321e-05,4.63853989997985e-05,6.71907825227907e-05,4.23517575812913e-05,9.1839851716334e-05,0.000141826277603135,5.25791614473666e-05,4.82175023291523e-05,0.00010423169007207,2.88382210735885e-05,3.00299642212989e-05,0.000191794675464154,0.000165624220412283
DEL,repeats,5+,5+,3.0588473797592e-05,5.14630802222099e-06,4.0763741166845e-06,1.56875911856687e-05,0.000532990373035381,5.50247428254625e-05,9.98525280344408e-06,3.98691706433989e-05,2.75525822095777e-05,1.30752688013806e-05,0.000165241040232226,2.48252562135795e-05,0.000228773630611755,0.000136116281088602,4.55227272414652e-05
INS,repeats,2,0,0.000224019289098593,0.000423585372570102,0.000408841874003572,0.000247812044654723,0.00790567341763281,0.000652476239368717,0.00149930508416514,0.000356053436047165,0.00242646827821511,0.00223419141629586,0.00016577336276585,0.000400068783945059,0.0225785349915384,0.000185547146887139,0.00152144990244469
INS,repeats,2,1,0.000258105194528776,4.93052632348242e-06,0.000341433855866167,0.000201389936827819,0.0177199600720585,0.000137803787932947,0.00106516489151644,0.000320759608588696,0.00341757249202965,0.00022334733625237,0.000157817819706542,0.00021501791347009,0.000100328902046669,0.000332694045860155,0.000107300750527333
INS,repeats,2,2,0.00100594731336433,0.000271807956362498,0.00123361751955436,0.000733820048414114,0.00688045591286508,0.000746924068376181,1.64473857958005e-05,0.000979356758218745,0.00126908634025031,0.000646461534537295,0.000167573468877065,0.000775363200226321,0.00127320233956307,0.000119673117870339,0.000106116648002847
INS,repeats,2,3,0.000642265384573656,0.000441267061741117,0.000433186598186159,0.000326019713552977,0.00109046619159574,0.000218995188216588,6.4948283012344e-05,0.000355623660915009,0.000957916918502175,0.000531531749205473,0.000222130691561258,7.81183208268573e-05,0.000827023656024903,0.000200300535848202,0.000265392573989816
INS,repeats,2,4,0.00170561127367557,0.00321080468004337,0.00220355125302721,0.00192330022023622,2.00027615395491e-05,0.00200282359293158,1.07693399946732e-05,0.00351250026580989,0.000105606451855644,7.41634614127456e-05,0.00121267456591828,9.30219685313245e-05,0.00255321523617372,0.00194446462988791,9.04380491877829e-05
INS,repeats,2,5+,0.0134860104457878,0.0169006663523115,0.016320901544497,0.0128101536138883,0.000532245366117074,0.0157123390151646,0.00106301657139024,0.0210675080155099,3.07441436780112e-05,0.000379479423810409,0.0189845379193522,0.000143296302130114,0.00284867921416865,0.000796705761449704,0.000192690163869363
INS,repeats,3,0,3.13606749490254e-05,4.25591970438135e-06,5.0140157363667e-05,3.54886864109853e-05,0.00395336715174228,6.74701545109237e-05,0.00045045452949702,7.62932420281367e-05,0.000140216167596707,0.00105816083525996,3.01543321182934e-05,7.64977595542333e-05,0.00598693441418271,0.000232843856879002,4.84717462624817e-05
INS,repeats,3,1,0.00103852392508873,0.000353372159091484,0.00117871165323515,0.00111298314927331,0.00571267088659514,0.000894373493691044,0.000561138807547407,0.0013473335098887,0.000162142636685568,0.000149552232123404,0.00030055435357938,9.44059316521847e-05,0.00226316629335216,0.00326042039310233,0.000622711393106902
INS,repeats,3,2,0.000163615320819809,6.04465436003111e-06,0.000253197744841443,0.000143808053503131,0.00133774706036605,0.000136470584012999,3.72931711512946e-05,0.000414858677656041,9.4591534740549e-05,0.000617612331393094,5.45774187595075e-05,5.69354120798458e-05,0.000132924698538926,0.000183032916022951,0.000389554635334019
INS,repeats,3,3,1.30336766333704e-05,8.97950618024175e-05,7.9747117837884e-06,2.26918499141431e-05,1.52201631569536e-05,4.43471663851234e-05,2.44616824827048e-05,1.73308237384366e-05,8.93019675668212e-06,0.000199741892628063,5.99724089739308e-05,2.06846860810044e-05,0.000321483734521466,8.25677602864281e-05,0.000157946612198946
INS,repeats,3,4,0.000173403117480903,8.10123208093774e-05,0.000100357674519193,9.79311426297471e-05,4.16027390198818e-06,5.6001280404169e-05,7.78310146140517e-05,0.000299277223899543,2.06625627699694e-05,0.000199793773738862,0.000125214405057926,1.90293244731495e-05,0.000417357552833656,0.000160648330401044,0.000130811433276794
INS,repeats,3,5+,0.00184289415957687,0.00104663284403556,0.00173153887156492,0.00178054055292114,6.41700594645516e-06,0.00149275299396599,1.52166396047293e-05,0.00333558082338186,3.72411873236406e-05,5.462616640757e-05,0.00010706594778391,3.62684948533087e-05,0.00251202092376706,0.00277019792807151,7.06424499696499e-05
INS,repeats,4,0,1.80039590609908e-05,3.73521093865354e-06,1.08847976053739e-05,6.23612462010267e-06,0.00248696644796999,1.20720841013503e-05,0.000741783513119561,1.40407726730777e-05,3.82917600226837e-05,0.00183918742002989,7.29746430313096e-05,4.74504124862468e-05,0.00481416465533172,3.60241434301667e-05,9.28447880929438e-05
INS,repeats,4,1,0.00113113234209134,0.000939442715515302,0.00111720836547806,0.00118288217354665,0.00359540038256605,0.000290944337696516,0.00120446466153919,0.00155613431733594,0.000205193036675191,0.000502026583373025,0.000183919054451831,0.000394062313743386,0.00180540115503452,0.0049913087844082,0.000996801053989326
INS,repeats,4,2,2.59988637616571e-05,4.70232589765295e-05,5.53178623156804e-06,1.71685813636066e-05,0.00021628258531563,3.95605552917709e-05,1.37245561212807e-05,2.08973638453719e-05,0.000135243520950673,0.000608121344800787,5.24527656779247e-05,3.32366987913493e-05,0.000101904615540875,5.10390853274901e-05,6.72014299299314e-05
INS,repeats,4,3,0.000184016178673276,0.000129041335219646,8.41729062765422e-05,0.000139206141404672,3.02551494106797e-06,0.000138512053030121,7.93515197819606e-06,0.000224050473881649,3.02992886778051e-05,0.000322055365795126,5.86858843470885e-05,1.857886782798e-05,0.000915158913961106,0.000134920577913335,6.37675701460503e-05
INS,repeats,4,4,0.000203200470866254,0.000270940204307606,0.000230084209417535,0.000315746323592998,1.08099131355057e-05,0.000393055644538251,3.98694770666534e-05,0.000394487673425546,1.1098178164171e-05,0.000107668697136355,0.000217328227869882,3.53787741389118e-05,0.00179742461547647,0.000691200793496119,0.000110874936704442
INS,repeats,4,5+,0.00219658706800767,0.00110814396993461,0.00228928412828508,0.00172950617534744,0.000553319510325861,0.000965638004598688,0.000875325943264391,0.00321645636922167,2.60207680136156e-05,6.0357183855892e-05,0.000294942308456438,6.0515480966585e-05,0.000444174318309755,0.000732795093113408,6.52383753705188e-05
INS,repeats,5+,0,2.40759069308409e-06,2.15713903341018e-06,2.42254855473294e-06,2.65885227722806e-06,0.00498658209905397,7.07732034006819e-06,1.20187432350574e-05,8.01228188195699e-06,4.69211977629343e-05,0.00930618692476189,2.22670429720679e-05,3.56719817574399e-05,0.00301009232507157,2.92258795102004e-05,9.72544538956444e-05
INS,repeats,5+,1,0.000144022376248728,0.00118939753174329,0.000193158207625226,0.000247184212822855,0.00572921891406742,0.000925799881873859,0.0103526414305993,0.000306576694690135,0.000605065117399402,0.00496603113331727,0.00147179952275901,0.000744907439147871,0.0259885968570278,0.000167006792671089,0.00203829606437785
INS,repeats,5+,2,1.05319909480237e-05,0.000195384372653475,9.39289651799426e-06,1.67503499827439e-05,0.000256415708877721,0.000231672595295586,1.90284896732127e-05,1.12598564008746e-05,3.76649466880824e-05,0.00174563411274402,0.000365607709702662,3.29320146615044e-05,0.000501139201267879,0.000103082739563717,0.000211034617617244
INS,repeats,5+,3,0.000160077429477679,0.000296533777613034,0.000123452924856178,8.16267589349731e-05,0.000144185108415007,0.000151095766558706,5.95054300459384e-05,3.91846868262598e-05,2.37444258764485e-05,2.76685477277758e-05,0.000115842981243159,5.30917252197095e-05,0.000138362777080759,0.000179839140949644,5.61908492025202e-05
INS,repeats,5+,4,1.46118196338465e-05,0.000263119946439341,7.92136402385466e-06,2.871527314379e-05,9.677814265274e-05,0.000138707270106746,6.73515670947461e-06,1.46281989865032e-05,4.23484159684742e-05,3.2121744920401e-05,6.29818031437334e-05,4.73288422886315e-05,0.000276189949490023,0.000227018266849364,9.65264072796081e-05
INS,repeats,5+,5+,0.00015860181457358,0.00012614860803179,7.23692818595033e-05,8.55773854595711e-05,0.000416635838523543,0.000208141695992232,6.20765988415879e-05,0.000246974073106384,2.64962451407238e-05,8.90360700505608e-05,0.000110602383222656,3.64270268984329e-05,4.0244370902919e-05,0.000367862223077439,0.000382199985068242
DEL,MH,2,1,0.000125925663771939,0.00114937859944676,0.000120104933646594,0.00023275003494808,0.0273695759120097,0.000991567667756977,0.00336980547586443,0.000256462661555192,0.00730175523226923,0.000205253702112602,0.00134017604414061,5.20146220927785e-05,0.00227731799673781,0.000517970369029529,0.183388105676761
DEL,MH,3,1,2.15060598844524e-05,1.45540875162718e-05,6.88359401751913e-06,5.17794071927819e-06,0.0133204184108831,1.83925051592901e-05,0.00977767117722363,1.63146493924906e-05,9.86549393407977e-05,0.00104767109697301,4.22501897377132e-05,0.00185542779065953,0.00142275018553311,3.84610668217356e-05,0.00560348124753164
DEL,MH,3,2,0.0032081069440271,0.00108029911126664,0.00301278700353468,0.00258712248013327,0.00771683235681412,0.00237444827958889,0.00490618648576507,0.00359379174230792,0.00032956714317285,0.00405115629356131,0.000519248369718211,6.07152627011678e-05,0.00383520000180479,0.006070701168996,0.0476776064728591
DEL,MH,4,1,0.000128982321303751,6.92584213590831e-05,0.000141839214905368,0.000110566646755846,0.00858639865291024,0.000103463098657996,0.0065670597168966,0.000232337260732791,7.01946365591174e-05,0.00231309587647574,7.97381340598505e-05,0.00121531047668718,8.84272990823859e-05,0.000142364452958071,0.00889474955673495
DEL,MH,4,2,0.000525253907184698,0.000121611190369615,0.000707197214506707,0.000404860269662682,0.00562259262130708,0.000228042393152785,0.00117391310350448,0.000587685328944871,0.000313243859620534,0.00808080206187133,0.000243750891907523,0.00348061251342862,0.000922141378604494,0.000159973519111945,0.029705826210681
DEL,MH,4,3,0.000632322671337313,2.16396893495508e-05,0.000627033298015223,0.000722346358626795,0.00353380776783803,0.000330622684868487,0.000120793536335612,0.00129520986173031,2.48469632332767e-05,0.00551177870755909,0.000146918968602261,0.00211047011012439,0.00209212464176731,0.00195543140050624,0.0440068916568019
DEL,MH,5+,1,0.000538328107404437,3.9053291006287e-06,0.000587249515452323,0.000487085105122273,0.00478250102477026,6.83801695624843e-05,0.316434268174465,0.00101178307638243,4.74226879989726e-05,0.0693218121032493,0.000156159784905393,4.44003435411967e-05,0.00216822401801841,0.000182844539949208,0.000219950212819512
DEL,MH,5+,2,3.25273488557535e-05,4.42266054532777e-06,9.49937246765334e-05,5.16826257197767e-05,0.00519846320286601,4.23223608846168e-05,0.134514170067002,0.000163527819217022,0.000885161963265544,0.268305664659489,0.000126650905656403,5.40613608457552e-05,0.00156440780154276,0.000224586484305598,0.000168228019206543
DEL,MH,5+,3,1.2749516034124e-05,2.67025202671743e-06,1.94600452313579e-05,1.52461488304675e-05,0.00542767793004781,4.9906871173908e-05,0.0467331515171588,8.19151158576146e-05,0.000804498668407462,0.225943897650823,3.0124141360939e-05,5.98728294632165e-05,0.000590536812183772,0.000195525913030829,0.000980945794238891
DEL,MH,5+,4,0.000477554623552408,1.05049287755771e-05,0.000354908515167627,0.000455222521976705,0.00166827591853525,5.48757225101453e-05,0.0159258434373066,0.000699583436539969,0.000272382075381202,0.127507691482255,5.11371560226406e-05,9.55594151154248e-05,6.80766177319008e-05,0.000303111896771494,0.0032734849221774
DEL,MH,5+,5+,0.00245811093359247,0.000373433289399276,0.00222145095426581,0.00201770928278854,0.00199495145194679,0.00109925182269831,0.0123942337374429,0.00327999549358446,2.5144498852073e-05,0.105978545123172,0.000349245288230222,9.42809806588397e-05,0.000972119512343132,0.0020608199551369,0.0016492444993898
