Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,0.00219632,0,0.00287969,0.002179,0.03233196,0.08582225,0.02335802,0.37567423,0.0121007,0.00304348
DEL,C,1,1,0,1.701e-05,0.00206428,0.0057368,0.01957293,0.22980861,0.0014145,0.09844755,0.00087267,8.162e-05
DEL,C,1,2,0,0,0.00215303,0.00911257,3.032e-05,0.21006498,0.0039047,0,0.00143295,0
DEL,C,1,3,0.00201712,0.00171019,0.00908615,0.00629555,0.00486633,0.07466841,3.442e-05,0.01067681,0.00097326,0.00056231
DEL,C,1,4,0.00314136,0.00049161,0.0063871,0.00020051,0.00025361,0.04380719,0.00171591,0.01453026,0.00216999,0.00140569
DEL,C,1,5+,0.01385391,0.0017848,0.02025148,0.00014986,0.00024089,0.02582675,0.00098905,0.00029038,0.00223378,0.00348358
DEL,T,1,0,0.00487333,0.00080068,0.10014904,0.0845423,0.03457351,0.02533882,0.00037704,0.1166638,0.00565663,0.01604633
DEL,T,1,1,0,0,0.00312836,0.32904113,0.00601089,0.00360356,2.19e-05,0.00768349,0.01361367,7.49e-06
DEL,T,1,2,0.00596303,4.278e-05,0.10952458,0.08777867,0.00465531,0.00406155,0.00826347,0.08800837,0.00278276,0.00552392
DEL,T,1,3,0.01647231,0.00124956,0.10510928,0.08294978,0.00323885,0.00378862,0.01993128,0.11375375,0.00547265,0.01255573
DEL,T,1,4,0.03620187,0.00223793,0.14550653,0.028476,0.00048892,0.00269789,0.0140955,0.10546686,0.00415649,0.01028686
DEL,T,1,5+,0.85089619,0.00043277,0.01316919,0.00259643,0.00021059,0.00078261,0.00015546,0.01055937,0.00065153,0.06187514
INS,C,1,0,0,0,1e-08,4e-08,1.3e-07,1.4e-07,1e-08,2.5e-07,1e-07,0.52828346
INS,C,1,1,0.00018867,6.04e-06,0.00587578,0.00418488,0.00206826,0.00559441,0.00143158,0,0.0001544,0.01436631
INS,C,1,2,1.608e-05,1.83e-06,0.00463374,0.00437669,0.00157495,0.0039331,1.181e-05,2.35e-06,0.00011581,0.00052337
INS,C,1,3,0.00034149,0.00071615,0.00177274,0.00050058,0.00013552,0.00871204,6e-08,1.18e-06,0.00071479,0.0007052
INS,C,1,4,0.00241141,0.00118188,0.0059102,2.53e-06,0.00038122,0.00797075,0.00024614,6.756e-05,0.00019282,0.00070484
INS,C,1,5+,0.00650693,0.01953385,0.04194632,0,0.0014324,0.00793013,1.438e-05,2.198e-05,0.00240195,0.00217697
INS,T,1,0,0.00093012,0.00221518,0.00284509,0.01872408,0.00350292,0.01672243,0.00635833,0.01463773,0.00499522,0.03826491
INS,T,1,1,1.9e-07,2.03e-06,0.00689798,0.01424638,0.00417164,0.06550433,0.00017284,0.00515107,0.00056018,0.00290569
INS,T,1,2,0.00040695,4e-06,0.02508964,0.02171295,0.0001417,0.05607684,0,4e-07,0.00044929,0.00142813
INS,T,1,3,0.00080748,0.00326613,0.02214566,0.01953563,0.00037524,0.03170643,3.601e-05,8.824e-05,0.00085641,0.00023706
INS,T,1,4,0.00268058,0.01386012,0.02898438,0.01345057,0.00297609,0.00828669,0.00040924,0.00180213,0.00172889,0.0050183
INS,T,1,5+,0.00257262,0.92041935,0.05615977,0.00060872,0.01719078,0.00254009,0.00675708,0.00514213,0.0112391,0.1667052
DEL,repeats,2,0,2.652e-05,0.00015391,0.01279159,0.02700392,0.00753605,0.008877,8.733e-05,0.01245939,0.09016965,0.00144981
DEL,repeats,2,1,0.00268207,0.00011691,0.01519108,0.01105174,0.00752107,0.01209396,0.00041392,0.00046082,0.19446713,0.00793712
DEL,repeats,2,2,0.00158531,0.00037091,0.00305668,0.00222054,2.656e-05,0.01317246,0.00160366,1.84e-05,0.04480936,0.00264914
DEL,repeats,2,3,0.00094291,0.00013158,0.00042498,0,4.46e-06,0.00604168,0.00036811,6e-06,0.01015643,0.00024341
DEL,repeats,2,4,0.00090033,6.42e-06,0.00078985,0.00019919,0.00019841,0.00324101,0.00010288,0.00021237,0.00327648,0.00031603
DEL,repeats,2,5+,0,1e-08,0.00836397,0.02677152,9.075e-05,0.00128422,4.37e-06,2.673e-05,0.00136127,0
DEL,repeats,3,0,9.94e-06,2.394e-05,0.01105322,0.01510304,0.01388128,0.00158877,0.00076301,0.00094692,0.0048948,0.00149838
DEL,repeats,3,1,0.00354431,0.00348144,0.01655036,0.00013612,0.00098216,1.415e-05,0.00386274,0.00087969,0.10253046,0.00563354
DEL,repeats,3,2,0.00185429,0.00050091,0.00341201,0.00047665,0.00029754,2.11e-06,0.00052709,0.00044171,0.01357735,0.00163218
DEL,repeats,3,3,0.00041279,0.0002331,0.00181908,0.00020217,0.0003284,3.489e-05,0.00011733,0.00019281,0.00364563,0.00039653
DEL,repeats,3,4,0,1e-08,0.00370252,0.00518105,9.45e-06,2.676e-05,1e-08,0,0.00052805,6.47e-06
DEL,repeats,3,5+,0,1e-08,0.00513832,0.00808953,1.331e-05,0.00044995,4.513e-05,1.465e-05,0.00043011,2.914e-05
DEL,repeats,4,0,7.7e-07,4.749e-05,0.0067883,0.01075084,0.00719307,0.00020525,0.00235862,0.00045693,0.00593706,0.00020949
DEL,repeats,4,1,0.00162659,0.00041675,0.00438259,3.269e-05,0.00059938,0.00099191,0.00240933,0.00250041,0.05523896,0.00087533
DEL,repeats,4,2,0.00046976,0,8.86e-05,1.024e-05,2.99e-06,0,0.00052092,4.367e-05,0.01074914,0.00055877
DEL,repeats,4,3,2.5e-07,3e-08,0.00192232,0.00379872,8.38e-06,0.00012019,0.00010715,7.3e-07,0.00379082,4.974e-05
DEL,repeats,4,4,0,4e-08,0.00291376,0.00431216,0.00012387,0.00021336,1.037e-05,2.76e-06,0.00023412,0
DEL,repeats,4,5+,0.00013857,1.74e-05,0.00147695,0.00118089,2.09e-06,6.889e-05,8.218e-05,1.7e-06,0.00069969,3.971e-05
DEL,repeats,5+,0,0,0,0.00212259,0.02227243,0.29899447,0.00113848,0.01395471,4.853e-05,0.00253015,0.00067696
DEL,repeats,5+,1,0.00322497,0,0.00055661,0.00039774,2.243e-05,0,0.0073802,0.00025029,0.01210922,0.00046926
DEL,repeats,5+,2,0.00038837,9.201e-05,0.0005194,0.00029264,0.00033756,2.214e-05,0.0004262,4.946e-05,0.00263625,3.822e-05
DEL,repeats,5+,3,0.00010572,7.88e-06,0.0004407,0.00010349,0,2.339e-05,0.00019029,8.888e-05,0.00096966,9.713e-05
DEL,repeats,5+,4,6.569e-05,5.5e-07,0.00026496,2.252e-05,3.69e-06,3.972e-05,8.64e-05,5.695e-05,0.00010633,1.418e-05
DEL,repeats,5+,5+,3.912e-05,1.328e-05,0.00045798,0.00067192,4.21e-06,1.25e-06,0,3.286e-05,0.00010801,2.594e-05
INS,repeats,2,0,0.00019038,0.00055003,0.00401844,0.00949873,0.00176772,0.00221191,0.00199133,0.00081599,0.0010566,0.02562771
INS,repeats,2,1,0.00022532,3.71e-06,0.01490775,0.01507331,0.00136245,0.00327756,0.00010013,0.00071447,0.0004932,7.63e-06
INS,repeats,2,2,0.00088163,0.00019429,0.00715975,0.0054293,0.00026031,0.00145256,0.00038466,0.00030651,0.00011066,0.00111687
INS,repeats,2,3,0.00038301,0.00038365,0.00214233,0.00108253,0.00039439,0.00089702,0.00032064,0.00036443,0.0002929,0.00095403
INS,repeats,2,4,0.00185231,0.00227766,0.00555496,1.856e-05,0.00064214,0.00022631,5.871e-05,7.775e-05,0.00027105,0.00361476
INS,repeats,2,5+,0.01289857,0.01343692,0.05380568,0.00032148,0.00577723,0,1.924e-05,5.707e-05,0.00201235,0.00016523
INS,repeats,3,0,1.651e-05,3.171e-05,0.00328451,0.00295314,0.00036581,0.00021549,0.00103756,0.00039014,0.00014306,0.00782869
INS,repeats,3,1,0.00093829,0.00031394,0.00629614,0.00609724,0.0003955,0.00039607,5.739e-05,0.00051054,0.00051859,0.00295045
INS,repeats,3,2,0.00015484,3.312e-05,0.00133317,0.00106048,4.49e-06,0.00014331,0.00079997,1.662e-05,0.00103897,0.00030133
INS,repeats,3,3,1.551e-05,0.00014122,0.00012339,4.099e-05,4.593e-05,2.3e-06,0.00030893,3.086e-05,2.322e-05,0.00027887
INS,repeats,3,4,0.00011147,9.445e-05,0.00030255,2.06e-06,9.392e-05,1.44e-05,0.00015348,4.886e-05,0.00012031,0.00086631
INS,repeats,3,5+,0.00196718,0.00097592,0.00360183,2.68e-06,0.00035464,2.57e-06,0,9.55e-06,0.00012609,0.00202024
INS,repeats,4,0,2.032e-05,1.01e-06,0.00114611,0.00305512,0.00063034,8.796e-05,0.0017081,4.81e-06,0.00049016,0.0052109
INS,repeats,4,1,0.00098758,0.00056059,0.00533116,0.0047871,0.00079206,1.576e-05,0.00068382,0.00108856,0.00159463,0.0018279
INS,repeats,4,2,3.78e-06,4.89e-05,0.0002803,0.00025803,0.00013166,0.00012415,0.00044231,1.975e-05,4.402e-05,5.882e-05
INS,repeats,4,3,0.00024603,5.792e-05,0.00012822,0,5.5e-07,1.83e-06,0.00039516,5e-07,7.996e-05,0.00078284
INS,repeats,4,4,0.00013838,0.00037538,0.00041559,1.035e-05,0.00015818,2.07e-06,2.46e-06,0.00017382,0.00027664,0.00139571
INS,repeats,4,5+,0.00198226,0.00073487,0.00442008,0.00077389,0.00109043,3.94e-06,3.421e-05,1.85e-06,0.00014001,0.00016527
INS,repeats,5+,0,0,2e-08,0.00220597,0.00537586,7.87e-06,0.00014462,0.00875834,2.711e-05,6.45e-05,0.00273765
INS,repeats,5+,1,3.305e-05,0.00169543,0.00156748,0.01032498,0.01090364,0.0002928,0.00574608,0.00132382,0.00254995,0.02448592
INS,repeats,5+,2,9.52e-06,0.00022216,0.00041181,0.00030691,2.495e-05,9.94e-06,0.00133408,1.162e-05,5.967e-05,0.0004957
INS,repeats,5+,3,7.372e-05,0.00021514,0.00055269,7.658e-05,6.206e-05,7.432e-05,5.815e-05,0.00015279,3.734e-05,9.499e-05
INS,repeats,5+,4,8.06e-06,0.00021459,0.00026921,9.099e-05,4.15e-05,1.179e-05,2.489e-05,0.00010788,8.01e-06,1.526e-05
INS,repeats,5+,5+,5.789e-05,0.00017558,0.00068746,0.00048811,0.00042667,5.673e-05,2.81e-06,1.07e-06,3.218e-05,0
DEL,MH,2,1,2.567e-05,5.956e-05,0.01420679,0.01729476,0.00023788,0.01004869,3.599e-05,0.00012121,0.20497435,0.00412285
DEL,MH,3,1,2.82e-06,6.74e-06,0.00835676,0.01278476,0.01142067,0.00125588,0.00095025,0.00102862,0.00596552,0.00127026
DEL,MH,3,2,0.00208233,0.00120133,0.01354351,0.00469955,0.00319304,0.00061996,0.00388294,0.00021837,0.04172506,0.00386246
DEL,MH,4,1,3.751e-05,3.238e-05,0.0065709,0.00682542,0.00539858,0.00029245,0.00252291,0.00164444,0.01241447,0.00012619
DEL,MH,4,2,0.00049705,4.76e-05,0.00412979,0.00308362,0.00081399,0.00031487,0.00955293,0.00142408,0.03066116,0.0009212
DEL,MH,4,3,0.00045771,1.18e-06,0.0022791,0.00054759,0.00015679,2.07e-06,0.00483697,0.00140831,0.04773366,0.00195336
DEL,MH,5+,1,0.0005293,0,0.00013631,0.0040253,0.33804085,9.375e-05,0.06814,2.777e-05,0.00026431,0.0015637
DEL,MH,5+,2,1e-08,2e-08,0.0004546,0.00297817,0.11395796,0.00118081,0.26952819,4e-08,3.16e-06,0.00140522
DEL,MH,5+,3,0,1e-08,0.00216727,0.00139424,0.02134475,0.00065763,0.24199031,8.22e-06,0.00033489,2.367e-05
DEL,MH,5+,4,0.00038834,2.9e-07,0.00042827,2.143e-05,0.0001097,0.00096842,0.13726623,0,0.00319123,2.744e-05
DEL,MH,5+,5+,0.00228744,0.00032431,0.00188172,0.00253331,0.00098479,0,0.11175014,0,0.00066599,0.00068266
