Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID2 0.651),hdp.1 (ID2 1),hdp.2 (ID1 1),hdp.3 (ID5 0.99),hdp.4 (ID8 0.996),hdp.5 (ID3 0.995),hdp.6 (ID6 0.996),hdp.7 (ID9 0.999),hdp.8 (ID13 0.998),hdp.9 (False Positive) (ID12 0.215),hdp.10 (ID4 0.998),hdp.11 (ID14 0.903),hdp.12 (ID11 0.999),hdp.13 (False Positive) (ID5 0.5),hdp.14 (False Positive) (ID5 0.13),hdp.15 (False Positive) (ID5 0.457),hdp.16 (False Positive) (ID9 0.486),hdp.17 (ID12 0.992),hdp.18 (ID10 0.987)
DEL,T,1,4,0.131691688174598,0.033873364914056,0.00445163557242719,0.0506081225706536,0.000526344756400238,0.00972638817527815,0.016754282389557,0.0878479624143207,0.0152118489659151,0.00763224013569973,0.00112808318583461,0.0191790349953382,0.00110062889776306,0.0611351516280833,0.0330770478611105,0.0155471577210891,0.0180229825299264,0.0357715939905691,0.0109497886916729
DEL,T,1,5+,0.143924178784014,0.86984246869019,0.000357199749335656,0.0236827111386102,0.00749693838279352,0.00666660862267858,0.00274688312412587,0.0014489831378414,0.00804564772354406,0.0445557127205471,0.00353672033768418,0.0145097546530813,0.00515531427367909,0.0372249206910036,0.0133048061657316,0.0125978948114339,0.0129998119258977,0.00520918536024629,0.00304968850797425
INS,C,1,0,0.000407980214073142,1.95620387411161e-07,1.10974849264095e-06,0.00049522306292559,0.00302037963541058,0.00263113557075881,0.00230447091510199,7.22305953050781e-05,0.00203994564949213,1.34546752153018e-06,0.000181685744270456,0.622113079295889,0.000354916011095494,0.000100715170339026,6.51713962717077e-06,7.53104920687554e-05,1.15886672982174e-06,0.00146870480156231,0.000425873393238469
INS,C,1,1,0.00151467078842957,0.000126752421127343,1.8466828056027e-05,0.0011071451884749,0.00199248034346924,0.00141490786525571,0.00148595129546325,0.000237381729761504,0.00166920167668188,0.00102905231010039,7.87408381261594e-05,0.0207466053303617,0.16540780800633,0.000913801006222801,0.000378689651956095,0.00181168879535118,0.00188962748462399,0.00270132665301318,0.00193809972877286
INS,C,1,2,0.000955399515806468,5.26063093917768e-06,4.27036411266905e-06,0.0031959813606608,0.00131336483112682,0.00139579916650209,0.000234274215988616,0.000657221006305025,0.00169960131231864,8.35368608137015e-05,0.000114314290002419,0.00124443583779675,0.0933714751965154,0.000544840019841368,0.000138529675473701,0.000148603553093304,0.000242683689195828,0.00416275421360962,0.0013317634383665
INS,C,1,3,0.00190671652486877,0.000251480692004452,0.000783351298508451,0.000381788114719344,9.58061081621441e-05,0.00675311314856555,0.000199078411220543,0.000182941853914695,0.000165632931820596,0.00183429134686787,0.000408502727965916,0.00197290410240331,0.0384436521573994,0.00276232822790635,0.00342979166930624,0.00680325054903275,0.00134590861468224,0.00169382703557544,0.00315881161334423
INS,C,1,4,0.00827990558036431,0.00150558354974106,0.00181990216620061,0.00013583596287255,0.000633541911672992,0.00659955560879757,0.000327731178394046,0.000189443860848853,0.000135009886654446,0.00627521783421897,8.9853268520174e-05,0.00248096148842391,0.0105168950446669,0.00182317540292326,0.00502714494180607,0.0351085732599607,0.0134346425329614,0.00372557424434197,0.00260981176000476
INS,C,1,5+,0.0311099612465197,0.00687732164718711,0.0204830231916986,0.000248004766081742,0.000975597782759581,0.00833943204645899,0.000283270157904875,0.00068199683957442,0.00102179778161907,0.0297693203204477,0.000322698899480894,0.000996631572212937,0.00208828471848397,0.00228391192587617,0.463038600660814,0.0288506461439972,0.0288188645230071,0.0170294653685142,0.0137603151546366
INS,T,1,0,0.00641779691709946,0.000641107043505716,0.00228169510803472,0.00558668340683302,0.00409152016315785,0.0214238703420657,0.00709945416551199,0.0129239181699839,0.0392013958589263,0.00768090143906639,0.00151569103924021,0.0389586987290591,0.000917587461144363,0.0126585621643985,0.0173679198066779,0.0190197769963442,0.0228678346444858,0.00424562320725837,0.0085717096967194
INS,T,1,1,0.00403478104196441,2.41863214579967e-06,1.70605496285672e-05,0.0145054807349913,0.00500431293632946,0.0494054782541802,0.00122515531624406,0.00954483771707422,0.00482802386962835,2.7473714207471e-05,0.00117229296841729,0.00271094566092965,0.298132049282837,0.00138811441060379,0.000331135986410051,0.00167899267255472,5.45286855999562e-05,0.0023772674909682,0.033651242939113
INS,T,1,2,0.0101859903502788,0.000354730168854011,0.000180653863786954,0.031310820844009,0.00111945650070716,0.0395441714396434,0.000278717206931896,0.00211032827106394,0.00334299518400787,0.000778444834206859,0.000379669405633119,0.0033735159798945,0.162298100091597,0.00791521457733626,0.00218601312948224,0.00536552984035364,0.00776088124289225,0.00224548983649957,0.00190812556686357
INS,T,1,3,0.00854533901162316,0.000785973567115212,0.00353257291292748,0.0200237584009803,0.000603725479861326,0.0255752645309796,0.000788144868013972,0.00161248925355712,0.00790235783737786,0.00280094231228497,0.000850972124259628,0.000784060293323483,0.114154547786041,0.00855773041346524,0.0133096856884578,0.0101378547478012,0.00802370101721581,0.00132501518109234,0.00360712525877048
INS,T,1,4,0.0121184300564861,0.00217500131909433,0.0156069333361658,0.0110346160467389,0.00107801580975296,0.00748913246463801,0.00130912556254372,0.00111666168929202,0.0153435368441619,0.0224057108985706,0.000838706746788824,0.00536451986730836,0.0546928779475822,0.00870341516048617,0.00901274101725251,0.0650168687573562,0.0739107377419942,0.00231435726834489,0.00140008470764415
INS,T,1,5+,0.0213256008762139,0.0155003120450402,0.901532653466172,0.00126527930072814,0.0117473560492604,0.0162004657830094,0.00407446465333931,0.0233392779844511,0.00527954293036936,0.0135484974115522,0.00579452582235635,0.0179174873772347,0.0112071992256464,0.00473607091357619,0.0146520356534782,0.0123292733319315,0.0128915778506368,0.00757496569661036,0.0147358908280445
DEL,repeats,2,0,0.00869009712535315,7.32037375021599e-05,0.000499215615174072,0.0306673715556227,0.00828117719801117,0.0066390198079703,0.00129207428578633,0.0133222072394013,0.0222706647087238,0.000858103902788875,0.0690057421237898,0.0010622933376976,0.00027245026466046,0.00618961806169017,0.00377468631301612,0.00300309901789669,0.00402202602631753,0.00369353846592064,0.00141874658259815
DEL,repeats,2,1,0.0170262195011113,0.00154916944187504,0.00156163684888423,0.0268869908428363,0.00924468533970065,0.00854396789011765,0.00234954231357295,0.00388636486181444,0.00458857069615835,0.0361519208744986,0.223129068061206,0.00818855972716033,0.00169414615628004,0.00800744927774292,0.0368272282607884,0.0269858448130291,0.0118418513497734,0.00514180839844752,0.0155768365455154
DEL,repeats,2,2,0.00500331847244012,0.00121613934797346,0.000540183677745041,0.0040991451750616,0.000671986024769042,0.0126804548800317,0.00219602479950871,0.00106169388495282,0.00289718460797365,0.0184389813312526,0.0500923512228923,0.0046913084031536,0.00122537618164588,0.00527007714411659,0.0169969684151267,0.00622866841786406,0.00360159600419619,0.00122348323041633,0.00557233987948672
DEL,repeats,2,3,0.00200122690121425,0.000446710759383357,0.000390494070970567,0.000134271462139484,0.000122451384571022,0.00786465796726744,0.000431531065794674,8.357172082419e-05,0.000150284040846368,0.0058638023762621,0.0115255532954504,0.0004273756520534,8.81645014179561e-05,0.000796032424111384,0.00453348249340302,0.00400128093186874,0.00603406177124204,0.00100671486970509,0.00131446018320522
DEL,repeats,2,4,0.00278327008200954,0.000453725584937133,0.000121146502473788,0.000770080086695432,0.000149421021686958,0.00287922793057923,0.000258453562643497,0.00044937727919547,9.98948029013906e-05,0.0081301066041167,0.0030953170498689,0.000209486938547744,0.000195569029868507,0.00127963965742276,0.00113406074132911,0.00801998678930524,0.00244527753506218,0.0101154806041713,0.00135826238756351
DEL,repeats,2,5+,0.00488822539855083,2.1353537786599e-07,1.08075450077812e-06,0.0231308556086732,0.000607903203038458,0.000246986993632524,7.77019216306174e-05,9.25502027489795e-05,0.000646050467427212,7.13678884536341e-07,0.00219992579452179,9.22134201315257e-05,0.00474657321553564,0.00257380115707581,7.05299804780087e-06,1.24783304753987e-05,1.76964256503355e-06,0.249840628856261,0.000601357196336645
DEL,repeats,3,0,0.00512100768349376,7.35620040249178e-06,8.99257005714495e-05,0.0182574372845931,0.0106607319157213,0.000666912088599698,0.000942465374292834,0.00296695328582608,0.0045803646359879,7.33907345010909e-05,0.00463431716658876,0.00161715682513429,0.000782381945385321,0.00232636178830923,0.000386085834367036,0.000422174875215516,0.000282173874979234,0.00650466649523967,0.00453139770450655
DEL,repeats,3,1,0.0119453688535147,0.00357961859277951,0.00427505505630915,0.00608189618572918,0.00166652870685957,0.000227488941137553,0.0055090172796226,0.00430028015233211,0.00131378993455815,0.0386289073237057,0.0977840900555131,0.00576889305428723,0.000814598004404267,0.00294815373385568,0.0403739126198946,0.101947587516049,0.0215914389738672,0.00176095198455322,0.0296531612519343
DEL,repeats,3,2,0.00527559812013475,0.00147006810617341,0.000593604584582276,0.000888469137884066,0.000642806165868501,0.000125155536606597,0.000326210542988879,0.000847672388063717,0.000429936371802444,0.00430247191515292,0.0191952758276087,0.00207738407804034,0.000246497038054044,0.00161936018072751,0.018372971512312,0.00157141507321408,0.0616663860823238,0.00102166972721482,0.00301655988476028
DEL,repeats,3,3,0.00116982163044387,0.000295068237049096,0.000257895092945748,0.000700112148900437,0.000237947308877444,4.48291635251815e-05,3.11881293923626e-05,0.000136157597150525,5.75927905272771e-05,0.000628107203778972,0.00443072584807851,0.000679483141623329,0.000293951776914039,0.000793678051746174,0.00548974900243769,0.00229197071662296,0.0028352978706103,0.00530079043143673,0.00372155039840215
DEL,repeats,3,4,0.00119761219726576,1.26632653727762e-07,6.83408092177088e-07,0.00642809146821501,1.7745856406043e-05,0.000125706528328782,1.45144103523186e-05,2.77881163536929e-05,0.000154711324138829,8.15981075583138e-07,0.000713938606451424,2.70633128632298e-05,0.0014255605552899,0.000662358373145889,5.9771962473672e-06,1.28833212920521e-05,2.43392312420036e-06,0.0732709127961262,0.00056540109206659
DEL,repeats,3,5+,0.00193751960165037,1.57821375359374e-07,7.92128285586156e-07,0.00874422333520418,4.65346005962912e-05,0.000104610770601627,0.000100224696582694,5.06495872949644e-05,0.000951586558996567,1.03952371541474e-06,0.00031178288193311,1.30441962928755e-05,0.00161310266399143,0.0010551145494933,6.1293529531824e-06,1.57313497754524e-05,2.07059996200493e-06,0.0865593614114781,0.000811914464668963
DEL,repeats,4,0,0.00332775969110801,7.12172556989636e-06,3.78041280218092e-05,0.012254259867068,0.00682014409120574,0.00024233267486162,0.00164288229455334,0.00219059238374622,0.00186023954685779,0.000170153307455718,0.00832340517780613,0.000169633404491989,0.000281935186358533,0.00117968665185029,0.000515237167711039,0.000731429965958439,0.000217081131963608,0.00229384519442165,0.00173628091145602
DEL,repeats,4,1,0.00783231651560234,0.0011308233917929,0.000828050545535255,0.00244501886618788,0.00132936520056458,0.000375873050350315,0.00254300742766381,0.00363181848328807,8.84166716869921e-05,0.0105596683253635,0.066343938534346,0.00103495984210604,0.000616750261443608,0.00469970752745355,0.00433400051023457,0.00278200856145928,0.0248701272536566,0.00503238388720127,0.00437838403358901
DEL,repeats,4,2,0.0015086658696558,0.000305852177336119,2.65556477807373e-05,0.000101840911724266,0.000200222823267261,0.00010612896322443,0.000545902312675415,0.000633680581692181,0.000196038111650643,0.00277046380038233,0.0145598541801827,0.000584711627121819,0.000268460162668031,0.00156793761628958,0.00178491388875903,0.00254221572349042,0.00446839406160186,0.000805016217255911,0.000361211148823143
DEL,repeats,4,3,0.00105404548656189,2.64280902930778e-06,2.86352890678644e-06,0.00371057534886202,5.54588793700227e-05,4.97707295715141e-05,0.000204585899569015,6.48362550081096e-05,0.000203463410220783,6.9667482416618e-05,0.00430755480420878,0.000142845094952373,0.000292155532919367,0.000549020870423013,9.43138051515198e-05,0.000210483796966634,0.00014067748983646,0.0325096296855043,0.00052392424571516
DEL,repeats,4,4,0.00113034027807136,1.73810074247233e-07,7.86614374535762e-07,0.0043889704051444,0.000263359443064598,5.76326479491162e-05,3.88858486173479e-05,3.90812316374029e-05,0.000254028568792318,8.28543458650574e-07,0.00100809932185805,8.99707376012388e-06,0.000940647264979325,0.000492086061713522,6.35665278739639e-06,1.18613846736738e-05,1.80341291742804e-06,0.0525679333931734,0.0011312197657725
DEL,repeats,4,5+,0.000973004150728602,9.10214714777918e-05,4.21443341966952e-05,0.00183402672898075,5.12540675579175e-05,1.85031111823469e-05,1.65000672654075e-05,5.79797058027218e-05,8.78527063350567e-05,0.00230185887679519,0.000260521602249681,4.05231297928171e-05,0.00025108780411733,0.00142720156672951,0.00148708606664896,0.00352306207133317,0.00515523746949381,0.023729745840904,0.00160949079282115
DEL,repeats,5+,0,0.021276888755606,9.64031538476368e-06,6.58617745816157e-06,0.0169569321047398,0.248519288173193,0.00239011107673656,0.018610044183615,0.00153053568299653,0.0138661633585805,0.000344880166884485,0.00473836080686083,0.00901689346119928,0.00102367999860449,0.00378333633060839,0.000833665006277411,0.000571504193472212,0.00114157692044326,0.0063085125748939,0.00193018558763904
DEL,repeats,5+,1,0.00564910402178342,0.00190286551598008,0.000234268989149199,8.04854604776958e-05,0.00030910114351073,6.20199843756915e-05,0.00812457881684722,0.00043751904726953,0.00334389460680514,0.0381249316475235,0.0116541313478667,0.000452027362593315,0.0010773275661982,0.00239356204896048,0.0142810998678482,0.0171899195802985,0.0462991056503815,0.0021717185853994,0.0198114879672499
DEL,repeats,5+,2,0.00116834737282248,0.000218379290692657,0.000106309735561756,0.000434502008814686,0.000474882298670126,3.29390881120871e-05,0.000449047355935864,0.000148328187487977,9.02845134688561e-05,0.00267508126148007,0.00298129127516477,0.000229103734063193,9.96315613249238e-05,0.000888294728274259,0.00314723798033668,0.00101156911863924,0.00304095476329766,0.00309074380246996,0.00238170652406083
DEL,repeats,5+,3,0.000530357858645181,5.73203287082677e-05,4.05073073345545e-05,0.000194216347296099,1.96343091143361e-05,4.64540869770114e-05,0.000128925559535001,4.47188101287503e-05,0.000128473026667317,0.00062941295241604,0.00140474568403093,0.000146061091290381,9.77887682948214e-05,0.00071891211340127,0.000828323230925089,0.00122142285220816,0.00288236820641387,0.0018998592089119,0.000541125332359636
DEL,repeats,5+,4,0.000314991567722349,3.47323111985697e-05,1.36105103091682e-05,5.14945949289507e-05,6.09156157901281e-05,4.15577820376879e-05,7.71839144518647e-05,2.6647197704208e-05,0.000136593093948952,0.000344907008391455,2.172511467998e-05,1.19361256240711e-05,5.23502419837704e-05,0.000145777348599638,0.000616525716279225,0.00163015210622302,0.000888426428825785,0.000683956050353188,0.000130236497312693
DEL,repeats,5+,5+,0.000269862253463176,6.16964259521457e-06,1.48632166273876e-05,0.000612393727447661,2.74285716319306e-05,2.54427380958169e-05,4.32602607977368e-05,0.000101591199462899,8.78927311426963e-05,0.000210247962707654,0.000373919156796756,0.000114304715659112,6.68922499145656e-05,0.000706405990958903,0.000668425199975149,0.000209231565900051,0.000240302771823717,0.00358525169827562,0.000469934883421818
INS,repeats,2,0,0.00341854797153924,0.000139601666025561,0.00032900729381323,0.00722749617840629,0.00208128189665474,0.00280806829663978,0.00204345907620086,0.00102916684302852,0.00940076502754007,0.00200850531784749,0.000224559047406139,0.0281285374084216,0.000263817808763135,0.00271903401627444,0.00626753874578091,0.00295791015625691,0.00641538601343795,0.00805547699920942,0.025266638448609
INS,repeats,2,1,0.00559869256677471,0.000144467207867063,2.06927150791924e-05,0.020011206205516,0.00195363349493153,0.002211270984085,5.94746519541032e-05,0.00239373440214351,0.00222091135726383,0.000911832304106318,0.000317187408977371,0.000103005678385339,0.000169076016160485,0.003789431584885,0.00182083085766234,0.000663893918197856,0.00399687092723801,0.00342628181565155,0.0371046928541788
INS,repeats,2,2,0.00469247047237696,0.000572530947748214,0.000155425136329226,0.00725200475707577,0.000342935248430779,0.000834839008280037,0.000592856498812201,0.000470531676661433,0.000524862543494059,0.00430178408636699,0.000511158547625707,0.000995476600815612,0.000315932499570663,0.00685034149932356,0.00345994387560412,0.00682840575630274,0.0271408900051512,0.00328909114165466,0.0247904674494321
INS,repeats,2,3,0.00141906061091959,0.000229410323353278,0.000520668717526653,0.000999427858095052,0.000147249181033796,0.00124714079312092,0.000386822904902552,0.000336864354915126,0.000376914711083298,0.00397284954044597,9.24650835716514e-05,0.00156890903975401,0.000378657135221942,0.00327292041979079,0.00425871156867087,0.0016625938289134,0.00447146498928327,0.00136335904398844,0.00327100322062692
INS,repeats,2,4,0.00613980785018897,0.0013265038077571,0.00243381329011066,5.17809926783051e-05,0.000103173014587424,0.000240437413924076,0.000146721652402375,0.000200995407001981,0.000135837325389202,0.0215409967503172,0.000115707746024301,0.00256258507201596,0.000612955816573019,0.000917771715592268,0.0142037788574584,0.00761565245033748,0.0248837364154048,0.0015926521798683,0.00193113813189516
INS,repeats,2,5+,0.0297942774333044,0.00845452479192966,0.0160524470475097,0.000563010995921451,0.00174935922737972,9.26905770275195e-05,0.000887486881753676,0.00141644352432517,0.00139783750980884,0.171153263746274,0.000178989820029112,0.00140067293689765,0.000727568253898475,0.00429571695683312,0.0267441090294102,0.0232262065718767,0.0188435846226899,0.0360550589296934,0.00682170714586673
INS,repeats,3,0,0.00120583537719646,1.90800734385989e-05,1.93034239978274e-05,0.0037309894073979,0.000731050473295998,0.000262148795536668,0.000878519861175681,0.000121707025194203,0.000374652621392339,0.000564487664667876,0.000142944136806535,0.00852357507379098,9.76134020218663e-05,0.00087592494080634,0.00105942109240301,0.000334795960944216,0.000774023000373413,0.0102023893138203,0.0185973729007889
INS,repeats,3,1,0.00352895762361822,0.000799086091152989,0.000209573556715072,0.006470304879924,0.000627726131728031,0.000167233519470042,0.000161890229314045,0.00109088871040031,0.00381951097805376,0.000908848228372823,0.000352432385364859,0.00261460839878295,0.000402926791891119,0.00651845255044161,0.00551841475571018,0.00420448414755201,0.0132912521860392,0.00137985629524369,0.0356677072639245
INS,repeats,3,2,0.000782037595585994,0.000122149701513843,4.85629965859034e-05,0.00137817122909046,0.000163418474247327,4.93268718437392e-05,0.000805592974780627,0.000162703654118264,0.000477589748864335,0.00124305942465521,0.000764114303900602,0.000137755161899273,8.33987775962633e-05,0.00127068340383962,0.00144437632369663,0.00304851766444582,0.00678363254790941,0.000611239472823387,0.00323399292666799
INS,repeats,3,3,0.000166707700046371,5.93131917821873e-06,0.000124574549254597,1.93301479455195e-05,2.88094177057568e-05,1.48761347354424e-05,0.000263657420080875,1.32004415169527e-05,1.44905348107957e-05,0.000332811361567829,3.42519434285165e-05,0.000639151107702759,0.000165185569728954,0.000187140942186461,0.00138657348165231,0.000535780931620567,0.000148749372778895,8.24451100352704e-05,0.000689563766676536
INS,repeats,3,4,0.000386974131474497,4.90023997462422e-05,9.95775460652246e-05,2.3391406150458e-05,5.68752928957527e-05,3.02997437204357e-05,0.000201863956916888,4.35939059510813e-05,1.58840100034379e-05,0.000890867529815522,0.000158774814365501,0.000607265958238274,9.30592260853626e-05,0.000406356816954427,0.000992517121571586,0.00105871562345016,0.00166783904049588,0.000106141884468911,0.000731130798385513
INS,repeats,3,5+,0.0041882956605117,0.00112453947338712,0.00123040729174511,5.56307907832665e-05,5.26748053637725e-05,3.21929189084775e-05,3.51600451896819e-05,0.000169506912389409,0.00015953847726541,0.009962677088058,6.23628129713432e-05,0.00255704458617722,0.00035574824697828,0.000460278875732462,0.0202102217074832,0.00367039445972527,0.047916480702514,0.00158802644428445,0.00168207178381023
INS,repeats,4,0,0.000733989019410687,3.26438206836005e-06,3.44018749387458e-06,0.00277968246577876,0.000654718317580851,3.7578239714404e-05,0.00137883053296356,0.000187180124552122,0.000929593407158698,0.000145406832624315,0.000112048063069539,0.0073146521624165,0.00019804534004974,0.00029821843924108,0.0001517085605508,0.000189650756414466,0.000155174506752391,0.00545853831780337,0.015346132786421
INS,repeats,4,1,0.00359450730792243,0.000880566255546287,0.00056177822831371,0.00378931732295693,0.000896823023900451,9.14701464796237e-05,0.000448612099422117,0.00133830797503706,0.00303991806006202,0.00380362976026586,0.00112093687871909,0.000643217738486168,0.000573970449970646,0.00310581408727311,0.00304414148112406,0.00467437911930978,0.0190781113508789,0.00348826768966923,0.0555967112178257
INS,repeats,4,2,0.000259053318842576,8.68164139631516e-06,4.01619480863888e-05,0.000364194019323095,8.69811625758798e-05,4.83215028905345e-05,0.000475878164915327,5.87527054234528e-05,0.000132110640558183,0.000120711181858321,0.000273022483271918,3.16574368527008e-05,9.27962327003819e-05,0.000388737558287451,0.00022641770963443,0.000514406601995081,0.000269030166009066,0.00129383408217396,0.00641912743945126
INS,repeats,4,3,0.000494278082031171,7.38712031929905e-05,9.65793294512914e-05,1.36353986711164e-05,2.43532596202098e-05,6.01507946978836e-05,0.000294229833482104,0.000157622548746029,3.36906078070412e-05,0.000750376233867973,9.76236897609949e-05,0.000803226531758596,7.14968912028491e-05,0.00028466460694312,0.0013159905962484,0.00147705226411168,0.00149354270987889,0.000369373982752471,0.000672490613345081
INS,repeats,4,4,0.00120216723060707,0.000117199920675026,0.000250268994182403,1.7443224882623e-05,0.000115305788046074,1.76598305765764e-05,9.40840584814442e-05,7.07077199026619e-05,3.02343039335916e-05,0.00104367456318124,0.000355951246077709,0.00198774303527291,0.000134539316441775,0.000779915388218379,0.00298702373419569,0.00223589018851615,0.00123716896033094,0.00024904768834921,0.00182890217977819
INS,repeats,4,5+,0.00453763366149219,0.00153776258860508,0.000782502951162631,0.000670246736673972,0.000629634765169578,0.000100819557509238,0.000238606496578499,0.000113962101231124,0.000106562517729222,0.0158952538518002,0.000204816935575444,0.000554466959584379,0.000222293192340033,0.00263666844764062,0.00651227382678227,0.0544678725486329,0.0272179428705456,0.00827346747771928,0.00722135778643923
INS,repeats,5+,0,0.00152249914509608,2.02419723959309e-07,1.05371665673021e-06,0.00497259831526583,0.000155667232568717,0.000208090395785306,0.00912416426520458,0.000135166903067503,0.00298678497090587,7.21199499122641e-07,9.68803060220798e-05,0.00248650221165132,0.000993246560259015,0.000494031184019202,1.431816136019e-05,1.87854944014715e-05,1.72193843387935e-06,0.00991504021266535,0.0668100140266048
INS,repeats,5+,1,0.00329768702883119,5.6542019480142e-05,0.00121781238097855,0.00518273967726267,0.0100624524454851,0.000539436182878338,0.00623310173197655,0.0019826668849222,0.0126763139233778,0.000583943191456736,0.00228408312226703,0.0342890253410811,0.00117305433468799,0.00308530569374948,0.00399795152842139,0.00131895088729058,0.00310252449502548,0.00420129317862838,0.275659266103093
INS,repeats,5+,2,0.000343831971269268,1.07780980213357e-05,0.000143899051142792,0.000211778667323986,9.21956433954934e-05,7.9142606809238e-05,0.00124493879628306,0.000152978305118872,6.2405784166012e-05,0.000183383330477734,0.000214151134986292,0.000781872309089284,0.000966308256717944,0.000488713022884935,0.000945421479286279,0.000494302478087566,0.000187393417115786,0.000928562428172522,0.0101548771274651
INS,repeats,5+,3,0.000432033004134898,4.71229718422367e-05,0.000198275991341361,0.000114069846544234,4.07712772313037e-05,4.36037398340406e-05,2.01742966509341e-05,8.11214916791693e-05,4.04771249608819e-05,0.000584494397266691,4.0148567583333e-05,3.46013512156114e-05,7.87983109282733e-05,0.000645739867652482,0.00157205077910462,0.000734667009647877,0.00250360379826762,0.00034348030956176,0.00358262761941193
INS,repeats,5+,4,0.000171042855133244,8.01424446693193e-06,0.000181051268521543,0.000144370336217076,4.3331637564736e-05,1.60631819179384e-05,2.88031781281072e-05,4.58563068482692e-05,4.98259444110968e-05,0.000164937320983811,8.10872021147195e-05,0.00046443944500646,0.000149439540215803,0.000171378235052892,0.000816082247643819,0.00088628712009445,0.0006377029153033,0.00163680840350966,0.00145822018045527
