Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17
DEL,C,1,0,0.012612811388126,0.00291194109110639,0.0199877445187346,0.0210904809779801,0.203159095391667,0.0174678314674253,0.00163323905052399,0.0165914118177008,0.0151044591621356,0.0304101795531331,0.0103440299068695,0.0216122732991358,0.00974830271312259,0.00516139931818476,0.020325594465895,0.00269723533378287,0.00290228958400516
DEL,C,1,1,0.00706496502801389,0.000483958491831541,0.02831216179187,0.0313453227904813,0.12133908199797,0.0232914520076782,0.0122556156243744,0.030388597163645,0.0121017387178106,0.0113963883274603,0.00193058095445714,0.0282895840713893,0.00929808838573856,0.0226796978999869,0.0591623648007925,0.00944032366824005,0.0167687842631409
DEL,C,1,2,0.00731671830409608,2.62555535970438e-05,0.0260900122223608,0.0253753256819051,0.115628869663579,0.0201928851750524,0.000933138691309937,0.0164529256089438,0.0222570443189957,0.00184534941750163,0.00362507508608125,0.0328467536492951,0.0044894611801111,0.425416207570751,0.0180184341849809,0.000599385629729527,0.0222508868107062
DEL,C,1,3,0.00119222139449437,0.00327239137272903,0.0156893907236777,0.0144234184686654,0.0610108266349074,0.0128648246559012,0.0121639768722183,0.0120668215829194,0.0106553203510445,0.00586090229443402,0.00129466967360045,0.0149039878016282,0.005624508568868,0.0425292891376314,0.0211205253858206,0.00756724357533528,0.00193485972267011
DEL,C,1,4,0.00121031417952767,0.00251356830175202,0.0028076341760482,0.00318764460903691,0.0502381753680901,0.0025562826627166,0.00257984436849486,0.00512086423420213,0.00323767638282125,0.00129274207842276,0.00172210105848765,0.00161488567596405,0.0100251950928752,0.01911277697588,0.0120189192275761,0.00352139057466097,0.000644953240890035
DEL,C,1,5+,0.00103364695217623,0.0113128939007724,0.00248260035606132,0.00166534403207247,0.0271846925714952,0.00290016258726658,0.0167370462136855,0.0016580144619886,0.00365352371947369,0.00161866615097236,0.00173352461443119,0.00225244002085702,0.00440914125315996,0.0103517779420624,0.00417162295508993,0.0160335655952649,0.00677200902934537
DEL,T,1,0,0.0100598460975785,0.00619380958591552,0.148345909778541,0.090875106129829,0.0404523117377319,0.0983236330856541,0.00541801805086345,0.0710684290107501,0.29721290166362,0.0270967118521253,0.0181510784312792,0.155369746870345,0.106958664829172,0.0795087329445996,0.263513504843368,0.00457031542668765,0.0203160270880361
DEL,T,1,1,0.00207714287933773,2.14384838533743e-05,0.100003868335252,0.0723633606662195,0.0112134394279703,0.0944159643384823,0.000666269565407324,0.00658359346283357,0.0429424883791396,0.00703135256821586,0.020057860310854,0.0353709312598397,0.00305004354185514,0.014705456186681,0.0108743213574007,0.000149846407432382,0.00290228958400516
DEL,T,1,2,0.0122199819492267,0.00568308803779566,0.0906269715674187,0.0854450298555536,0.00914437443901117,0.0789787887114407,0.00429618235914607,0.0197604269619722,0.0335508855344017,0.00707602181259234,0.0119861660737524,0.119701668246203,0.0365497941273451,0.028872637184642,0.0548649900617595,0.000899078444594291,0.00580457916801032
DEL,T,1,3,0.0105009890194036,0.0142494727054047,0.0777398787338268,0.1522236613878,0.0151054706324831,0.0621220627095386,0.00548255932254328,0.278363993616592,0.011731127938745,0.00919497261891391,0.00655236129661168,0.0569991644174116,0.0439899557817665,0.034550114776548,0.151692580516429,0.00269723533378287,0.0390196710738472
DEL,T,1,4,0.0145542682881396,0.0329299149578301,0.0508420857518344,0.0530168029636054,0.0166702239336811,0.0427928222090325,0.0261975156701445,0.0490507424427393,0.0261687728259557,0.00176043614012824,0.00783751134025918,0.0829562991776263,0.443010898145878,0.0208663332607823,0.0445738746819314,0.0259234284858021,0.27894227668494
