Signature,NumberOfPostSamples
hdp.1,5200
hdp.2,5000
hdp.3,4670
hdp.4,4052
hdp.5,4001
hdp.6,4000
hdp.7,4000
hdp.8,4000
hdp.9,4000
hdp.10,4000
hdp.11,4000
hdp.12,3986
hdp.13,3975
hdp.14,3940
hdp.15,3800
hdp.16,3600
