"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.929168268239321
"SBS96B","SBS2",0.997857789000992
"SBS96C","SBS7b",0.98321346621765
"SBS96D","SBS4",0.981991815022865
"SBS96F","SBS3",0.930173487072498
"SBS96G","SBS40",0.931163458887571
"SBS96H","SBS44",0.994057815022418
"SBS96I","SBS1",0.999547211513745
"SBS96J","SBS17b",0.999552726018206
"SBS96K","SBS12",0.927933037775025
"SBS96L","SBS18",0.988361667571837
"SBS96M","SBS7c",0.994980179494708
"SBS96N","SBS17a",0.999689233327094
"SBS96O","SBS7d",0.957970249359064
"SBS96P","SBS13",0.998492271565143
"SBS96Q","SBS22",0.982250958596186
"SBS96R","SBS28",0.95925377689258
