Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID2 0.736),hdp.1 (ID2 0.999),hdp.2 (ID1 1),hdp.3 (ID5 0.999),hdp.4 (ID8 0.999),hdp.5 (ID6 0.999),hdp.6 (ID3 0.999),hdp.7 (ID9 0.998),hdp.8 (ID13 0.999),hdp.9 (ID4 0.997),hdp.10 (False Positive) (ID9 0.222),hdp.11 (ID14 0.915),hdp.12 (ID11 0.999),hdp.13 (False Positive) (ID5 0.579),hdp.14 (ID12 0.993),hdp.15 (ID10 0.987)
INS,T,1,3,0.00399954282731776,0.000818354753671542,0.00356187426837653,0.0192786017570472,0.000793192204471674,0.00100864841555548,0.0246071531219061,0.00188772856216189,0.00834749148573505,0.000818649606617219,0.00257606077205524,0.000862875114215879,0.113594503805967,0.00805093096712342,0.0013498073389716,0.00367337283953546
INS,T,1,4,0.0103327826227836,0.00250247049537984,0.0161467902764102,0.0107247282613011,0.00142944602364943,0.00148054788120142,0.00733150564658658,0.00165866881315124,0.0151258624553281,0.000980681854172671,0.0216345590792387,0.00472029896754081,0.0547359004024373,0.011596827768483,0.00212719096848512,0.00151528516940164
INS,T,1,5+,0.292206969012905,0.0295864527625161,0.898477360799505,0.00109190674921655,0.018448399989893,0.0128838497695322,0.0216307478717702,0.0291569088540328,0.00856861769279159,0.00671180775078966,0.0141847024473901,0.0318785669283294,0.0130878175276052,0.00435563228053185,0.00847797434088797,0.0161407180050769
DEL,repeats,2,0,0.00160617877439913,9.45216386240102e-05,0.000528985617317147,0.0299577853814024,0.00823346837611342,0.00155039036043793,0.00708618576828473,0.0132681469988014,0.0224113081067653,0.0698002259382347,0.000889586085356891,0.00104829306819805,0.000268111167041198,0.00486429561347912,0.00372267222523631,0.00174377624906259
DEL,repeats,2,1,0.00768989072094076,0.00150936715002467,0.00149912724167581,0.025633558684014,0.00918962126340997,0.00266209050803801,0.00859547531127924,0.00426508990501771,0.00554142043942154,0.217406069369984,0.0383703537253354,0.00793077120469283,0.00156035547155621,0.0119827865540566,0.00481169405999326,0.0146362115293681
DEL,repeats,2,2,0.00258390541002192,0.00126725056338036,0.000534934661114678,0.00436104167954167,0.000679979294120669,0.00203015579632975,0.012351537064986,0.00111026662445732,0.00296419089967995,0.0502265396218628,0.0182140879356876,0.00446306367801495,0.00111794999200546,0.00348445844260822,0.00115966346451612,0.0050450662403751
DEL,repeats,2,3,0.0012405298481358,0.000460419669208754,0.000423066271485996,0.000196986081497922,0.000149757709499793,0.00043844944057317,0.0074709303473184,9.61896159708802e-05,0.000162769436941797,0.0113103611044521,0.00473000643071504,0.000463177666463116,9.50088804247062e-05,0.000801662919479389,0.00090532973271704,0.00130104297175639
DEL,repeats,2,4,0.00151688608424281,0.000442313508841584,0.000125091453935208,0.000817705060435011,0.000164216366119867,0.00025392930210088,0.00273037410802642,0.000473194307148766,0.000101020271485782,0.00319454141352442,0.00721701834975051,0.000212914659946293,0.000211736234112664,0.00105588434662518,0.00991798763398924,0.00120191241577894
DEL,repeats,2,5+,0.000690703439358275,1.77846055545663e-07,1.34998655299972e-06,0.0226870387981163,0.000682172040411445,7.63178195869623e-05,0.000315328357409061,0.000121206333933139,0.0012965427711137,0.00225626022196602,5.12632762002268e-07,0.00010327852395441,0.00472060921100444,0.000997442960879192,0.243327518426584,0.000608670211327905
DEL,repeats,3,0,0.000673255916220958,8.71788509267561e-06,0.000100299373031618,0.0181259720626331,0.0103318650298938,0.00135589922690959,0.000832352501763474,0.00301256081642582,0.0050848024838103,0.00451119614720478,6.85803665654731e-05,0.00154856844203567,0.000786954158070314,0.00116633068057124,0.00652823010598605,0.00492726138122233
DEL,repeats,3,1,0.00929719565792072,0.00367163177985045,0.00433657510888513,0.00592733463955297,0.00169094986078956,0.00500552619871393,0.000334745814770812,0.00460378849889547,0.00151268032062552,0.0982568158885717,0.0363607324087894,0.0055203315272584,0.000798755589594317,0.00301319138018343,0.00173758425304239,0.0297070745277218
DEL,repeats,3,2,0.00437419915977993,0.00137492068019214,0.000632204000667093,0.000919336067589236,0.000721258732824105,0.00048643632857432,0.000141159154665615,0.000929367733734055,0.000444583191247991,0.0188266498056988,0.00515813995530484,0.00204734288055581,0.000258451125167543,0.00143816055789285,0.000962445687376614,0.0030209152650746
DEL,repeats,3,3,0.000760550298557303,0.000301519808809076,0.000263284675632904,0.000678830187896785,0.000263289643409125,2.7993020786727e-05,4.98638467962849e-05,0.00015774329072558,5.591533545693e-05,0.00452245148601051,0.000680158098181204,0.00067429011248676,0.00029363541179236,0.000626113776941125,0.00514642131150839,0.00348490637909235
DEL,repeats,3,4,0.000174444520680375,1.12382097008611e-07,8.86288433350302e-07,0.00614503144240164,1.52361360092428e-05,1.19940976608136e-05,0.000139016655674723,2.61479468467035e-05,0.000225311555129421,0.000726294633564302,5.04682275332488e-07,3.10494363182571e-05,0.0014284035311674,0.000288640279398068,0.0727805476403678,0.000618196367489545
DEL,repeats,3,5+,0.000269345413128948,1.31492188137738e-07,1.01768615399736e-06,0.00868505403281609,5.77613650294847e-05,0.000116468486519193,0.000119420001288498,6.06074931649777e-05,0.00122901109366241,0.00034794559793406,8.66846121371879e-07,1.17057397450628e-05,0.00162622190744897,0.000413495870762239,0.0850658978849051,0.000872445310014823
DEL,repeats,4,0,0.000470669159917433,8.79618613973435e-06,4.48152709841582e-05,0.0117701884675647,0.00671140805491246,0.00177118204739816,0.000311575974931713,0.00226683166528266,0.00226261948370829,0.00835749605746359,0.000178364231810878,0.000160613684995311,0.000259145231960865,0.000983004899175406,0.00234206458116607,0.00173075416614826
DEL,repeats,4,1,0.00415168157375325,0.00119801263177925,0.000771727730456114,0.00259772142053347,0.00149401092937842,0.00253010544968615,0.000533334636483558,0.00374789857952349,8.79695151528477e-05,0.0655568780012437,0.00799360586401026,0.00107498012731141,0.000609503266673105,0.00450825644612215,0.00487094929805885,0.00446021428855805
DEL,repeats,4,2,0.000870518743432104,0.000301184243136369,3.07759151416783e-05,0.000110964165094993,0.000225240602598037,0.0005597132158347,0.000119713851585162,0.000697209378062538,0.000203034938070207,0.014514961568397,0.00277536309455699,0.000578481281679935,0.000305897262404644,0.00192616026993906,0.000711655010792913,0.000409018905730643
DEL,repeats,4,3,0.000159000014838184,3.62170389033194e-06,3.44013636540291e-06,0.00385415183513172,4.99746340312668e-05,0.000225511533678001,5.45444021702509e-05,7.30370839500809e-05,0.00027439234150489,0.0043191652702547,5.7985912834385e-05,0.000139290383736147,0.000299626229577539,0.000375319611753125,0.0319115492529792,0.000416408091967527
DEL,repeats,4,4,0.000154644000707148,1.52398940412118e-07,9.5074295969636e-07,0.00448668693653534,0.000277736577909714,4.52115188259985e-05,6.70025330279432e-05,3.92925961109579e-05,0.000353458029522914,0.00106395375035555,7.07087804935605e-07,8.29410242475164e-06,0.000961963490143009,0.000267755207136144,0.0516159043697802,0.000976947028612087
DEL,repeats,4,5+,0.000462343716179104,0.000101266052670538,4.87849155754932e-05,0.00170818449486188,4.43085425079829e-05,1.70469943482351e-05,1.55978293531534e-05,6.3162874931319e-05,9.67936460570802e-05,0.00025392677735537,0.00242081467276403,3.98129442344491e-05,0.000253512718613833,0.00170189264049034,0.0237168754136836,0.00153897569477053
DEL,repeats,5+,0,0.0007677493829012,1.22448974643352e-05,8.91437215659106e-06,0.0177263337548144,0.244722776690435,0.0207384877272014,0.00282655569147488,0.00170942006386615,0.0149001617165717,0.0050502861665358,0.00044357336108144,0.00863739246543691,0.00123306608024286,0.00275699284432107,0.00735637058561242,0.00198717212165953
DEL,repeats,5+,1,0.00437360723594643,0.00181602655944545,0.000261637552306496,0.000138560176446968,0.0004664228515966,0.0077659003099202,8.96966108997654e-05,0.000558744129715605,0.00320378599918016,0.0114227975308894,0.0377110429110991,0.000527197550842439,0.00115677442813517,0.00204188707303828,0.00224950703673719,0.0193424051567448
DEL,repeats,5+,2,0.000720000067657169,0.000205864973054478,0.00010407451529934,0.000452818793093113,0.000485798566387934,0.00048209562784574,3.51404377597072e-05,0.000158636489262249,9.26238702912664e-05,0.00293831602926749,0.00261593256604692,0.000233378411854859,9.83827286846885e-05,0.000710049797126083,0.00310053684790726,0.00241230722373391
DEL,repeats,5+,3,0.000286307524631406,6.37650493158103e-05,4.37084988154589e-05,0.000240760072129516,1.62248368572771e-05,0.000121080918970053,4.1164802155819e-05,5.01876781924996e-05,0.00012713752138213,0.00142861109989702,0.000559871662162183,0.000138214921582915,9.87062763260538e-05,0.000626675796659202,0.00190771979262031,0.000416715689087367
DEL,repeats,5+,4,0.000168382505124412,4.1201241320501e-05,1.38067119759557e-05,5.04969522891471e-05,5.62179481522657e-05,6.87659880830556e-05,4.27947418074667e-05,2.85149582148899e-05,0.00014576210224358,2.05627291941612e-05,0.000256290098187507,9.16318306313273e-06,5.15938671428283e-05,0.000166356876188741,0.000671751692770232,7.24020314950549e-05
DEL,repeats,5+,5+,7.56519336322605e-05,7.64724296632005e-06,1.83639286655498e-05,0.000645254002971292,2.61058407915965e-05,4.19795910695026e-05,2.24108701428076e-05,0.000107348023017859,8.82273525110715e-05,0.000388267240475852,0.000289901050290833,0.000110789927319138,6.42111497726616e-05,0.000689071244248487,0.00352558692094328,0.000365002568656257
INS,repeats,2,0,0.00113425598580658,0.000165989895089352,0.000329795270804538,0.00702469895371758,0.00208865180142342,0.00214886121706982,0.00280658227114823,0.00105634265857878,0.00915030098705044,0.000221594572818575,0.00205772562936678,0.0263741382387061,0.000256752670481231,0.00274027695518199,0.00788843346339873,0.0240805361505333
INS,repeats,2,1,0.00110611260524023,0.000149697468701904,2.61223903914526e-05,0.0195075178595628,0.00199210880908545,5.9283156830707e-05,0.00229964691556011,0.0025170776188513,0.00289328968421388,0.000380372201322817,0.000950121099605006,0.000113754059219935,0.000168387748616426,0.00385556866015087,0.00339162153263115,0.0384467935943879
INS,repeats,2,2,0.00230309112996498,0.000563634365365745,0.000168072579157435,0.00708225713104436,0.00041967209590545,0.000682328634537781,0.000894253169530571,0.000558418730991213,0.000784187584401526,0.0005235092237918,0.00443376762499231,0.00100748413400237,0.0003402318513593,0.00607163388850726,0.00313843687075714,0.0250121161557567
INS,repeats,2,3,0.000880812632749696,0.000252868912040129,0.000509577543423116,0.00110581192821562,0.000157855256395071,0.00049437373370422,0.00121104891431589,0.000357072716995041,0.000420747002768798,8.9603116955271e-05,0.00322278151252884,0.00149252216945048,0.000360560848859869,0.002267122646024,0.00137453583514542,0.00337148340115766
INS,repeats,2,4,0.00487985697326003,0.00123412050417792,0.00253758199746415,5.10082911805865e-05,0.000120805649090932,0.000165309303995079,0.000327641559246101,0.000281511883643329,0.000152896929159751,0.000131825496823287,0.0245100651814408,0.00247030734818242,0.00070070157013342,0.00115199832770096,0.00170798682601525,0.00209248326776293
INS,repeats,2,5+,0.024861437712805,0.00818888070604273,0.0159873728237801,0.000832540092094904,0.00197089343369822,0.00103065406455573,0.000108613187454048,0.00171927439521515,0.00155396187273519,0.000174827512860864,0.152176130553603,0.00157594789494343,0.000771039768641687,0.00373611808502842,0.0364391465370594,0.00666743379103597
INS,repeats,3,0,0.0002315949777763,2.07634728294454e-05,2.10443206971566e-05,0.00372780385013778,0.000754549396642292,0.000868130776612372,0.000282661489930885,0.000118671337239142,0.000494555260578587,0.000141798187234317,0.000611263470360807,0.00811016459007147,9.39643004998286e-05,0.000774613621605745,0.0100138340393147,0.0187992618002518
INS,repeats,3,1,0.00162315753007237,0.000840736100626083,0.000226928380591183,0.00601605035160181,0.000655795842878303,0.000211782048765672,0.000188763978992915,0.00121101026519178,0.00388756041148396,0.000352413254240211,0.000773706678419617,0.00254059561194219,0.000413957947755702,0.00813848697530558,0.00128956180892145,0.0365166076003084
INS,repeats,3,2,0.000409396771962092,0.000138298309996491,4.81365893295047e-05,0.00118144692203611,0.000187241656222021,0.000769587640957047,4.81746926212927e-05,0.000176076836005548,0.00052431365924631,0.000794470287955962,0.00124661991903192,0.000130864765905703,7.826714403316e-05,0.00191613909342281,0.000636461572269666,0.00308580424463986
INS,repeats,3,3,0.000134138506570719,7.2204628032278e-06,0.000129809842900248,1.66588540634175e-05,2.75392733461769e-05,0.000279803080616586,1.50167067532595e-05,1.29362158147426e-05,1.50606746490002e-05,3.47485241789389e-05,0.000353400650004464,0.000593652445117791,0.000147076298604985,0.000242141825790261,6.45719038626424e-05,0.000678807292577358
INS,repeats,3,4,0.00025311821093592,5.45039250813992e-05,9.6849520887273e-05,2.59982256745167e-05,6.48623681801767e-05,0.000206489097887784,3.64413091931565e-05,4.33545825448343e-05,1.57774758605823e-05,0.000162995154131832,0.000822610025644804,0.00058765320096444,0.000100516795704316,0.000504039450991263,0.00010036065967787,0.000723836680062177
INS,repeats,3,5+,0.00367931031385089,0.00109508397011686,0.00126317249982934,5.47162652778886e-05,5.07188314691505e-05,2.89001816592894e-05,3.56250687517648e-05,0.000223928630323097,0.000168586479157117,6.42898991507625e-05,0.0127135433739368,0.00250228264647529,0.000394196715292,0.000550279210316536,0.00164419598226388,0.00169882964176227
INS,repeats,4,0,0.000104539015796472,3.99590235548332e-06,4.57709046022803e-06,0.00254977279304189,0.000713427917451403,0.00142930101323203,3.46049971725363e-05,0.000202548262765751,0.00100598844999188,0.000102791679784071,0.000171410983358096,0.00692085869058084,0.000197680642262583,0.000308001522609661,0.00538343255531458,0.0153108283790471
INS,repeats,4,1,0.00213348071853862,0.000871639679291594,0.00060613412492294,0.00378683313360712,0.000971325035069135,0.000525369675515954,0.000102036780225294,0.00145809004363876,0.00303849235123541,0.00112306376413504,0.00276929965817779,0.000704491852085218,0.000610190824436831,0.00210570460972331,0.00336339802356495,0.0567451945803297
INS,repeats,4,2,8.85857457757001e-05,9.28264689195962e-06,4.34714119774643e-05,0.000385955680591643,8.1070976019966e-05,0.000436203564999252,4.78259265868417e-05,6.10735514708601e-05,0.000134964994495488,0.000265787816526015,0.000123179832670189,3.21790695668228e-05,9.4134052355742e-05,0.000531076078056246,0.00122928429057902,0.00638292815307515
INS,repeats,4,3,0.00029437887126382,8.24153719650694e-05,9.77711246288762e-05,1.62193766680669e-05,2.18805559142266e-05,0.000323881586902686,7.05831626024623e-05,0.000165207928401546,3.7171862258503e-05,0.000102810289099132,0.000761451521057293,0.000763100036889928,7.740362547182e-05,0.000293667963767391,0.000363347267536788,0.000493728962483555
INS,repeats,4,4,0.000689706985455725,0.000124581944155771,0.000261185160343986,1.53388206630671e-05,0.000120989425707395,8.6842434339015e-05,1.90061186529037e-05,7.77253920168178e-05,3.16660455995782e-05,0.000361806973293387,0.00129539214643756,0.00186058815176102,0.000128114713160156,0.00107455035731356,0.000234224418189292,0.00186102877844336
INS,repeats,4,5+,0.00365825394633832,0.00164345960911004,0.000796708514366556,0.000682316755421526,0.000646488226284426,0.000243027636390155,0.000106927651542408,0.000124964357569262,0.000101985028276374,0.000218771347478794,0.0132722293263638,0.000553006708033898,0.000212792724688308,0.00282104188308961,0.00802582323496698,0.00714983760339131
INS,repeats,5+,0,0.000179839606745636,1.61153916233146e-07,1.39676908366024e-06,0.00487979806667035,0.000208638385500696,0.008454312996811,0.000233594762071745,0.000166851312688992,0.00298138210886091,9.53993454779512e-05,6.53561611500141e-07,0.0024262829939291,0.00098727860009662,0.000265987272338798,0.00952406571991772,0.0660923800389526
INS,repeats,5+,1,0.00121837121955297,6.63201123992184e-05,0.0012464612063221,0.00502975021561508,0.00979047380122864,0.00622713862383782,0.00063786114029925,0.00197232288727449,0.0122595170249944,0.00229741201658945,0.000588686640731212,0.0330267490673717,0.00114920108052831,0.00187002065380979,0.004116585196816,0.275126555759633
INS,repeats,5+,2,0.000171277364670606,1.12358621132846e-05,0.000143970695852516,0.000275702714421459,8.33462070782978e-05,0.00113703728601992,9.2924890231369e-05,0.000155160274261245,6.36081502250456e-05,0.0002018649158358,0.000185662204526188,0.000744505223745995,0.000940102199810957,0.000628574103165191,0.000928305693895314,0.01043870575857
INS,repeats,5+,3,0.000298187704780951,5.42448361281698e-05,0.000205052046586156,0.000132273954579411,4.25424811046041e-05,1.58468191963779e-05,5.10817080995707e-05,8.99465241488705e-05,3.67616045331233e-05,3.4675414885723e-05,0.000609438775059627,3.06526538753818e-05,8.18982534156766e-05,0.000599779208685797,0.000327643046455567,0.00373543946395922
INS,repeats,5+,4,0.000116607468790885,9.41684924806777e-06,0.000206578370446017,0.000128708501926231,4.75619390718439e-05,2.88507778865866e-05,1.61477405017803e-05,5.14845538793232e-05,4.44290100335506e-05,9.13638061368984e-05,0.000191136917300939,0.000419894824813915,0.000164465761897468,0.000218255021083889,0.00166631947665124,0.00152385747474179
INS,repeats,5+,5+,0.000239682342433495,6.31723902703661e-05,8.60360874003777e-05,0.000485079926766625,0.000222294497719238,7.41568218988526e-05,5.68845694991616e-05,0.00011290397631026,3.12372489344351e-05,0.000129941828487792,0.00140275515955445,0.000264390387179703,0.000195413446033485,0.000447839096525502,0.00431296540273089,0.00468389723911083
DEL,MH,2,1,0.00195746750309102,0.000124239003321083,0.000848625673550714,0.0311766628703574,0.00391440610139977,0.000637543787906951,0.00710939194850805,0.00524212369600692,0.0102316142762798,0.200355665936947,0.0022561129355953,0.00244946826222034,0.000445855789900591,0.00571845644861339,0.00678182768968266,0.00294926678890608
DEL,MH,3,1,0.000483825603512758,3.7247327112719e-06,5.91953416791039e-05,0.0132908878471398,0.00968973288809948,0.000989686337413524,0.000497916277330362,0.00376652709465018,0.000941501559816498,0.00714894707830813,9.29070163190021e-05,0.001382993825659,0.000291253505277314,0.00085697912670415,0.0155679276920139,0.00524894170685234
DEL,MH,3,2,0.0053509872626839,0.00151385477068635,0.00156862186849131,0.0090443096595019,0.0036371415062291,0.00431895713408469,0.000394125333138895,0.00203016555761739,0.00141673659953084,0.0551242106565168,0.0218007020506122,0.00380060272925543,0.00132750107131588,0.00273030882476541,0.00611853072756338,0.023438918603573
DEL,MH,4,1,0.000632817487410283,7.67103082402028e-05,5.23859523645382e-05,0.00916706917084332,0.005724556923288,0.00259638109255941,9.43740751476899e-05,0.00269078414845758,0.0017867513971046,0.0111098602806412,0.000682269863933533,7.9164531361694e-05,7.81423024428325e-05,0.00165001630583169,0.00454596950850816,0.000793107075865488
DEL,MH,4,2,0.00143568299385828,0.000244855073356397,0.000126204302201307,0.00644221772495956,0.00169232902677493,0.00834738763059462,0.000264408178611475,0.00281623947056896,0.000457829937536259,0.0313064556709434,0.00334471924314899,0.00146056377929594,0.000357163465105365,0.00410257101926885,0.00496753092010313,0.00111628517407831
DEL,MH,4,3,0.00115895279514041,0.000388558305390404,0.000189793400767902,0.0031244104071433,0.00126348519157944,0.00477784341838779,0.000140950346786116,0.00178614896007962,0.000772340993108569,0.0372589373628787,0.00335523219728715,0.00369953428437811,0.000629014380192873,0.00310366613320118,0.000532152799885246,0.00123608837351935
DEL,MH,5+,1,0.00127845179918695,0.000386189331630621,3.81064429405941e-05,0.00883121749984956,0.299086721416288,0.0687191250972302,0.00142728567491557,0.000382277694468879,0.00928137449183777,0.000538112103596735,0.00358148268101203,0.00679567158125147,0.000149093817245776,0.00462738794941383,0.00609820224035588,0.00222918723118262
DEL,MH,5+,2,0.00137048486863725,3.89305123375916e-05,1.84080573559151e-05,0.00825875061709452,0.117385469490519,0.27341197435799,0.00252750199458791,0.000132835502962394,0.00898140317336105,0.000524435190699308,0.000591165194652456,0.0047688577493676,0.000285547558357254,0.0019039414689423,0.00142213080435195,0.00152504130059692
DEL,MH,5+,3,0.000934154323143344,2.50840571893349e-05,1.36239625009032e-05,0.00755769291169662,0.0419225643385776,0.2108753526677,0.00103646225020753,0.000697604286084896,0.00348554541006156,0.00157926879183117,0.000340548635212034,0.0018253826735058,0.000722287591280822,0.00107208261197224,0.00355332239482727,0.000928246906934681
DEL,MH,5+,4,0.00123206648338644,0.000192154162421948,8.09449290523397e-05,0.00248144370401352,0.0146530057319542,0.119211519831152,0.000567730758447709,0.000528773681166167,0.000402682264381445,0.00395363896240846,0.00374546729251312,0.00027328439946272,0.000392035921069112,0.00138188529616584,0.00107694989279086,0.000633737829944391
DEL,MH,5+,5+,0.00489333787544138,0.00095787238412764,0.000805197704171155,0.000788097621560155,0.0108136223600488,0.0966988282417289,7.89108480383373e-05,0.000358115011520417,0.0116196372279684,0.00047661606214674,0.0320322872746493,0.000523542052858953,0.000606013106008413,0.0074383974420259,0.0089466680474239,0.0325114802624316
