"ex.sig","gt.sig","sim"
"SBS96B","SBS40",0.912986861537674
"SBS96C","SBS3",0.934572893819353
"SBS96D","SBS4",0.984965537016382
"SBS96E","SBS7a",0.932697796885424
"SBS96F","SBS1",0.999625075505415
"SBS96G","SBS17b",0.999505250338307
"SBS96H","SBS2",0.99826180824845
"SBS96I","SBS7b",0.982575889138521
"SBS96J","SBS18",0.987238437157274
"SBS96K","SBS44",0.992526298468873
"SBS96L","SBS17a",0.999643268361294
"SBS96M","SBS13",0.998304989991563
"SBS96N","SBS7c",0.993224710144313
"SBS96O","SBS22",0.965713432549188
"SBS96P","SBS7d",0.964796334051083
"SBS96Q","SBS28",0.946773946771704
