Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10
DEL,C,1,0,0.00535051294211643,1.10699452904206e-05,0.00508927723749514,0.0324580289616886,0.00579499130298041,4.19210894188451e-05,0.0663830417457954,0.15111803503292,0.00976416517313459,0.0159512101165605
DEL,C,1,1,3.58194842038523e-05,0.000609738531688436,2.59981934873286e-05,0.0237001129431731,4.63014644923212e-05,0.000315534898042689,0.0166822551509447,0.208351059768587,0.000654276179906528,0.004042649500452
DEL,C,1,2,1.93523021287502e-06,2.49521293226652e-06,2.07444970686916e-06,0.015713282264236,5.17817874276395e-06,4.37362955390397e-06,0.00320840530968923,0.161820729968105,0.000100898588359425,0.00040987066892773
DEL,C,1,3,0.00258332534118186,0.00160389787814946,0.00235534548013539,0.0105610850265525,0.00375160897373445,0.0014790007454493,0.00175621380912939,0.062637021327715,0.000732039164112632,0.0010484479237704
DEL,C,1,4,0.00418607912929931,0.000711695452961125,0.00376811082966203,0.00156846040115222,0.00489398496306397,0.00096282876392638,0.00225372338088684,0.0402544269879458,0.00169540330846407,0.00226402925749787
DEL,C,1,5+,0.0152593016138963,0.00305316927621682,0.0159008164691224,0.000923930244618867,0.0206105530163138,0.00172461262842519,0.000586199228252948,0.0208473826056106,0.00296042807764074,0.00192715001855685
DEL,T,1,0,0.00949216945145497,0.00165714530925894,0.00785484134254007,0.0985798953264265,0.0100658984533226,0.000200799067565994,0.0199646514468308,0.0440616644264072,0.0155105023843391,0.0113895800039236
DEL,T,1,1,1.79261157696718e-06,1.88832634637635e-06,2.07382190856626e-06,0.137290360192535,4.01211824466437e-06,3.82489304785524e-06,4.07397627185653e-05,0.00590314022460405,0.000116421503100031,0.047243771566291
DEL,T,1,2,0.00836973734055996,0.00075438953654151,0.00723613867020652,0.10104040572578,0.00927619524752581,0.00165616004325723,0.0143665897771642,0.0240704935012052,0.00976589647131992,0.000763782739295492
DEL,T,1,3,0.0209435423051537,0.00209280120192472,0.0191017493445077,0.0833674785872743,0.0313467131769459,0.00395193068267753,0.0244006634092588,0.0238153430659876,0.0179970712519086,0.00550177449358103
DEL,T,1,4,0.056883465326643,0.00287702625899132,0.0470934252708705,0.045206213523382,0.0581555133872781,0.000194881376327914,0.0191694179377678,0.0200906048709821,0.0146937342726339,0.00266017015684228
DEL,T,1,5+,0.790574367350068,1.22533626677736e-05,0.807148321169639,0.00534451307349071,0.763812250787148,0.560175895572179,2.98132585599316e-05,0.000189151295943371,0.0651127304480324,0.0007354440347785
INS,C,1,0,1.92480453934114e-06,1.81116202446734e-06,1.93684591463099e-06,0.000306982352442753,3.46039112394029e-06,4.34387018819195e-06,0.001906481088301,0.00185042872763545,0.423182629726241,0.00054277525273104
INS,C,1,1,0.000279490752389585,9.1606907862104e-06,0.000181069427940974,0.00626606028658409,0.000241801641341297,5.78677239679014e-05,0.00132695546210146,0.00330476027087958,0.0100368856334566,6.17098477765429e-05
INS,C,1,2,2.18059661748007e-05,3.63151687751232e-06,1.73169317173102e-05,0.00555194007741587,2.58576037361872e-05,2.95196640679237e-05,0.00024417193246759,0.00332375110510592,0.000560568040017495,7.60753718318414e-05
INS,C,1,3,0.000594932422679706,0.000715921377754727,0.000617910581618735,0.00117267371029192,0.00053585710079347,0.000126901711618673,2.00922132830259e-05,0.0066656685369881,0.00178579236831034,0.000104208645210284
INS,C,1,4,0.00296219935914375,0.00184111435344303,0.00266998322808156,0.000161451995421513,0.00398767504750511,0.00167934667301333,0.000180000211082327,0.00679616403444508,0.00122432623308309,0.000134324771091952
INS,C,1,5+,0.0101639421296729,0.0235831246346089,0.00815401560386254,6.44536532718969e-06,0.0107053608313435,0.0131257380668848,1.55617671099341e-05,0.00588231393696813,0.00294631997507372,0.000242020314560835
INS,T,1,0,0.00143381044240157,0.00209559347546266,0.00140742106846638,0.0104848966215315,0.00171273058095983,0.00144460287239179,0.00571811844168318,0.0147659477489102,0.0304483179063262,0.00557964913522005
INS,T,1,1,7.225658022849e-06,5.33807399285939e-06,3.86286664886304e-06,0.0188389096505481,6.33963033642957e-06,6.28534502459428e-06,0.00138990905816368,0.0487287872128798,0.002591533042531,0.000426338823095668
INS,T,1,2,0.000764651331492641,1.75254549265875e-05,0.000789018677586065,0.02678322174588,0.000599252797657856,0.00025169403205098,1.10950446334322e-05,0.042347455767601,0.00130793242870776,8.00651198052156e-05
INS,T,1,3,0.00107469712435291,0.00380178763279188,0.00136701201838171,0.0181064421343182,0.0014591494603593,0.00233934428289339,3.09826332444742e-05,0.0251905111379879,0.000768973719187125,0.000178350747577961
INS,T,1,4,0.00377142891811009,0.0169937394723045,0.00322027042020496,0.0116922520455387,0.00428941521756038,0.00732093008737085,0.000190826941114664,0.00611980378693142,0.00572229824632794,0.0011632304969936
INS,T,1,5+,0.00312848668304992,0.899317419685605,0.0130845092255873,1.3301476511515e-05,0.000145705202091916,0.370531374680614,0.000867117175809077,5.39788596719772e-05,0.26040607968499,0.00841667948977892
DEL,repeats,2,0,0.000203959835472398,0.000429056299497734,0.000227286269584593,0.0269959849950317,0.000229110045415441,0.000243264744628967,0.00410589780913776,0.00745693735512959,0.0010089168360251,0.0658896864854843
DEL,repeats,2,1,0.00412042488475991,0.000621584689095967,0.00347886894874455,0.0203881732300942,0.00597872979516886,0.000581424972394006,0.00302201462264348,0.00975914758783668,0.00609083991776652,0.214154123949147
DEL,repeats,2,2,0.00209604013262942,9.97095003520575e-05,0.00200214347596148,0.00345611954493076,0.00249261840541349,0.000209284697540216,0.000920084695899853,0.0109740492555115,0.00205248303172469,0.0491486132702234
DEL,repeats,2,3,0.000943888521227496,0.000353481902783917,0.000728196220705476,9.25366533652773e-06,0.000888952878088127,7.61397379960304e-05,0.000147411630880579,0.00606480183865194,0.000505363438413875,0.0102742787055003
DEL,repeats,2,4,0.00108309265189082,8.76627572469578e-06,0.000762804306413796,0.000502023237399959,0.00108495300302249,0.000512325750914143,0.000125995135897341,0.00289767255809487,4.02201935655246e-05,0.00260282492712062
DEL,repeats,2,5+,1.86711982929028e-06,1.92957719776984e-06,2.17041938203636e-06,0.0177103366564528,3.01024969713988e-06,3.94246857496474e-06,1.08560551374358e-05,8.26461582834292e-05,5.95998914255732e-05,0.00164071677824431
DEL,repeats,3,0,1.20838208540049e-05,0.000124158294730084,8.04606189816856e-06,0.0169755414026593,1.71132105269386e-05,2.03802296812818e-05,0.00456968382254496,0.00113720291361272,0.000953961684737914,0.0045518217935809
DEL,repeats,3,1,0.00554728071700031,0.00469203111429256,0.0044256495682521,0.00437593892337491,0.00650660642426009,0.00315106116146554,0.00354225683686024,0.000224617398706014,0.00437414544389212,0.0842420482163607
DEL,repeats,3,2,0.00245956964968902,0.000636745237817198,0.00232135015459832,0.000753674504289661,0.0026085161159171,0.000999244883574941,0.000533663899230179,0.000152471493080053,0.00129441376598057,0.0183243060966508
DEL,repeats,3,3,0.000424962776019665,0.000406909625831725,0.000387279347975647,0.000511772724217462,0.000644966926398525,0.000169608502715994,0.000143423991414156,3.05522553978835e-05,0.00037823026268847,0.00327586525845506
DEL,repeats,3,4,1.94321559515e-06,2.08047328376121e-06,1.97004799979913e-06,0.00484919718478135,3.31862832517061e-06,4.0499774986939e-06,6.83521505168759e-06,1.66418679215392e-05,6.87736548675461e-05,0.000132817268982112
DEL,repeats,3,5+,1.76109126477645e-06,1.84305714992116e-06,2.25990103356309e-06,0.00711957638548775,3.58168996191044e-06,4.34933786342341e-06,8.4211717200717e-06,2.95586112327034e-05,4.39999030419037e-05,0.000363477290493801
DEL,repeats,4,0,2.52712291734327e-05,5.37882145633666e-05,1.23894245749479e-05,0.0106831071409774,2.93529644720216e-05,1.60784289040426e-05,0.00336069322091743,0.00057500312938886,0.000318973511116601,0.00719793631698032
DEL,repeats,4,1,0.00268360805474737,0.000622665612167149,0.00267373330200328,0.00209080023669357,0.00255453523856769,7.55913593352071e-05,0.00246951110540576,0.000995740162332044,0.000935894266623739,0.0585608720798782
