"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.918273999013281
"SBS96B","SBS2",0.998556931036574
"SBS96C","SBS7b",0.975188984298941
"SBS96D","SBS4",0.986299882231584
"SBS96F","SBS40",0.922344649730066
"SBS96G","SBS3",0.935247090950191
"SBS96H","SBS44",0.993886485711072
"SBS96I","SBS1",0.999647611952007
"SBS96J","SBS17b",0.99946800639077
"SBS96K","SBS18",0.987552176380281
"SBS96L","SBS7c",0.991064178934154
"SBS96M","SBS17a",0.999659770557743
"SBS96N","SBS7d",0.96193099203814
"SBS96O","SBS13",0.998525804670521
"SBS96P","SBS22",0.964125910731173
"SBS96Q","SBS28",0.957580375197379
