MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00000000	0.00220903	0.00148479	0.03099763	0.08612484	0.02320902	0.00491099	0.36732620	0.01120404	0.00260259
1:Del:C:1	0.00001400	0.00000007	0.00509658	0.01924944	0.23457412	0.00118674	0.00421057	0.09393564	0.00097076	0.00007055
1:Del:C:2	0.00000000	0.00000000	0.00615089	0.00000000	0.20947704	0.00384069	0.00733950	0.00000000	0.00108096	0.00000000
1:Del:C:3	0.00181784	0.00224930	0.00847190	0.00500734	0.07494912	0.00005060	0.00522150	0.01009599	0.00167452	0.00060288
1:Del:C:4	0.00054674	0.00351101	0.00187851	0.00088837	0.04439076	0.00173528	0.00052864	0.01389173	0.00252508	0.00109144
1:Del:C:5	0.00210406	0.01451357	0.00673346	0.00232734	0.02621821	0.00104476	0.00039272	0.00055672	0.00424837	0.00348901
1:Del:T:0	0.00099796	0.00585867	0.13085013	0.03297412	0.02344409	0.00046651	0.06067552	0.11742490	0.00731869	0.01631596
1:Del:T:1	0.00000001	0.00000000	0.01473702	0.00093907	0.00273108	0.00000692	0.42577400	0.00642991	0.00362290	0.00000092
1:Del:T:2	0.00005502	0.00662571	0.15411233	0.00374471	0.00213966	0.00771838	0.05359302	0.09065972	0.00237926	0.00597986
1:Del:T:3	0.00144379	0.01875214	0.11259158	0.00433183	0.00275189	0.01953249	0.06694107	0.11679080	0.00722236	0.01335796
1:Del:T:4	0.00322625	0.04348979	0.08620354	0.00718868	0.00247843	0.01474197	0.01739643	0.10667545	0.01167596	0.01024566
1:Del:T:5	0.00057713	0.83102130	0.00997205	0.00036032	0.00074848	0.00007127	0.00140646	0.00740205	0.00757281	0.05988485
1:Ins:C:0	0.00000002	0.00000001	0.00000004	0.00000012	0.00000012	0.00000002	0.00000006	0.00000025	0.00000006	0.53210320
1:Ins:C:1	0.00000732	0.00019042	0.00892604	0.00185447	0.00541705	0.00146042	0.00223237	0.00000000	0.00153421	0.01399156
1:Ins:C:2	0.00000001	0.00000014	0.00631890	0.00163944	0.00412990	0.00001796	0.00344489	0.00000098	0.00100034	0.00050061
1:Ins:C:3	0.00069070	0.00038979	0.00146803	0.00018267	0.00874094	0.00000002	0.00029678	0.00003228	0.00100067	0.00083273
1:Ins:C:4	0.00129057	0.00263383	0.00202637	0.00069069	0.00813226	0.00028078	0.00001108	0.00017033	0.00095021	0.00081802
1:Ins:C:5	0.02042901	0.00747554	0.02064941	0.00639552	0.00802256	0.00002173	0.00000214	0.00211540	0.00605581	0.00253446
1:Ins:T:0	0.00222235	0.00102240	0.00164205	0.00360642	0.01736083	0.00635302	0.02522915	0.01395121	0.00414115	0.03817211
1:Ins:T:1	0.00000000	0.00000000	0.01297872	0.00422734	0.06613205	0.00016842	0.00994256	0.00455877	0.00292313	0.00290014
1:Ins:T:2	0.00001027	0.00047980	0.03854142	0.00007573	0.05471521	0.00000000	0.01303041	0.00000676	0.00162010	0.00140087
1:Ins:T:3	0.00340409	0.00103353	0.02773609	0.00075854	0.03191201	0.00004068	0.01500200	0.00024873	0.00162906	0.00031004
1:Ins:T:4	0.01430513	0.00323490	0.02325671	0.00324064	0.00829351	0.00044018	0.01165551	0.00283777	0.00387806	0.00467114
1:Ins:T:5	0.91427225	0.00330452	0.02949475	0.01320672	0.00172483	0.00555842	0.00033452	0.00898524	0.00897783	0.16966133
2:Del:R:0	0.00017547	0.00003484	0.01955321	0.00727738	0.00878407	0.00019988	0.03067672	0.01226737	0.08376188	0.00057641
2:Del:R:1	0.00009035	0.00290108	0.01567680	0.00726404	0.01170575	0.00043105	0.01676120	0.00063981	0.19758036	0.00607135
2:Del:R:2	0.00043760	0.00167121	0.00176535	0.00019480	0.01342880	0.00163713	0.00408510	0.00007596	0.04381353	0.00216234
2:Del:R:3	0.00013403	0.00097185	0.00008833	0.00005061	0.00613003	0.00041411	0.00036914	0.00001061	0.00925226	0.00018331
2:Del:R:4	0.00001544	0.00092520	0.00070505	0.00025725	0.00316743	0.00013487	0.00026695	0.00011887	0.00321287	0.00041084
2:Del:R:5	0.00000001	0.00000000	0.02585635	0.00003549	0.00061998	0.00000263	0.01258349	0.00000000	0.00089909	0.00000000
3:Del:R:0	0.00001154	0.00000001	0.01249881	0.01414209	0.00235464	0.00067884	0.01709076	0.00074767	0.00486893	0.00142996
3:Del:R:1	0.00378648	0.00414127	0.00690276	0.00194970	0.00000776	0.00414058	0.00414028	0.00195040	0.09255786	0.00437095
3:Del:R:2	0.00056430	0.00208477	0.00094740	0.00033485	0.00000301	0.00052407	0.00112003	0.00051732	0.01435098	0.00141334
3:Del:R:3	0.00027578	0.00049245	0.00094661	0.00046046	0.00001676	0.00011749	0.00025311	0.00021923	0.00350681	0.00037236
3:Del:R:4	0.00000001	0.00000000	0.00688901	0.00000000	0.00001591	0.00000001	0.00304750	0.00000000	0.00042009	0.00000808
3:Del:R:5	0.00000001	0.00000000	0.01001675	0.00000000	0.00025520	0.00004303	0.00457596	0.00000000	0.00028131	0.00001401
4:Del:R:0	0.00003035	0.00000000	0.00637004	0.00754446	0.00097854	0.00221449	0.01340856	0.00042465	0.00627884	0.00040022
4:Del:R:1	0.00041777	0.00188002	0.00134193	0.00077730	0.00101665	0.00257254	0.00241355	0.00257051	0.05404245	0.00034210
4:Del:R:2	0.00000000	0.00049186	0.00000156	0.00000159	0.00000000	0.00059818	0.00043839	0.00004219	0.00954102	0.00053678
4:Del:R:3	0.00000001	0.00000000	0.00368064	0.00000045	0.00011312	0.00012441	0.00258746	0.00000325	0.00369395	0.00001701
4:Del:R:4	0.00000086	0.00000000	0.00514970	0.00007127	0.00021465	0.00000706	0.00288328	0.00000000	0.00013926	0.00000000
4:Del:R:5	0.00003362	0.00016343	0.00177074	0.00001157	0.00008600	0.00008545	0.00080475	0.00000049	0.00071073	0.00007152
5:Del:R:0	0.00000000	0.00000000	0.00577694	0.29249075	0.00104318	0.01366000	0.02315375	0.00004210	0.00835292	0.00079871
5:Del:R:1	0.00000086	0.00321374	0.00004623	0.00000000	0.00000000	0.00748152	0.00116857	0.00023819	0.01077059	0.00039066
