"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.923362796422432
"SBS96B","SBS2",0.999222515446207
"SBS96C","SBS7b",0.982757170795795
"SBS96D","SBS4",0.986664375588337
"SBS96F","SBS40",0.920379080120113
"SBS96G","SBS3",0.932670737454807
"SBS96H","SBS44",0.993305983910419
"SBS96I","SBS1",0.999632219836629
"SBS96J","SBS17b",0.999477857106624
"SBS96K","SBS18",0.988195092107239
"SBS96L","SBS7c",0.99276206039336
"SBS96M","SBS17a",0.999658689961787
"SBS96N","SBS7d",0.962648846845653
"SBS96O","SBS13",0.998554840883466
"SBS96P","SBS22",0.940504717556872
"SBS96Q","SBS28",0.954433000424278
