Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11
DEL,C,1,0,0.00433776148331874,0.332649836971201,0.0404287934586376,0.0050270766479074,0.0141788875835271,0.00042655894150313,0.0284990518969177,0.0202044243135216,0.12635249206756,0.0634273401237178,0.0124645492048732
DEL,C,1,1,8.05509294854202e-05,0.0979515703816599,0.0226921539755586,0.00291556464051758,0.00189715166777316,0.000831712815083811,0.00659193421029063,0.028236370800117,0.207270029268403,0.0193311608368394,0.0101720250210452
DEL,C,1,2,4.86710735220985e-07,0.00286868642521774,0.00407208727791056,0.00175103551580566,0.000430529920247376,3.11915558604378e-06,0.00791603593722377,0.025764301631058,0.174971361172182,0.0057292629563659,0.00363006771128544
DEL,C,1,3,0.00240191768018646,0.0124855936553084,0.00589227653700369,0.00142377591660464,0.000900677107036941,0.0017581589981515,0.000674550404158896,0.013606982863173,0.0641293183328533,0.00509230743088299,0.00389625891413473
DEL,C,1,4,0.00354655110791588,0.0111936061623897,0.00102515685860232,0.00223164691333391,0.00195289963691322,0.000906337788759243,0.00280280340873909,0.00248936743443923,0.0427702989658296,0.00398682623027978,0.00125517641685116
DEL,C,1,5+,0.0135140827457983,0.000897939323261609,0.000716462113360639,0.00262048839167224,0.0030539383375432,0.00357191090400601,0.0013872083006862,0.00256691463248327,0.0217938879468347,0.000593898091937025,0.00125345995214125
DEL,T,1,0,0.00739044553267743,0.10110720419997,0.0358210856057492,0.00788575341266247,0.0173326764380613,0.00186155516179908,0.00406255958167496,0.102138631064104,0.0371929776751658,0.0527366044862782,0.0183002972638532
DEL,T,1,1,1.60083622161029e-07,0.0450876620770248,0.00939299497321526,0.00227373504145293,0.00116283772200848,1.91240481133758e-06,0.000404364212331762,0.108750223293379,0.0133102057306476,0.488961782799092,0.0184517404812986
DEL,T,1,2,0.00686071631095091,0.0860568521044097,0.00949373880281186,0.00242615378100536,0.0103874874482461,0.00103347701415103,0.0114322052312011,0.11530721476605,0.0188422917639815,0.0230220711145645,0.0133668993419631
DEL,T,1,3,0.0181496254039406,0.115817473360914,0.00923323562509714,0.00121613445233397,0.0202576751705616,0.00277025085096282,0.021765785440198,0.0887007578197197,0.0202669292732661,0.0643916912642844,0.0267933414529846
DEL,T,1,4,0.0440046183733364,0.0930488551456442,0.00134113985656073,0.00211468440722417,0.0143694875739807,0.00429950405412453,0.0182737833408699,0.0517633801895519,0.0163146984022744,0.0220179636895214,0.0131420656604349
DEL,T,1,5+,0.751324140361154,0.00176482139008384,0.00791981092877031,0.00447250957641285,0.0439959204817036,0.000884074678477078,0.00615736719954853,0.0313431968415203,0.00809469677182958,0.00515266621045103,0.0106449574395617
INS,C,1,0,1.17286991772456e-07,0.00026651443243785,0.00250717307734532,0.000350471230568154,0.458423615589993,1.92407418742973e-06,0.00241864165427509,0.000478131336414383,0.00243519373909175,0.00233509985578135,0.000510787424010484
INS,C,1,1,0.000200833483514179,0.000212549197397735,0.00230022630001114,7.73290403059859e-05,0.0117133366031306,4.85198929233975e-05,0.00171697882242928,0.00137952601322417,0.00129085793996721,0.00159700804747708,0.119403965515946
INS,C,1,2,1.74963526056981e-05,0.000971929703499671,0.00125920594180224,0.000121556026231871,0.000776915963141459,7.6448142081359e-06,0.000247024341147476,0.00324282508386515,0.00177482870886838,0.00139367863914666,0.0690628622262436
INS,C,1,3,0.00049745551564109,0.000103163248014144,5.9175803510121e-05,0.000129652105447125,0.00190996326220251,0.000868495374960166,0.000297415437651364,0.000523119220114929,0.00592088263429221,0.000466863225948656,0.0281886880893215
INS,C,1,4,0.00275055800719619,0.000271042590270532,0.000781167748977302,0.000179750184279108,0.00130055216830283,0.00191868362210905,0.000205175128441542,0.00018528728603857,0.00670765362541267,8.23387325447142e-05,0.00747826561354289
INS,C,1,5+,0.00999401689783688,0.000251945576802264,0.000349494346235776,0.000400310923893267,0.00157978947247555,0.0240993284827325,0.000221848262585083,0.000201663769085645,0.00730722270220727,0.00109744207139457,0.00268888835900128
INS,T,1,0,0.00144794243335454,0.012584545154034,0.0050213091231658,0.00131090451435367,0.0336985301023661,0.00224807098245893,0.00598415068152055,0.00653457047298082,0.0180531268196151,0.0401203727196793,0.00257460428297841
INS,T,1,1,3.45946158004232e-06,0.0094906531896502,0.00512483436874097,0.00137570185757647,0.00352003246104099,4.14283444288072e-05,0.00127731429296814,0.0136556772413811,0.041450594470305,0.00422593391971161,0.243495804913858
INS,T,1,2,0.000621929716997152,0.00216649852130686,0.00132997176426712,0.000363706310420042,0.00161684605114325,0.000252370851009446,0.00072915757343666,0.029680474508138,0.0402490594581868,0.00378937476723485,0.126712973791811
INS,T,1,3,0.0013784403018617,0.00205378676655858,0.00160139082113163,0.000278252481398038,0.000632392044314645,0.00402507053152815,0.000655101954268319,0.0191388942858915,0.0240385764647551,0.00871031931243097,0.075347836934368
INS,T,1,4,0.00425481818182042,0.000772986073502928,0.000715274118739285,0.000741623823717923,0.00496727779331271,0.0172996606008641,0.00149966522753801,0.0111840470162903,0.00640137287408091,0.0131405682353391,0.0397856339697459
INS,T,1,5+,0.0729953026866639,0.00187138778777348,0.0233776457291375,0.0105775849137315,0.210712562696383,0.889647325877968,0.0116748577420583,0.000571538612837085,0.027440506049177,0.0261135259702644,0.0138085642681964
DEL,repeats,2,0,0.000216388039951444,0.0147425217385502,0.00927415308270049,0.0676740926182849,0.00140175642474345,0.000475244951427368,0.00189676547569514,0.0280266072238073,0.00699525340663324,0.0223254692877299,0.00440973701255534
DEL,repeats,2,1,0.00343729312737193,0.00506899847294908,0.00911929656952764,0.227886944856944,0.00672447237413711,0.00100845306677224,0.00228230072825843,0.024634503751432,0.00904348377838106,0.00262492411958562,0.0104690430022656
DEL,repeats,2,2,0.00175366520930776,0.00153906740944111,0.000393872073887043,0.0529161747174088,0.00217855006203103,0.00033239119504278,0.00204722015666516,0.00477877910823359,0.0115110336549733,0.00308701374148424,0.0022651303348767
DEL,repeats,2,3,0.000711709376458251,0.000111136743328215,6.73385522675618e-05,0.0113964372945028,0.000522967490493507,0.000407487062365225,0.000523493932784543,0.000197412467652928,0.00676569246521229,0.000342143914163664,0.000298850423275558
DEL,repeats,2,4,0.000877002680885497,0.000212197632348614,0.000195955469954467,0.00281400478156735,2.57536697695e-05,4.80428213713948e-05,0.000229721097051163,0.000688279634202068,0.00296094828904103,0.000439195321877531,0.00126605509183689
DEL,repeats,2,5+,1.08000930461728e-07,0.000228932128686786,0.000704113097842235,0.00278891267790022,2.42286741245043e-05,1.35502049446532e-06,0.000193075601370921,0.0214330736657869,0.000179192048914275,0.000201750081617348,0.00538158077492722
DEL,repeats,3,0,1.00953617410478e-05,0.0033467234851099,0.0110010187643161,0.00534714451716721,0.0012436461810794,0.000149901373110361,0.00167546944430462,0.0174014869273398,0.000820242757318161,0.00174453853682457,0.00650479816833731
DEL,repeats,3,1,0.00485755583066818,0.00319832787787581,0.00135422901158529,0.0898938681530532,0.00433477157820111,0.00496771380861175,0.00564691087887665,0.00591175287657024,0.000590086232868781,0.00190973848593938,0.00226506074846954
DEL,repeats,3,2,0.00218045803766307,0.00209780271070856,0.000612712940227877,0.0197584669700782,0.00132032818134622,0.000717020695379028,0.000350971243693325,0.000746799902238399,0.000213384325312215,0.000558084186924787,0.00131829128814367
DEL,repeats,3,3,0.000383274711377072,0.000439266466275057,0.000212024040061159,0.00347822779122738,0.000390284714321954,0.000429223677855467,0.000140319822572365,0.000627310317025783,5.88494137748883e-05,5.6832012396741e-05,9.21092076084479e-05
DEL,repeats,3,4,1.10019639442321e-07,9.1006128615531e-05,2.53627423130413e-05,0.000577104029593753,3.90301024435804e-05,1.36737630444525e-06,5.18707929098329e-05,0.00590260476786929,3.43113930036252e-05,0.00022003702250556,0.00244484882909736
DEL,repeats,3,5+,1.09414026748144e-07,0.000213048419767487,0.000121965090660195,0.000764304329320941,2.36007347412708e-05,1.66048357452462e-06,8.25373239258625e-05,0.00861944200368647,6.90004728057661e-05,0.000785115370588241,0.00223363088790307
DEL,repeats,4,0,1.68572293424423e-05,0.00172190232888712,0.00638908221628741,0.00775469454167794,0.000395528415924801,7.56999291436857e-05,0.00222016763898296,0.0114878504647415,0.000439464737620691,0.00157875673049969,0.00133779867761703
DEL,repeats,4,1,0.00219551639543291,0.00441531951451595,0.00174747880257544,0.0627047507764126,0.000967662744619801,0.000858743895150453,0.0028573043797102,0.0026281047126553,0.000921785305740659,0.000666748989566362,0.0013079693044152
