Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID13 0.998),hdp.2 (False Positive) (ID5 0.962),hdp.3 (ID6 0.996),hdp.4 (ID4 0.992),hdp.5 (ID2 1),hdp.6 (ID3 0.985),hdp.7 (ID1 1),hdp.8 (ID9 1),hdp.9 (ID8 0.989),hdp.10 (ID14 0.977),hdp.11 (ID11 0.976),hdp.12 (False Positive) (ID5 0.133),hdp.13 (False Positive) (ID5 0.331),hdp.14 (ID5 0.994),hdp.15 (False Positive) (ID5 0.926)
DEL,repeats,4,5+,0.000502903559473423,0.001840735890272,0.000114701938434043,0.00067525846481665,0.00014427302916888,7.20592590719967e-05,3.38469581954562e-05,5.26608899394348e-05,3.36401934360063e-05,7.9737837007936e-05,0.000341080884790824,0.000444424153133047,0.00187634650479429,0.00149919661214065,0.000755982583441744
DEL,repeats,5+,0,0.0122029117781423,0.0233334233614803,0.0149530036984942,0.00572053059317908,4.15888796243104e-06,0.0013744834880982,7.79155340563479e-06,0.00209025548476672,0.212155364666699,0.00492041743775625,0.0338664710093798,0.000190286586261975,0.00452772817969666,0.0203988732176024,0.019267940776791
DEL,repeats,5+,1,0.00304361250234775,0.000264961049308734,0.00776232908964373,0.0150137683826044,0.0028933372071279,0.000124082130374809,8.67312955984292e-05,0.000702517780829255,0.000485462606708394,0.000412165862685685,0.000260186343086723,0.00164279641967957,0.00296972871306585,0.000137193900404322,0.000254301885993856
DEL,repeats,5+,2,0.000362855466685885,0.000251420657138041,0.000400990147848974,0.00290085452662979,0.000400026456881564,4.94348946365005e-05,0.000103505389693239,0.000143095515985036,0.000249899090136542,3.82352313464384e-05,0.000883220910577126,0.00131587673294927,0.00076690904676387,0.000348809146022561,0.000219040628789557
DEL,repeats,5+,3,0.000120283798288691,0.000182910187638304,0.000176649373313186,0.000900923931970656,0.000112259352708878,4.12804979826472e-05,1.69828238249148e-05,0.000135796943813531,2.4759496729846e-05,9.53100039563037e-05,0.000256032779303454,0.000481814967456328,0.000874370871836999,0.000143731836131337,0.000185479864384034
DEL,repeats,5+,4,3.78503022520387e-05,4.04254323135093e-05,7.99781246774516e-05,0.000132896090898347,5.80569658980048e-05,2.18570520554843e-05,8.97844794936904e-06,5.99050853315163e-05,1.02738872594196e-05,2.67150057979011e-05,0.000114633918104027,0.000349847387491806,0.000550064676554435,4.06242513887586e-05,2.57849204799612e-05
DEL,repeats,5+,5+,0.000220428155629504,0.000600666605166109,1.89299572274783e-06,0.000168313557856808,1.88183460150038e-05,2.71192712769855e-05,1.20040058509399e-05,7.7637957287946e-05,2.48916712182321e-05,2.33185255068668e-05,0.000173005926780134,0.000462286431633295,0.000788578709015097,0.000623478557566827,0.000615951795136577
INS,repeats,2,0,0.0101816128384987,0.00608717223628628,0.00213615687990838,0.00101288068941592,0.000211237249819372,0.00228298134603218,0.000549506594125173,0.00144839802231653,0.00199064424674888,0.0260037013888814,0.00353368325886571,0.00169518354990791,0.00575590553701732,0.00597830288987453,0.00602219685039871
INS,repeats,2,1,0.00326098025273518,0.0191030380397488,0.00027461284657403,0.000768588465796622,0.000233730269045544,0.00257302542567665,3.3788636653221e-05,0.00174194200323753,0.00151195111721594,5.61710307780404e-05,0.00286247179380359,0.00044262459522444,0.00585194154017617,0.0188047167042998,0.0205086546353925
INS,repeats,2,2,0.000712610424480675,0.00751797722166463,0.000481803306567797,0.000134620011925609,0.000890360878766022,0.000945233505665791,0.000233813109190891,0.000628384104881932,0.000582582277404444,0.0011282074679008,0.00184502635947087,0.00113885355497666,0.00335229675026478,0.00720314975671135,0.007191384046025
INS,repeats,2,3,0.000705127240050043,0.00110866960885233,0.000379630657188907,0.000322877794349845,0.000403634143862319,0.000838104892610297,0.000425568200950578,0.00039414706471879,0.000360700606522292,0.00101104876031796,0.000284730129078769,0.00264854933971221,0.00264847597019141,0.00106097986310849,0.00134300581710834
INS,repeats,2,4,0.000181215479430992,7.77189574498878e-05,0.000117879601912748,0.000206506117200617,0.00199935141635044,0.000479406786349509,0.00225673979857233,0.000196747271682854,0.000142891338795822,0.0037282925805189,0.000216696087003079,0.0318676378503014,0.00255815287798971,0.000112141961585381,0.000126129133525853
INS,repeats,2,5+,0.00169469446666392,0.000970921012071208,0.00030492722718003,0.000211355521065923,0.0140673313549544,0.000295456129094015,0.0149648994867612,0.000596609940105488,0.0020844095432667,0.000549812695532863,0.000616815327601016,0.242213296266884,0.0108191698697136,0.00101070093014846,0.000509426265537269
INS,repeats,3,0,0.000731456597406899,0.0037945097999099,0.00105706619238144,0.00024994051771675,1.53216647875019e-05,0.000141911927512717,3.73237406606363e-05,0.000590634536233287,0.000517202345338416,0.00795301750111947,0.00147153879254213,0.000162826665582489,0.00291452032355761,0.00378920944761548,0.0040830598189063
INS,repeats,3,1,0.00379346114803205,0.00499404726998566,0.000170184471753064,0.000488836728364539,0.000963066776308963,0.00038656198836808,0.000345468167022788,0.000873158156524466,0.000565688948875308,0.00299415627620944,0.00377947650392271,0.00420103461249686,0.00388921188177131,0.00598795376589531,0.00609154365316898
INS,repeats,3,2,0.000429759874187728,0.000997384776656231,0.000798972661775178,0.000997197212753271,0.00015043289152833,7.86200069365947e-05,4.5145989614816e-05,7.21579862949369e-05,8.4945328630646e-05,0.000295940690621433,0.000267560584669854,0.00105607389118073,0.00194455669165326,0.00124801505816748,0.00187461922459284
INS,repeats,3,3,0.000118615383818009,1.87659112107975e-05,0.000301534192930474,3.18434843409666e-05,1.78958499276169e-05,2.44132465522101e-05,0.000109317080217731,4.66069418302892e-05,7.04418577428701e-05,0.000289942228353057,2.44549397079121e-05,0.00093083799080026,9.20468153353245e-05,2.79898237905686e-05,2.13444645068955e-05
INS,repeats,3,4,1.06028233225586e-05,2.92850342296391e-05,0.000122145454549439,0.000162609201286925,9.60984461489301e-05,3.50012493343849e-05,7.44285197416528e-05,6.32885293845319e-05,0.000121329035771532,0.000899739546569682,3.767082447286e-05,0.00128481769645257,0.000230141662954506,2.727818585055e-05,4.23306649523277e-05
INS,repeats,3,5+,6.66477283525073e-05,5.02381740940306e-05,3.18484250439949e-05,5.88235491985197e-05,0.00202251334093459,3.56278121062289e-05,0.00104215889323557,9.93222085491475e-05,6.05216265469702e-05,0.00200117242129906,0.000348721665226357,0.00913302298735277,0.00224871995088867,6.69167996646305e-05,6.4674232053163e-05
INS,repeats,4,0,0.00132548125489449,0.00283441429308138,0.00161775187759955,0.00054739398081901,9.92161767015303e-06,5.88605780738054e-05,1.00640471829053e-05,0.000147421490881392,0.000586072398354532,0.00512573566447216,0.0013410680242912,9.61763726711138e-05,0.000855803911226289,0.00255321612341869,0.00196779311043677
INS,repeats,4,1,0.00451396939249228,0.00325548134075023,0.000714449080302386,0.00152530570305592,0.00109401433035662,0.000130810869707221,0.00058806941176207,0.00149684773278284,0.000571618939435335,0.00199256204582442,0.00234620824827135,0.0102496819947899,0.00368729002897579,0.00375716671256224,0.00362691397907312
INS,repeats,4,2,0.000149900623212038,0.000418956414571217,0.000403491471538513,9.82074360814933e-05,5.25841908733516e-06,8.80865531633677e-05,1.89616635211062e-05,8.70753494501073e-05,0.000162921132211526,8.56965743606277e-05,0.000163432739664684,0.000488613297333288,0.000271412519696615,0.000312603138742687,0.000185853266363587
INS,repeats,4,3,7.2857389311436e-06,1.82935719490291e-05,0.000402701778712057,0.000108789227752897,0.000219111002731218,1.31941406882504e-05,4.980250432907e-05,2.35753548122619e-05,1.74541770339096e-05,0.000783484580818668,7.15434702989871e-05,0.00100835228145619,0.000193549483289366,1.51118409615701e-05,2.27573368619619e-05
INS,repeats,4,4,0.00011464672927828,3.12126890546938e-05,2.62034437869385e-05,0.00028639514041519,0.000144797435658391,4.18434964153186e-05,0.00034976042789431,0.000124136145559388,0.00010397488267478,0.00141067148087623,9.37772529035465e-05,0.0025781666303978,0.000926624307401889,3.48169813541688e-05,4.76894879561866e-05
INS,repeats,4,5+,0.000728356703064922,0.000498007283633118,0.000100483689123265,0.000114017053307114,0.00212392953683207,6.50898833127178e-05,0.000845318572266955,0.000105732626656736,0.000889516445421339,0.000232003438827051,0.0004497843134289,0.0062473985557548,0.00485937251060521,0.000725075338768296,0.000768405768220934
INS,repeats,5+,0,0.00260623123187975,0.00414283234595775,0.00888627735246102,0.000266549025174517,3.12251528334388e-06,7.40615357559329e-05,6.28644834198557e-06,0.00014942738985568,0.000372699906697671,0.0027272247052667,0.00375557685349063,9.03777971878242e-05,0.00412723342190808,0.00463357737732368,0.00461768062611802
INS,repeats,5+,1,0.0142565226737773,0.00420710452802757,0.00550624847471681,0.00220984250705995,8.21059795620303e-05,0.000810681420567271,0.00150514189830747,0.00190077053406909,0.00964436874950417,0.0251307662291699,0.00203326942398,0.0106974386625686,0.0022980676817426,0.00444566310010349,0.00434877569514001
INS,repeats,5+,2,0.000264754670264782,0.000339841715879347,0.00129183922478251,8.76396600281972e-05,1.89896393756285e-05,3.65313337844676e-05,0.000155860740476289,6.88591283432468e-05,5.75423421330773e-05,0.00055788678464576,0.000304209676875171,0.00277251888452737,0.000572522326523888,0.000293297581150634,0.00017230482967304
INS,repeats,5+,3,5.10594061678519e-05,0.000137365619001305,6.24801941544073e-05,4.2074885559675e-05,8.49021762086533e-05,5.76800974891718e-05,0.000197974009894874,0.000180724247346073,7.10384290823427e-05,0.000115649160786825,0.000219672437521572,0.00230769974176344,0.000636989571721288,0.000102198058177528,0.000192609823804423
INS,repeats,5+,4,4.6843944753762e-05,0.000156335785028002,3.45348920277747e-05,6.37710623905801e-06,1.38728483183071e-05,3.7498419801879e-05,0.000151497879843114,0.000112692854422939,5.04906545635035e-05,4.92787579067603e-05,0.000247037093034876,0.00186140938042887,0.000381090560227256,0.00014063031248901,8.04378507575463e-05
INS,repeats,5+,5+,0.000313898855087591,0.000632206952987975,2.55422177360785e-05,4.79053826925281e-05,6.74694882170273e-05,5.75484285008858e-05,0.000154015938008744,6.50346281904631e-05,0.000339216893734341,1.82933236727635e-05,0.000544005797753118,0.00132227516106876,0.000794291619972238,0.000556481841342087,0.000350639596718596
DEL,MH,2,1,0.0102941863900324,0.0294907741482628,0.000883273315607966,0.201241010102233,0.000172646482479069,0.00966565697892108,0.000919751184748413,0.0046510272000203,0.00318919179058394,0.00227639656839097,0.0131575349678429,0.00819711957429125,0.0109947433831809,0.0290702766554903,0.0314047363296097
DEL,MH,3,1,0.00324774153199444,0.0154284811357848,0.00110026881332734,0.00619772034289602,1.00259248003659e-05,0.000585745385475288,1.78453687390251e-05,0.00244939598726556,0.00995682924004899,0.00146679285550967,0.0031977110354126,0.000680899392382605,0.00655551607408759,0.0133018260138625,0.0134924566694503
DEL,MH,3,2,0.00157583227597155,0.00954124457710379,0.00389917067479543,0.0417865282327247,0.00253634844633984,0.000579152855441104,0.00154855972853921,0.00121429390316976,0.00371069516522011,0.00349871236154861,0.00542015640988514,0.0200732020167046,0.00959749341106832,0.00923502829748352,0.007865717745262
DEL,MH,4,1,0.00165727854451076,0.00993458403351423,0.00247972615750067,0.0120389534392196,7.44638076181798e-05,0.000178788324852693,7.9968043069047e-05,0.00258672756463171,0.00577313516514695,3.64078852249463e-05,0.00239540687811061,0.00155201872073427,0.00162443668112378,0.00875611499160345,0.00928283376336626
DEL,MH,4,2,0.0011092586884041,0.00581487503483981,0.00926904033191371,0.0292634332972067,0.000508262807981132,0.00041259158525925,0.000168874629874355,0.00222451779502764,0.0021405372611457,0.000668719299405826,0.00292466419269746,0.00134340330392167,0.00255736489027148,0.00694105007840709,0.00524825565012953
DEL,MH,4,3,0.000886984417354374,0.00350311477317679,0.00479682849083553,0.0488114223251081,0.000594358296037266,0.000108054836283438,0.000101701514623753,0.0027789676054868,0.000765215269802854,0.00178751196228938,0.00263862358092772,0.00354619548464261,0.00804786631394366,0.00303023807070951,0.00345350408137951
DEL,MH,5+,1,0.0097206664476667,0.0132829715283382,0.0672587576925008,0.00225801418649652,0.000530194099817993,0.00109105464003762,3.87920110660317e-05,0.000892455871355415,0.341468482571715,0.00754493337352038,0.0243484352248063,0.000936903167455195,0.00611069700714877,0.00805900283777236,0.00523237597405312
DEL,MH,5+,2,0.00968462277173499,0.00888928448129483,0.230647703524708,0.00068631678750372,4.83994653649045e-05,0.00196816533535018,1.96952871313282e-05,0.00066963191300682,0.121284125023749,0.00468396480837252,0.0160205842624933,0.000174223865670334,0.0028269551883697,0.00685320655664534,0.0101651473192417
DEL,MH,5+,3,0.00272725545079152,0.00768150022302711,0.235299972887087,0.00112263699481826,5.54052681198418e-05,0.00101848686625224,2.87371725476899e-05,0.000566853758032092,0.0424474297048917,0.0010772205386196,0.00568589564573024,0.000295927300526504,0.00374156268306863,0.0071364004012679,0.00667404569529936
DEL,MH,5+,4,0.000862945427791589,0.00239128346998668,0.133019619230598,0.00395268461876734,0.000379463598037404,0.00121513223010249,5.6406140006019e-05,0.000591897285888788,0.0139459410343458,0.000210770471393626,0.0017679299964135,0.000617448313530976,0.00396604068429838,0.002610999601928,0.00205222232559738
DEL,MH,5+,5+,0.0119735887027609,0.00115739289306177,0.110127055190222,0.00037439920651419,0.00221267289488178,0.000273063320465505,0.000548979653875153,0.00038692703678423,0.0123370202823396,0.00114620285470593,0.000938860896016108,0.00391890392260301,0.00332836162332365,0.000840132352022416,0.00159323560313598
