Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID13 0.998),hdp.2 (False Positive) (ID5 0.962),hdp.3 (ID6 0.996),hdp.4 (ID4 0.992),hdp.5 (ID2 1),hdp.6 (ID3 0.985),hdp.7 (ID1 1),hdp.8 (ID9 1),hdp.9 (ID8 0.989),hdp.10 (ID14 0.977),hdp.11 (ID11 0.976),hdp.12 (False Positive) (ID5 0.133),hdp.13 (False Positive) (ID5 0.331),hdp.14 (ID5 0.994),hdp.15 (False Positive) (ID5 0.926)
DEL,C,1,0,0.0460238449993595,0.0188697662740652,0.030528976797763,0.0114891768033223,0.00406736754665769,0.13160221394775,0.000488000900320903,0.3345463443473,0.0337923048384379,0.0105718329114829,0.00829966447867144,0.00281210915851672,0.0242699724721416,0.0234423203540328,0.0191268200583833
DEL,C,1,1,0.0158762372120103,0.0311267999046079,0.00608993726963569,0.00225221172059989,3.94481910895755e-05,0.166187952277583,0.000563472045528129,0.0973875310721757,0.0197526413749759,0.00241303041588819,0.00993152639093356,0.00412985209966752,0.00563189596986144,0.0264422548262591,0.0296100654964228
DEL,C,1,2,0.00705303953772085,0.0247672070629239,0.00838251378413552,0.00326434958225609,3.10529025266653e-06,0.208854942868122,5.7861109007045e-06,0.00244066549323591,0.00264724780993303,0.000344434881443422,0.00277986696112991,9.35103609546588e-05,0.014393137414962,0.0283659872334513,0.0265652952954186
DEL,C,1,3,0.00567409991383972,0.0129269766607681,0.000840799932535295,0.00152267076685165,0.00227611842454335,0.0704005340203585,0.00188322203928926,0.0110033950746419,0.00568227056280669,0.000859468413294408,0.00232073157629589,0.0133421889355848,0.0131225072193219,0.0125482394908877,0.0152763392130117
DEL,C,1,4,0.00407411018100569,0.00200320357508566,0.00258711682502949,0.00230018718138295,0.00340731872529391,0.0433169495795085,0.000812158171173952,0.0130920796746698,0.00112016092765514,0.00194495173437641,0.00331525466932202,0.00604938053551511,0.00811686448852087,0.00302775685179565,0.00360347543589711
DEL,C,1,5+,0.00159763025911513,0.00185551883257275,0.00186893465136567,0.00230048150936322,0.0137687478884624,0.0254874021586477,0.00271481356224696,0.000707635239959441,0.000601104567195852,0.00364549592500325,0.000724852409108086,0.0178591459364816,0.0189352956197486,0.00217746748553842,0.00327344863764439
DEL,T,1,0,0.0383937018834573,0.0767060067541366,0.00266701560258084,0.00730266962766221,0.00657428415724684,0.0281855403650557,0.00148988723386563,0.106155647791329,0.0295695907111942,0.0196225094203417,0.0172722951365166,0.0113531442442307,0.0267568617108642,0.0866653613882219,0.187972494160624
DEL,T,1,1,0.507006615164654,0.0999316516577604,0.000812382326086619,0.00332712553576102,2.96174833035529e-06,0.00842147130550678,6.41946238567993e-06,0.0388137040963689,0.0108572768728882,0.000547975418182449,0.00876095438589571,7.5048229818208e-05,0.0139344793137218,0.110782424870356,0.0771122570380546
DEL,T,1,2,0.0193927218133592,0.170559835088747,0.00952305315317752,0.00524310257795431,0.0068551459380102,0.0101559014850995,0.000316094573435268,0.0848165803259072,0.00909282247088618,0.00807501271718691,0.0222760512242363,0.0117295184483012,0.0156934156485003,0.110189611438568,0.0858975831233931
DEL,T,1,3,0.0528265335160033,0.0690697106750533,0.0214430280701152,0.00627372703989473,0.0173500394235976,0.014477563720174,0.00198354532378335,0.106096648985654,0.0101515508397095,0.0156638321913099,0.00601178381593413,0.0120850977609834,0.0307112303270863,0.108264417699991,0.0755696830007931
DEL,T,1,4,0.0148422743648363,0.0387735810642407,0.0169517275775573,0.00415886837675148,0.0428917627627683,0.0133927293047554,0.00435521744158722,0.0949933395997537,0.00164672265568469,0.0112047004744833,0.00729025963305285,0.0462136468474245,0.514950761848688,0.0490354008403257,0.0459624281111623
DEL,T,1,5+,0.00697782267469052,0.0265711217673213,0.00297354110758666,0.00214839803727527,0.819809476576849,0.0085054443378637,0.000957775807100824,0.00420867209941042,0.00946466860183454,0.0486366940257789,0.0088985550684484,0.0135268102469493,0.0156938588915919,0.0255455263274775,0.0307680506326625
INS,C,1,0,0.00277495828346806,0.000476198826727146,0.00225863483670054,0.000408331017953222,2.58471154775109e-06,0.00267961374184917,5.25405472592707e-06,0.000199061305740542,0.00264300036488732,0.533321313898011,0.00072154288502409,9.91756358521257e-05,0.000471856895520462,0.000505548353699263,0.000632073677902423
INS,C,1,1,0.00232759614300089,0.00113593337146629,0.0017466985143864,0.000333866038946375,0.000176005363461152,0.00128320055673644,5.39924467054422e-05,0.000211477337042232,0.00218506577459794,0.0153266173132921,0.120151094656187,0.000354512907995602,0.0028264626960458,0.00119087471768952,0.00125878853280099
INS,C,1,2,0.00227513487378667,0.00253677672853734,0.000137871299256179,0.000225917748279947,1.18670891905447e-05,0.00209116687195905,9.04393178626473e-06,0.000367321186869881,0.00106698391592228,0.000621526099572507,0.065717886083027,0.000140898719214646,0.00150047636320028,0.00280503700987274,0.00355427215613192
INS,C,1,3,0.00044747073549189,0.000372356529385402,9.40452366051764e-05,0.000848925988790645,0.000319660205417945,0.005829481005207,0.000832926779319398,0.000233191797625336,0.000225421803800818,0.000844223976900438,0.0262763551673743,0.00663836917397293,0.00114834435161785,0.000577340063530545,0.000202610941689214
INS,C,1,4,0.000339774087795622,0.000216603721644448,0.00043768252601984,9.57967497669483e-05,0.00251263149298943,0.00806073460008253,0.0014348061183718,0.000386908911191089,0.000235888594367612,0.00082313004667191,0.00779468441122423,0.0176136062573961,0.0036581837326338,0.000142479810022962,0.000244674170088618
INS,C,1,5+,0.00103329153247571,0.000234629209147608,0.000324609092888201,0.00086284349757171,0.00785283406903449,0.0102523058860746,0.0209545065265438,0.000871200592465221,0.000914354532387522,0.00210919439827444,0.00127969745352556,0.192405265773042,0.0170774175771003,0.00021602207307568,0.000326716640163704
INS,T,1,0,0.0374592515680258,0.00612258491499291,0.00688360123083111,0.00367120896030799,0.00111817339282775,0.0184112610111086,0.00229296463859506,0.0137310007910311,0.00454336229150153,0.0393511836778505,0.00446674693484207,0.0131130452285555,0.00536442338875596,0.00503278723392167,0.00482603388473604
INS,T,1,1,0.00486857163729953,0.0130912996601596,0.00130839632509604,0.00115120082452199,9.06706475932677e-06,0.0425408653206909,1.69562210161759e-05,0.0105861257949394,0.00352380401092559,0.0036134975054193,0.206238834937353,0.000242607066197404,0.00709489366721358,0.0141681367476463,0.0144206482090839
INS,T,1,2,0.0088713645038898,0.0344442513054404,0.00068774688315137,0.000327881370014336,0.000506147000046265,0.0453754534617527,9.78011335886541e-05,0.00241658262181569,0.00195461419567151,0.00174562203869995,0.131322826327348,0.00410725765037056,0.0130623246573423,0.0284548620593935,0.0249356277694127
INS,T,1,3,0.0115578375867619,0.0200361165918659,0.000826785718691639,0.000813256240706244,0.00106575762447657,0.0248020650746188,0.00329966301096667,0.00182547077829635,0.000824065067685912,0.000474414805563471,0.0838757787682214,0.0337945644686622,0.00558466595600024,0.0215971345087763,0.0215397688801199
INS,T,1,4,0.0118860808573873,0.0110771344099539,0.000981410596859322,0.0011752235939588,0.00354746253183097,0.00626479684172045,0.0142703656344262,0.00402668510240885,0.000757388396720312,0.00489148776790893,0.0424877368250456,0.0948067091517851,0.00628410355439098,0.0108517212807369,0.0113491293068146
INS,T,1,5+,0.0270840138004532,0.00105641867375995,0.0146344778852739,0.00405874080098921,0.0146388358630674,0.0301537556438152,0.904654474483461,0.0043656457778772,0.0119432224694687,0.139063651758757,0.0113008475335794,0.0138409330774406,0.00681614301189098,0.000966811516446678,0.000768915411463297
DEL,repeats,2,0,0.0234422006683037,0.026526836770049,0.00106017206560319,0.0878379389775685,0.000164533493030038,0.00964071705641573,0.000554831248612753,0.0147768173059538,0.00898057417969512,0.000760553373239726,0.0125230392296992,0.00534295408094745,0.00796896904365624,0.0286820800619854,0.025414112130374
DEL,repeats,2,1,0.00639130094618351,0.0218142398704473,0.00148323204981258,0.193534592563739,0.00294114432282673,0.0100123232638385,0.000823134899333591,0.00396986136791133,0.0100757541290453,0.00632104844619319,0.00636901251286633,0.0122788501624768,0.0138887760260647,0.0270289831828272,0.0243415654038343
DEL,repeats,2,2,0.00305596271834079,0.00430286599421527,0.00221379993201765,0.0463828520818575,0.00167380407822544,0.012052520616401,0.000649561804161971,0.000488829121423802,0.000691211845440497,0.00222464493448284,0.00183589740377609,0.0032198090002556,0.00901098430254591,0.00517597487633417,0.00421835748482199
DEL,repeats,2,3,0.00011912874211668,0.000234561124208975,0.000606695683054237,0.0120422611250931,0.00089050633458063,0.00662281844180004,0.000223803290810415,0.000163015542847165,0.000103835563619454,0.000204156272932139,0.000413290702220817,0.00158760997714895,0.00126457254005625,0.000311107557403504,0.000477323787241082
DEL,repeats,2,4,0.000276591527959147,0.000875857416504493,0.000180216215553254,0.00313951247176974,0.000807331446170456,0.00296146256205032,5.6606684256512e-05,0.000234303500671327,0.000229265580814426,0.000348745034795203,0.000349121473504961,0.00117357835758349,0.00164305289096688,0.000773086163641418,0.000708792646782527
DEL,repeats,2,5+,0.00190596115111713,0.0238352987206895,0.00016505335759839,0.00204204752707313,2.07753008891804e-06,0.000102143352740389,4.23291614433501e-06,0.000203731666906579,0.000727245468801334,2.98135492213008e-05,0.0124088717545868,9.47767165199749e-05,0.010970709757775,0.0212223258418649,0.0226056599686728
DEL,repeats,3,0,0.00597687271503111,0.018144912740832,0.0010469626583243,0.00504015642775308,1.37790675957305e-05,0.00114499352213549,4.49986509818007e-05,0.00213090514831795,0.011652467173287,0.00160573074811659,0.00639393389556595,0.000345048566402187,0.00459106269254911,0.0174138641143641,0.0156673869590852
DEL,repeats,3,1,0.00124252452828419,0.00585510046764608,0.00422727859810132,0.0992417046041418,0.00426052904067349,0.000247560399527479,0.00430702440718685,0.00411420150795872,0.00206776270229698,0.00442822573242391,0.000871648682068659,0.0568904239191905,0.0135960385887435,0.00604306194241621,0.0057635907496946
DEL,repeats,3,2,0.000813297756945084,0.000796904419541877,0.000523222506393669,0.0143743198220532,0.00196266401489999,7.21092024813466e-05,0.000671659529559409,0.000987663570261521,0.000226461338290558,0.00145356445858669,0.000399852701745534,0.00635823799286642,0.00561854942788398,0.00127662518668651,0.000517101190008897
DEL,repeats,3,3,0.00016940823856155,0.000461509501217016,0.000143916794578327,0.00371701200028435,0.000457203032322726,0.000113475966352871,0.000249953851800725,0.000325420857391911,0.000258126058967712,0.000376552475774431,0.000479170221906255,0.00544366267353654,0.00137523556523467,0.00065481346023053,0.000241111713364772
DEL,repeats,3,4,0.00119008300361992,0.00581149631976013,3.28950514216419e-05,0.00073497901357407,2.32824997988834e-06,5.2940013910874e-05,4.20529015064465e-06,3.19372951147146e-05,3.09645531170545e-05,3.76492888400904e-05,0.00291124840379321,6.80499490625137e-05,0.00413338957595672,0.00599027515168896,0.00465174598779321
DEL,repeats,3,5+,0.000928082698073006,0.00958144873336674,0.000173717308081944,0.000716618553852826,2.30336938002106e-06,0.000128023119403509,3.68346582538217e-06,7.9504893381485e-05,4.87080851120257e-05,6.49700996021818e-05,0.00376435042404888,4.74550085528988e-05,0.00353052972228112,0.00886808950896765,0.00725890420667909
DEL,repeats,4,0,0.00480707723648368,0.0112242106433278,0.00234503252172319,0.00647607051851732,1.42393586932752e-05,0.0001317189316954,5.38399921476694e-05,0.00127805369797596,0.00713564337568328,0.000400576118534699,0.00541353736171714,0.000872585634795719,0.00244039796334724,0.0108476797861256,0.00993974876485437
DEL,repeats,4,1,0.000751280125555593,0.00234677294135518,0.00252382804587574,0.0577248088325753,0.00186135116918657,0.0013963541610835,0.000866033974794923,0.00359912652766653,0.00133656628797795,0.000262095062458144,0.00178085713075501,0.0065883814542894,0.0079632561326991,0.00271758165426008,0.00302044861260628
DEL,repeats,4,2,0.000184325246047943,0.000215059044599205,0.000540656203528915,0.0137952785755468,0.000443987606008604,2.6828691440768e-05,2.80332213010613e-05,0.000507214514733313,0.000113173512609761,0.000579298514199765,0.000248591903007222,0.000367109813355852,0.00165472495904311,0.000148191941295517,7.78644046822469e-05
DEL,repeats,4,3,0.000557546601457,0.00398376465276709,0.000172731136657519,0.00398832633561552,1.7569531290896e-06,4.81000435138764e-05,3.69676722975161e-06,0.000102300847688677,7.02989664040743e-05,3.44514331274792e-05,0.0021031026033094,8.05135538369407e-05,0.00110736899027008,0.00341551580699516,0.0037863011186427
DEL,repeats,4,4,0.00102743727341586,0.00497564731532002,4.98753364077272e-05,0.000423117495056972,2.01724248154732e-06,0.000118125243732351,5.48938726477093e-06,3.59370093345294e-05,9.3290182816322e-05,1.81344240100251e-05,0.000969779402894776,9.61097223782024e-05,0.0025286525877886,0.0045218426096398,0.00446354129815297
