# Original paramaters
"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",0.947368421052632,0.578947368421053,0.0789473684210526,0.552631578947368,0.921052631578947,0.0263157894736842,0.578947368421053,0.0789473684210526,0.0789473684210526,0.210526315789474,0.0263157894736842,0.315789473684211
"size",2.39557615791409,0.696561963569133,11.5044707385431,1.26005942743359,0.83896302519718,1.09821994144212,0.638467932455196,2.33645008640778,2.14819051320969,0.75661181016324,0.943652702152756,1.7104771916576
"mu",447.67216589492,3152.52569353358,7726.21691301218,34576.6597035239,8209.54913202437,393,3033.6181332935,1579.05319966299,3388.89893895135,2502.97242392696,2614,9936.85512475637
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",0.966666666666667,0.55,0.0833333333333333,0.516666666666667,0.95,0.0166666666666667,0.516666666666667,0.0666666666666667,0.1,0.233333333333333,0.0166666666666667,0.3
"size",3.58423194196012,0.746942966087712,13.0849483739056,1.3357264125435,0.610590832898925,1.09821994144212,1.02223717713351,0.977056297674302,1.62831995259233,0.749384030795426,0.943652702152756,1.29543758102175
"mu",413.78214066911,2858.43800425615,7207.67550042158,38763.8574553849,5366.74461054413,1039,3752.55671831895,1024.79794952573,2996.72254126821,1887.47098845847,222,13526.8623833109
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",-0.0192982456140351,0.0289473684210526,-0.0043859649122807,0.0359649122807018,-0.0289473684210526,0.00964912280701754,0.0622807017543859,0.012280701754386,-0.0210526315789474,-0.0228070175438597,0.00964912280701754,0.0157894736842105
"size",-1.18865578404603,-0.0503810025185795,-1.58047763536248,-0.0756669851099143,0.228372192298255,0,-0.383769244678317,1.35939378873348,0.519870560617357,0.00722777936781394,0,0.415039610635852
"mu",33.8900252258094,294.087689277433,518.541412590608,-4187.19775186099,2842.80452148024,-646,-718.938585025443,554.255250137261,392.176397683142,615.501435468494,2392,-3590.00725855453
