# Original paramaters
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS17a","SBS17b","SBS18","SBS40","SBS41"
"prob",1,0.895287958115183,0.403141361256544,1,0.895287958115183,0.0157068062827225,0.0157068062827225,0.429319371727749,0.00523560209424084,0.0575916230366492
"size",5.6171140431683,0.509602570232439,2.36077421564586,3.32424657479364,0.466449703407386,1.95640612726142,2.85850425533275,2.74404848285922,2.6734056807114,6.37015765951203
"mu",415.184489453988,1249.81013190573,4621.33296264466,2007.16231089963,1298.9410489018,323.009818109278,623.222212631041,694.910181268157,4190,541.051065550977
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS17a","SBS17b","SBS18","SBS40","SBS41"
"prob",1,0.916666666666667,0.35,1,0.9,0.0166666666666667,0.0166666666666667,0.483333333333333,0.0166666666666667,0.0666666666666667
"size",5.34222910379265,0.720223756068248,2.57367868458245,2.98219113891531,0.590170168907812,0.744301782515192,0.690909213359328,6.44836775657812,2.6734056807114,4.2542700690835
"mu",396.173262347956,1214.37614905485,4508.33439837198,2057.50741243702,1143.68456815506,393,818,541.39619918684,3921,457.402906587032
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS17a","SBS17b","SBS18","SBS40","SBS41"
"prob",0,-0.0213787085514834,0.0531413612565445,0,-0.00471204188481678,-0.000959860383944154,-0.000959860383944154,-0.0540139616055846,-0.0114310645724258,-0.00907504363001745
"size",0.274884939375645,-0.210621185835809,-0.21290446893659,0.342055435878329,-0.123720465500426,1.21210434474623,2.16759504197343,-3.7043192737189,0,2.11588759042854
"mu",19.0112271060323,35.4339828508778,112.998564272683,-50.3451015373835,155.256480746741,-69.9901818907221,-194.777787368959,153.513982081317,269,83.6481589639452
