# Original paramaters
"","SBS1","SBS2","SBS3","SBS5","SBS9","SBS12","SBS13","SBS17a","SBS17b","SBS18","SBS22","SBS40"
"prob",1,0.451612903225806,0.032258064516129,1,0.032258064516129,0.193548387096774,0.419354838709677,0.0645161290322581,0.0645161290322581,0.258064516129032,0.032258064516129,0.903225806451613
"size",1.08647183672188,1.1839877546856,1.36993695784396,3.44044230469042,1.09821994144212,1.95985187831688,0.847552859476094,10.3436973645611,8.79278881848218,1.76425600028604,0.846195224411736,1.93726949300037
"mu",665.213874431718,857.330765786467,4741,1954.90917974656,1672,2618.33333333333,656.399689439322,78.5025021831923,411.517490232571,815.679260589141,643,3568.37871470067
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS9","SBS12","SBS13","SBS17a","SBS17b","SBS18","SBS22","SBS40"
"prob",1,0.366666666666667,0.0333333333333333,1,NA,0.233333333333333,0.4,0.0666666666666667,0.183333333333333,0.216666666666667,NA,0.9
"size",0.861622578323628,1.28618742713777,40.718214377125,3.82973687550501,NA,2.01772106096122,0.80080682565011,35.4579347841663,11.7540735725924,2.94180155153635,NA,1.73410891032488
"mu",714.845787944344,742.725074261514,4561.8963243665,2122.25324149665,NA,2233.2631256811,740.705990773242,97.5011926796051,434.763929960621,1124.30248041566,NA,3710.87614768769
# Some signatures not represented in the synthetic data:
# SBS9 SBS22 
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS9","SBS12","SBS13","SBS17a","SBS17b","SBS18","SBS22","SBS40"
"prob",0,0.0849462365591398,-0.0010752688172043,0,NA,-0.0397849462365591,0.0193548387096774,-0.0021505376344086,-0.118817204301075,0.0413978494623656,NA,0.00322580645161286
"size",0.224849258398251,-0.102199672452176,-39.3482774192811,-0.389294570814592,NA,-0.0578691826443321,0.0467460338259842,-25.1142374196051,-2.96128475411021,-1.17754555125031,NA,0.203160582675498
"mu",-49.6319135126263,114.605691524952,179.1036756335,-167.344061750091,NA,385.070207652233,-84.3063013339208,-18.9986904964128,-23.2464397280505,-308.623219826515,NA,-142.49743298703
