# Original paramaters
"","SBS1","SBS5","SBS17a","SBS17b","SBS18","SBS28","SBS40","SBS44"
"prob",1,0.976744186046512,0.0697674418604651,0.0697674418604651,0.720930232558139,0.0930232558139535,0.558139534883721,0.186046511627907
"size",1.43363124604761,0.747206221562383,4.63442649498196,3.19191713485194,3.82418621241995,7.09296028986198,3.30054205702538,1.41742614022362
"mu",5108.34399522254,8646.52226033198,1144.07397349575,3668.39675426547,3822.12177608036,459.251366735266,6872.17363622206,33796.3019894411
# Parameters derived from synthetic exposures
"","SBS1","SBS5","SBS17a","SBS17b","SBS18","SBS28","SBS40","SBS44"
"prob",1,0.983333333333333,0.05,0.0666666666666667,0.716666666666667,0.0666666666666667,0.533333333333333,0.166666666666667
"size",1.7233317829924,0.755863376697776,58.1526037737187,2.92961591610563,4.40278147602772,15.4537409640045,2.89074407955089,28.1812022984572
"mu",4777.28731992015,9106.65652578621,762.005843790753,5667.49912422869,3735.69242015877,340.759096625178,7427.9678172551,38988.5534053845
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS5","SBS17a","SBS17b","SBS18","SBS28","SBS40","SBS44"
"prob",0,-0.00658914728682169,0.0197674418604651,0.00310077519379845,0.00426356589147281,0.0263565891472868,0.0248062015503876,0.0193798449612403
"size",-0.289700536944787,-0.00865715513539278,-53.5181772787367,0.262301218746308,-0.578595263607771,-8.36078067414252,0.409797977474485,-26.7637761582335
"mu",331.056675302387,-460.134265454231,382.068129704995,-1999.10236996322,86.4293559215957,118.492270110088,-555.794181033041,-5192.25141594336
