"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.932622724745026
"SBS96B","SBS7b",0.981183146179176
"SBS96C","SBS2",0.992266725217863
"SBS96D","SBS4",0.979093624038634
"SBS96E","SBS3",0.923222601166624
"SBS96F","SBS44",0.99332120085989
"SBS96G","SBS40",0.917208579385054
"SBS96H","SBS16",0.928175029546625
"SBS96I","SBS1",0.995263883518127
"SBS96J","SBS17b",0.999417263345907
"SBS96L","SBS12",0.979892347846326
"SBS96M","SBS18",0.989209581234007
"SBS96N","SBS7c",0.997984984523462
"SBS96O","SBS17a",0.999730734221604
"SBS96P","SBS7d",0.962220932632365
"SBS96Q","SBS13",0.998435182388169
"SBS96S","SBS22",0.982198277404128
"SBS96T","SBS28",0.978187445356528
