"ex.sig","ref.sig","sim"
"W.1","SBS44",0.956201587095541
"W.2","SBS7d",0.999673267025835
"W.3","SBS12",0.992066482572328
"W.4","SBS16",0.975338189069774
"W.5","SBS7a",0.99999776786998
"W.6","SBS17a",0.999881480968117
"W.7","SBS22",0.99808024248855
"W.9","SBS3",0.913368656866264
"W.10","SBS5",0.939180650123704
"W.11","SBS35",0.930253539486469
"W.12","SBS2",0.999511774755285
"W.13","SBS28",0.978669592467627
"W.14","SBS7c",0.999331407359622
"W.15","SBS13",0.999969869883986
"W.16","SBS7b",0.999617269375335
"W.17","SBS18",0.990147763278665
"W.18","SBS40",0.925850126997196
"W.19","SBS17b",0.999899554967653
"W.20","SBS4",0.999693865289345
"W.21","SBS1",0.999993560149753
"W.22","SBS41",0.921179807075958
