Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID5 0.591),hdp.1 (ID2 1),hdp.2 (ID1 1),hdp.3 (ID5 0.996),hdp.4 (ID8 0.998),hdp.5 (ID6 0.999),hdp.6 (ID3 0.994),hdp.7 (ID9 0.999),hdp.8 (ID13 0.997),hdp.9 (ID14 0.919),hdp.10 (ID4 0.994),hdp.11 (ID11 0.989),hdp.12 (False Positive) (ID5 0.282)
INS,C,1,3,0.00328010896675303,0.000144479066863145,0.000969808510436989,0.000273391616575303,0.000137511031828076,0.000228357357573983,0.00651277775334619,0.000243323289591751,0.000433867270456011,0.00114803605757949,0.000886286575719146,0.0298429775975435,0.00171706971497648
INS,C,1,4,0.0150354708923611,0.00148514395740618,0.00184881507153969,0.000122990599396385,0.000213965733322007,0.00102040060331486,0.00775426613868344,0.000446026516816518,0.000284650926190578,0.000980548215218071,9.56341937004146e-05,0.00850811491432157,0.0206608191285769
INS,C,1,5+,0.0421728222307357,0.00471195876876337,0.0230885212244587,0.000216976565832343,0.000638066450660808,0.000972793399064629,0.00982594181378715,0.00110972274954609,0.000713845168344992,0.000927954177384431,0.000935690774046388,0.00154461712984881,0.0350488735355884
INS,T,1,0,0.0076398351773288,0.000609231970684831,0.00246911222004647,0.00474819703277205,0.00464669383248767,0.00701714059633369,0.01983909376376,0.0139766367257153,0.0409248849792892,0.046824605978332,0.00367874940817826,0.00458398310785438,0.00262511329825532
INS,T,1,1,0.00201921474161304,1.94026535352961e-06,1.21475288938876e-05,0.0142088413371102,0.0038776249404064,0.00133467253723776,0.0461518588610196,0.0106117183580816,0.00464470664264904,0.00449881136015112,0.00121666284052598,0.229848866132699,3.88322743073443e-05
INS,T,1,2,0.0063476319562934,0.000219740458247141,0.000232267841734272,0.0301248963389028,0.0016660662502487,0.00111381923543802,0.0457423576481696,0.00240963563556689,0.00497864158161944,0.00220293920074275,0.000259338493788734,0.145890474337611,0.00671494763758397
INS,T,1,3,0.0066478823192009,0.000760318995469887,0.00373621977216322,0.0215328816148001,0.00096186705261196,0.00122300519377373,0.0256766793332617,0.00171046099238083,0.0118207209085968,0.000368590536351946,0.000750573395309094,0.0924800816653032,0.0172194470532683
INS,T,1,4,0.0174768081780221,0.00225774652685456,0.0147674025430473,0.0114010119597126,0.00112313372765264,0.00206801227775044,0.00709846307424607,0.00379435492738576,0.0119698201824359,0.00691583188992165,0.00132021864237569,0.0467103525491315,0.0448575599127969
INS,T,1,5+,0.00967035147506096,0.00766421514393243,0.889023244976258,0.000763436268851733,0.0119050331015675,0.0129979767586131,0.0173922141028456,0.004316376379501,0.0190470864614411,0.0431029812560582,0.00397521585024677,0.0104422805928861,0.0123970647664208
DEL,repeats,2,0,0.00350959431650906,4.76505747845465e-05,0.000621937051378717,0.027782468888128,0.00823545631480623,0.00120578953994437,0.00860686992309031,0.015142300018436,0.0237165464428915,0.000899297572391442,0.0867995892507546,0.0109104684482218,0.00255328429593055
DEL,repeats,2,1,0.0177090424974108,0.00232030827486827,0.00103141500060549,0.0253731431489329,0.00975401538226854,0.00209816331347097,0.0106047998900484,0.00377304169274303,0.00433592408009943,0.0072286868876865,0.201004731243068,0.00464950359400501,0.0176668100630665
DEL,repeats,2,2,0.00924252136474552,0.00118312139510454,0.000824669220254475,0.00464662953246814,0.000402866130167938,0.00252857571385017,0.0129171288201277,0.000493032187633864,0.00293616107521803,0.00247592493541862,0.0469766619779125,0.00183992924905239,0.00657240918857691
DEL,repeats,2,3,0.00342248285335751,0.000509536310170198,0.000365632467083803,0.000288881417286253,7.42373158618126e-05,0.000702567236820933,0.00700875444364006,0.000180817963702801,9.0626686508792e-05,0.00020347875519385,0.0120650158098954,0.000466742526518345,0.00405909570236046
DEL,repeats,2,4,0.00374001729642442,0.000423078733550025,0.000185900511497751,0.000789885914484283,0.000269257998922331,0.000396636565830777,0.00304199697408266,0.000279041932068814,9.67279521753857e-05,0.000302011403466129,0.00317594320213338,0.000395198296877463,0.00734682888031877
DEL,repeats,2,5+,0.00140536582737843,1.4921225866007e-07,1.28166853033249e-06,0.0233900587678366,0.000541825436710893,0.00039890018598879,0.000107336246040071,0.000191945958438213,0.000444515498415679,2.25468776047779e-05,0.00188058986510698,0.0128522890706253,2.0225052370723e-06
DEL,repeats,3,0,0.00130929268255829,6.53571929364843e-06,3.62258927060944e-05,0.0179800309961068,0.0122743640371169,0.00109109873072192,0.00105466728972401,0.00206428601272292,0.00372964630504129,0.00204058851067814,0.00497985928818373,0.00497768985991343,0.0002251566925647
DEL,repeats,3,1,0.0284609752091871,0.0026016623081096,0.00541340941570121,0.0057325298368157,0.00179604587521628,0.00489644841912903,0.000181768058158614,0.00371412962715739,0.000561665964101492,0.0052528076015851,0.0956477988940288,0.000857305683181737,0.0143691325568734
DEL,repeats,3,2,0.0108214100153697,0.00134634932607096,0.00072902508151025,0.000774957461851563,0.000287451244595621,0.000807360557708799,6.21112034552746e-05,0.000797976161223792,0.000844479472728114,0.0015712567632222,0.0146697600200621,0.000425233230649017,0.0148960685303888
DEL,repeats,3,3,0.00333813663548441,0.000200626716761285,0.000378992199111627,0.000446149590107607,0.000288414262208348,0.00026555899642189,8.98911579464432e-05,0.000319695924748852,0.000128962907629694,0.000607256554719548,0.00368202628062723,0.000583240905116289,0.00453900815738255
DEL,repeats,3,4,0.000313310030502231,1.5953510300377e-07,1.20409289906963e-06,0.00589314451506935,2.7596873459931e-05,9.46096562610744e-05,4.56600874000268e-05,3.40777526879128e-05,0.000714553919364015,3.0353441303585e-05,0.00071054964672291,0.00295763537512234,1.7026883771043e-06
DEL,repeats,3,5+,0.000539277151751978,1.56630887881299e-07,1.08528669751486e-06,0.00908370348392081,3.68126196838358e-05,0.000260429018595418,0.000100143197651891,7.24200845496882e-05,0.000242781534226741,4.67508374893428e-05,0.000601320061325798,0.00336735214065405,2.22234959558294e-06
DEL,repeats,4,0,0.00101637272634324,6.6354913180793e-06,4.93416022389211e-05,0.0112336069023694,0.00669738115231325,0.00232185082154587,0.000146154413742616,0.00116469983786217,0.00387998098402316,0.000377620630848865,0.00670069462516891,0.00498099411162412,0.000227742944304588
DEL,repeats,4,1,0.0122696180718028,0.00120905198533704,0.00108515997533024,0.00255999969496146,0.00138160086054361,0.00277226684513219,0.0012862379467077,0.00342870789705796,0.000524036072945994,0.000208415901496692,0.0574843666512971,0.00176329300500355,0.00149915937614215
DEL,repeats,4,2,0.00316900468977151,0.000308111900854052,4.78090000812298e-05,0.000125007691325546,0.000128540549873258,0.000609521647522848,2.33144307115969e-05,0.00047338235928038,0.00017353476692435,0.000543298452444904,0.0136640965991357,0.000280155786564708,0.00138848234859347
DEL,repeats,4,3,0.000312582147872848,7.11244318582754e-07,2.39425080550507e-06,0.00385240626064902,6.22814674703524e-05,0.000206771748287425,4.21403980468067e-05,9.20357918560669e-05,0.000374190734669133,2.55960570123459e-05,0.00396685364630307,0.00216197731594654,5.69253970001928e-05
DEL,repeats,4,4,0.000287744875171888,1.56030525800338e-07,1.82548015596288e-06,0.0049251514174326,0.000161182266623401,0.000119485760410666,8.71800281312486e-05,3.72028322451224e-05,0.00030710536844912,1.49952674571202e-05,0.000355435127105763,0.000991998141430533,2.82860119333786e-06
DEL,repeats,4,5+,0.00155461258154503,8.17808567054141e-05,3.94552004598513e-05,0.00147231684178124,2.30881678907052e-05,0.000190375167710373,6.99299235265979e-05,4.96841176371113e-05,0.000263056838545382,6.82694291852966e-05,0.000668915761355034,0.000361564437518101,0.00213288822876651
DEL,repeats,5+,0,0.00683474129407764,8.34190438295213e-06,1.14873477385927e-05,0.0207514836295494,0.25650713468115,0.0134388410840738,0.00113861508235166,0.00162831423363018,0.00927444643281577,0.00572614029746615,0.00523746588847959,0.0162695303500593,0.000783038899854655
DEL,repeats,5+,1,0.0108931811700321,0.00225069575113363,0.000123955099266222,0.000166981322208664,0.000488319107776497,0.00784942641020315,6.49438151181116e-05,0.000773958388479525,0.00318857211500745,0.000473784866170379,0.0150061370213033,0.000309650249957373,0.0140912516271357
DEL,repeats,5+,2,0.00244571816522225,0.000181669328083285,0.000118710721228459,0.000270401506064824,0.000316016706547163,0.000496921084071708,3.4636800626845e-05,0.000170292680682173,0.000364851546619158,3.95379399570009e-05,0.00295573555050166,0.000959716063416139,0.00395428539359613
DEL,repeats,5+,3,0.00108958049786549,6.886471748945e-05,2.72788802164059e-05,0.000169651999721727,2.85983792698456e-05,0.000220521011114971,3.63351578977925e-05,0.000136523485009674,0.000103703861211465,0.000124577505514914,0.000929031589611276,0.000323486773862245,0.00159349854296006
DEL,repeats,5+,4,0.000612676019815592,2.80655238920408e-05,2.00469197950041e-05,3.21537712518807e-05,1.07242377428732e-05,0.000102271933356414,2.71839205237596e-05,6.06509159533572e-05,3.32590721187294e-05,2.15749896965576e-05,0.000146020473353889,0.000149121602755956,0.000284699932987902
DEL,repeats,5+,5+,0.000290923250532715,9.28689669317035e-06,2.43722546163238e-05,0.000677411031391221,2.34484098078389e-05,1.88040971640892e-05,2.83286301557053e-05,7.1741010179044e-05,0.000144413151973013,5.76637976362328e-05,0.000172451911238158,0.000194821415169105,0.000151013323272461
INS,repeats,2,0,0.00232713957343223,0.00016259581845468,0.000440333165324212,0.00629514974001233,0.00210937342487418,0.00216800103391007,0.00224318026694325,0.00143273222375295,0.0106368069817075,0.0298665711504013,0.000991581768047113,0.0034387027492222,0.00137990109622419
INS,repeats,2,1,0.00282536500899613,0.000125759389855334,4.40075094037184e-05,0.0202437366788361,0.00149206137854527,0.00059460755955995,0.00222743468207132,0.00173306119502071,0.00207629172387677,7.67891462125287e-05,0.000735240348077548,0.00220893684310946,0.00128378868844425
INS,repeats,2,2,0.00562263596460591,0.000533752213522581,0.000285204011281979,0.00745379424888006,0.000460818471198344,0.000873088556355406,0.00101163563087052,0.000625505842167665,0.000402898352896413,0.00153785489492634,0.000136473444674835,0.00174427911524254,0.011906219957134
INS,repeats,2,3,0.00250239657971443,0.000257449845458305,0.000457767272008357,0.00123056859871237,0.000342803402079296,0.000487905759439855,0.000827304421795894,0.000434094271371172,0.000680247586106142,0.00117914489667707,0.000282906926748764,0.000332376128376172,0.00236307227422745
INS,repeats,2,4,0.00989721678614222,0.00128047177640023,0.00265447437475668,7.61825747984073e-05,0.000122319476211004,0.000377071226774758,0.000408506480067918,0.000232081974703689,0.000160848009106279,0.00481239581044268,0.000241075260036754,0.000238681842868846,0.0256666325884771
INS,repeats,2,5+,0.0419824823183937,0.0108996952261683,0.0179605816571952,0.000798838716562045,0.00210237891258273,0.00239992172841429,0.000303001389906199,0.00064986554556552,0.00147429696611522,0.000412748052350882,0.000212762473989527,0.000698739156266999,0.261995640746425
INS,repeats,3,0,0.000575836548184934,1.24328107756694e-05,2.60724761371716e-05,0.00415068702772163,0.000475876317133412,0.00104813087110559,0.000154761287040637,0.000588420556479586,0.00039905891852096,0.00861121668492146,0.000247270817060645,0.00151181052258066,0.000141155655795659
INS,repeats,3,1,0.00493644441743298,0.000545847076677384,0.000457453566219684,0.00589634933973046,0.000528372499947757,0.000648397451082333,0.000336036087491479,0.000864295015335707,0.00395898287948647,0.0034302729771064,0.000486649055356873,0.00340315489009865,0.0178885166078168
INS,repeats,3,2,0.00149150468641389,5.04658219268114e-05,6.82196790889052e-05,0.00142688935512347,6.19278454861447e-05,0.000855795044957537,9.83809026005852e-05,7.78283993963921e-05,0.000276406126745843,0.000294319000990146,0.00102792880919883,0.000290001581764207,0.00260675644662867
INS,repeats,3,3,0.000185739562564258,5.37844522482172e-06,9.46586029761026e-05,2.44055843465283e-05,4.73263446534897e-05,0.000298589752586122,2.2891682236216e-05,5.580648965194e-05,0.000134526796047811,0.000336759547048685,3.41362222596027e-05,3.02990817341649e-05,0.000306783176955862
INS,repeats,3,4,0.000964559316910453,5.30312381160914e-05,9.16124168015432e-05,2.9988730764059e-05,9.59748936216706e-05,0.000184706209138129,3.35374881274177e-05,6.40671258984937e-05,1.08004466924781e-05,0.000949366035395891,0.00016757998605994,4.49100110736645e-05,0.00100672293635867
INS,repeats,3,5+,0.0065356098165229,0.00138739771394471,0.00127157185241309,6.13855023405922e-05,0.000116262654821295,0.000442459566420386,3.22873993465721e-05,0.000119962677335952,5.87787867721782e-05,0.00242897754605881,5.9593769430088e-05,0.000410966003810321,0.0383093848546927
INS,repeats,4,0,0.000297987533197246,3.05664203042741e-06,7.42855313507727e-06,0.0026089789598662,0.000713308976038647,0.00159328581529234,6.31531335308636e-05,0.000135584489057816,0.00129326286119348,0.0059767223911823,0.000567456542643671,0.00123654034582327,2.23837591085075e-05
INS,repeats,4,1,0.00629594905320369,0.000681767250812961,0.000807206313086413,0.00358219476274342,0.000693228619499424,0.000962662520895008,9.75884350937397e-05,0.00141541225173133,0.00468064820315856,0.0021294652915715,0.00148658507724231,0.00239168615660551,0.00714519576313239
INS,repeats,4,2,0.000209219233340743,7.16585986557297e-06,2.25326341541762e-05,0.000324301630774085,0.000137602358377363,0.000405774130890809,9.95183991560977e-05,9.21327544298031e-05,0.000123968730064903,7.04332639480585e-05,0.000105465681928428,0.000183417265651493,0.000640230452484235
INS,repeats,4,3,0.000942572087935813,0.000107098379645573,9.97548577331738e-05,1.51342247351997e-05,1.29607296321568e-05,0.000418145704113405,1.146439209918e-05,2.35576998884452e-05,7.57243265346213e-06,0.00101137355842908,9.26566987660599e-05,8.28656206371433e-05,0.000482168621157868
INS,repeats,4,4,0.00108361098822927,9.70353299730041e-05,0.000327654608567585,3.15702788774573e-05,0.000107766462928979,8.88225621325374e-05,3.07760778631405e-05,0.000147989124648533,0.000104124927864625,0.00176093676578929,0.000246190449189185,0.000114362377487747,0.00240636890735643
INS,repeats,4,5+,0.00749398525317146,0.00152274127949908,0.00110105355292266,0.000595790735761402,0.000857305905318681,0.000289299155676811,6.34000933397933e-05,9.17224326044257e-05,0.000715799255534406,0.000274512723421645,0.000107445961566878,0.000526816911162402,0.00520509318642287
INS,repeats,5+,0,0.000323742465359256,1.95093115818572e-07,1.70109364332332e-06,0.00478296332357771,0.000184835070702524,0.00845665120072105,7.12059565605703e-05,0.000126615422317164,0.00254432843756965,0.00316060855387192,0.000220729359972057,0.00420615925784422,2.66157888133035e-06
INS,repeats,5+,1,0.00197374020484329,3.31837840063044e-05,0.00140285370774327,0.00425897196692224,0.010496862232305,0.00552947252008991,0.000638547003145206,0.00189387962134271,0.0154236228158036,0.0297546255677463,0.00228252501710993,0.00158501898975106,0.00206519883202579
INS,repeats,5+,2,0.000387603817388137,1.08240439808778e-05,0.000169586611191544,0.000293230666965233,7.53155411835539e-05,0.00127665867532686,3.59366129956243e-05,7.49746045116386e-05,0.000252570565072264,0.000610982707654978,9.59188253734894e-05,0.000349624414995358,0.000515352798996345
INS,repeats,5+,3,0.00080855145525156,4.50141156345729e-05,0.000189867931611061,0.000162614074326667,5.82822217831959e-05,0.000100134559637652,7.17742988282371e-05,0.00019215533092172,3.24743535709155e-05,0.000128364421485861,4.06902544602005e-05,0.000274102860130912,0.000856437596454517
INS,repeats,5+,4,0.000214847497422134,4.69843379965252e-06,0.000130614864998962,0.000137915862770482,4.06737845544641e-05,6.05270307936274e-05,3.0056029322657e-05,0.000130480321324287,3.7967145713542e-05,0.00012065023502761,7.17569408105191e-06,0.000315910455724508,0.0001653034236389
INS,repeats,5+,5+,0.00081051747110358,3.82778704705441e-05,0.000133828016124155,0.000577873049005128,0.000311852866425098,7.21542954066231e-05,7.69218275892783e-05,7.2700892693737e-05,0.000188198495596801,3.51244611252731e-05,5.04941221869832e-05,0.000566368900516113,0.00111456288260739
DEL,MH,2,1,0.00573524033940888,0.00011433724832035,0.000925186058228409,0.0310697145210818,0.00309790087208342,0.00130464320042442,0.00914040818444972,0.00443489437865278,0.0100870052130234,0.00210490705130043,0.201246126762597,0.01222798787544,0.00180067722216753
DEL,MH,3,1,0.00117275518680785,3.17586313898453e-06,2.27466755120681e-05,0.0146277196817318,0.00994269518290608,0.00110527149889999,0.000572380489718654,0.00238544501076449,0.00203427877897664,0.00166025323155732,0.00617582895153584,0.00261402565171588,8.50797900966399e-05
DEL,MH,3,2,0.0123851064298156,0.00171693053827209,0.00191780559894354,0.00897954325107919,0.00370629467533437,0.00464121974801259,0.000520434792611898,0.00118718899521416,0.000808121358315571,0.0038703079398443,0.0418334874941346,0.00510134115707348,0.0453849518231241
DEL,MH,4,1,0.00164031031342298,4.6041547934947e-05,7.59609930619756e-05,0.00957629132829682,0.0052459800329813,0.00254184231111673,0.00018336256068361,0.00244535795624403,0.00107678642399157,2.8559946235275e-05,0.0116334523844259,0.00209526951419736,0.00144573580513988
DEL,MH,4,2,0.00354844592026105,0.000327327200653199,0.000230315650085907,0.00638500433909426,0.00193751054553055,0.0090125230549544,0.000304886134962121,0.00217231494413795,0.000522455701649065,0.000759173651321522,0.0293428429233811,0.00259040005157861,0.00280511661286231
DEL,MH,4,3,0.00512354342308215,0.000320004919752551,0.0001506139009271,0.00345587455189459,0.000894845873736124,0.00491813015639214,9.87832037724571e-05,0.00255357869302876,0.0003994658790832,0.00198411189777221,0.0487161873849015,0.00289687545368761,0.00582335621703966
DEL,MH,5+,1,0.00765107175605098,0.000322224202094194,7.56084480222919e-05,0.00715034233765037,0.307358370890105,0.0623058628495522,0.000952454343952404,0.000751698080946144,0.00725170345847648,0.00908160900478475,0.00182563015818434,0.00951944244217799,0.00300237559230059
DEL,MH,5+,2,0.00888380238292581,2.84691595599735e-05,2.19478267824484e-05,0.00762870081892985,0.120706577258381,0.240703800652233,0.00174964157150705,0.000621790809756379,0.00888930976622924,0.00533782736813063,0.000634527732636979,0.00842948773084982,0.00160586464899335
DEL,MH,5+,3,0.00224504726101041,1.65960875771631e-05,2.09504347644903e-05,0.00713329873655968,0.0416218559978893,0.218580831102374,0.000960981069037566,0.000493117244621795,0.0018785412320971,0.00109778241134554,0.00126373281763039,0.00395654055516809,0.00022865212046338
DEL,MH,5+,4,0.00369426860743814,0.000164258668201687,0.000106848722484457,0.00245384609592282,0.0128901222158654,0.125318510922132,0.00134683840093056,0.000497788494310537,0.000622147847504677,0.000291017715272113,0.00383415136048336,0.00144035981200189,0.00380604607413285
DEL,MH,5+,5+,0.0109683101148317,0.00134449974179859,0.000731711448363832,0.000865915197736796,0.0117344293144496,0.102573885219296,0.000277873940567858,0.000379964571078359,0.0126016931161082,0.00164774619758304,0.000369070253558879,0.000841480612030787,0.0361314755761995
