Data_set,Noise_level,Approach,Run,PPV,TPR,aver_Sim_TP_only,Composite,N_Sigs,FN,FP,FP.sigs,FN.sigs
sens_SBS35_30_728,Realistic,mSigHdp_ds_3k,seed.1076753,1,0.9565217391304348,0.9913935118604728,2.9479152509909077,22,1,0,,
sens_SBS35_30_728,Realistic,mSigHdp_ds_3k,seed.145879,1,0.8695652173913043,0.9932415952992584,2.862806812690563,20,3,0,,
sens_SBS35_30_728,Realistic,mSigHdp_ds_3k,seed.200437,1,0.8695652173913043,0.9929240580465275,2.8624892754378317,20,3,0,,
sens_SBS35_30_728,Realistic,mSigHdp_ds_3k,seed.310111,1,0.9565217391304348,0.9916917975217049,2.9482135366521396,22,1,0,,
sens_SBS35_30_728,Realistic,mSigHdp_ds_3k,seed.528401,1,0.9565217391304348,0.9921004414929155,2.9486221806233504,22,1,0,,
sens_SBS35_30_728,Realistic,SigProfilerExtractor,seed.1076753,0.8823529411764706,0.6521739130434783,0.9762962689074236,2.5108231231273725,17,8,2,,
sens_SBS35_30_728,Realistic,SigProfilerExtractor,seed.145879,0.8823529411764706,0.6521739130434783,0.9773603986000612,2.51188725282001,17,8,2,,
sens_SBS35_30_728,Realistic,SigProfilerExtractor,seed.200437,0.8823529411764706,0.6521739130434783,0.9765739814887302,2.511100835708679,17,8,2,,
sens_SBS35_30_728,Realistic,SigProfilerExtractor,seed.310111,0.8823529411764706,0.6521739130434783,0.9769363254271709,2.51146317964712,17,8,2,,
sens_SBS35_30_728,Realistic,SigProfilerExtractor,seed.528401,0.9375,0.6521739130434783,0.9688934050535831,2.5585673180970616,16,8,1,,
