Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (ID2 1),signeR.2 (False Positive) (ID2 1),signeR.3 (ID1 1),signeR.4 (False Positive) (ID2 0.966),signeR.5 (ID5 0.983),signeR.6 (False Positive) (ID2 0.847),signeR.7 (ID8 0.998),signeR.8 (ID3 0.998),signeR.9 (ID6 1),signeR.10 (ID14 0.999),signeR.11 (ID9 0.999),signeR.12 (ID4 0.992)
DEL,T,1,5+,0.818266403499068,0.816808983599469,5.61501251119029e-06,0.657423300297979,0.0209659286618997,0.514900521215496,2.84646575670376e-05,0.00712685289415399,0.00531092955138549,0.0559053846186867,0.000109088236717259,0.000451188042196863
INS,C,1,0,1.41322478269235e-06,2.06042689423266e-06,1.25373606724257e-06,3.18797783384387e-06,0.00051136737833827,4.37055980781472e-06,0.00275477899921913,0.0019819584247876,0.00183641899940716,0.44932590317968,1.76643302910307e-05,0.000239018859375027
INS,C,1,1,9.50436786888351e-05,0.000461300101177467,1.79971931571721e-06,3.72268120427875e-05,0.00573905339667773,7.8150798756402e-05,0.00195773519466587,0.0057660704652846,0.00152719994182895,0.0117666444573364,2.4800773700693e-05,0.000102912095696032
INS,C,1,2,1.73237916437464e-05,2.86922473777703e-05,1.48328141130498e-06,1.55567809424615e-05,0.00548238420163016,6.70294981928886e-06,0.00115409581621565,0.00416100398262543,2.83864822463339e-05,0.000458915502247335,1.95803604239815e-05,6.38806508393551e-05
INS,C,1,3,0.000424323961651723,0.000502278638528805,0.000513627916404078,0.000493635713414503,0.00101653687138254,0.000688287295873482,4.03111413616742e-06,0.00764154521603803,1.20530664167299e-05,0.00167706448636923,1.50556508638888e-05,0.000163233161949152
INS,C,1,4,0.00293357515774197,0.00274497300371718,0.00157581885639153,0.00276577169269453,4.55757578438173e-05,0.00266203382949478,8.36366255760383e-06,0.00771762358813263,0.000107784390418387,0.00170579028447695,2.29893873217889e-05,6.09780507616425e-05
INS,C,1,5+,0.00886350496023057,0.00897255001511604,0.0244931280589851,0.0118407297406751,1.71604282294165e-05,0.0145677527683273,1.32319750262395e-05,0.00719531115335442,8.21260697229059e-05,0.00250571234965425,3.68611576924559e-05,0.00033520445459642
INS,T,1,0,0.00121290122699624,0.00157033021683747,0.00217069325525409,0.00131597112147842,0.010785314845012,0.00165200862127302,0.00497938552069288,0.0149824612380403,0.00608049172710319,0.0314458003244192,0.0110156864887787,0.00490380527174275
INS,T,1,1,3.077660939216e-06,5.55925500231148e-06,2.0451598726347e-06,7.35506130787724e-06,0.0186500524509156,1.2531683274112e-05,0.00434354341429575,0.053577304499021,0.000454823067046568,0.00256566129586575,0.00892598563470223,0.000174945590164149
INS,T,1,2,0.000596865397710055,0.000761673199107077,6.0317817782481e-06,0.000466662379447438,0.0299856666732239,0.000522295339814398,1.35128777013756e-05,0.0466652798729967,0.000260942555647487,0.00172863080397737,0.000325459760092964,9.34708990830904e-05
INS,T,1,3,0.00102075603291874,0.00115175092759041,0.00413669046990014,0.00164918242121724,0.0203347248873264,0.00226480793061154,1.63730394007139e-05,0.0285743112223932,0.000744556264244402,0.00105253152497325,0.00015351635111215,0.000176828900130924
INS,T,1,4,0.0033325704881087,0.00365792247315629,0.0167525997216108,0.00578342465199384,0.012991024454361,0.00820434714545466,1.32718027207012e-05,0.0074206351970178,0.000999466572483478,0.00463125596521827,0.000101106094460662,0.000550418736141991
INS,T,1,5+,0.00224938078395721,0.000198682410216418,0.899221428537915,0.1785124458766,7.24844707132126e-06,0.326615959774669,1.10464204619584e-05,0.0239758805912564,0.0112474430605688,0.232978237195492,0.000107831332232206,0.00102412115907348
DEL,repeats,2,0,0.000120521501284132,0.000230741545443211,0.000597056923628145,0.000222222227496582,0.0278064351755251,0.000356887003508961,0.00873579251700973,0.00722611582134602,0.00176309143067505,0.000499942772358848,0.0128635264726696,0.0698491118619897
DEL,repeats,2,1,0.00352615643600809,0.00344764411683859,0.00123676817039209,0.00307896164743363,0.0222195592047215,0.00273705920001132,0.0102235239194653,0.0094721587689233,0.00233772059872668,0.00658322057462419,0.00198913330999021,0.220651572844371
DEL,repeats,2,2,0.00186960105239171,0.00181863008746688,0.000297020400615,0.00156325753991032,0.00414980415168429,0.00143426053714183,7.41354307893435e-06,0.0117179796131804,0.00229885440799606,0.00274171304451137,4.99872689435394e-05,0.0527077149634656
DEL,repeats,2,3,0.00075867142301453,0.000719097594020888,0.000224346414821607,0.000699552243409798,3.07320976894675e-06,0.000710051112903277,3.53206702151041e-06,0.00661561373129096,0.000173857466886995,0.000579653429193395,1.81144069452492e-05,0.0122711123433264
DEL,repeats,2,4,0.000835554168825556,0.000937270842776334,2.25567764894478e-06,0.000672057401526224,0.000483932383303628,0.000597174604695005,3.76830664307608e-06,0.00331510346032061,2.5209787853267e-05,0.000104554712672345,1.74969717715433e-05,0.00298250250534475
DEL,repeats,2,5+,1.44737679658711e-06,1.83872571060567e-06,1.08495306794343e-06,3.47077826445155e-06,0.0203085846924208,4.73308970955982e-06,5.01642046219431e-06,5.08540285308175e-05,1.97006743653411e-05,4.11882643065472e-05,1.83880558785027e-05,0.00102378419385563
DEL,repeats,3,0,1.49299027193083e-05,3.29036756120514e-05,6.41763296207208e-06,2.91485327338393e-05,0.0163015853085309,9.39135970593671e-05,0.0118136835404565,0.000681980552827185,0.00107888982653368,0.00110629094300343,0.00184043621597176,0.00387487378635404
DEL,repeats,3,1,0.00501765769991497,0.00474488054743333,0.00502219916423311,0.00500096603959524,0.00539249507934192,0.00507002037404587,0.00081432798932085,0.00028227862268319,0.00555668943712025,0.00486590552666777,0.00434245370054865,0.0927003537573328
DEL,repeats,3,2,0.0024813456608754,0.00192433284932031,0.000288260398724383,0.00218390106470378,0.000700646835253662,0.00206814494496391,4.34827513830319e-06,1.16102110165268e-05,0.000541216005819947,0.00129933098443736,0.000449247819989723,0.0211303770599177
DEL,repeats,3,3,0.000491017182218222,0.000289471279373721,8.24692331599318e-05,0.000490697284174404,0.000203936036716556,0.000559020035547398,3.43836167780014e-06,6.56556255414353e-06,1.01814377745218e-05,0.000565605649480257,1.5279165567502e-05,0.00361719536511261
DEL,repeats,3,4,1.59868845283586e-06,2.13448829033535e-06,1.06420421534749e-06,3.4567214580404e-06,0.00548274368420249,4.19541629232169e-06,4.434346972283e-06,2.80819917007596e-05,1.29528558383621e-05,4.91368365386962e-05,1.80290919515918e-05,0.000117037140605463
DEL,repeats,3,5+,1.6533817603297e-06,2.03501844071494e-06,1.2113421545258e-06,3.68481532094119e-06,0.00792546188823025,3.77246289231027e-06,3.92871562808726e-06,3.73298707927984e-05,1.51585584745253e-05,4.31022220176805e-05,1.85941263338598e-05,0.000393427847152203
DEL,repeats,4,0,1.22012167349455e-05,3.44504266342047e-05,3.82333189552052e-06,2.0710972034141e-05,0.0103684743832484,7.86665002812041e-05,0.00720749223922349,7.72355163131624e-05,0.00237152965951925,0.000113579862526802,0.000300489777384403,0.00636852482674143
DEL,repeats,4,1,0.00214093647130607,0.00198400945001089,0.000832598019953339,0.0018858400107114,0.00239507083944945,0.00174516184810032,0.00169125992595348,0.00088550293104489,0.00285290370528055,0.000636208547354998,0.00486207833112001,0.0612158694344064
DEL,repeats,4,2,0.000544877043612505,0.000515371486545826,1.45943338384055e-06,0.000392095202373654,1.61306633258486e-06,0.000326548935571707,2.75698117668339e-06,8.4530181591818e-06,0.0002094336867808,0.000635733822416828,1.72731866376876e-05,0.0142562533198257
DEL,repeats,4,3,9.00821384480067e-06,8.63762570120404e-06,1.37064398865653e-06,6.96794736237896e-06,0.0036874047915361,4.15462074639106e-06,3.76007838967036e-06,2.0915650248923e-05,1.72248312678578e-05,5.22200269519317e-05,1.60427586013755e-05,0.00390927691112968
DEL,repeats,4,4,1.42555746674186e-06,2.05851642618106e-06,1.01757044209467e-06,2.88263137132913e-06,0.00434157192975238,4.19285786607363e-06,4.76061497021099e-06,2.69519243547467e-05,1.47943779431804e-05,4.887138034384e-05,1.86406391130067e-05,0.000127711830294584
DEL,repeats,4,5+,0.000110587670201395,0.000402930884497988,1.43322071953233e-06,4.62795702133338e-05,0.00106903859010462,0.000110246469645851,3.28179349055731e-06,6.9727966450899e-06,1.22141681443658e-05,3.48792972504759e-05,1.28462664012817e-05,0.000217141008433826
DEL,repeats,5+,0,9.41652694603053e-06,1.30780402394876e-05,2.08781241262681e-06,1.06429343615579e-05,0.0178912183214556,8.80997896726008e-06,0.256714107982575,0.000116924523879881,0.0194220225966837,0.00358199378194954,4.45151359967615e-05,0.00372165489087682
DEL,repeats,5+,1,0.00299486694018615,0.00284900420030757,2.71502690542567e-06,0.00245280437901089,0.000366201115896706,0.00210094709494421,6.83831722122517e-06,6.59758978359998e-06,0.00791528491270648,0.000522485281582874,3.05915298508736e-05,0.0152502369892719
DEL,repeats,5+,2,0.000389142900993679,0.000405906852611444,2.71491567823439e-06,0.000341755167215355,7.65034174250566e-05,0.000350899810497207,4.05259075881406e-06,5.24026524611425e-06,0.000121072387992959,8.78900544855019e-05,1.61493836007057e-05,0.00235029387393232
DEL,repeats,5+,3,4.26465564942006e-05,0.000354066987735487,1.43222862930193e-06,1.5403367760608e-05,2.29107425730776e-06,6.31234379746271e-05,2.4837034026712e-06,5.94680357788624e-06,1.85832065471769e-05,5.25246752343126e-05,1.09337375167508e-05,0.000759030555091358
DEL,repeats,5+,4,1.62045123471412e-05,0.000198454813788612,1.15872354076959e-06,1.36667710045719e-05,1.68987471040356e-06,1.61779449404157e-05,2.30441941200265e-06,5.73078485847419e-06,8.70344771083561e-06,2.23607643594542e-05,1.10331220085197e-05,8.56452648585823e-05
DEL,repeats,5+,5+,1.73973698461061e-05,4.17966645601468e-05,1.68439678784657e-06,1.29703299700649e-05,7.500665270116e-05,3.09229083343567e-05,2.9231402965994e-06,6.35742076640007e-06,8.77953607000192e-06,7.95545245249274e-05,1.56605635431495e-05,8.81635260184628e-05
INS,repeats,2,0,0.000351212488991695,0.000284781284255911,0.000323831049368885,0.00038334646143431,0.00703575447354942,0.00038688942575563,0.00173575703566917,0.00241548749530989,0.00210921627907035,0.0236285760780338,0.000108617039827109,0.00117268765957282
INS,repeats,2,1,0.000160569940465913,0.00048150211012376,2.73298358700163e-06,7.71281642558954e-05,0.017170266086891,0.000113579619896327,0.00117210162154791,0.00293411616416343,5.13839737003681e-05,7.45531687622778e-05,0.00112970468970146,0.000158085840357247
INS,repeats,2,2,0.00111351866765988,0.000878306293101873,8.69999931114662e-06,0.000976442239039319,0.00671531132690729,0.000874976777383181,5.94036312671502e-06,0.00130791930279574,0.000602572298992618,0.00122826074122048,2.36027205080832e-05,0.000105452794510709
INS,repeats,2,3,0.00040310220264076,0.000364067480265635,0.000324556189540155,0.000430728018583293,0.00114698181607752,0.000513515799341808,3.90823146535683e-06,0.000893390679565148,0.000154062802493075,0.000989089806403157,1.7799072829321e-05,0.000134588673260716
INS,repeats,2,4,0.00199551729651792,0.00186774776154187,0.00259552463194158,0.00221237257898922,2.31211991853773e-06,0.00249738065462535,3.56777999155564e-06,7.49808543478325e-05,1.52748967944404e-05,0.00309912423203105,1.78821579289996e-05,5.71426973534717e-05
INS,repeats,2,5+,0.0135575273626622,0.01323912653355,0.0182898880464431,0.014484778917088,0.000824338351364007,0.0152473616407156,0.00125296072084695,1.71205639191069e-05,0.000430541028458069,0.000668756907955117,6.07792937613782e-05,0.000246439826956058
INS,repeats,3,0,2.91886714718847e-05,9.97435932991115e-05,1.8759486308151e-06,1.91827436838767e-05,0.00378430555429159,2.84232662893047e-05,9.19184718401711e-06,5.41436369286913e-05,0.00125755339804029,0.00654270312597146,2.28370747346968e-05,8.97756687981407e-05
INS,repeats,3,1,0.00130552909968325,0.00107678775904752,3.18115474369821e-05,0.00109957166735796,0.00636901258226773,0.00101508945779886,1.10475767689949e-05,0.00034915466523223,4.04412328354675e-05,0.00268925383859309,2.39229435127491e-05,0.000403765070841356
INS,repeats,3,2,0.00012642619916256,0.0003533346379686,1.80421798155584e-06,9.55801657718505e-05,0.000710199291334915,0.000141669147403685,3.47411299969218e-06,1.13649463774315e-05,0.000515027640346209,0.000201133396077333,1.74951435819944e-05,0.000345197337880686
INS,repeats,3,3,8.29752691508599e-06,4.63446482036417e-05,1.87247436903199e-06,2.00148580635186e-05,1.45662428536206e-06,0.000110215080659769,2.6462001148666e-06,5.2038601987583e-06,1.98774209874109e-05,0.000257946438788538,1.10798808299612e-05,3.85454795265556e-05
INS,repeats,3,4,2.32707294150866e-05,0.000370452247468834,1.75863444924411e-06,1.32705135188718e-05,1.45166122005901e-06,0.000104043536417054,2.44766646048291e-06,5.25609064305298e-06,8.15573666349709e-06,0.000637177319720912,1.08295673401766e-05,3.50275169568842e-05
INS,repeats,3,5+,0.00196273449902523,0.00180323497476528,0.000403598580408053,0.00182445820572673,1.90738072671226e-06,0.00204055519803372,2.90769376009161e-06,5.85272518273056e-06,1.13322019157763e-05,0.00265916722330705,1.21198203860717e-05,4.15599040198325e-05
INS,repeats,4,0,1.18278658265569e-05,1.66284147148561e-05,1.59673330555483e-06,1.14219933736252e-05,0.00264979310485766,7.44212936732649e-06,1.8983338927393e-05,1.25214359423656e-05,0.00158662784327988,0.005863001576027,2.26912535457259e-05,0.000133614399508117
INS,repeats,4,1,0.00122579304053877,0.00112130683859072,0.000672034790079643,0.00112242018402854,0.00374505354868384,0.0011056072574778,0.00089218889578445,0.000170815938079265,0.000398537678531213,0.0013605469773799,3.41651650751802e-05,0.00120450821593165
INS,repeats,4,2,1.00466095952489e-05,3.75597245793045e-05,2.16137345992312e-06,1.58861169100694e-05,5.64695661047319e-06,6.91968029348073e-05,2.9518492942186e-06,5.4743621628475e-06,0.000155311914683998,7.99935099060712e-05,1.46042533838635e-05,9.04732769988832e-05
INS,repeats,4,3,1.98973405458849e-05,0.000379806720576598,2.11729231667803e-06,1.53984368684869e-05,1.34167460619795e-06,0.000152331401851186,2.63112244825368e-06,5.16654951212729e-06,5.37837278096914e-05,0.000953856174001391,1.26851091055899e-05,4.11513621331008e-05
INS,repeats,4,4,0.000327776131877761,0.000170467732444666,5.60722078203475e-06,0.000290094619306551,1.56556421949033e-06,0.000436427845408532,2.46540141136242e-06,4.89260638039791e-06,1.02785746292852e-05,0.00175644359515063,1.33850945186789e-05,9.32566473943029e-05
INS,repeats,4,5+,0.00224990399237458,0.00203539259912377,0.000710826468952658,0.00205765237526098,0.000447255378709244,0.00195166720437639,4.11594600151539e-05,8.38485348792876e-06,3.36814998638896e-05,0.00048966610057126,1.5944527147144e-05,0.000124806498815585
INS,repeats,5+,0,1.73717760711811e-06,1.77578781971033e-06,1.06201338622622e-06,3.7265153593358e-06,0.00477470479948059,5.02787777049269e-06,7.04637076293829e-06,4.15050251501953e-05,0.0089035709936606,0.00263213683179164,2.65502053004223e-05,0.00012432515666878
INS,repeats,5+,1,8.87783935005336e-05,0.000207871552753072,0.00147638537419455,0.000324504398931604,0.00594746509049819,0.00057094084480675,0.0104161891211727,0.000260761332175215,0.00537761692878835,0.0259352425058598,0.000434854653794439,0.0033349311838312
INS,repeats,5+,2,9.65241698349233e-06,6.40499400675844e-05,1.54651183612027e-05,3.62156613703885e-05,4.32183830077904e-06,0.00019686361027225,2.80942023055277e-06,5.98637614879172e-06,0.00115588105838492,0.000677876731464464,1.45079636583102e-05,0.000117748648815914
INS,repeats,5+,3,1.72058329200655e-05,0.000311972412756829,5.01081875584483e-06,1.54473763421978e-05,1.74309081827922e-06,0.000195878829262343,2.29280020290816e-06,5.20040286868105e-06,8.81828030240197e-06,0.000126864822881355,1.2328302400696e-05,4.14559093029197e-05
INS,repeats,5+,4,9.59554731393446e-06,6.37210819770801e-05,6.58573137678612e-06,2.33746633005426e-05,1.76902027219193e-06,0.000193273261302725,2.58002777666185e-06,4.86832583537858e-06,8.84529560359078e-06,0.000156385557835628,1.19157879226079e-05,4.25459155750077e-05
INS,repeats,5+,5+,2.04398568059742e-05,0.000320176787375715,2.02991633392981e-06,1.97370208778776e-05,0.000161661716477912,0.000112313041870851,2.61351293403314e-06,6.81896810533657e-06,9.47939250384306e-06,7.23350290488091e-05,1.40189974107788e-05,7.18375071141504e-05
DEL,MH,2,1,0.000104185559964831,0.000296445702509812,0.00114612452182156,0.000284604641329149,0.0268617809381993,0.000540218225441623,0.00428790621897748,0.00780873944419514,0.000359862253206079,0.00268776378986808,0.00312929919820977,0.181035284459136
DEL,MH,3,1,4.14562015364565e-06,7.31724865563634e-06,3.21825493364321e-06,1.41458603415253e-05,0.0123968423782845,6.27411031159582e-05,0.0101358351217645,0.000379672979346512,0.000905544214216604,0.00158986831118173,0.00195184649789923,0.00589182337969747
DEL,MH,3,2,0.0029135929632389,0.00286262533098975,0.00155859683518733,0.00266275139480825,0.00821087871071007,0.00242045446820389,0.00446576035841364,0.000359293116872228,0.00448843422341994,0.00331405104866094,0.0010895898990283,0.0465340865004917
DEL,MH,4,1,6.27339166127091e-05,0.000323986742797617,4.33499473329362e-06,3.06423277738687e-05,0.0082598953100142,0.000118523125413383,0.00622621996201832,3.78921703054629e-05,0.0026973726686918,6.23165158993563e-05,0.00182052204716679,0.00996158761103607
DEL,MH,4,2,0.000535386131306649,0.000574526235409496,4.17319400147723e-06,0.000451167097455622,0.00555327479103706,0.000478600945476825,0.00126658242525668,0.000456126446790763,0.0088937430804949,0.000972240942148151,0.00322173818211591,0.0281525610096395
DEL,MH,4,3,0.000677666089850536,0.000717545222871698,5.55210896877932e-06,0.000546296518292325,0.00331119803884807,0.000576537421992893,0.00100432539948531,8.90597845751054e-05,0.00491226750709131,0.00221886080133121,0.00199944699226557,0.0466517858405577
DEL,MH,5+,1,0.000352184561656207,0.00108085901158892,2.42235001152831e-06,0.000139278083479876,0.00717868228047582,0.000198929708121128,0.303326336740893,2.51367936096223e-05,0.0719740652133482,0.00375194885348885,5.34485615863788e-05,0.000409488094627183
DEL,MH,5+,2,4.1965899792414e-05,0.000168132857621952,2.3049037289154e-06,2.43724632599089e-05,0.00643767658146853,1.87394629480839e-05,0.132134439644418,0.000654750463952105,0.255539637700315,0.00297465205502274,6.58685525608908e-05,0.000326446578445547
DEL,MH,5+,3,3.18492023537283e-05,6.13253069382034e-05,2.32466943020783e-06,1.84805471893671e-05,0.00600483429073694,1.82801845171053e-05,0.0486147027173658,0.000306108126238408,0.219170572227477,0.000930877162585814,4.57332402965582e-05,0.000518479925561082
DEL,MH,5+,4,0.000348297611369756,0.000658392385256133,3.6378660584921e-06,0.000247429342143486,0.00198021926138637,0.000252568111886059,0.0168735168763798,0.000317462164789642,0.121918411261349,7.93895768797054e-05,5.01719516368988e-05,0.00302943418250669
DEL,MH,5+,5+,0.00229122578259033,0.002431807592761,0.000499479785300833,0.0019556317117765,0.00211877866267519,0.00180986120207982,0.0134894226745264,2.81500533735229e-05,0.0999066475087312,0.000776800132725952,3.67123423971337e-05,0.00168911123532639
