Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10
DEL,C,1,0,0.0296681289536177,0.357671323123414,0.106743359061663,0.00859037223133462,0.0341701635326571,0.00483972533043064,0.0168478480775757,1.34486099554744e-34,1.40556804567133e-21,0.00608553128461821
DEL,C,1,1,0.00134567911167029,0.101910929699807,0.225826873254504,0.000769722766322289,0.0208685132549831,2.74731424683647e-05,0.0142280626106675,0.000701218908257442,0,0
DEL,C,1,2,0.00657117415919826,0,0.200083683841315,0,3.13487887163823e-46,0,0.0141933465955847,0,0,6.3939301068492e-289
DEL,C,1,3,3.26661505373771e-102,0.0100067224902496,0.0720692139759723,0.000241353264942661,0.00454161980795298,0.0024809608764142,0.0100693669085263,0.00189896926038818,2.49447098629871e-183,0
DEL,C,1,4,0.00202291345745187,0.0133769404311824,0.0461175682932275,0.000724915473545045,0.000344786799618211,0.00389237816040558,0.000739344794205093,0.000575796515413387,0,0.00189051656546266
DEL,C,1,5+,0.00092354801733558,1.06499826658936e-218,0.02444810039647,0.00196253227681818,0.000395246520419544,0.0146283033249173,0.00128641979640792,0.00337722678725341,8.44706155066253e-167,0.000195793374391771
DEL,T,1,0,0.00140994168238213,0.109506812392581,0.037617021097772,0.00111189671922511,0.0343045153756952,0.00791669605887113,0.110546164317413,0.00134559844239394,0.000417765270651146,0.0228446036770745
DEL,T,1,1,0,0.0458549535013826,0.00325089900388508,8.51414902391445e-293,0.0090564569948501,0,0.1675162093828,0,0,0
DEL,T,1,2,0.0127874555295828,0.0889392238659335,0.0168310758717362,1.10299754839519e-304,0.00731904038013845,0.00705537483456047,0.123235526645403,0.000961906126247409,1.81254594617788e-51,0.0130993410192785
DEL,T,1,3,0.0243542977566374,0.118121630510064,0.0157177995321917,3.12147499635109e-292,0.0076997350445262,0.0202514672908004,0.0992330687620344,0.00237871932347011,2.16799839256111e-58,0.0197704201356024
DEL,T,1,4,0.0194963046955704,0.0975278120976976,0.0124135018833158,5.59194340552081e-213,4.47209864316573e-37,0.0471257489881346,0.0547687168546167,0.00454645838821111,0.000828727450030931,0.0105343173885436
DEL,T,1,5+,3.12916043608242e-09,8.98882907490905e-58,0.00938799606349727,1.15252289788719e-62,0.0120370679963803,0.814955871839456,0.0138476855207922,1.59843812165e-20,8.48754676957405e-76,1.39601552381611e-153
INS,C,1,0,4.58147515581334e-278,0,0,0,0,0,0,0,0,0.694554621164633
INS,C,1,1,0.00184935478327834,0,1.37872655071313e-307,8.67974648723405e-67,1.04717514696111e-21,0.000208136351012189,6.01964387538266e-192,0,0.175193847865932,0.0177531262531792
INS,C,1,2,0,0,0.00111798998493233,0,0,1.90537831164345e-05,0.00269369271875555,0,0.100338741003278,0
INS,C,1,3,0,0,0.00582506141384061,0.000180468611157607,0,0.00048038044669257,0,0.000588644078634456,0.0366213758501914,0.00184917450240616
INS,C,1,4,0.000109629127442405,0,0.00722186678335723,0,0,0.00293856941964405,0,0.00168804695071155,0.0110828282330641,0.00108256953320272
