Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID2 0.658),hdp.1 (ID2 1),hdp.2 (ID1 1),hdp.3 (ID5 0.997),hdp.4 (ID8 0.997),hdp.5 (ID6 0.999),hdp.6 (ID3 0.995),hdp.7 (ID9 0.999),hdp.8 (False Positive) (ID5 0.247),hdp.9 (ID13 0.998),hdp.10 (ID4 0.998),hdp.11 (ID14 0.903),hdp.12 (ID11 0.999),hdp.13 (False Positive) (ID5 0.121),hdp.14 (False Positive) (ID9 0.458),hdp.15 (ID12 0.992),hdp.16 (ID10 0.987)
DEL,C,1,0,0.0333151949090033,0.00258017109750228,0.00029045976165662,0.0177372703817473,0.0381153752943271,0.0286769125677242,0.117823147469697,0.335153855912801,0.0359788130609657,0.0488465769663314,0.00785545691536851,0.0136864304051091,0.00306965846525524,0.00486967511375406,0.0658597696834705,0.0424723718315379,0.00861484259608654
DEL,C,1,1,0.0116275278009561,2.65021868402932e-05,0.000679903471147725,0.0290177598367766,0.0220106285896544,0.00537186937944833,0.205305242938942,0.0973738238165322,0.000838021412230862,0.0144195067659754,0.00234514792352381,0.0017530309071205,0.00121355800375777,0.00075438330774454,0.000505339361391856,0.0102794832027807,0.0230047761836776
DEL,C,1,2,0.00505053695154675,5.2926857393338e-07,1.45254086899463e-06,0.027040613548301,0.00283370671959587,0.0079309598503998,0.206938485679117,0.00245050582704677,3.413944315985e-05,0.00610965079427514,0.00145092842368826,0.00100375883369937,0.000196980347018669,7.8907520052276e-05,5.69294706240525e-05,0.00204491105775027,0.0171399686020357
DEL,C,1,3,0.01074018894865,0.00158268964597149,0.00177278756088645,0.0143920286366966,0.00574173406447412,0.000823240817274116,0.0652485408546612,0.00952733335267825,0.0135109418725755,0.00537825990453368,0.00124686265432688,0.000418653391123369,0.000412809509333579,0.0140667704440733,0.00732930695531752,0.00509987556705603,0.00769060086150555
DEL,C,1,4,0.0136880695228864,0.00228517590511045,0.000784920261473182,0.00251603167622602,0.000871051555062669,0.00292432773331419,0.0459175976208394,0.0115932127120348,0.0235715485300992,0.00307572551416039,0.00162475166471259,0.00264794592787466,0.00024249598439025,0.00457574009965162,0.0570117928119687,0.00297748154039859,0.00429317553790178
DEL,C,1,5+,0.0202797209433708,0.00996450554495408,0.00296962854215229,0.00295556424284838,0.000428381005511739,0.00171038900567815,0.0234002847918394,0.0011362798949513,0.242506275143562,0.00125514868617494,0.00231566652426696,0.00458769729595957,0.00065148002829932,0.00630900300936233,0.0187981361616461,0.035560827533696,0.0075427298101191
DEL,T,1,0,0.0402818931082668,0.00540529577791287,0.000848128860780471,0.103403046630572,0.0355480747898012,0.0033937200381669,0.0343105810595596,0.0977592656698311,0.0320829981493969,0.0428106687138827,0.0040799820459619,0.0245116735456075,0.000851876828558539,0.0454153156828869,0.0748583907576324,0.0215737437603794,0.0319374765520221
DEL,T,1,1,0.00106304188743409,2.04180190061782e-07,1.18167199792463e-06,0.0973462954880278,0.00934437588057629,0.000220158296658479,0.0091019311403599,0.0446972000520682,3.61984399039151e-06,0.555915719780921,0.000615068528725462,0.000425587336531868,0.00103937063565076,1.21919299458816e-05,2.76657590341399e-06,0.00336024157000707,0.00106485297125554
DEL,T,1,2,0.0489283681220184,0.00361346313747929,0.000949331754809271,0.107912125753893,0.00828749145006712,0.0115474891608868,0.0113700203395076,0.0787492980813912,0.0149509839237914,0.0192707652947135,0.00106607932670711,0.0125240363617236,0.000775007810970692,0.0148292712940641,0.0229732712620409,0.0225283584055903,0.00300016958232775
DEL,T,1,3,0.0971660312562348,0.0112022096365369,0.00250110089555314,0.0820014399500704,0.00810722409440028,0.020358605784961,0.0100115680980296,0.113049122500936,0.0530742521868326,0.0579119185945258,0.00114307006114071,0.021045486408268,0.00150067927141533,0.019573853344767,0.00745797475148291,0.0147234729088633,0.00741193063670072
DEL,T,1,4,0.162700002790671,0.0329669985039098,0.00445076675169084,0.0518683789489057,0.000519048771841392,0.0170224987822677,0.00982771693872077,0.0879720388889897,0.0433050746184463,0.0153063235724571,0.00108449098591565,0.0184541430855224,0.00113152471046872,0.0307048312467086,0.0213525318351145,0.0356024344068701,0.0111944188589331
DEL,T,1,5+,0.168515902429689,0.868489635812571,0.000347928554755546,0.0410315996081017,0.00755090108960472,0.00327646254026546,0.00661710245400146,0.00137992807044341,0.0291544641772088,0.0079762468405572,0.00359619557145038,0.0150933157631785,0.00516517393482639,0.0132197639461021,0.0131238464836751,0.00531981549537588,0.00305157913427352
INS,C,1,0,0.000282567440407388,1.97652612599679e-07,1.11890429205658e-06,0.000410829103955019,0.00302663095424014,0.00224760394652299,0.00267626832413068,6.96434577631782e-05,2.61718781866961e-06,0.00203338061233966,0.000183105635368963,0.621797040212436,0.000345715869937451,7.67976583230662e-06,1.76901661353963e-06,0.00147301543980067,0.000427581181612946
INS,C,1,1,0.00121249013269443,0.000138479728124389,1.84387336995678e-05,0.00120699771813239,0.00200664572310438,0.00155816423440269,0.00142869803024157,0.000229518045488348,0.00185915665296214,0.00166594433675585,8.43448054489108e-05,0.0210452918984919,0.165520002333896,0.000502435919407203,0.00135031180520262,0.00270705668821035,0.00192062315148437
INS,C,1,2,0.000355757844262298,5.52041947741086e-06,4.27470213886708e-06,0.00301914788331971,0.00132930529606282,0.000254060285765204,0.00135678768727457,0.000651009491079051,0.000169535718989017,0.00171353325672151,0.000127180980430525,0.00125257995243132,0.0934958718128552,0.000175737873519547,0.000253875144534345,0.00415085418814756,0.00132194032103704
INS,C,1,3,0.00257931402006539,0.000252153504351692,0.000791606858038715,0.000458839567957571,9.60157482083391e-05,0.000203958196470955,0.00676084618246954,0.000194808542292949,0.00260748354065251,0.000163850177915636,0.000400881843501632,0.00197462142502374,0.0383940045245788,0.00421728523461898,0.00144316569038309,0.00172517287717665,0.0033045777670153
INS,C,1,4,0.0103150771183225,0.00156086427059208,0.00181371132099402,0.000311904144012204,0.000638648559175141,0.000355403951542571,0.00660865910982836,0.000186320082627778,0.0118182546545839,0.00013650776140538,9.24795077233231e-05,0.00246156742733877,0.0104837717904124,0.00747220503359257,0.0114903028856815,0.00371969261555425,0.00274447303935443
INS,C,1,5+,0.0373040432665519,0.00684709385299548,0.0203998265995625,0.0018111518198683,0.000927727769897982,0.000295067383061432,0.00839317318636632,0.000639495632829623,0.0394020346057113,0.00097852707957684,0.000332537897657154,0.000993208754133427,0.00197034770698315,0.454961590064714,0.0209714915922894,0.0171529480372211,0.0141156824188787
INS,T,1,0,0.00812908432782649,0.000674041218838031,0.00228568983446101,0.00522623500123507,0.00406877127926158,0.00704903702418562,0.0213574431285453,0.0127884639516578,0.0107038725709369,0.0391998660135646,0.00150861314140344,0.0389176355176992,0.00089065430444074,0.0157314844554236,0.0242092560611178,0.0044474026767639,0.00873371516364891
INS,T,1,1,0.00163603366111968,1.93458300672802e-06,1.74327753388163e-05,0.0135172773152266,0.00502671540920653,0.00119763759180304,0.0499918329139653,0.00951288922918367,3.47942009472662e-05,0.00486518165709355,0.00123549737430528,0.00274427592680535,0.2985697438597,0.000339893266396011,5.69604023132472e-05,0.00240975542139675,0.0336869428611498
INS,T,1,2,0.00455627268289092,0.000357755540400912,0.000184922811750105,0.0311269117288195,0.00110697464675086,0.000292763250451436,0.0397587646672892,0.00205687101924577,0.00268774727924034,0.00330420603873318,0.000391153677055194,0.00342983037396696,0.162705356960434,0.00229803915607364,0.00798357049666581,0.00221901001232071,0.00183956931768554
INS,T,1,3,0.00696107285581041,0.000763753302274427,0.00359365728244971,0.0187542713957159,0.000631722886951228,0.000858371392005035,0.0255277240138286,0.00160536717856002,0.00288546709645508,0.00787147801605142,0.000910970904921928,0.000789480135687704,0.114257712888804,0.0131725128850087,0.0092452285354527,0.00134869448409821,0.00353236006348864
INS,T,1,4,0.0120836438963009,0.00238171972571688,0.0155907222649542,0.0109360418693591,0.00101382897388361,0.001321535748545,0.0074553567123638,0.00101071544877779,0.0188225327663676,0.0152902201222779,0.000769371373584598,0.00513183030478234,0.0544607331449367,0.0151185936865286,0.0658454719223016,0.00214215533334943,0.00135640400406121
