"ex.sig","ref.sig","sim"
"ID83A","ID2",0.999988520923643
"ID83B","ID1",0.999990507533337
"ID83C","ID5",0.939522474759747
"ID83D","ID8",0.990015483810185
"ID83E","ID3",0.985570201549968
"ID83F","ID6",0.997928934729821
"ID83G","ID9",0.993613654114454
"ID83H","ID4",0.986765041659164
"ID83I","ID14",0.986904997709451
