Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I
DEL,C,1,0,0.00361301,2.334e-05,0.00519097,0.04397285,0.10246516,0.03258925,0.3110189,0.0072817,0.01407346
DEL,C,1,1,4.82e-06,0.00045409,0.00779326,0.02307087,0.21457923,0.00389803,0.09248181,0.0001715,0.00337221
DEL,C,1,2,0,0,0.01053933,0.00090267,0.19016967,0.00573848,0.00073753,4.35e-06,0.00111838
DEL,C,1,3,0.00278154,0.00203735,0.0085806,0.0050863,0.06832982,0.00045408,0.01034382,0.000184,0.00102392
DEL,C,1,4,0.00388919,0.00067139,0.00011299,0.00063717,0.04306725,0.00177564,0.01226747,0.00169795,0.00126406
DEL,C,1,5+,0.01476427,0.00354235,0.00033155,0.00055711,0.02335028,0.00079558,0.00047606,0.00238576,0.00216897
DEL,T,1,0,0.00766403,0.00125888,0.11343634,0.04096415,0.03520467,0.0047405,0.09908778,0.01783839,0.00645979
DEL,T,1,1,0,0,0.13318722,0.06190877,0.00611194,0.00011322,0.05492141,9.13e-06,0.03445704
DEL,T,1,2,0.00675823,0.00107218,0.13230663,0.01141505,0.01483795,0.01179173,0.07945734,0.01067087,0.00100211
DEL,T,1,3,0.01979504,0.00221738,0.10224277,0.01464186,0.01331453,0.02249282,0.10741676,0.01688543,0.0027156
DEL,T,1,4,0.04637591,0.00421155,0.05698011,0.00355325,0.01068573,0.01757131,0.08692771,0.01338955,0.00129646
DEL,T,1,5+,0.81335656,0.00042729,0.01398066,0.00222472,0.00572686,0.00086553,0.03185335,0.04821769,0.00158769
INS,C,1,0,0,1e-08,5e-08,3.23e-06,3.3e-07,2.88e-06,1.05e-06,0.46503972,1e-07
INS,C,1,1,0.00017903,2e-08,0.00677442,0.00147726,0.00629719,0.00162275,0.00243034,0.01198196,4.249e-05
INS,C,1,2,1.116e-05,0,0.00634386,0.00133488,0.00468494,4.097e-05,0.00190395,0.00044206,1.033e-05
INS,C,1,3,0.00060507,0.00054299,0.00059613,5.335e-05,0.00846397,0,0.00050654,0.00162364,0.00020265
INS,C,1,4,0.00356361,0.0015005,1.96e-05,0.00013087,0.00777835,3.728e-05,0.0001597,0.00165223,0
INS,C,1,5+,0.00910863,0.02426378,4.15e-06,0.00072358,0.00688049,2.185e-05,0.00070425,0.00229967,0.00041652
INS,T,1,0,0.00135037,0.00218385,0.00823144,0.00719358,0.01523621,0.00570874,0.01440122,0.0323211,0.00392939
INS,T,1,1,3e-08,1e-08,0.01671482,0.00541992,0.06018077,0.00032872,0.00869609,0.00257023,0.00029347
INS,T,1,2,0.00074977,2.819e-05,0.03473448,0.00063778,0.05118975,6.1e-06,0.00477004,0.00173397,9.5e-06
INS,T,1,3,0.00128813,0.00420909,0.02306291,0.00138617,0.03093037,0.00046876,0.00376186,0.0009916,0.00019848
INS,T,1,4,0.00401222,0.01651953,0.01508476,0.00198831,0.0077726,0.00087952,0.00267149,0.00478805,0.00067019
INS,T,1,5+,0.00234269,0.89991803,0.00066963,0.0222264,0.00780543,0.00882338,0.02393708,0.2344309,0.00501924
DEL,repeats,2,0,0.00010963,0.00048245,0.02951035,0.01080135,0.00695588,0.00153644,0.01218111,0.00020968,0.06982216
DEL,repeats,2,1,0.00359331,0.00060219,0.01755779,0.00965304,0.01024854,0.00131932,0.00181673,0.00549407,0.22238383
DEL,repeats,2,2,0.00195824,0.00020401,0.00212487,0.00027891,0.01242464,0.00172644,0.00037351,0.00243196,0.05177735
