MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.00361304	0.00002334	0.00519009	0.04397337	0.10246494	0.03259014	0.31101881	0.00728210	0.01407361
1:Del:C:1	0.00000482	0.00045410	0.00779295	0.02307082	0.21457995	0.00389828	0.09248212	0.00017152	0.00337192
1:Del:C:2	0.00000000	0.00000000	0.01053903	0.00090264	0.19017065	0.00573847	0.00073753	0.00000435	0.00111824
1:Del:C:3	0.00278153	0.00203735	0.00858051	0.00508629	0.06833011	0.00045411	0.01034384	0.00018394	0.00102387
1:Del:C:4	0.00388919	0.00067139	0.00011299	0.00063714	0.04306740	0.00177568	0.01226746	0.00169790	0.00126394
1:Del:C:5	0.01476426	0.00354236	0.00033157	0.00055710	0.02335042	0.00079559	0.00047606	0.00238545	0.00216892
1:Del:T:0	0.00766404	0.00125888	0.11343587	0.04096432	0.03520453	0.00474067	0.09908791	0.01783870	0.00645980
1:Del:T:1	0.00000000	0.00000000	0.13318652	0.06190801	0.00611179	0.00011322	0.05492374	0.00000913	0.03445686
1:Del:T:2	0.00675823	0.00107218	0.13230626	0.01141523	0.01483776	0.01179188	0.07945762	0.01067104	0.00100202
1:Del:T:3	0.01979506	0.00221737	0.10224245	0.01464198	0.01331426	0.02249303	0.10741695	0.01688540	0.00271559
1:Del:T:4	0.04637592	0.00421155	0.05698004	0.00355331	0.01068551	0.01757152	0.08692793	0.01338871	0.00129648
1:Del:T:5	0.81335663	0.00042739	0.01398428	0.00222418	0.00572715	0.00086575	0.03185222	0.04819753	0.00158789
1:Ins:C:0	0.00000000	0.00000001	0.00000005	0.00000323	0.00000033	0.00000288	0.00000105	0.46504933	0.00000010
1:Ins:C:1	0.00017903	0.00000002	0.00677442	0.00147727	0.00629724	0.00162274	0.00243019	0.01198223	0.00004249
1:Ins:C:2	0.00001116	0.00000000	0.00634385	0.00133488	0.00468497	0.00004097	0.00190390	0.00044207	0.00001033
1:Ins:C:3	0.00060506	0.00054299	0.00059612	0.00005335	0.00846401	0.00000000	0.00050655	0.00162366	0.00020264
1:Ins:C:4	0.00356361	0.00150050	0.00001960	0.00013087	0.00777837	0.00003728	0.00015973	0.00165219	0.00000000
1:Ins:C:5	0.00910864	0.02426366	0.00000416	0.00072357	0.00688059	0.00002247	0.00070348	0.00229957	0.00041641
1:Ins:T:0	0.00135037	0.00218385	0.00823138	0.00719352	0.01523624	0.00570874	0.01440145	0.03232176	0.00392936
1:Ins:T:1	0.00000003	0.00000001	0.01671473	0.00541990	0.06018117	0.00032874	0.00869603	0.00257030	0.00029344
1:Ins:T:2	0.00074978	0.00002818	0.03473435	0.00063776	0.05119005	0.00000610	0.00477049	0.00173402	0.00000951
1:Ins:T:3	0.00128813	0.00420909	0.02306286	0.00138616	0.03093052	0.00046877	0.00376190	0.00099162	0.00019848
1:Ins:T:4	0.00401222	0.01651953	0.01508474	0.00198829	0.00777259	0.00087954	0.00267153	0.00478809	0.00067016
1:Ins:T:5	0.00234292	0.89991801	0.00066992	0.02222819	0.00780225	0.00882455	0.02393728	0.23443974	0.00501435
2:Del:R:0	0.00010960	0.00048245	0.02951024	0.01080131	0.00695591	0.00153644	0.01218127	0.00020970	0.06982261
