MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
2:Del:R:1	0.00359322	0.00060219	0.01755767	0.00965306	0.01024861	0.00131934	0.00181667	0.00549410	0.22238506
2:Del:R:2	0.00195822	0.00020401	0.00212485	0.00027890	0.01242471	0.00172644	0.00037353	0.00243196	0.05177760
2:Del:R:3	0.00088557	0.00020220	0.00000000	0.00001958	0.00607145	0.00002714	0.00000000	0.00039180	0.01025190
2:Del:R:4	0.00092288	0.00000000	0.00017917	0.00000040	0.00368317	0.00000053	0.00002737	0.00003420	0.00316099
2:Del:R:5	0.00000000	0.00000001	0.02591299	0.00032934	0.00040655	0.00000000	0.00079911	0.00000000	0.00120762
3:Del:R:0	0.00001770	0.00005506	0.01974279	0.01193199	0.00079913	0.00140998	0.00236955	0.00113408	0.00429182
3:Del:R:1	0.00488246	0.00453803	0.00294679	0.00082199	0.00012254	0.00504071	0.00286914	0.00449989	0.09232051
3:Del:R:2	0.00283271	0.00019830	0.00008804	0.00006549	0.00000000	0.00036984	0.00026181	0.00117893	0.02092085
3:Del:R:3	0.00062501	0.00009316	0.00005924	0.00001315	0.00000000	0.00000000	0.00000082	0.00049856	0.00384237
3:Del:R:4	0.00000000	0.00000004	0.00711572	0.00008327	0.00007414	0.00000001	0.00028066	0.00000304	0.00013415
3:Del:R:5	0.00000000	0.00000001	0.01017422	0.00011472	0.00014683	0.00000000	0.00037424	0.00000032	0.00044812
4:Del:R:0	0.00001579	0.00002806	0.01243097	0.00708157	0.00024171	0.00252850	0.00116145	0.00001626	0.00667820
4:Del:R:1	0.00218000	0.00057172	0.00056558	0.00129748	0.00060078	0.00260863	0.00343848	0.00034688	0.06101732
4:Del:R:2	0.00045955	0.00000000	0.00000000	0.00000000	0.00000000	0.00010691	0.00001161	0.00050956	0.01043596
4:Del:R:3	0.00000114	0.00000000	0.00469156	0.00002772	0.00004105	0.00000001	0.00007360	0.00000047	0.00383199
4:Del:R:4	0.00000000	0.00000003	0.00560348	0.00006904	0.00006916	0.00000001	0.00022889	0.00000171	0.00014453
4:Del:R:5	0.00018188	0.00000000	0.00140451	0.00000297	0.00000000	0.00000000	0.00001229	0.00000000	0.00022035
5:Del:R:0	0.00000000	0.00000000	0.01407691	0.24250899	0.00129401	0.03026185	0.00229858	0.00352273	0.00308246
5:Del:R:1	0.00306133	0.00000005	0.00000382	0.00006659	0.00000000	0.00730640	0.00011871	0.00035075	0.01216676
5:Del:R:2	0.00046281	0.00000035	0.00000499	0.00000000	0.00000000	0.00008227	0.00000325	0.00001346	0.00242416
5:Del:R:3	0.00009809	0.00000000	0.00000000	0.00000000	0.00000000	0.00000579	0.00000123	0.00001024	0.00056412
5:Del:R:4	0.00004390	0.00000001	0.00000000	0.00000001	0.00000000	0.00000000	0.00000101	0.00000000	0.00004112
5:Del:R:5	0.00002019	0.00000033	0.00010391	0.00000229	0.00000000	0.00000000	0.00000542	0.00003881	0.00006678
2:Ins:R:0	0.00037040	0.00033150	0.00769219	0.00233796	0.00247660	0.00199929	0.00144628	0.02429981	0.00116899
2:Ins:R:1	0.00023967	0.00000000	0.02173701	0.00180682	0.00309768	0.00001377	0.00178115	0.00000406	0.00017507
2:Ins:R:2	0.00124481	0.00009793	0.00850432	0.00015916	0.00142353	0.00055858	0.00037907	0.00128487	0.00008604
2:Ins:R:3	0.00051926	0.00035652	0.00134167	0.00009909	0.00098177	0.00012690	0.00012312	0.00104345	0.00015034
2:Ins:R:4	0.00210800	0.00268488	0.00000000	0.00027516	0.00002486	0.00000000	0.00002432	0.00306928	0.00001822
2:Ins:R:5	0.01362843	0.01815682	0.00077213	0.00168445	0.00000000	0.00052527	0.00074683	0.00070727	0.00030328
3:Ins:R:0	0.00004272	0.00000000	0.00479225	0.00007764	0.00010176	0.00119654	0.00020880	0.00684331	0.00002416
3:Ins:R:1	0.00144408	0.00015549	0.00767378	0.00055548	0.00042364	0.00000357	0.00056325	0.00270942	0.00049840
3:Ins:R:2	0.00021748	0.00000004	0.00091008	0.00000179	0.00000665	0.00046235	0.00003589	0.00016083	0.00040099
3:Ins:R:3	0.00003742	0.00001067	0.00000000	0.00000317	0.00000000	0.00001130	0.00000001	0.00020385	0.00000000
3:Ins:R:4	0.00010469	0.00000131	0.00000000	0.00000009	0.00000000	0.00000000	0.00000200	0.00057523	0.00000000
3:Ins:R:5	0.00243384	0.00048840	0.00000000	0.00005754	0.00000000	0.00000000	0.00000030	0.00247168	0.00000000
4:Ins:R:0	0.00000553	0.00000008	0.00321282	0.00018085	0.00000000	0.00151545	0.00018294	0.00621342	0.00008536
4:Ins:R:1	0.00143444	0.00068531	0.00438998	0.00114612	0.00027292	0.00041642	0.00042772	0.00139188	0.00125163
4:Ins:R:2	0.00002622	0.00001283	0.00000654	0.00000214	0.00000000	0.00013655	0.00000034	0.00003551	0.00005760
4:Ins:R:3	0.00013063	0.00000665	0.00000000	0.00000156	0.00000000	0.00003850	0.00000016	0.00094225	0.00000000
4:Ins:R:4	0.00035110	0.00003864	0.00000000	0.00000752	0.00000000	0.00000000	0.00000022	0.00167853	0.00004683
4:Ins:R:5	0.00284173	0.00068039	0.00052567	0.00029777	0.00000000	0.00001582	0.00000024	0.00039715	0.00010966
5:Ins:R:0	0.00000000	0.00000148	0.00563030	0.00017369	0.00009199	0.00840662	0.00036431	0.00270720	0.00014076
5:Ins:R:1	0.00010674	0.00146648	0.00570685	0.01040086	0.00020528	0.00550430	0.00196564	0.02667016	0.00312894
5:Ins:R:2	0.00003882	0.00006788	0.00000094	0.00000815	0.00000000	0.00102331	0.00000000	0.00063234	0.00008267
5:Ins:R:3	0.00010630	0.00004036	0.00000000	0.00000546	0.00000000	0.00000000	0.00000002	0.00002573	0.00000000
5:Ins:R:4	0.00003130	0.00006320	0.00000000	0.00000641	0.00000000	0.00000000	0.00000001	0.00003769	0.00000000
5:Ins:R:5	0.00011921	0.00000400	0.00021540	0.00000097	0.00000000	0.00000000	0.00000722	0.00001573	0.00005527
2:Del:M:1	0.00011880	0.00054372	0.02486137	0.00454516	0.00859610	0.00003232	0.00230114	0.00191412	0.18406904
3:Del:M:1	0.00000142	0.00002449	0.01493370	0.01018114	0.00054338	0.00121674	0.00178156	0.00164547	0.00642507
3:Del:M:2	0.00307030	0.00144708	0.00817570	0.00380433	0.00047588	0.00428270	0.00118204	0.00313519	0.04761300
4:Del:M:1	0.00012936	0.00000222	0.00970367	0.00591961	0.00007235	0.00293069	0.00142004	0.00000085	0.01054572
4:Del:M:2	0.00053958	0.00000892	0.00560961	0.00071594	0.00034409	0.00857311	0.00223335	0.00070290	0.02891074
4:Del:M:3	0.00066938	0.00000477	0.00211166	0.00051975	0.00010503	0.00467030	0.00111102	0.00185331	0.04738967
5:Del:M:1	0.00051112	0.00000084	0.00253946	0.27640831	0.00061623	0.08539514	0.00088852	0.00329328	0.00010313
5:Del:M:2	0.00000061	0.00000001	0.00212588	0.10184277	0.00116901	0.25952204	0.00032602	0.00279034	0.00002179
5:Del:M:3	0.00000000	0.00000001	0.00455821	0.02770305	0.00043596	0.21784859	0.00001169	0.00058325	0.00045351
5:Del:M:4	0.00041765	0.00000020	0.00070857	0.00668076	0.00028634	0.11989064	0.00009781	0.00000000	0.00284477
5:Del:M:5	0.00239324	0.00055910	0.00034406	0.00570811	0.00000641	0.09858126	0.00074252	0.00066293	0.00127555
