Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID6 0.997),hdp.2 (ID4 0.994),hdp.3 (False Positive) (ID5 0.926),hdp.4 (ID13 0.998),hdp.5 (ID3 0.971),hdp.6 (ID2 1),hdp.7 (ID9 1),hdp.8 (ID1 1),hdp.9 (ID14 0.979),hdp.10 (ID8 0.987),hdp.11 (ID11 0.977),hdp.12 (False Positive) (ID5 0.127),hdp.13 (False Positive) (ID3 0.935),hdp.14 (ID5 0.998),hdp.15 (False Positive) (ID5 0.92)
INS,T,1,1,0.0013178708196068,0.00126837063525446,0.0123172660143369,0.00480754687510021,0.0417681923917077,1.14842533085601e-05,0.0106105022054846,1.6209726410811e-05,0.0036273744112001,0.00345267221826542,0.207129930389082,0.000204264602499701,0.0483195283743084,0.014195169136392,0.0144722329334915
INS,T,1,2,0.000692264923990684,0.000281361008635043,0.0366435123296308,0.00554173628043385,0.0451587746256313,0.000520729187627243,0.00245451219968056,0.000107090381454607,0.00178167388542706,0.00195963404304962,0.132338137091084,0.00476366827428554,0.0341195526016783,0.0294898534843616,0.0252691923636502
INS,T,1,3,0.000823147676517634,0.000748354397474909,0.0191163327341189,0.0116839899005761,0.0257676993259302,0.0011363396315767,0.00184455490732377,0.00328742230036368,0.000539692764650386,0.000819415932311806,0.0844531197687795,0.0347287843041835,0.0223587906803042,0.0219565871480892,0.0214971302718362
INS,T,1,4,0.000985288449701407,0.00138250228016219,0.0107758839690917,0.0120841592219685,0.00591189222853043,0.00367671913157679,0.00398009686669789,0.0145023299531174,0.00481650374038739,0.000672759187341719,0.0426601743667956,0.0971571966463278,0.00996818010079683,0.0111994142268205,0.0112902156199305
INS,T,1,5+,0.0149716600937645,0.004455701214075,0.00119284845465331,0.0277560444627393,0.0295007378684269,0.0171210606747843,0.00429777028013808,0.9042019618774,0.145261334684047,0.0118299062804645,0.0109981234963328,0.0131913976606691,0.0149336725838879,0.000895291408704727,0.000778007397517705
DEL,repeats,2,0,0.00109478433085022,0.085572663988621,0.0235781182951704,0.022946308104682,0.0099462126266994,0.000157056259287648,0.0148452749719778,0.000561047972830457,0.00079667316425352,0.00906671218485632,0.0127047543413554,0.00631647672247595,0.00704479163198607,0.0302626265239672,0.0255166320415208
DEL,repeats,2,1,0.00148429936165739,0.199239411864151,0.0185824169957481,0.00480807359033987,0.00953695859369503,0.00302391367054832,0.00386558275213876,0.000850615132624461,0.0063094717586282,0.00993961174412815,0.00641719883074307,0.0119649459822086,0.0118565911679714,0.0272794013328797,0.023976806331335
DEL,repeats,2,2,0.00221086272422864,0.0466513922129036,0.00403368000317783,0.00289969132731239,0.0120971308122803,0.0017345849003393,0.000471854450249462,0.000641555956929528,0.00225909796661959,0.000712526132096076,0.00182584180680745,0.00395430002910166,0.0121607628723766,0.00485744653148175,0.00422920949108462
DEL,repeats,2,3,0.000605009755639384,0.0118750367798285,0.000225357541013674,9.0006339482658e-05,0.00657671309685261,0.000908564051214723,0.000155440987082166,0.000222441561502834,0.000221646494197046,0.000110666590368621,0.000416130208010704,0.0017617389933868,0.00637267803469822,0.000282631787215087,0.000472288078559615
DEL,repeats,2,4,0.000189218683239694,0.00311999260884546,0.000947034677500559,0.000119450754154495,0.00292058107099298,0.00082328279788712,0.000226496036374678,5.18342180074886e-05,0.00037175133936268,0.000218441575776435,0.000353110704269035,0.0012351787194303,0.00266541660087449,0.000781336389068033,0.000757486322179084
DEL,repeats,2,5+,0.000171499617610833,0.00196347757415001,0.0248501466060163,0.000630147653876578,0.000107862071192952,2.79062518594748e-06,0.000201942371300413,5.27914130894664e-06,3.20647224211775e-05,0.000729152860620713,0.0123462259745977,0.000122783418000032,0.00101197274933669,0.0213191450871709,0.022772236238896
DEL,repeats,3,0,0.0010497571892176,0.00503461009937779,0.0174399448471163,0.00418452536858371,0.00119162631276666,1.56628307346924e-05,0.00214999143786963,4.40234198075385e-05,0.00162116522522769,0.0116099672664048,0.00659269079871143,0.000375262761698901,0.00174692044374077,0.0187317375927461,0.015782574906728
DEL,repeats,3,1,0.00428615770518581,0.0940490724145971,0.00584200330273177,0.000764191518494526,0.000288121550466415,0.00452487887041129,0.00419990594747787,0.00432659838931197,0.00434198902644245,0.00210809435284857,0.000831454482758636,0.0553118992598778,0.00069658451658664,0.00620025103933381,0.00584570185358582
DEL,repeats,3,2,0.000529879135443094,0.0147022432363674,0.000748134666074176,0.000836113968082275,6.08362634674227e-05,0.00201492075996652,0.000952362607739116,0.000684455994459345,0.00149935217746606,0.000222963396799329,0.000415704854344241,0.00578775628986357,0.000194541323227103,0.00115603449674314,0.000484437874980277
DEL,repeats,3,3,0.000143801744437371,0.00359294564012475,0.000480096829906124,0.000121516304113936,0.000134009657671624,0.000486766416901507,0.000318263438933843,0.000252952019848673,0.000347972659349797,0.000250075881578523,0.000481880930031762,0.00567335428744834,0.000107385418710311,0.00057944643780354,0.000229430518392964
DEL,repeats,3,4,3.36673384010356e-05,0.000744655825408232,0.00558087060930202,0.000759647308583755,6.51251597456569e-05,2.92521449408662e-06,3.38957353903818e-05,4.92518416476543e-06,4.0669458768252e-05,2.95910033170287e-05,0.00295139476937224,9.06402572005865e-05,0.000157462164533332,0.00613933810170846,0.0045569879016606
DEL,repeats,3,5+,0.000177858880008117,0.000568516945973745,0.0103206363487126,0.000331221263746222,0.000136431992733414,3.28166586486138e-06,7.87806955999845e-05,4.06187405700637e-06,7.19837083658496e-05,5.05772689126778e-05,0.00373310526018985,6.5928042177357e-05,0.000298472316295032,0.00884399806520166,0.00720570738363245
DEL,repeats,4,0,0.00233422795991117,0.00670148315734669,0.0112057639957922,0.00404310749061055,0.000134680780805627,1.083969670005e-05,0.0013032987083838,5.15406925708505e-05,0.000439376137081983,0.00714517798778264,0.0055867517645629,0.00116700411225083,0.00150662661973939,0.0111394324724127,0.00984382572917418
DEL,repeats,4,1,0.00255385824709631,0.0579830982743541,0.00211167771754235,0.000613819481447194,0.00136268406469501,0.00195293292025772,0.00360552286971388,0.000873586735454295,0.000265215039763237,0.00135269575128258,0.00184435588481611,0.00619568065043932,0.00136753835466601,0.00285392922262011,0.0030427177422466
DEL,repeats,4,2,0.000540455631981251,0.0135135790752462,0.00028415426652454,0.000168920675683116,3.15427872981138e-05,0.000477431386607294,0.000508030388328843,2.868239919266e-05,0.000603822209492741,0.000109685510114061,0.000253846590737754,0.000445856746572952,5.30506997933218e-05,0.000130819454933966,7.57193620119016e-05
DEL,repeats,4,3,0.000172691283243949,0.00391231059979309,0.00426648765488413,0.000420628593740642,6.23987220137721e-05,2.31640817055098e-06,0.000106444286713694,4.19029143553553e-06,3.88498191823115e-05,6.48029326037883e-05,0.00210223214186772,0.000113192313567939,0.000121799568872769,0.00343522034616471,0.00378183301876466
DEL,repeats,4,4,5.20694771653904e-05,0.000401197738390564,0.0049094900274287,0.00037922464480364,0.000148737664573287,2.6234400297434e-06,3.55060133001334e-05,6.230940702751e-06,1.84636875499951e-05,8.77476704369224e-05,0.00103378850578428,0.000115870910301226,0.000170873951379895,0.00481701373107744,0.00449296597834017
DEL,repeats,4,5+,0.000116152131865873,0.000650289828792051,0.00180509336753198,0.000258121450681592,7.93026359514581e-05,0.000145871677485492,5.20267271223177e-05,3.57820456913436e-05,8.71782129309346e-05,3.33198459386809e-05,0.000337171135294233,0.000432290950214046,0.000209121153276486,0.001690236038591,0.000745783561631982
DEL,repeats,5+,0,0.0153530821928577,0.00578552504674501,0.0245341848196212,0.0121034617863395,0.00141624807982758,5.94085617957923e-06,0.00218935720127406,9.27195055733229e-06,0.0048575124539937,0.208851479405401,0.0343272050093409,0.00026578592101907,0.00193596947871632,0.0208043422134275,0.0185737764296855
DEL,repeats,5+,1,0.00763203554053283,0.0148005773366178,0.00030266988507018,0.00319455891177244,0.000160760206341002,0.00292151749402868,0.000677619695060812,8.96536755531435e-05,0.000441761201398018,0.000487382966761241,0.00025653303494699,0.00211194391467753,6.11027422978672e-05,0.000141560476541263,0.000260196165833982
DEL,repeats,5+,2,0.000408900943380799,0.00293981075589679,0.000177174398710771,0.000348148445663844,5.95412055447774e-05,0.000397129937680839,0.000139159971116777,0.000108509447444236,4.18517104766315e-05,0.000240626529653031,0.000874997265983341,0.00102521129807908,5.03252656534088e-05,0.000382442251648758,0.000228137307473025
DEL,repeats,5+,3,0.000180724817293992,0.000921528429665663,0.000208576515590938,9.46538268914011e-05,4.87036155605352e-05,0.000103137469193375,0.000141667579464787,1.69187198368081e-05,0.000109939128429648,2.45491359937857e-05,0.000254585362895294,0.000536583410119773,6.57914830978391e-05,0.000143623224175037,0.000183284708159256
DEL,repeats,5+,4,8.18833921172833e-05,0.000156073751623366,4.47937074650435e-05,3.13137373851313e-05,2.0191368664401e-05,5.20450545700236e-05,5.79822969488417e-05,7.7007261612108e-06,3.01011565403038e-05,9.95464513930703e-06,0.000107972670176222,0.00043712970560321,6.60151509451876e-05,3.92423003413892e-05,2.42250868623964e-05
DEL,repeats,5+,5+,2.24226181433736e-06,0.000186291235147875,0.000435309768391743,0.000139342000263915,3.08611778651426e-05,2.46088138100659e-05,8.04462883997657e-05,1.29658386809064e-05,2.52179429622149e-05,2.55781637795829e-05,0.000183685622806532,0.000544100762242224,0.000102522714029068,0.000743243333836889,0.000579092399350791
INS,repeats,2,0,0.00211807986077544,0.000961329257816378,0.00584751944178162,0.0102612390885129,0.00242953914918155,0.000231806950732333,0.00143585162319148,0.000576512015135691,0.0259886271497834,0.0019873366512902,0.00353791270135375,0.00209613155331652,0.00217345502863433,0.00614211691744939,0.00599807722420184
INS,repeats,2,1,0.000300741509671,0.000759495035602874,0.0185985733018086,0.00247786471459527,0.00275862018342005,0.000220612905619447,0.00174895233905589,3.84690984017436e-05,6.81799419997592e-05,0.0014982275734044,0.00286554048985206,0.000434019077138747,0.0017403512362242,0.0193772096355244,0.0207107036986998
INS,repeats,2,2,0.000478901090352894,0.000168876501084939,0.00791274196419331,0.000471017685001215,0.000880020695759645,0.000908549330509145,0.000611131197245191,0.000229510992147746,0.00113993737766907,0.000585018893448064,0.00186340725166661,0.00124139997635922,0.00152480170333504,0.0070870881295224,0.0072166810499572
INS,repeats,2,3,0.000388568380537876,0.000269172192188586,0.000944210148469009,0.000659695346046387,0.000829298467647618,0.000437082984097737,0.000388095414546811,0.000410541726056647,0.00101318971408116,0.000367606345457426,0.000289419589475058,0.00355026395410648,0.000778355824778376,0.00119834734427651,0.00134206023283661
INS,repeats,2,4,0.000120981904416292,0.000255800431639832,0.000112775136791443,0.000177503035764595,0.000536636349727718,0.00205011060665006,0.000189846848680599,0.0022653268018974,0.00364132498135897,0.000147516112260735,0.000217848238333987,0.0329762907898439,0.000280446344597613,6.29432706534559e-05,0.000128411054679869
INS,repeats,2,5+,0.000308329561241373,0.000271073887137849,0.00112990465592907,0.00173922404909903,0.000278940795719241,0.0144568190550954,0.000559921901275533,0.0151462297969895,0.000518813171435442,0.00201720058670812,0.000638433466325008,0.241531141192809,0.00122410099256087,0.000952532655541964,0.000485172291058267
INS,repeats,3,0,0.00104264803131287,0.000297233423172198,0.00358438715459225,0.000478443337105406,0.000145523613939353,1.77310898683619e-05,0.000605612000440012,4.02744956645948e-05,0.00796972325337988,0.000514274155242414,0.00149164814717846,0.000188970679216094,0.000597880723951189,0.00400157423005845,0.00404153425202434
INS,repeats,3,1,0.000178835229109393,0.000521977828632728,0.00425436544087578,0.00393516184973015,0.000424768512328689,0.000972938748185055,0.000872082264009439,0.0003470182891901,0.00307129460982661,0.000559942334610662,0.00376189498729883,0.00468607537536645,0.00074468138776091,0.00610341977183978,0.00608446158491151
INS,repeats,3,2,0.000799938039326844,0.00101899403930938,0.000743150203077324,0.000305360578254016,7.63979311371038e-05,0.000167906470777396,7.46996859355758e-05,4.45511181109062e-05,0.000319135998114977,8.97614667489127e-05,0.000270435383729788,0.00122135370403269,0.000402817509080273,0.00136041447907983,0.00188233501716668
INS,repeats,3,3,0.000296260698396322,3.69557727148103e-05,2.39054845329023e-05,0.000118851744666257,2.81819284786173e-05,2.25468635502155e-05,4.67410820750415e-05,0.000110633190309323,0.000307231237434078,7.19839974745667e-05,2.31481942695862e-05,0.00108949761967797,2.65253498966609e-05,2.18621781356737e-05,2.14045033744636e-05
INS,repeats,3,4,0.00012819872058694,0.000184179904534914,3.51770168564503e-05,6.99188661270906e-06,3.74360873185726e-05,9.79915311149924e-05,6.21739363933096e-05,7.48479072050757e-05,0.000937854579133299,0.000123811590471063,3.57520950179198e-05,0.00162452571556552,4.99856218852129e-05,2.20330915110435e-05,4.3750975196784e-05
INS,repeats,3,5+,3.41610814826695e-05,6.68288547918146e-05,6.15082733811539e-05,5.67509851356518e-05,3.62196766381932e-05,0.00205981891197856,9.85219652416719e-05,0.0010468768151095,0.00198116601065404,5.60285343872594e-05,0.000349461617551489,0.0076621691587409,0.000123506071708094,6.19177904012367e-05,6.80399243268317e-05
INS,repeats,4,0,0.00162301518111853,0.000652760534828495,0.00283439826828324,0.00131317338671486,6.2278129575631e-05,1.24021944492278e-05,0.000147979623027058,1.17518088418702e-05,0.00516579229729087,0.000562974093893548,0.0013756385314096,0.000138768592053519,0.000332453261103309,0.002628898189687,0.00188003597553124
INS,repeats,4,1,0.000733327271554236,0.00155928504056375,0.00280094919859904,0.00442565767084889,0.000126092501950189,0.00111291793752358,0.00147652650565994,0.000599137214784787,0.0020088512615294,0.000562435606235031,0.00236801102230149,0.0106166613555566,0.000378495701679712,0.00396052849892868,0.00354019948539465
INS,repeats,4,2,0.00039852862631249,0.00011744089359897,0.000476315283979179,0.000122910550336559,9.0255575224357e-05,4.54238914969598e-06,9.13740522300647e-05,1.64633237549652e-05,9.43231254294015e-05,0.000164231359304581,0.000165686446604649,0.000674142313326002,0.000177666826743812,0.000320209155537787,0.000190793846463922
INS,repeats,4,3,0.000401776936060082,0.000118863421316922,2.1792072222237e-05,4.53388216097382e-06,1.52051335047424e-05,0.000224552797319427,2.47749246343843e-05,4.51392481218171e-05,0.000833425771709662,1.82827624881604e-05,7.31608306315354e-05,0.000711729073938256,3.04188272393938e-05,1.41651826793615e-05,2.25380586252743e-05
INS,repeats,4,4,2.9394418950204e-05,0.000227514591016543,3.65062069889442e-05,0.000105683863674818,5.07064986635736e-05,0.000161358911232221,0.000122645403393485,0.000356881607171248,0.00138482796849782,0.000103850664389577,9.15405864297271e-05,0.00221468106035103,2.93419079743825e-05,3.02192528347936e-05,4.88439910419759e-05
INS,repeats,4,5+,0.000108423010843604,0.000137311359722371,0.000382913093368835,0.000761630236544819,7.16109356578522e-05,0.00217886841242248,0.00010598332929678,0.000841526635465028,0.000226334379232011,0.000884860624179855,0.000473149986351744,0.00516874122543554,0.000218697450740739,0.000752233966737811,0.000763792721109651
INS,repeats,5+,0,0.00881816976619331,0.000254632461513513,0.0039694402440744,0.00247686292286494,8.63441857089991e-05,4.46457970592804e-06,0.000156627184168357,7.55180516762236e-06,0.0027156527350468,0.000385298984484197,0.0036860029383879,0.000107835120101365,0.000432896692551471,0.00455967122985243,0.00456646612655118
INS,repeats,5+,1,0.00553708735751424,0.00229613942448721,0.00418029632074256,0.014924052877955,0.000877708466837027,9.31536763747722e-05,0.00187606595634399,0.00155799848527062,0.0250926551224756,0.00958740393274134,0.00195053759218617,0.0115704146052993,0.000777436301405944,0.00414527407057417,0.00434839244808888
INS,repeats,5+,2,0.00128898128080022,0.000103574991842927,0.000361486548433033,0.000261116498122782,4.23331889369965e-05,2.22450890858723e-05,7.30402392346868e-05,0.00015562999226336,0.00055049751722001,5.43429942506669e-05,0.000306232252817862,0.00315495492008104,7.80435107359283e-05,0.000296590695131071,0.000173577643476257
INS,repeats,5+,3,6.49773320138192e-05,4.95339125367068e-05,0.000148530351355528,3.00744074094665e-05,5.88281372148998e-05,9.56667111126827e-05,0.000180295811002149,0.000204146941181785,0.000123694370045402,7.13717443833755e-05,0.000219370556719221,0.00215411021164025,0.000190457314014407,0.00011282934878512,0.000192001907693659
INS,repeats,5+,4,3.61249167472133e-05,7.00782075791378e-06,0.000170854099630762,3.24291343632296e-05,4.28417744369827e-05,1.645249144104e-05,0.000108644590117095,0.000158432512700673,5.28106697908268e-05,5.1027238051987e-05,0.000248473702319281,0.00210416734351638,3.34507691701176e-05,0.000125739202190214,8.32285003165679e-05
INS,repeats,5+,5+,2.74528578096437e-05,5.43854807537241e-05,0.000629477862946448,0.000188677661045173,6.27185541323201e-05,6.36922871189084e-05,6.53699078172441e-05,0.000153005529535773,1.97795851036696e-05,0.000343274817490028,0.000546400365123587,0.00187977006234391,0.000169589932256228,0.000568068911212108,0.00036528152725421
DEL,MH,2,1,0.00091917513736443,0.199697795216803,0.0293704431167002,0.0102487734945076,0.0098552649557431,0.000210418817006877,0.00465415797050013,0.000912471301845398,0.00244308717379234,0.00315302227765858,0.013078684988246,0.0085041125964554,0.00644201506737625,0.0297198203777041,0.0314898029813387
DEL,MH,3,1,0.00110018209356221,0.00620689273077854,0.0151793446671294,0.00229293602672648,0.000623321340153203,1.26019754534968e-05,0.00245737013566542,2.12622488164709e-05,0.00147260244750777,0.00996360026283361,0.00321634532950817,0.00091279664162726,0.00180486698419272,0.0143020459848625,0.0136370155878695
DEL,MH,3,2,0.00392468579647384,0.0416247931906743,0.00971540955973348,0.000978461343537178,0.000631390547209685,0.00261058464785817,0.0012189496471875,0.00155261574674874,0.00343060660512721,0.00367569462741089,0.00549017409524085,0.0204566160648061,0.00096187943552498,0.00932461826387107,0.00783683688740779
DEL,MH,4,1,0.00251146687680174,0.0115046255360496,0.00981857465186699,0.00122309475298362,0.000171959573639668,6.87215110316389e-05,0.00255707215189439,9.27043976464371e-05,3.95797311066154e-05,0.00582756876455127,0.0024232174508013,0.00201223099112227,0.00105534774373361,0.00935934609367683,0.00929451443397145
DEL,MH,4,2,0.00923263924056998,0.0291456014020433,0.00562826952942675,0.000630849940862788,0.000510630328285124,0.000521270699296709,0.00225626977991324,0.000151210923649268,0.0007349287837272,0.00211740723872362,0.00290979965819923,0.00177729213570912,0.000502507097042926,0.00679188242208829,0.00524949436650448
DEL,MH,4,3,0.00479363278425551,0.0486631458856081,0.0032813583881863,0.00047310389046025,0.000135566873068489,0.000635909245462161,0.0028509171399296,0.000100748289575482,0.00183242846529027,0.000742456456403403,0.00258095649995363,0.00296883565029071,0.000344531324860127,0.0033687762980985,0.00349027515765824
DEL,MH,5+,1,0.0663760059305301,0.00213651684055695,0.0156187217573265,0.00949224516636265,0.00116914893092706,0.000491992267381597,0.000936284413037169,4.18230581703876e-05,0.00755065100433311,0.346274083099821,0.0241755576963033,0.00119629586362452,0.00204535962405842,0.00793969539611967,0.00538906003060078
DEL,MH,5+,2,0.236888701655903,0.000709916201138232,0.00901243412841078,0.00980426714323586,0.00199163130424497,5.1500388463648e-05,0.000643797712857136,1.72931805960486e-05,0.00487155554819932,0.12173525213698,0.0153700875765141,0.000261984041784727,0.00151753664029338,0.00752454975412859,0.0102596702068413
DEL,MH,5+,3,0.23203700765513,0.00137706672688202,0.00786608739054277,0.0022366497903317,0.0010285329049051,6.4533470294778e-05,0.00056239263303019,3.27442732496664e-05,0.00114814117648026,0.0423346457002932,0.00564001052101101,0.000397814818066254,0.00106282819062826,0.0072585849677944,0.0066950806570595
DEL,MH,5+,4,0.131662554758196,0.00408561939776765,0.00218746149294649,0.000667689024389425,0.00119768215042114,0.000398426411250648,0.000584604634426535,6.39507753698869e-05,0.000222890428603254,0.0140590423317873,0.00172445092494386,0.000796752918633563,0.00184355323778966,0.00260176127117353,0.00200905904360943
DEL,MH,5+,5+,0.108333754716448,0.000375727005251224,0.0011655269514799,0.0123682652911398,0.000229723351509235,0.0022611056341324,0.000371537824131273,0.000537898312290898,0.00106528075239732,0.012314357071277,0.000911465746123724,0.00420937156318758,0.00097075987746415,0.000881120332460698,0.00163086137272274
