Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID2 1),W.2 (ID6 0.995),W.3 (False Positive) (ID5 0.455),W.4 (ID4 0.999),W.5 (ID8 0.991),W.6 (ID11 0.996),W.7 (ID13 0.985),W.8 (ID9 0.992),W.9 (ID3 0.992),W.10 (False Positive) (ID14 0.888),W.11 (ID1 1),W.12 (ID5 0.985)
INS,C,1,0,0,0,0,0,0,0,0,0,0,0.719606920966271,0,0
INS,C,1,1,0.000207890020008556,0.00132043725546013,0.00107798424887126,0,0,0.186031475850992,0,0,0,0.0163072259466136,0,0
INS,C,1,2,2.25353007913202e-05,0,0,0,8.56006021680856e-05,0.103557485521509,0.000593651687944107,0,0.00113781013728056,6.4148765323835e-209,0,0.0033462443958502
INS,C,1,3,0.000472180512362907,0,0.00236448300657949,0,0,0.0382102046599053,0,0,0.00653795700548917,0.0021905583277549,0.000765363189841077,8.31628993839042e-204
INS,C,1,4,0.00286264381107281,1.4450884438683e-118,0.0105446485812011,0,0.000396845277507374,0.00834746752458376,0,0,0.0072567363654338,0.000510659430631439,0.00166244510359184,0
INS,C,1,5+,0.00938070768084933,0,0.012525292844675,0,0,0,0,0,0.00725709416218153,0,0.0226646479942414,0
INS,T,1,0,0.00136820814822369,0.0060771424431107,0.0054061997046259,0.000898223412910174,0.0037661487587806,4.61833361985535e-266,0.0550564111216047,0.00973295499841095,0.0190741447857881,0.0508167438386666,0.00218785887769573,0.00393284276178486
INS,T,1,1,0,1.20197762217436e-232,0,0.000795198836918403,0.00102118995674959,0.353088666788544,3.31320917164152e-166,0.00703934503156793,0.0456029727050722,0.00174189532062547,0,0.0122468204772188
INS,T,1,2,0.000692666703286366,0,2.68589534616675e-156,0,0,0.158374793523076,6.86340033109952e-189,0,0.0456920914237054,0.000597604126027542,0.000142287291127522,0.0343476942622802
INS,T,1,3,0.00127971062827738,1.79298832971673e-05,9.25249899818061e-38,0,8.41085246069513e-45,0.0982304202977409,0.008704428131039,1.05412659582199e-17,0.0273372918428889,0,0.00390289571992933,0.0218411242799461
INS,T,1,4,0.00312093954497442,0.000474965899949942,0.0221615341589169,1.61475680283759e-49,1.20631278463091e-269,0.0473182295997022,0.0151231604834296,0,0.00562221996732757,1.43172782841153e-82,0.0169038223011219,0.0123704438447502
INS,T,1,5+,0.00371472282945644,3.64236030846624e-15,4.41858295171087e-107,1.01440333841946e-105,4.70954614275982e-24,9.12620068519605e-247,1.30113414576516e-105,1.209469817478e-96,1.60894119062175e-20,4.04292972336962e-92,0.90907561401003,2.34616627708871e-62
DEL,repeats,2,0,0.000183757747181862,0.000700982109125798,1.12979276050597e-209,0.071676881521836,0.0088296888214835,0,0.0266060420373334,0.0134517955083186,0.00621501965516567,7.42575398503768e-05,0.00031955006596605,0.0309151907697793
DEL,repeats,2,1,0.00339365007093723,1.94483973956924e-206,0.034849170273325,0.24259467715404,0.00609452788177858,0.000691097088559371,0.000181291175626801,2.70765527060342e-76,0.00919332837903026,0.00404245039340953,4.72284546303226e-99,0.0233106799084194
DEL,repeats,2,2,0.00187326919393579,0.00135690622431397,0.00731207318693577,0.055479005833332,0,4.66051816174313e-127,0.00294034959060802,8.30163203405848e-118,0.0130109045644218,0.00192073636952116,4.63941539408129e-06,0.0035429853584471
DEL,repeats,2,3,0.000713998177813271,0.000175587126693479,0.00504799388458957,0.0106440606689829,0,0,0,0,0.00718324687906007,0.000197169492581846,0.000227261428278486,0
DEL,repeats,2,4,0.00097055603193736,0.000166872905446863,0.00059448876475399,0.00298123141752698,8.01114235408265e-05,0.000760835702111693,0.000495021121265295,1.37456203010716e-260,0.00350100873034266,0,2.28723346705519e-253,0.000600564549931257
DEL,repeats,2,5+,0,0,0,0.00198402753601477,0,0,0,0,7.93207770699393e-05,0,0,0.0270062132728387
DEL,repeats,3,0,0,0.000957879433070395,0.000129063252777109,0.00498787953892902,0.0132057355863326,1.10403773265025e-96,7.88561056975221e-77,0.00320904583733946,0.000539424770537229,0.00127127220541743,0.00011630279886928,0.021440085860697
DEL,repeats,3,1,0.00467262621914142,0.00500997322789049,0.0300962219035602,0.0948777963130219,7.40068593775607e-293,0,0.00127405516375917,0.000283975635539995,0,0.00181537762494761,0.00420442794226093,0.00384641144813415
DEL,repeats,3,2,0.0022620013124467,2.26653769463772e-05,0.00723770064883928,0.0213228390778327,0.000384649119711987,0.00107397612660573,0.000142200613991194,0.00164467353588966,0,0.000876284075215602,0.000537949497592358,3.61931202213488e-48
DEL,repeats,3,3,0.000369477950498833,1.93559173060187e-05,0.00404641282422838,0.00387486545645549,0.000136383892251213,0,0,0.000224165917199264,0,0.000186480728227173,0.000345971806367081,0.000530668422049614
DEL,repeats,3,4,0,0,0,0.000300931549806946,0,0.000820381952068165,0,0,0,0,0,0.00736873340499994
DEL,repeats,3,5+,0,0,0,0.000471111127054757,0,0,1.2580403942299e-116,0,0,0,0,0.0109084627473394
DEL,repeats,4,0,6.10844907483625e-06,0.00198399111529926,0.000342445622976507,0.00780844749340601,0.00736500584625023,0,0.000135231136519639,0.00160049636831942,0.000202544908727698,0.000221611395424784,4.99763722526825e-05,0.013907320432292
DEL,repeats,4,1,0.00220839774111154,0.00249656231129746,0.0114921140807873,0.0661023408193516,0.000291024103523699,1.66880539432864e-308,4.40906348556341e-203,0.00408406645120916,0.000364429821197112,0,0.000421772327674694,0.00111633614310858
DEL,repeats,4,2,0.000611968329830958,0.000220889424653193,0,0.0156607221768356,0,0,0,0,3.06087543072522e-253,0.000599943118910945,0,0
DEL,repeats,4,3,2.61445721371598e-06,2.90977133898456e-287,0.000325193114893665,0.00481950915645347,0,0,0,0,0,0,0,0.00475479308788887
DEL,repeats,4,4,0,0.000166865058751289,0,0.00072949407386483,0,0,0,0,0,0,0,0.00538520386563779
DEL,repeats,4,5+,0.000242072730408145,0,9.44282367356981e-223,0.000706380185105381,0,0,0.000272496598362693,0,7.0891403075592e-05,0,2.00225263243576e-05,0.00205912811041111
DEL,repeats,5+,0,0,3.11151968001927e-11,0,0.00411183494689585,0.303156074108549,1.4608161789235e-163,0.00459681823113898,3.98515685917622e-212,0.00113331978371581,0.000867697054854955,0,0.0147089694430849
DEL,repeats,5+,1,0.00322572869655279,0.00779263910749716,5.40985736605048e-06,0.0169091701687868,0,0,0.00304761518396836,0,0,0,1.41336819162173e-129,0
DEL,repeats,5+,2,0.000412316561830176,0.0002897774288332,0.00232083109672871,0.00243197881118731,0.000467419966158407,0,0.000308534601808572,4.59347254972555e-05,8.49674324522894e-06,0,3.3519036540317e-05,0.000398336383880902
DEL,repeats,5+,3,0.000168383977382208,0.000199289687938839,0,0.00145233805551259,0,0,0,0,0,0.000172657566474524,0,0.000253297207991689
DEL,repeats,5+,4,6.89251545504416e-05,1.59315925654457e-05,0.000399980307925336,0.000152511723657642,0.000157682258604469,0,0,0,4.70008135101243e-05,0,8.50357900925225e-06,9.96149853079265e-05
DEL,repeats,5+,5+,2.35607795788095e-05,0,7.06566205436047e-142,0,0,0.000235059940464095,0,0,0,0.000333989653041209,2.03783453127397e-05,0.000741198968350097
INS,repeats,2,0,0.00030087684316661,0.00221042519021277,0.00111659019723186,0.000749746006863899,0.00135997094530051,0,0.0132808870076627,0.000421209529796714,0.00235993164779476,0.0382215616374129,0.000435751604986244,0.00814458120158831
INS,repeats,2,1,0.000279014223512781,4.79808696278291e-05,0.000872341487841031,6.46893594308887e-05,0.00173043430306125,6.68368581945354e-85,1.53271577161413e-07,0.00102817988587667,0.00271387683200224,0,0,0.0230954586770683
INS,repeats,2,2,0.00100042871582712,0.000629081307900485,0.00120125057148903,0.000120939847296102,1.68107920747114e-47,0,0,0.0012209765288667,0.000968787186680917,0.00184423019503723,0.000272946784252046,0.00897734701333443
INS,repeats,2,3,0.000442588238991889,0.000580210980593185,3.45009346723586e-13,0.000145954842100178,0.00014331362151869,0.00116615543044594,0.00128642744072766,1.50185261818292e-107,0.00100630107037111,0.000972497962398581,0.000445185305092804,0.00112966315359181
INS,repeats,2,4,0.00188890259695186,0,0.0103796827249282,0,0,0,0,0,0,0.0020532466054262,0.00275719324864557,0
INS,repeats,2,5+,0.0141765151935096,3.34676236253237e-268,0.0492913825602206,0,0.000499223025573628,0,2.20804062901391e-146,0,0,0,0.015558044416663,0
INS,repeats,3,0,5.02456271260681e-05,0.00109557545530893,8.8132243222252e-05,0,0.00055734760487535,0,0,0.000114843263603922,9.64210116129733e-05,0.0100970406433038,0,0.00508279673124647
INS,repeats,3,1,0.00117499156048446,9.73010640708336e-05,0.00306446824069162,0.000398630834521669,0.000767751429373728,1.49937273635929e-59,0.00474427314319476,1.09294175619673e-162,1.12481519879754e-05,0.003465709997705,0.000331411433753963,0.00662146799716618
INS,repeats,3,2,0.000187084784756472,0.00061415905986674,0.00196298523780275,0.000403469918685813,0.000168037208438507,2.58682804136942e-149,9.34101287405978e-53,1.03050054150178e-286,1.93082454736484e-05,2.8025754823843e-05,0,0.00166661317143216
INS,repeats,3,3,1.06171647831654e-126,0.000230099101400588,0,0.000126400672311533,1.57509170382302e-06,0,0,0,0,0.000410375404559318,0.000121624057806878,2.74955716048821e-05
INS,repeats,3,4,0.000128839983566421,0.000198370611163886,0.000647530099250688,8.73622496800875e-05,0.000101712657220251,0,0,0,0,0.000577215896930913,7.90362119086278e-05,0
INS,repeats,3,5+,0.00193311657818614,0,0.00303229808199578,0,0,0,0,0,0,0.00345042786521991,0.000943684593197245,0
INS,repeats,4,0,1.2876397966102e-05,0.00194778381566812,0,0,0.00079039273538777,2.63942479752672e-268,0.00101667714797232,2.40725427972524e-135,0,0.00811336354157714,0,0.00302152323992559
INS,repeats,4,1,0.00110427541584489,0.000300825862118005,0.00756923175759013,0.00105685141050826,0.00139002026074609,0,0.00249456996996581,0.000495032334614928,2.66241586965266e-05,0.00189391586830746,0.000761024658000351,0.0040320002980674
INS,repeats,4,2,4.74065281088436e-06,0.00065280137315467,0,0,0,0.000337186714122108,0,0,0.000118500421229364,2.41886530312258e-05,8.08673291781238e-05,0.000283342810181835
INS,repeats,4,3,0.000139684021233104,0.000331067648061534,0,0,0,0,0,0,2.62742109407108e-05,0.00138247192638188,0.000147333609516941,0
INS,repeats,4,4,0.000280111608990768,0.00012412839460342,1.10695971920649e-214,9.68771480893266e-91,6.06929864615181e-05,0,0.000220134902387207,0,0,0.00294419902588677,0.000284175063954171,0
INS,repeats,4,5+,0.00199856285009826,0,0.0113260406233176,0,0.000822215986781273,0,1.1426064630911e-207,0,0,0,0.000838150372099933,0.000432412300715227
INS,repeats,5+,0,0,0.00950689143341532,0,0,0,0.000249915315384658,0.00298123677300014,0,0,0.00511043111781022,0,0.00569020831487961
INS,repeats,5+,1,0.000203560942945573,0.00482576912361943,3.12774168734176e-49,0.000459919861609714,0.0109873696403696,9.61288002155235e-197,0.0188887075990178,0.00100149060287939,0.000362298747347819,0.0435290706995575,0.00123980051726045,0.004333176098243
INS,repeats,5+,2,0,0.00183756804105629,0,0.000178875745072344,0,0,0.000109908197415959,0,9.59399305190969e-06,0.000701943871037635,0.000273869559636661,0.000289979105542752
INS,repeats,5+,3,0.000105940825732427,0,8.34698019979991e-107,0,0.000153331709470444,0,1.00124410148605e-05,1.66908497775219e-308,1.16934773062964e-05,5.81117331062602e-41,0.000292930311472323,0.000196544305794392
INS,repeats,5+,4,0,1.99536845599912e-06,0,4.73370233534846e-05,0,0,2.41349214934923e-05,9.75322180432077e-05,2.14475656419407e-05,0.000225273596250503,0.000290629295055434,0.000129998486470369
INS,repeats,5+,5+,0.000121506319355273,6.38268224986929e-05,0.000445334622509384,0.000458849853976424,0.000118210177948504,0,0,0,0,0,0.00013523637637951,0.000545427165295114
DEL,MH,2,1,0.000134002712896774,0,0,0.199676277605967,8.37966496116575e-05,0,0.00938807125603983,0,0.00671315110385662,0.000146689072344726,0.000812891574725227,0.0303379543494744
DEL,MH,3,1,2.08112209991147e-204,0.000418404275980222,0,0.00660004860513771,0.0114153779467377,0.00150664796418573,1.30464630985199e-13,0.00197325478252181,0,0.0020237809075761,3.559328715124e-05,0.0165398511683996
DEL,MH,3,2,0.00311706858632794,0.00376712188764649,0.0027119735163297,0.0518899820413622,0.00461854877334287,8.63515412681402e-268,6.35894924567605e-80,1.50506877551602e-165,0.000140028458900065,0.00460066582084249,0.00101852601236648,0.00885733725838425
DEL,MH,4,1,0.000128762663904448,0.00203397176584899,0.000357307815579915,0.00980465288283126,0.00733888545721112,8.50015098508945e-237,8.66775387768477e-29,0.00140173862514025,0,0,6.96498592752255e-05,0.0105805912750146
DEL,MH,4,2,0.000522527453885445,0.00842397094722906,0.00128260449494577,0.0324503708871118,0.000318819964810631,7.60221525085247e-308,5.76801849332035e-248,0.00335099777635763,7.06885724047985e-05,0.000786764356022183,8.30674143523608e-05,0.00626928855151984
DEL,MH,4,3,0.000676231887161281,0.00534729388065451,0.00337104038066908,0.0474764528112414,0,1.20383731937762e-293,1.44299846560926e-241,0.0011017228131643,0,0.00248300237474226,2.18933260277525e-214,0.00319291959713972
DEL,MH,5+,1,0.000578015415147544,0.0571627854982869,0.00037857489721564,0,0.353155380804705,0,1.20265012405139e-168,2.04679847267107e-223,3.58921343485966e-277,3.29493558120411e-229,0,1.41625832071476e-91
DEL,MH,5+,2,4.98580056879038e-05,0.289096028817723,1.33595561787086e-77,0,0.120125510057108,4.29997322683455e-271,1.66524739150638e-40,6.18059311192446e-167,0.00152597622376437,0.00149675391551891,0,0.00379967323110734
DEL,MH,5+,3,0,0.247007352275759,0,0.000494707722099617,0.0252071277744597,0,3.87792720892161e-248,3.91897479051195e-210,0.00129632402754511,0.00088379234716676,0,0.00604741625482896
DEL,MH,5+,4,0.00044750161446756,0.141145419600998,4.04256614836986e-84,0.00325401435250961,0.00173516677467635,1.10762814643782e-202,0,8.33601523943519e-127,0.000699578657524583,0,1.09291200927818e-197,0.00173157763370603
DEL,MH,5+,5+,0.00227879741018992,0.116610008265376,0.00534380164684307,4.95284279561416e-218,3.35011574937463e-108,0,0.0164109630149578,0,0,0.000833467184796748,0.000432654290947116,0
