"ex.sig","ref.sig","sim"
"W.11","ID1",0.999972869836574
"W.1","ID2",0.999984784669107
"W.9","ID3",0.991927446070216
"W.4","ID4",0.999351778206061
"W.12","ID5",0.984877941204583
"W.2","ID6",0.995188254198515
"W.5","ID8",0.99105759413707
"W.8","ID9",0.99156268988147
"W.6","ID11",0.995943124774217
"W.7","ID13",0.984742589078242
