"ex.sig","ref.sig","sim"
"ID83A","ID2",0.999997298777573
"ID83B","ID1",0.999997670436085
"ID83C","ID5",0.953459037026301
"ID83D","ID8",0.99600078294766
"ID83E","ID3",0.99236622543523
"ID83F","ID6",0.999436189402674
"ID83G","ID9",0.992715609080502
"ID83H","ID14",0.999800723931469
"ID83I","ID4",0.991848071328865
