"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.999017326457348
"hdp.2","SBS17b",0.999348188924475
"hdp.3","SBS2",0.999881859592892
"hdp.4","SBS13",0.998243411919285
"hdp.5","SBS16",0.989731364770038
"hdp.6","SBS40",0.999228465413432
"hdp.7","SBS7b",0.995300630810153
"hdp.8","SBS44",0.994164218209461
"hdp.9","SBS4",0.998417185741886
"hdp.10","SBS12",0.993264779602478
"hdp.11","SBS7a",0.97822105101864
"hdp.12","SBS41",0.993763494097455
"hdp.13","SBS3",0.997620540099556
"hdp.14","SBS7d",0.972897048735375
"hdp.15","SBS5",0.99914789323642
"hdp.16","SBS28",0.984084930310536
"hdp.17","SBS17a",0.998398905924661
"hdp.18","SBS18",0.997769611790504
"hdp.19","SBS35",0.996891324108903
"hdp.20","SBS22",0.988726338565597
"hdp.21","SBS7c",0.999282817891764
"hdp.22","SBS29",0.952808325623284
