Data_set,Noise_level,Approach,Run,PPV,TPR,aver_Sim_TP_only,Composite,N_Sigs,FN,FP,FP.sigs,FN.sigs
sens_SBS35_10_728,Realistic,mSigHdp_ds_3k,seed.1076753,1,0.8695652173913043,0.9926185533056935,2.8621837706969977,20,3,0,,
sens_SBS35_10_728,Realistic,mSigHdp_ds_3k,seed.145879,1,0.9565217391304348,0.992061945920591,2.948583685051026,22,1,0,,
sens_SBS35_10_728,Realistic,mSigHdp_ds_3k,seed.200437,1,0.9130434782608695,0.9925328000657594,2.9055762783266292,21,2,0,,
sens_SBS35_10_728,Realistic,mSigHdp_ds_3k,seed.310111,1,0.9565217391304348,0.9900380383602133,2.946559777490648,22,1,0,,
sens_SBS35_10_728,Realistic,mSigHdp_ds_3k,seed.528401,1,0.9130434782608695,0.9910631162440064,2.904106594504876,21,2,0,,
sens_SBS35_10_728,Realistic,SigProfilerExtractor,seed.1076753,0.8125,0.5652173913043478,0.9815822641436653,2.3592996554480132,16,10,3,,
sens_SBS35_10_728,Realistic,SigProfilerExtractor,seed.145879,0.8823529411764706,0.6521739130434783,0.9751560013484638,2.5096828555684128,17,8,2,,
sens_SBS35_10_728,Realistic,SigProfilerExtractor,seed.200437,0.8125,0.5652173913043478,0.9805404222008389,2.358257813505187,16,10,3,,
sens_SBS35_10_728,Realistic,SigProfilerExtractor,seed.310111,0.9411764705882353,0.6956521739130435,0.9742722370990354,2.611100881600314,17,7,1,,
sens_SBS35_10_728,Realistic,SigProfilerExtractor,seed.528401,0.875,0.6086956521739131,0.9737886147908852,2.4574842669647983,16,9,2,,
