"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.999132801959472
"hdp.2","SBS2",0.999111817924117
"hdp.3","SBS5",0.999043280113225
"hdp.4","SBS13",0.999650407094689
"hdp.5","SBS17b",0.999137571409171
"hdp.6","SBS40",0.998385168657659
"hdp.7","SBS17a",0.998444948878916
"hdp.8","SBS7d",0.998964653110305
"hdp.9","SBS22",0.990353152959319
"hdp.10","SBS7c",0.998420451500579
"hdp.11","SBS18",0.994489744949194
"hdp.12","SBS3",0.994652989467253
"hdp.13","SBS41",0.991272921450193
"hdp.14","SBS44",0.996001979171354
"hdp.15","SBS8",0.990155520760485
"hdp.16","SBS34",0.988652479664011
"hdp.17","SBS12",0.998027509718826
"hdp.18","SBS4",0.99795640861711
"hdp.19","SBS26",0.990116375228858
"hdp.20","SBS9",0.994653865039686
"hdp.21","SBS28",0.992579101658917
"hdp.22","SBS37",0.996213054817937
"hdp.23","SBS36",0.997539676558551
"hdp.25","SBS29",0.987236705550791
"hdp.28","SBS16",0.975713674405626
