MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
4:Del:R:3	0.00000133	0.00000000	0.00409228	0.00000926	0.00003986	0.00000101	0.00048677	0.00000297	0.00382016
4:Del:R:4	0.00000000	0.00000003	0.00496345	0.00002939	0.00006437	0.00000001	0.00059235	0.00000197	0.00012364
4:Del:R:5	0.00016336	0.00000000	0.00120804	0.00000098	0.00000000	0.00000000	0.00015640	0.00000000	0.00023841
5:Del:R:0	0.00000000	0.00000000	0.01681228	0.24433326	0.00130950	0.02691434	0.00094635	0.00356791	0.00286589
5:Del:R:1	0.00303196	0.00000019	0.00008672	0.00004799	0.00000000	0.00756557	0.00004462	0.00039497	0.01226550
5:Del:R:2	0.00040962	0.00000004	0.00000588	0.00000000	0.00000000	0.00008266	0.00000784	0.00001739	0.00243356
5:Del:R:3	0.00008823	0.00000000	0.00000000	0.00000000	0.00000000	0.00000866	0.00000101	0.00000837	0.00057457
5:Del:R:4	0.00004555	0.00000001	0.00000000	0.00000002	0.00000000	0.00000000	0.00000051	0.00000000	0.00004247
5:Del:R:5	0.00002158	0.00000005	0.00009330	0.00000000	0.00000000	0.00000000	0.00001273	0.00004248	0.00006448
2:Ins:R:0	0.00036427	0.00034996	0.00824081	0.00201248	0.00247511	0.00205558	0.00092995	0.02418358	0.00109972
2:Ins:R:1	0.00021782	0.00000265	0.01959659	0.00148188	0.00314722	0.00002046	0.00302717	0.00000499	0.00017185
2:Ins:R:2	0.00112046	0.00009993	0.00764056	0.00011812	0.00138963	0.00054453	0.00092362	0.00125705	0.00006095
2:Ins:R:3	0.00047425	0.00032560	0.00126057	0.00010630	0.00096706	0.00013112	0.00017998	0.00102095	0.00012180
2:Ins:R:4	0.00200261	0.00268231	0.00000000	0.00000000	0.00002630	0.00000000	0.00016053	0.00312502	0.00002052
2:Ins:R:5	0.01393588	0.01814308	0.00078431	0.00159366	0.00000000	0.00053255	0.00048819	0.00071833	0.00030300
3:Ins:R:0	0.00004110	0.00000000	0.00424945	0.00004198	0.00010235	0.00118429	0.00053095	0.00672634	0.00003185
3:Ins:R:1	0.00130796	0.00016348	0.00729855	0.00042346	0.00042184	0.00000780	0.00075096	0.00276874	0.00046673
3:Ins:R:2	0.00018658	0.00000009	0.00078926	0.00000125	0.00000446	0.00048258	0.00010373	0.00014945	0.00041395
3:Ins:R:3	0.00003062	0.00001455	0.00000000	0.00000004	0.00000000	0.00001104	0.00000119	0.00019848	0.00000000
3:Ins:R:4	0.00010693	0.00000113	0.00000000	0.00000000	0.00000000	0.00000000	0.00000107	0.00057316	0.00000000
3:Ins:R:5	0.00220986	0.00046697	0.00000000	0.00001026	0.00000000	0.00000000	0.00003715	0.00245397	0.00000000
4:Ins:R:0	0.00000578	0.00000005	0.00301953	0.00012741	0.00000020	0.00154983	0.00030261	0.00608571	0.00007306
4:Ins:R:1	0.00130445	0.00065219	0.00421505	0.00110020	0.00030591	0.00041356	0.00041673	0.00140023	0.00125054
4:Ins:R:2	0.00002240	0.00001176	0.00000535	0.00000044	0.00000000	0.00015405	0.00000189	0.00003266	0.00007447
4:Ins:R:3	0.00012371	0.00000441	0.00000000	0.00000000	0.00000000	0.00003815	0.00000214	0.00094749	0.00000000
4:Ins:R:4	0.00031723	0.00003676	0.00000000	0.00000067	0.00000000	0.00000000	0.00000734	0.00170482	0.00004492
4:Ins:R:5	0.00255610	0.00068114	0.00043639	0.00022986	0.00000000	0.00001108	0.00012499	0.00038371	0.00008848
5:Ins:R:0	0.00000000	0.00000003	0.00531375	0.00013609	0.00009648	0.00858580	0.00053980	0.00267300	0.00005325
5:Ins:R:1	0.00010584	0.00150435	0.00674921	0.01029174	0.00021417	0.00550383	0.00104855	0.02652452	0.00308021
5:Ins:R:2	0.00003612	0.00006738	0.00000020	0.00000606	0.00000000	0.00102884	0.00000357	0.00066125	0.00008544
5:Ins:R:3	0.00009535	0.00003933	0.00000000	0.00000058	0.00000000	0.00000000	0.00000298	0.00002600	0.00000000
5:Ins:R:4	0.00002639	0.00006159	0.00000000	0.00000056	0.00000000	0.00000000	0.00000294	0.00004626	0.00000000
5:Ins:R:5	0.00010456	0.00000309	0.00018986	0.00000038	0.00000000	0.00000000	0.00001741	0.00002081	0.00004476
2:Del:M:1	0.00009981	0.00053895	0.02364798	0.00412781	0.00861873	0.00001783	0.00329672	0.00205229	0.18462392
3:Del:M:1	0.00000166	0.00002250	0.01347720	0.01013646	0.00056341	0.00108075	0.00269723	0.00164807	0.00631161
3:Del:M:2	0.00289738	0.00137744	0.00735705	0.00393065	0.00047559	0.00428456	0.00167736	0.00325007	0.04825532
4:Del:M:1	0.00011581	0.00000319	0.00887427	0.00592283	0.00005115	0.00286185	0.00198679	0.00000075	0.01023688
4:Del:M:2	0.00052788	0.00000792	0.00491301	0.00083047	0.00034341	0.00867789	0.00277792	0.00078100	0.02897968
4:Del:M:3	0.00062572	0.00000239	0.00186535	0.00057734	0.00009967	0.00469852	0.00135438	0.00200879	0.04757665
5:Del:M:1	0.00052458	0.00000017	0.00363849	0.28133889	0.00068719	0.08173651	0.00016629	0.00335522	0.00010220
5:Del:M:2	0.00000041	0.00000001	0.00153250	0.10707762	0.00107528	0.26178760	0.00043400	0.00268279	0.00001120
5:Del:M:3	0.00000000	0.00000001	0.00310418	0.03121991	0.00041585	0.22079255	0.00067178	0.00066209	0.00041839
5:Del:M:4	0.00040478	0.00000063	0.00029058	0.00771959	0.00029321	0.12223323	0.00024282	0.00000000	0.00295755
5:Del:M:5	0.00248307	0.00054058	0.00088347	0.00664361	0.00000809	0.10083548	0.00015667	0.00061978	0.00130099
