MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.00373391	0.00004190	0.00942587	0.04526884	0.10040350	0.03098046	0.31854301	0.00720256	0.01351621
1:Del:C:1	0.00000235	0.00044219	0.00928865	0.02328461	0.21485016	0.00319624	0.09645204	0.00013313	0.00354445
1:Del:C:2	0.00000000	0.00000000	0.01158634	0.00055801	0.19013391	0.00580976	0.00151540	0.00000551	0.00127465
1:Del:C:3	0.00262796	0.00197239	0.00873007	0.00494940	0.06833565	0.00039276	0.01085856	0.00018921	0.00092141
1:Del:C:4	0.00386090	0.00065095	0.00042835	0.00069743	0.04320693	0.00183384	0.01273568	0.00170902	0.00124620
1:Del:C:5	0.01488245	0.00351231	0.00047406	0.00082107	0.02345808	0.00082184	0.00033765	0.00242870	0.00219075
1:Del:T:0	0.00771363	0.00139948	0.10717046	0.03939913	0.03506319	0.00424553	0.10546749	0.01766931	0.00573115
1:Del:T:1	0.00000000	0.00000000	0.18072184	0.05044888	0.00535643	0.00011000	0.01875392	0.00000372	0.02943221
1:Del:T:2	0.00685240	0.00110177	0.11956951	0.01056026	0.01509543	0.01201924	0.08855047	0.01073781	0.00069097
1:Del:T:3	0.02001430	0.00230409	0.09758440	0.01375843	0.01302528	0.02252042	0.11153732	0.01665938	0.00212818
1:Del:T:4	0.04683780	0.00429239	0.05217429	0.00328128	0.01053037	0.01760892	0.09145017	0.01359116	0.00086967
1:Del:T:5	0.81579653	0.00034544	0.01079416	0.00191187	0.00661705	0.00123463	0.02642362	0.04309395	0.00167657
1:Ins:C:0	0.00000000	0.00000001	0.00000093	0.00000024	0.00000019	0.00000009	0.00000025	0.46100122	0.00000010
1:Ins:C:1	0.00015982	0.00000000	0.00541484	0.00175977	0.00671298	0.00155093	0.00168778	0.01198619	0.00004592
1:Ins:C:2	0.00001114	0.00000000	0.00563336	0.00122681	0.00466469	0.00001934	0.00128003	0.00043278	0.00000264
1:Ins:C:3	0.00052640	0.00052192	0.00042622	0.00005977	0.00857784	0.00000000	0.00036725	0.00158667	0.00020371
1:Ins:C:4	0.00304524	0.00146080	0.00000969	0.00003445	0.00787502	0.00004507	0.00016632	0.00175028	0.00000000
1:Ins:C:5	0.00910878	0.02447141	0.00001424	0.00191048	0.00688969	0.00003519	0.00048134	0.00254175	0.00045018
1:Ins:T:0	0.00136398	0.00215094	0.01186219	0.00679323	0.01512845	0.00570187	0.01206533	0.03237316	0.00373004
1:Ins:T:1	0.00000001	0.00000000	0.01540210	0.00508052	0.05997534	0.00022375	0.00988676	0.00252168	0.00027680
1:Ins:T:2	0.00069568	0.00003248	0.03042530	0.00030928	0.05168951	0.00000839	0.00542807	0.00174276	0.00001282
1:Ins:T:3	0.00115351	0.00408155	0.02104198	0.00137856	0.03141346	0.00053649	0.00347139	0.00093004	0.00011806
1:Ins:T:4	0.00348877	0.01642948	0.01446190	0.00225488	0.00787610	0.00093751	0.00230913	0.00504414	0.00056119
1:Ins:T:5	0.00203532	0.90019859	0.00042561	0.02124058	0.00806300	0.00816327	0.02092942	0.24274728	0.00717747
2:Del:R:0	0.00010272	0.00045269	0.02927381	0.01024461	0.00697362	0.00142061	0.01258315	0.00021868	0.06984254
2:Del:R:1	0.00352579	0.00052423	0.01642576	0.00951490	0.01027235	0.00107928	0.00272665	0.00576114	0.22443327
2:Del:R:2	0.00189347	0.00018269	0.00233130	0.00024582	0.01242756	0.00174471	0.00032267	0.00244121	0.05220772
2:Del:R:3	0.00081005	0.00018488	0.00000000	0.00001527	0.00612281	0.00003239	0.00002023	0.00041094	0.01065781
2:Del:R:4	0.00087850	0.00000000	0.00013917	0.00000000	0.00369062	0.00000072	0.00005769	0.00004959	0.00321980
2:Del:R:5	0.00000000	0.00000001	0.02373808	0.00011249	0.00037206	0.00000000	0.00225336	0.00000000	0.00105925
3:Del:R:0	0.00001302	0.00005401	0.01830510	0.01154404	0.00078902	0.00137821	0.00321873	0.00116671	0.00407998
3:Del:R:1	0.00492047	0.00450376	0.00266279	0.00115279	0.00016167	0.00503845	0.00317995	0.00459237	0.09345474
3:Del:R:2	0.00267148	0.00020200	0.00010940	0.00001966	0.00000000	0.00033800	0.00039591	0.00113235	0.02118873
3:Del:R:3	0.00057417	0.00008276	0.00005880	0.00000589	0.00000000	0.00000000	0.00002028	0.00046981	0.00391965
3:Del:R:4	0.00000000	0.00000005	0.00628830	0.00003477	0.00006142	0.00000001	0.00077138	0.00000114	0.00008562
3:Del:R:5	0.00000000	0.00000002	0.00918338	0.00004726	0.00012815	0.00000000	0.00094499	0.00000001	0.00039656
4:Del:R:0	0.00001292	0.00002184	0.01133762	0.00705368	0.00026338	0.00245534	0.00181279	0.00001242	0.00680322
4:Del:R:1	0.00209431	0.00057508	0.00044469	0.00139158	0.00059906	0.00257641	0.00367017	0.00037592	0.06158135
4:Del:R:2	0.00045322	0.00000000	0.00000000	0.00000000	0.00000000	0.00010615	0.00000769	0.00050296	0.01057983
