Data_set,Noise_level,Approach,Run,PPV,TPR,aver_Sim_TP_only,Composite,N_Sigs,FN,FP,FP.sigs,FN.sigs
SBS_set1,Realistic,mSigHdp_ds_10k,seed.1076753,1,0.9130434782608695,0.9878173004248738,2.900860778685743,21,2,0,,
SBS_set1,Realistic,mSigHdp_ds_10k,seed.145879,0.9545454545454546,0.9130434782608695,0.9867666424168915,2.8543555752232157,22,2,1,,
SBS_set1,Realistic,mSigHdp_ds_10k,seed.200437,0.9565217391304348,0.9565217391304348,0.9872905965368506,2.90033407479772,23,1,1,,
SBS_set1,Realistic,mSigHdp_ds_10k,seed.310111,0.9565217391304348,0.9565217391304348,0.9884994982488816,2.9015429765097513,23,1,1,,
SBS_set1,Realistic,mSigHdp_ds_10k,seed.528401,0.9545454545454546,0.9130434782608695,0.9893627977686298,2.856951730574954,22,2,1,,
SBS_set1,Realistic,mSigHdp_ds_1k,seed.1076753,1,0.9130434782608695,0.9920970771139483,2.905140555374818,21,2,0,,
SBS_set1,Realistic,mSigHdp_ds_1k,seed.145879,1,0.8260869565217391,0.9929901912545752,2.8190771477763144,19,4,0,,
SBS_set1,Realistic,mSigHdp_ds_1k,seed.200437,1,0.782608695652174,0.9948780112305737,2.7774867068827476,18,5,0,,
SBS_set1,Realistic,mSigHdp_ds_1k,seed.310111,1,0.9130434782608695,0.9909296590526057,2.9039731373134754,21,2,0,,
SBS_set1,Realistic,mSigHdp_ds_1k,seed.528401,1,0.8260869565217391,0.9929034914100592,2.8189904479317986,19,4,0,,
SBS_set1,Realistic,mSigHdp_ds_3k,seed.1076753,1,0.8260869565217391,0.9926160814301277,2.8187030379518667,19,4,0,,
SBS_set1,Realistic,mSigHdp_ds_3k,seed.145879,1,0.9130434782608695,0.9913137759084509,2.9043572541693203,21,2,0,,
SBS_set1,Realistic,mSigHdp_ds_3k,seed.200437,0.9545454545454546,0.9130434782608695,0.990673989560624,2.858262922366948,22,2,1,,
SBS_set1,Realistic,mSigHdp_ds_3k,seed.310111,1,0.9130434782608695,0.9918936587108006,2.9049371369716703,21,2,0,,
SBS_set1,Realistic,mSigHdp_ds_3k,seed.528401,1,0.8695652173913043,0.9923935158624776,2.8619587332537817,20,3,0,,
SBS_set1,Realistic,mSigHdp_ds_5k,seed.1076753,1,0.9130434782608695,0.9901098915557567,2.9031533698166263,21,2,0,,
SBS_set1,Realistic,mSigHdp_ds_5k,seed.145879,1,0.8695652173913043,0.9919034339574306,2.861468651348735,20,3,0,,
SBS_set1,Realistic,mSigHdp_ds_5k,seed.200437,1,0.9130434782608695,0.9912075508850193,2.9042510291458887,21,2,0,,
SBS_set1,Realistic,mSigHdp_ds_5k,seed.310111,1,0.8260869565217391,0.9926205445253108,2.81870750104705,19,4,0,,
SBS_set1,Realistic,mSigHdp_ds_5k,seed.528401,1,0.9130434782608695,0.989628908932454,2.9026723871933235,21,2,0,,
