"","ID1","ID2","ID3","ID4","ID5","ID6","ID8","ID9","ID11","ID13","ID14"
"hdp.1",0.0744891413861281,0.997585404705118,0.042190711916766,0.00831079146121905,0.163385685467711,0.0301892660469633,0.0338067752410899,0.0325043635240828,0.0217132359474962,0.0215329561157477,0.111035267605799
"hdp.2",0.0504726017181344,0.0427884561644893,0.246874730556042,0.0468652186044953,0.279582568516165,0.0719940380684957,0.134717705034675,0.13335660359103,0.982743832486317,0.113540517750068,0.0544561753679946
"hdp.3",0.0362828150062945,0.0215073928951296,0.066141816907922,0.999108601789727,0.219771604363289,0.0338275985065262,0.0569755522349071,0.052348189292263,0.0102519719425745,0.0421124897659944,0.0363707610666913
"hdp.4",0.0325860000938355,0.0229167585706895,0.0736900458479541,0.0281222664422469,0.127450854290104,0.999851867471457,0.46978890176452,0.105632367206521,0.0112912987134268,0.0510140935822045,0.0406733810004184
"hdp.5",0.00799622947012435,0.165179698567837,0.358245149299248,0.211674369215606,0.999850647219468,0.129983116216642,0.193297174710318,0.53707676192185,0.132181664033313,0.610361315168891,0.0715159921077269
"hdp.6",0.405980445919098,0.0910603695386925,0.0714518430986251,0.0213051738633661,0.0777419863836071,0.0434432565083941,0.0606227635718345,0.0636910452217661,0.0428420706330769,0.0408686163090345,0.998615303202193
"hdp.7",0.0524396189021753,0.0189540129136018,0.161626364836693,0.0364316203547111,0.60564576019668,0.0531022259979105,0.0987979558976297,0.30669521447388,0.0237680790391624,0.999490912840201,0.0514723186222071
"hdp.8",0.99999770690152,0.00616685584444376,0.0847504263254135,0.00639836402999938,0.0125903995836339,0.0390956271522527,0.0515697842689056,0.0179615724444628,0.0602252264426871,0.0235345244935827,0.452010564780724
"hdp.9",0.00818007670639764,0.0342238872052407,0.569215456243981,0.0537193582009177,0.547375470501951,0.112685552076103,0.141516591920055,0.999795636600039,0.0279882482164745,0.308401454567261,0.0556487449361954
"hdp.10",0.0603657126064847,0.0235406719412385,0.117396798027461,0.0478626058570462,0.195227033122057,0.469038945207184,0.999861183041616,0.141244327761687,0.0226028859161527,0.101740077694335,0.0634300909273811
"hdp.11",0.0884420671243682,0.0372504423330213,0.999900511801844,0.0645828272744838,0.370914187086243,0.076704048706376,0.117210162586502,0.57804897732409,0.179561352003099,0.158032538420385,0.0756349482832774
