Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16
DEL,C,1,0,0.605912319343252,0.026377332080893,1.32206545294555e-98,0.0879084183054188,0.000759237746607856,4.97436770044671e-156,0.0205215609095981,1.49356652798863e-58,0.0031621972456846,3.97692728843611e-242,0,0,1.06590772125434e-186,5.30220730562188e-26,0,4.26222030006734e-151
DEL,C,1,1,0.143772383568052,0,7.12076920690538e-192,0.253910333748622,0,0,6.43851719131677e-05,0.0217996066010328,0,1.1125369292536e-308,0,0.00050149574530415,3.57115854855861e-90,0.0159751143902551,0,0
DEL,C,1,2,0,0,1.23721683116922e-68,0.236889034673573,0,0,0.00520417619823222,0.0260036786219859,0,0,0,0,0,0,0,0
DEL,C,1,3,0.013148603501479,0.0187866038445409,0.00185560838447462,0.0747509341498315,0,0.000361180053571454,0,0.019877288480269,0.00161334654345193,9.02717783371988e-226,0,0.00161572714340849,5.46092565006824e-279,0.004784424027561,0,1.16776900744333e-211
DEL,C,1,4,0.0164926908516872,0.0245599845547189,0,0.0504554556533638,0.00206312145070746,0.000908464276152845,0.00188255908890518,0,0.00265359689544135,0,0,0.000352566000086159,5.49165362157195e-243,0,0,0.00387605482540608
DEL,C,1,5+,3.72765282122541e-279,0.110784192239861,0,0.027520387820388,0.00474526501311587,0.00180299218787631,0.000752443891751978,0,0.0103082126777046,0,0,0.00133485472089071,0,0,0,4.43188866873358e-204
DEL,T,1,0,0.159677146724622,0.0562827802186443,0.0191369754850148,0.0233883249390581,0.0244147780036883,2.56142769927641e-213,3.63635494081464e-261,0.199115039928932,0.00583415778519721,0,0,2.42325306930183e-98,4.59930703111652e-42,0.0296490987947261,0,0.0151555985571552
DEL,T,1,1,0,0,0.813144881009347,1.96909677056395e-69,0,0,0,0.0302343743336269,0,0,0,0,0,0,0,0
DEL,T,1,2,2.38086110551633e-59,0.0185767489697528,1.53701754897694e-38,0.00999810693839684,7.61090508553169e-176,0,0.000465495444709061,0.124731866297535,0.00316877582994345,0.977986114347835,0,1.09072401517092e-152,9.83206206487107e-53,1.17011168088596e-142,0,0.040227948897043
DEL,T,1,3,5.22498077698288e-93,0.10486372054835,1.84938376882222e-93,6.15683311367839e-51,0,0,3.90894373406774e-66,2.07666202509201e-19,0.00883652369863409,2.10527138880425e-241,0,4.06670143484681e-39,0.990728866453393,1.69538322652168e-157,0,4.14417750152987e-09
DEL,T,1,4,2.84144188276306e-119,5.37430624561452e-120,6.09577837807079e-103,4.05067232986525e-65,0,2.23043354166941e-249,5.82373742797277e-78,1.33546368214196e-29,0.0283410927988829,1.97588251621017e-278,0,1.08587609336686e-48,5.78626100971755e-123,1.34501479190729e-177,0,0.902487639052078
DEL,T,1,5+,2.83914696123032e-229,0.00127953701035731,5.27243391531056e-126,2.88401082463222e-62,0,5.58866724509172e-274,8.79378151565256e-129,7.73423591456565e-21,0.886285543471364,3.36840243446597e-257,2.74155112817511e-182,3.9721991692444e-63,5.90122136869342e-154,1.36178307306632e-107,1.51868592682947e-244,4.39909690289046e-94
INS,C,1,0,0,0,0,0,0.736986891537953,0,0,0,0,0,0,0,0,0,0,0
INS,C,1,1,0,0.00101579771764282,0,0,0.0223742815921958,0,0.00122327543248838,0,0.000185830750784045,0,0,0,0,0,0.171255016285282,0
