"ex.sig","ref.sig","sim"
"signeR.12","SBS1",0.999962059933558
"signeR.17","SBS2",0.99999166509853
"signeR.11","SBS3",0.999011350161777
"signeR.3","SBS4",0.999977467943826
"signeR.1","SBS5",0.999536321968019
"signeR.4","SBS7a",0.999899134610092
"signeR.6","SBS7b",0.999958759052292
"signeR.15","SBS7c",0.999128022808328
"signeR.22","SBS7d",0.999875224609352
"signeR.21","SBS12",0.924174333067584
"signeR.20","SBS13",0.999736204091427
"signeR.16","SBS17a",0.99775403083265
"signeR.10","SBS17b",0.999647682349066
"signeR.14","SBS18",0.997039647958274
"signeR.24","SBS28",0.970269598839731
"signeR.2","SBS40",0.999073657526827
"signeR.9","SBS44",0.961261932844027
